50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,,1.1819,,,,,,,,,,,,,,a7c0e95e-1d88-4c5b-a229-3e078e799668,854,,"[45.0, 42.0]",69308,18,,,,,0.98279375,,Head,,,,"[51.4, 51.6]",,High Pass,,11.537765,,,,Santiago Cazorla González,,,,,Recovery,1,Regular Play,Carlos Marchena López,20127.0,Right Center Back,39,Barcelona,217,"['216a0742-7b70-4ede-af85-843da6c56f0c', '8e14ca9a-7547-485c-ae91-d6ffcae565d4']",14,,,,,,,,,,,,,,,Villarreal,222,00:18:14.110,Pass,,45.0,42.0,51.4,51.6,4,4,5,5,0.012626,0.014291,0.0016649999999999998,0.0016649999999999998,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.998213,,,,,,,,,,,,,,8dfffc07-ffd1-4e03-a07f-8417a3d09bb1,858,,"[59.8, 25.6]",69308,18,,,,,2.9631822,,Right Foot,,,,"[47.6, 27.8]",,Ground Pass,,12.396773,,,,Eric-Sylvain Bilal Abidal,,,,,Recovery,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,39,Barcelona,217,['0ed60e2f-9caf-4eb2-a71f-9a9920a72065'],17,,,,,,,,,,,,,,,Barcelona,217,00:18:17.051,Pass,,59.8,25.6,47.6,27.8,5,2,4,2,0.014291,0.012692,-0.0015989999999999997,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.287255,,,,,,,,,,,,,,f4aa619c-9e19-4dc4-bebb-2c56ffa716da,861,,"[47.6, 27.8]",69308,18,,,,,-1.1304003,,Left Foot,,,,"[55.8, 10.4]",,Ground Pass,,19.235384,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,39,Barcelona,217,['abd54f40-51e0-489f-aec1-6e1d6028ecff'],19,,,,,,,,,,,,,,,Barcelona,217,00:18:19.089,Pass,,47.6,27.8,55.8,10.4,4,2,5,0,0.012692,0.012483,-0.00020900000000000085,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.311425,,,,,,,,,,,,,,3aa9b60f-c95f-42ad-8104-05c9c843bac0,864,,"[55.8, 10.4]",69308,18,,,,,2.499314,,Left Foot,,,,"[42.7, 20.2]",,Ground Pass,,16.360012,,,,Eric-Sylvain Bilal Abidal,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,39,Barcelona,217,['b9577b75-c2b7-42d8-b085-a191e8f3dd5a'],22,,,,,,,,,,,,,,,Barcelona,217,00:18:22.597,Pass,,55.8,10.4,42.7,20.2,5,0,4,1,0.012483,0.012147,-0.0003359999999999995,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.93117,,,,,,,,,,,,,,fd28db3c-a056-4582-9441-d2bcf0921199,868,,"[42.1, 21.5]",69308,18,,,,,2.7013783,,Left Foot,,,,"[16.2, 33.7]",,Ground Pass,,28.62953,,,,Víctor Valdés Arribas,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,39,Barcelona,217,['7220d708-3078-4686-b015-1f1df8837657'],25,,,,,,,,,,,,,,,Barcelona,217,00:18:25.495,Pass,,42.1,21.5,16.2,33.7,3,2,1,3,0.011105,0.010827,-0.00027800000000000047,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.078321,,,,,,,,,,,,,,00b85105-0009-4ce8-a6a6-1e763367869b,871,,"[17.0, 37.8]",69308,18,,,,,-0.0391956,,Right Foot,,,,"[37.4, 37.0]",,Ground Pass,,20.41568,,,,Sergio Busquets i Burgos,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,39,Barcelona,217,['7e259b3d-ff71-49ca-a852-59d2ff3cfb8d'],28,,,,,,,,,,,,,,,Barcelona,217,00:18:28.663,Pass,,17.0,37.8,37.4,37.0,1,3,3,3,0.010827,0.011324,0.0004970000000000009,0.0004970000000000009,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.672921,,,,,,,,,,,,,,2bef4c24-32bb-495a-ac52-a4807c096066,875,,"[36.4, 36.4]",69308,18,,,,,1.3019558,,Right Foot,,,,"[47.2, 75.6]",,High Pass,,40.660545,,,,Daniel Alves da Silva,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,39,Barcelona,217,['e510cf06-4551-4bd0-b049-ba72842d4105'],31,,,,,,,,,,,,,,,Barcelona,217,00:18:31.689,Pass,,36.4,36.4,47.2,75.6,3,3,4,7,0.011324,0.011263,-6.100000000000029e-05,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.981958,,,,,,,,,,,,,,d9d1f2f8-b859-49e1-8b7b-17b508feeb19,879,,"[49.6, 75.2]",69308,18,,,,,-0.38460472,,Right Foot,,,,"[66.4, 68.4]",,Ground Pass,,18.124018,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,39,Barcelona,217,"['70a9741b-07fa-4407-bd52-90f9b07c091e', 'e99ac20a-6947-4bf1-9227-e374b6ac1bbb']",34,,,,,,,,,,,,,,,Barcelona,217,00:18:34.552,Pass,True,49.6,75.2,66.4,68.4,4,7,6,6,0.011263,0.016118,0.004855,0.004855,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.762995,,,,,,,,,,,,,,17824b2c-252a-4fd1-a6ca-5b6e574a10e6,883,,"[62.3, 66.0]",69308,18,,,,,-1.471946,,Left Foot,,,,"[63.5, 53.9]",,Ground Pass,,12.159359,,,,Lionel Andrés Messi Cuccittini,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,39,Barcelona,217,['02f7eaae-393c-454a-9fe3-3154134e6373'],36,,,,,,,,,,,,,,,Barcelona,217,00:18:36.640,Pass,,62.3,66.0,63.5,53.9,6,6,6,5,0.016118,0.016856,0.0007379999999999991,0.0007379999999999991,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,2.464377,,,,,,,,,,,,,,be16d5b2-d2c3-48a7-ac06-f82d19c3f812,887,,"[61.3, 55.8]",69308,18,,,,,-2.801065,,Left Foot,,,,"[48.6, 51.3]",,Ground Pass,,13.473678,,,,Sergio Busquets i Burgos,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,39,Barcelona,217,['778940d3-393d-4733-86a5-f46545d2bd8f'],38,,,,,,,,,,,,,,,Barcelona,217,00:18:38.169,Pass,,61.3,55.8,48.6,51.3,5,5,4,5,0.014291,0.012692,-0.0015989999999999997,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,4.153812,,,,,,,,,,,,,,171b5c0b-ef21-4a6b-abc3-380b554f206b,890,,"[54.7, 40.7]",69308,18,,,,,-0.8557853,,Right Foot,,,,"[87.0, 3.5]",,High Pass,,49.26591,,,,David Villa Sánchez,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,39,Barcelona,217,['8ff20905-695c-43c2-a86c-89833c4554c1'],42,,,,,,,,,,,,,,,Barcelona,217,00:18:42.693,Pass,,54.7,40.7,87.0,3.5,5,4,8,0,0.014846,0.021221,0.0063750000000000005,0.0063750000000000005,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.475478,,,,,,,,,,,,,,9f8ef729-83b8-4e90-bf4e-5e5428b2e906,894,,"[106.4, 17.0]",69308,18,,,,,1.7777885,,Right Foot,,,,"[104.3, 27.0]",,Ground Pass,,10.218122,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Left Wing,39,Barcelona,217,['e4e6c6f7-5af5-4eea-a114-fb9039da46d8'],49,,,,,,,,,,,,,,,Barcelona,217,00:18:49.727,Pass,,106.4,17.0,104.3,27.0,10,1,10,2,0.04067,0.054911,0.014241000000000004,0.014241000000000004,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.957995,,,,,,,,,,,,,,a5fa6851-569d-4ef2-8734-59b43e37afdf,898,,"[105.0, 21.5]",69308,18,,,,,-1.2333403,,Right Foot,,,,"[107.0, 15.8]",,Ground Pass,,6.040695,,,,David Villa Sánchez,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,39,Barcelona,217,['74b0a5b4-f1a6-41f2-a885-74737e61100a'],53,,,,,,,,,,,,,,,Barcelona,217,00:18:53.986,Pass,,105.0,21.5,107.0,15.8,10,2,10,1,0.054911,0.04067,-0.014241000000000004,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.0603,,,,,,,,,,,,,,1d4f49fb-5658-4485-9a72-6824d5557518,902,,"[101.5, 13.9]",69308,18,,,,,3.026716,,Right Foot,,,,"[91.1, 15.1]",,Ground Pass,,10.469002,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Left Wing,39,Barcelona,217,['91d2a5ff-a485-4f8e-89c7-5394d986ae8c'],57,,,,,,,,,,,,,,,Barcelona,217,00:18:57.461,Pass,,101.5,13.9,91.1,15.1,10,1,9,1,0.04067,0.029533,-0.011136999999999998,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.819,,,,,,,,,,,,,,99bca119-4e71-4148-a9e1-47e35a932cf8,905,,"[91.1, 15.1]",69308,18,,,,,1.6133238,,Left Foot,,,,"[90.7, 24.5]",,Ground Pass,,9.408506,,,,David Villa Sánchez,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,39,Barcelona,217,['aefd9668-6d2b-47fc-bfd0-d2e467f1f36b'],59,,,,,,,,,,,,,,,Barcelona,217,00:18:59.104,Pass,,91.1,15.1,90.7,24.5,9,1,9,2,0.029533,0.028552,-0.0009809999999999992,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.250729,,,,,,,,,,,,,,57185b87-629c-4145-83d9-1b4f2cfec42c,916,,"[77.8, 19.0]",69308,19,,,,,1.2503229,,Right Foot,,,,"[85.6, 42.5]",,Low Pass,,24.760654,,,,Lionel Andrés Messi Cuccittini,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,39,Barcelona,217,['731c312c-129f-4681-a7a2-18f7b93a147b'],3,,,,,,,,,,,,,,,Barcelona,217,00:19:03.461,Pass,,77.8,19.0,85.6,42.5,7,1,8,4,0.018703,0.023851,0.005148,0.005148,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.8068,,,,,,,,,,,,,,3ec2df8e-4a1a-44e6-87f4-948762cdecb8,924,,"[36.7, 29.3]",69308,19,,,,,-0.8506648,,Right Foot,,,,"[51.0, 13.0]",,Ground Pass,,21.683634,,Unknown,,Giuseppe Rossi,,,,,,1,Regular Play,Rubén Gracia Calmache,25921.0,Left Midfield,40,Villarreal,222,['e77ac283-ae03-45d5-81d8-9d5e446f56d9'],8,,,,,,,,,,,,,,,Villarreal,222,00:19:08.463,Pass,,36.7,29.3,51.0,13.0,3,2,5,1,0.011105,0.013845,0.0027399999999999994,0.0027399999999999994,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.517618,,,,,,,,,,,,,,39f3293c-dbcc-4b5c-adb7-9bc0ea8ffa58,929,,"[51.4, 12.6]",69308,19,,True,,,1.8840725,,Left Foot,,,,"[49.1, 19.7]",,Ground Pass,,7.4632435,,,,Bruno Soriano Llido,,,,,Free Kick,1,From Free Kick,Joan Capdevila Méndez,20134.0,Left Back,41,Villarreal,222,['479d0039-ec5f-4738-9187-709d3782b256'],36,,,,,,,,,,,,,,,Villarreal,222,00:19:36.925,Pass,,51.4,12.6,49.1,19.7,4,1,4,1,0.012147,0.012147,0.0,0.0,,,0.08689059,0.08689059,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.617913,,,,,,,,,,,,,,593ff825-3aa9-446c-b4ee-00451a96310a,931,,"[51.0, 22.8]",69308,19,,,,,1.7628443,,Left Foot,,,,"[48.9, 33.6]",,Ground Pass,,11.002273,,,,Borja Valero Iglesias,,,,,,1,From Free Kick,Bruno Soriano Llido,22819.0,Left Defensive Midfield,41,Villarreal,222,['630b6759-69ab-4b1d-aa49-646682fef343'],40,,,,,,,,,,,,,,,Villarreal,222,00:19:40.139,Pass,,51.0,22.8,48.9,33.6,4,2,4,3,0.012692,0.012626,-6.600000000000009e-05,0.0,,,0.08689059,0.08689059,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.2686,,,,,,,,,,,,,,e42c3a96-0901-49ab-a2c9-c5e7bca28841,935,,"[48.7, 30.1]",69308,19,,,,,-2.1910458,,Right Foot,,,,"[43.2, 22.4]",,Ground Pass,,9.462558,,,,Mateo Pablo Musacchio,,,,,,1,From Free Kick,Borja Valero Iglesias,6997.0,Right Defensive Midfield,41,Villarreal,222,"['9065e533-2376-4ea3-93ee-256ee15193cc', 'e6e45306-6c10-4702-9443-ef8e28862b9a']",42,,,,,,,,,,,,,,,Villarreal,222,00:19:42.728,Pass,True,48.7,30.1,43.2,22.4,4,2,4,2,0.012692,0.012692,0.0,0.0,,,0.08689059,0.08689059,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,5.6392,,,,,,,,,,,,,,fdd18cc4-24c2-4c6f-b5c0-7d519f87b36e,938,,"[50.5, 15.8]",69308,19,,,,,-0.024878226,,Left Foot,,,,"[114.8, 14.2]",,High Pass,,64.3199,,,,Giuseppe Rossi,,,,,,1,From Free Kick,Mateo Pablo Musacchio,7034.0,Left Center Back,41,Villarreal,222,['c8bba5ba-f716-496d-9832-57aa62f827b9'],45,,,,,,,,,,,,,,,Villarreal,222,00:19:45.426,Pass,,50.5,15.8,114.8,14.2,4,1,11,1,0.012147,0.046477,0.03433,0.03433,,,0.08689059,0.08689059,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.9237,,,,,,,,,,,,,,47ab8bb9-2aca-4c2d-b34e-dfa2b5b36170,945,,"[112.4, 26.7]",69308,19,,,,,1.5310822,,Left Foot,,,,"[113.0, 41.8]",,Ground Pass,,15.111916,,Incomplete,,Ángel Domingo López Ruano,,,,,,1,From Free Kick,Giuseppe Rossi,7141.0,Left Center Forward,41,Villarreal,222,"['7c3570bd-20cf-4657-bbe8-14e9c9a8235a', 'cbb1fbd4-cf69-43c0-ada6-0d8c070e3535']",54,,,,,,,,,,,,,,,Villarreal,222,00:19:54.231,Pass,,112.4,26.7,113.0,41.8,11,2,11,4,0.064426,0.257454,0.19302800000000003,0.19302800000000003,,,0.08689059,0.08689059,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,0.1551,,,,,,,,,,,,,,b20f6b17-60f8-4a65-9e09-2f9c7dfb0e4d,952,,"[110.0, 33.1]",69308,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nilmar Honorato da Silva,26698.0,Right Center Forward,41,Villarreal,222,"['15682ab8-a3d0-4d49-9734-c589c3fe558e', 'dc77ade9-1d87-4a59-b5e2-5dd74e14c511', 'ef4e1ead-a63f-4d6b-92f0-8493ee9b9f1a']",56,,Right Foot,"[112.1, 34.2]",,"[{'location': [113.4, 34.0], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 31.0], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.2, 33.0], 'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 35.7], 'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 37.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.2, 40.6], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.4, 62.4], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [86.2, 17.7], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.0, 44.9], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [97.9, 38.2], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.6, 28.4], 'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 27.7], 'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.2, 49.4], 'player': {'id': 25984, 'name': 'Ángel Domingo López Ruano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.7, 38.4], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.08689059,Normal,Open Play,,,,Villarreal,222,00:19:56.310,Shot,True,110.0,33.1,,,10,3,0,0,0.108051,0.006383,-0.101668,0.0,,0.08689059,0.08689059,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.607,,,,,,,,,,,,,,e7964259-694b-4c43-9298-0909a1c83f4c,957,,"[80.1, 35.2]",69308,20,,True,,,0.28212374,,Head,,,,"[100.8, 41.2]",,High Pass,,21.55203,,Incomplete,,,,,,,Recovery,1,From Free Kick,Bruno Soriano Llido,22819.0,Left Defensive Midfield,41,Villarreal,222,['332b34a6-0039-4e3d-8108-b2a5fd06ab08'],0,,,,,,,,,,,,,,,Villarreal,222,00:20:00.634,Pass,,80.1,35.2,100.8,41.2,7,3,10,4,0.019971,0.108051,0.08807999999999999,0.08807999999999999,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.444017,,,,,,,,,,,,,,5fb33456-be88-4231-9418-d66b64300740,961,,"[72.0, 35.0]",69308,20,,,,,-0.7153376,,Left Foot,,,,"[78.1, 29.7]",,Ground Pass,,8.080841,,Incomplete,,Rubén Gracia Calmache,,,,,,1,From Free Kick,Bruno Soriano Llido,22819.0,Left Defensive Midfield,41,Villarreal,222,"['002ee8a4-a82f-4789-9447-1491fa16b6fb', '707088d4-9743-4dc3-9e4d-65d1d53ab9bf']",4,,,,,,,,,,,,,,,Villarreal,222,00:20:04.983,Pass,,72.0,35.0,78.1,29.7,7,3,7,2,0.019971,0.019351,-0.000619999999999999,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,True,,,,,,,3.214366,,,,,,,,,,,,,,ee35aedf-95ca-4aab-bdc4-198e4d1a1f2c,964,,"[42.7, 49.8]",69308,20,,,,,-1.1951251,,Left Foot,,,,"[58.2, 10.5]",,High Pass,,42.24618,,,,David Villa Sánchez,,,,,Interception,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,42,Barcelona,217,['b4745f4a-0009-4ead-91c3-45f5e9a87df1'],7,,,,,,,,,,,,,,,Barcelona,217,00:20:07.090,Pass,,42.7,49.8,58.2,10.5,4,4,5,1,0.012626,0.013845,0.0012189999999999996,0.0012189999999999996,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,3.914484,,,,,,,,,,,,,,ac9d20c7-31d2-40e2-b533-f0c7231e98aa,967,,"[58.2, 10.5]",69308,20,,,,,3.0138516,,Right Foot,,,,"[36.4, 13.3]",,High Pass,,21.97908,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Left Wing,42,Barcelona,217,['2f10997f-98ca-4f7a-aecb-3df52e3d61f4'],10,,,,,,,,,,,,,,,Barcelona,217,00:20:10.384,Pass,,58.2,10.5,36.4,13.3,5,0,3,1,0.012483,0.010595,-0.001887999999999999,0.0,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.707554,,,,,,,,,,,,,,c5e627c4-1206-4933-af8a-5795eb57f605,971,,"[31.7, 10.4]",69308,20,,,,,2.5187912,,Right Foot,,,,"[5.8, 29.0]",,Ground Pass,,31.886831,,,,Víctor Valdés Arribas,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,42,Barcelona,217,"['05fc9f65-73b9-4e7e-be1f-c009eb4a912f', '2e2a0c09-82da-487d-b4ca-6d6e4d0f9dd3']",14,,,,,,,,,,,,,,,Barcelona,217,00:20:14.440,Pass,True,31.7,10.4,5.8,29.0,2,0,0,2,0.008449,0.00888,0.0004310000000000008,0.0004310000000000008,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,3.243554,,,,,,,,,,,,,,6a0fcc28-23e0-4b26-8ed3-401a02ac0225,975,,"[3.3, 37.8]",69308,20,,,,,0.71962494,,Right Foot,,,,"[47.8, 76.8]",,High Pass,,59.17136,,,,Daniel Alves da Silva,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,42,Barcelona,217,['1d7e669e-8acb-468f-b556-86f391f249d9'],17,,,,,,,,,,,,,,,Barcelona,217,00:20:17.844,Pass,,3.3,37.8,47.8,76.8,0,3,4,7,0.009411,0.011263,0.0018520000000000012,0.0018520000000000012,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,2.0059,,,,,,,,,,,,,,295a375d-457e-4549-8b5a-043b5b6436b8,977,,"[47.8, 76.8]",69308,20,,,,,-0.041933447,,Head,,,,"[62.1, 76.2]",,Low Pass,,14.312582,,Incomplete,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,42,Barcelona,217,['35de7cd7-7d87-44e7-8f3c-fafbcb0b0276'],21,,,,,,,,,,,,,,,Barcelona,217,00:20:21.100,Pass,,47.8,76.8,62.1,76.2,4,7,6,7,0.011263,0.014736,0.0034730000000000004,0.0034730000000000004,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
,,,,,,,,,,,,,,,,,,1.6473,,,,,,,,,,,,,,fb7e753b-e7ee-4893-b3d7-01c130677692,990,,"[14.9, 42.7]",69308,20,,True,,,-0.20884982,,Keeper Arm,,,,"[48.4, 35.6]",,Low Pass,,34.244125,,,,Sergio Busquets i Burgos,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,42,Barcelona,217,['ba22f569-ed04-4840-b9cd-18c5001fd37c'],35,,,,,,,,,,,,,,,Barcelona,217,00:20:35.176,Pass,,14.9,42.7,48.4,35.6,1,4,4,3,0.010827,0.012626,0.0017990000000000003,0.0017990000000000003,,,,,2024-09-07 18:28:34.847674,2010-11-13,2010/2011,Spain - La Liga,Barcelona vs Villarreal
