ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,0.949,,,,,,,,,,,,,,,3ec772b0-5a81-45b9-9f77-f357a87a8441,5,,"[60.0, 40.0]",69282,0,True,,,1.2277724,,Right Foot,,,"[61.0, 42.8]",,Ground Pass,,2.9732137,,,,,Lionel Andrés Messi Cuccittini,,,,,,Kick Off,1,From Kick Off,David Villa Sánchez,12737.0,Center Forward,2,Barcelona,217,['c9d5b136-0f2f-43b4-ab1c-0cbce8d5a810'],0,,,,,,,,,,,,,,,Barcelona,217,00:00:00.121,Pass,,60.0,40.0,61.0,42.8,5,3,6,4,0.014846,0.016895,0.0020490000000000005,0.0020490000000000005,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.28552,,,,,,,,,,,,,,,82f8ce19-26ca-4d33-922a-0fe25319cea6,7,,"[59.6, 42.0]",69282,0,,,,-2.9721797,,Right Foot,,,"[44.4, 39.4]",,Ground Pass,,15.420765,,,,,Javier Alejandro Mascherano,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['93cd4641-531a-4fd3-a30b-d9ead2f42659'],1,,,,,,,,,,,,,,,Barcelona,217,00:00:01.070,Pass,,59.6,42.0,44.4,39.4,5,4,4,3,0.014846,0.012626,-0.0022199999999999998,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.783834,,,,,,,,,,,,,,,0acea233-953d-4811-9d8d-7d038a5d3121,10,,"[44.4, 39.4]",69282,0,,,,-1.0516502,,Right Foot,,,"[51.6, 26.8]",,Ground Pass,,14.512064,,,,,Andrés Iniesta Luján,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['d7b2bc6a-c639-4268-9d2d-2bb03e5272d6'],3,,,,,,,,,,,,,,,Barcelona,217,00:00:03.159,Pass,,44.4,39.4,51.6,26.8,4,3,5,2,0.012626,0.014291,0.0016649999999999998,0.0016649999999999998,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.79106,,,,,,,,,,,,,,,48633e85-991e-40e1-8827-0d945eae421f,13,,"[51.6, 26.8]",69282,0,,,,2.0724003,,Right Foot,,,"[46.5, 36.1]",,Ground Pass,,10.606602,,,,,Javier Alejandro Mascherano,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['a1b99468-2320-4735-8eea-bd8effb5e3e7'],3,,,,,,,,,,,,,,,Barcelona,217,00:00:03.983,Pass,,51.6,26.8,46.5,36.1,5,2,4,3,0.014291,0.012626,-0.0016649999999999998,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.7412,,,,,,,,,,,,,,,fd0c0613-6f87-4a9e-a821-2b892fd04268,16,,"[46.3, 36.5]",69282,0,,,,-1.5451609,,Right Foot,,,"[47.0, 9.2]",,Ground Pass,,27.308973,,,,,Eric-Sylvain Bilal Abidal,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['1b8bff6a-23f6-45cd-8aca-c5991718d25e'],5,,,,,,,,,,,,,,,Barcelona,217,00:00:05.067,Pass,,46.3,36.5,47.0,9.2,4,3,4,0,0.012626,0.011263,-0.0013629999999999996,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.1092,,,,,,,,,,,,,,,3cf407e3-90f2-46e7-b826-6a7aae079334,19,,"[60.2, 9.6]",69282,0,,,,-0.6267429,,Right Foot,,,"[71.8, 1.2]",,Ground Pass,,14.322011,,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['ff998dcd-3c92-4cf4-bc89-6079a284b3af'],9,,,,,,,,,,,,,,,Barcelona,217,00:00:09.102,Pass,,60.2,9.6,71.8,1.2,5,0,7,0,0.012483,0.017451,0.004968000000000002,0.004968000000000002,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.5419,,,,,,,,,,,,,,,76034ed1-9771-4133-baaa-32860aad8411,21,,"[72.4, 1.4]",69282,0,,,,2.894872,,Right Foot,,,"[58.9, 4.8]",,Ground Pass,,13.921566,,,,,Eric-Sylvain Bilal Abidal,,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,2,Barcelona,217,['4dad479a-3efc-4aee-8951-c86d549d5eeb'],10,,,,,,,,,,,,,,,Barcelona,217,00:00:10.211,Pass,,72.4,1.4,58.9,4.8,7,0,5,0,0.017451,0.012483,-0.004968000000000002,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.285305,,,,,,,,,,,,,,,e2d806f0-c922-413f-807c-6d7db2693ce6,25,,"[52.9, 10.9]",69282,0,,,,2.438846,,Left Foot,,,"[34.6, 26.4]",,Ground Pass,,23.982077,,,,,Sergio Busquets i Burgos,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['566c06c2-ce01-41b8-b73a-c8afd41e9871'],14,,,,,,,,,,,,,,,Barcelona,217,00:00:14.260,Pass,,52.9,10.9,34.6,26.4,5,1,3,2,0.013845,0.011105,-0.0027399999999999994,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,2.1398,,,,,,,,,,,,,,,5cc75ca0-0b7c-4d97-a19e-05bdc61f7fbb,29,,"[51.2, 32.5]",69282,0,,,,1.7551857,,Right Foot,,,"[46.5, 57.7]",,Ground Pass,,25.634546,,,,,Gerard Piqué Bernabéu,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Left Center Back,2,Barcelona,217,['386a48f6-3976-4284-bd3d-9b213381a6ce'],21,,,,,,,,,,,,,,,Barcelona,217,00:00:21.677,Pass,,51.2,32.5,46.5,57.7,5,3,4,5,0.014846,0.012692,-0.0021539999999999997,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.853477,,,,,,,,,,,,,,,310693e9-1df6-4246-ae5f-78e4e8d803c3,33,,"[53.3, 64.5]",69282,0,,,,-1.8642906,,Right Foot,,,"[46.5, 42.0]",,Ground Pass,,23.505106,,,,,Sergio Busquets i Burgos,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['4c35235a-dadb-4fcf-8bf9-68cd3c0bbd98', 'd80fd21f-c418-4242-b1c0-843aa72ac6eb']",26,,,,,,,,,,,,,,,Barcelona,217,00:00:26.930,Pass,True,53.3,64.5,46.5,42.0,5,6,4,4,0.013845,0.012626,-0.0012189999999999996,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.135348,,,,,,,,,,,,,,,11be662d-ef74-465d-8403-4dddbfd8b908,36,,"[48.0, 42.0]",69282,0,,,,-0.93091404,,Right Foot,,,"[57.9, 28.7]",,Ground Pass,,16.580109,,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Left Center Back,2,Barcelona,217,['8599b625-4be7-4bd3-bfee-99d34159cab1'],29,,,,,,,,,,,,,,,Barcelona,217,00:00:29.504,Pass,,48.0,42.0,57.9,28.7,4,4,5,2,0.012626,0.014291,0.0016649999999999998,0.0016649999999999998,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.935614,,,,,,,,,,,,,,,43a00688-6533-44ad-8409-f67da52e33a0,40,,"[57.1, 29.4]",69282,0,,,,-1.8688719,,Left Foot,,,"[52.0, 12.8]",,Ground Pass,,17.36577,,,,,Eric-Sylvain Bilal Abidal,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,"['32f79647-d31b-4da3-b0da-be966a6a2fca', '73ef2a2e-2fe7-4996-8d7b-4638b5c08da7']",30,,,,,,,,,,,,,,,Barcelona,217,00:00:30.759,Pass,True,57.1,29.4,52.0,12.8,5,2,5,1,0.014291,0.013845,-0.0004460000000000002,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.950808,,,,,,,,,,,,,,,f37822b1-6865-4d98-b965-6ab76768b3ae,43,,"[53.1, 13.2]",69282,0,,,,0.9600704,,Left Foot,,,"[59.4, 22.2]",,Ground Pass,,10.9859,,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['5196ecf5-b303-44f6-a847-4efaac82af5f'],32,,,,,,,,,,,,,,,Barcelona,217,00:00:32.720,Pass,,53.1,13.2,59.4,22.2,5,1,5,2,0.013845,0.014291,0.0004460000000000002,0.0004460000000000002,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.660591,,,,,,,,,,,,,,,983dc3cd-642c-4002-9ce1-092017198e2a,46,,"[63.2, 16.5]",69282,0,,,,-1.4677147,,Left Foot,,,"[63.8, 10.7]",,Ground Pass,,5.8309517,,,,,Andrés Iniesta Luján,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['92bfab87-3c52-4ea5-a094-40556ffffa34'],35,,,,,,,,,,,,,,,Barcelona,217,00:00:35.120,Pass,,63.2,16.5,63.8,10.7,6,1,6,1,0.016118,0.016118,0.0,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,2.601432,,,,,,,,,,,,,,,8c25cda4-72ca-4f14-b8f8-5dcc820624e3,49,,"[62.1, 19.7]",69282,0,,,,1.8029002,,Right Foot,,,"[55.6, 47.2]",,Ground Pass,,28.257742,,,,,Gerard Piqué Bernabéu,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['32be4269-4ce9-40e3-8b9d-e3b73b7a0f50'],38,,,,,,,,,,,,,,,Barcelona,217,00:00:38.016,Pass,,62.1,19.7,55.6,47.2,6,1,5,4,0.016118,0.014846,-0.0012720000000000006,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.7818,,,,,,,,,,,,,,,6955bd50-2009-4d58-b27c-022c06316ddd,52,,"[58.1, 48.5]",69282,0,,,,-0.08715727,,Right Foot,,,"[68.4, 47.6]",,Ground Pass,,10.339246,,,,,Javier Alejandro Mascherano,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['a5154fbf-89d5-4d3e-9228-b5576b9d72a3'],42,,,,,,,,,,,,,,,Barcelona,217,00:00:42.211,Pass,,58.1,48.5,68.4,47.6,5,4,6,4,0.014846,0.016895,0.0020490000000000005,0.0020490000000000005,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.667457,,,,,,,,,,,,,,,6f6ed1c0-2cc3-41a9-875c-1ef524928adb,55,,"[68.4, 46.8]",69282,0,,,,2.9792411,,Right Foot,,,"[56.8, 48.7]",,Ground Pass,,11.754574,,,,,Gerard Piqué Bernabéu,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['ebd0c6b6-eaeb-4e57-a76f-d105b16acede'],43,,,,,,,,,,,,,,,Barcelona,217,00:00:43.222,Pass,,68.4,46.8,56.8,48.7,6,4,5,4,0.016895,0.014846,-0.0020490000000000005,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.924169,,,,,,,,,,,,,,,c63391dd-50e3-4d13-a81c-f03b31061f41,59,,"[58.3, 50.2]",69282,0,,,,-1.2918557,,Right Foot,,,"[64.2, 29.6]",,Ground Pass,,21.428253,,,,,Andrés Iniesta Luján,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['0b0f4332-35ca-4dcd-99d6-51b5445dffd0', 'f56dd34f-4d4f-49d4-ae6a-1d93b3a6ef44']",43,,,,,,,,,,,,,,,Barcelona,217,00:00:43.930,Pass,True,58.3,50.2,64.2,29.6,5,5,6,2,0.014291,0.016856,0.0025649999999999996,0.0025649999999999996,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.852974,,,,,,,,,,,,,,,41b41e5d-cb21-4c04-afb5-49ddbb5271aa,63,,"[61.9, 28.3]",69282,0,,,,2.7526357,,Right Foot,,,"[55.8, 30.8]",,Ground Pass,,6.59242,,,,,Sergio Busquets i Burgos,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,"['41539d7a-b37a-4c13-bac2-8b7e2c687504', '60f00cfb-7ec0-4ca5-8fca-8eb60ab81a1b']",46,,,,,,,,,,,,,,,Barcelona,217,00:00:46.833,Pass,True,61.9,28.3,55.8,30.8,6,2,5,3,0.016856,0.014846,-0.0020099999999999996,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.919022,,,,,,,,,,,,,,,ee60ebd2-a5ab-4b8d-9454-0aff19fe2ef7,66,,"[55.0, 31.2]",69282,0,,,,1.6112367,,Right Foot,,,"[54.3, 48.5]",,Ground Pass,,17.314156,,,,,Gerard Piqué Bernabéu,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Left Center Back,2,Barcelona,217,"['02576288-7b6e-43df-834c-2f1fdacd109e', '41539d7a-b37a-4c13-bac2-8b7e2c687504']",47,,,,,,,,,,,,,,,Barcelona,217,00:00:47.848,Pass,True,55.0,31.2,54.3,48.5,5,3,5,4,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.1906,,,,,,,,,,,,,,,479792e1-e738-4ff0-8f96-d660e71ab888,69,,"[62.5, 55.2]",69282,0,,,,0.5835516,,Right Foot,,,"[78.1, 65.5]",,Ground Pass,,18.693583,,,,,Daniel Alves da Silva,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['f25b7e59-44d3-4075-9fe2-bd4f6589917c'],53,,,,,,,,,,,,,,,Barcelona,217,00:00:53.093,Pass,,62.5,55.2,78.1,65.5,6,5,7,6,0.016856,0.018703,0.0018470000000000014,0.0018470000000000014,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.903667,,,,,,,,,,,,,,,2264f328-6f9d-437c-b6ea-c238cd1f2973,76,,"[52.9, 57.1]",69282,1,,,,0.5770826,,Right Foot,,,"[67.8, 66.8]",,Ground Pass,,17.779202,,,,,Xavier Hernández Creus,,,,,,Free Kick,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['11769776-a72e-45b1-9a73-3ba81904093d'],4,,,,,,,,,,,,,,,Barcelona,217,00:01:04.494,Pass,,52.9,57.1,67.8,66.8,5,5,6,6,0.014291,0.016118,0.0018270000000000005,0.0018270000000000005,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.181886,,,,,,,,,,,,,,,b78d0a69-6606-4d8c-93e9-e5a76d492060,78,,"[67.8, 65.5]",69282,1,True,,,-1.0581474,,Right Foot,,,"[78.1, 47.2]",,Ground Pass,,20.999523,,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['1e0fa306-694d-408b-b099-6a905bb74878'],7,,,,,,,,,,,,,,,Barcelona,217,00:01:07.724,Pass,,67.8,65.5,78.1,47.2,6,6,7,4,0.016118,0.019971,0.003852999999999999,0.003852999999999999,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.066355,,,,,,,,,,,,,,,0dae536c-fb26-4b1b-8b1a-1a5f2d464133,80,,"[76.0, 51.2]",69282,1,True,,,-2.4733033,,Left Foot,,,"[62.7, 40.7]",,Ground Pass,,16.945206,,,,,Sergio Busquets i Burgos,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['b56bc864-2409-485c-9fd4-a86a83672b99'],11,,,,,,,,,,,,,,,Barcelona,217,00:01:11.649,Pass,,76.0,51.2,62.7,40.7,7,5,6,4,0.019351,0.016895,-0.002456,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.4033,,,,,,,,,,,,,,,97fb178f-dec0-4114-835b-bf1dfa856aa6,82,,"[65.0, 40.1]",69282,1,,,,1.1583859,,Right Foot,,,"[76.2, 65.7]",,Ground Pass,,27.942799,,,,,Xavier Hernández Creus,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Center Back,3,Barcelona,217,['a7c22547-22ad-40e2-9c6b-b4877a1c4560'],13,,,,,,,,,,,,,,,Barcelona,217,00:01:13.569,Pass,,65.0,40.1,76.2,65.7,6,4,7,6,0.016895,0.018703,0.0018080000000000006,0.0018080000000000006,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.807253,,,,,,,,,,,,,,,d48af2de-05c7-4e88-a975-5309e431d433,85,,"[84.2, 64.5]",69282,1,,,,-0.8416159,,Right Foot,,,"[95.1, 52.3]",,Ground Pass,,16.360012,,,Incomplete,,David Villa Sánchez,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,"['37a6efc8-d807-409a-9a73-8a5ab2163c00', 'e8d2c050-f3bd-47df-a196-c337a07afaec']",15,,,,,,,,,,,,,,,Barcelona,217,00:01:15.830,Pass,,84.2,64.5,95.1,52.3,8,6,9,5,0.024015,0.028552,0.004536999999999999,0.004536999999999999,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.845378,,,,,,,,,,,,,,,4a89b60e-c628-46b1-8170-f829fd40eee4,90,,"[24.0, 29.9]",69282,1,,,,-1.7434778,,Right Foot,,,"[22.5, 21.3]",,Ground Pass,,8.729834,,,,,Koikili Lertxundi Del Campo,,,,,,,1,Regular Play,Borja Ekiza Imaz,26736.0,Right Center Back,4,Athletic Club,215,['7df96108-aa67-4543-8e13-084f5bd0a06c'],18,,,,,,,,,,,,,,,Athletic Club,215,00:01:18.978,Pass,,24.0,29.9,22.5,21.3,2,2,2,2,0.010013,0.010013,0.0,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.828732,,,,,,,,,,,,,,,fe756868-3839-4bf5-ade5-374dd13ab4aa,94,,"[23.5, 19.4]",69282,1,,,,-1.1533791,,Right Foot,,,"[28.6, 7.9]",,Ground Pass,,12.580143,,,,,Igor Gabilondo del Campo,,,,,,,1,Regular Play,Koikili Lertxundi Del Campo,26479.0,Left Back,4,Athletic Club,215,['b496b3d6-21c5-4f10-b94a-3a7719cc0675'],21,,,,,,,,,,,,,,,Athletic Club,215,00:01:21.258,Pass,,23.5,19.4,28.6,7.9,2,1,2,0,0.009424,0.008449,-0.0009750000000000002,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.494392,,,,,,,,,,,,,,,be997b68-b49c-4b50-b79f-007da3851561,99,,"[13.4, 14.4]",69282,1,,,,2.2282662,,Right Foot,,,"[2.9, 28.0]",,Ground Pass,,17.181677,,,,,Gorka Iraizoz Moreno,,,,,,,1,Regular Play,Igor Gabilondo del Campo,26034.0,Left Wing,4,Athletic Club,215,"['17ef845a-abb3-4af1-b46b-facb821b27c5', 'fd9d8e9d-5c3c-4fd9-a75d-7c935cc45748']",24,,,,,,,,,,,,,,,Athletic Club,215,00:01:24.922,Pass,True,13.4,14.4,2.9,28.0,1,1,0,2,0.008786,0.00888,9.400000000000033e-05,9.400000000000033e-05,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,3.365254,,,,,,,,,,,,,,,4c37e06c-bd51-4624-86bc-a36afe8331f9,102,,"[2.9, 28.5]",69282,1,,,,-0.31569,,Left Foot,,,"[52.5, 12.3]",,High Pass,,52.17854,,,,,Fernando Llorente Torres,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,4,Athletic Club,215,['0aeb562b-b965-4f48-9853-af2c2b391f7b'],26,,,,,,,,,,,,,,,Athletic Club,215,00:01:26.544,Pass,,2.9,28.5,52.5,12.3,0,2,5,1,0.00888,0.013845,0.004964999999999999,0.004964999999999999,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.062792,,,,,,,,,,,,,,,c64768de-88d4-44d9-aba1-17ec80b773eb,105,,"[52.5, 12.5]",69282,1,,,,-1.4931748,,Other,,,"[53.2, 3.5]",,Low Pass,,9.027182,,,,,Ander Iturraspe Derteano,,,,,,,1,Regular Play,Fernando Llorente Torres,3486.0,Center Forward,4,Athletic Club,215,['8e656bc7-ee1f-4c69-9aad-685e6ebe73cc'],30,,,,,,,,,,,,,,,Athletic Club,215,00:01:30.016,Pass,,52.5,12.5,53.2,3.5,5,1,5,0,0.013845,0.012483,-0.0013620000000000004,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.354401,,,,,,,,,,,,,,,99a0a67d-c14e-4e11-8517-f72dd9b0fe8a,109,,"[54.0, 5.1]",69282,1,,,,1.1609212,,Right Foot,,,"[60.3, 19.6]",,Low Pass,,15.809491,,,Incomplete,,Fernando Llorente Torres,,,,,,,1,Regular Play,Ander Iturraspe Derteano,6388.0,Center Attacking Midfield,4,Athletic Club,215,"['1309d6e4-0c8b-46b5-9ce8-c01464e23fc0', '909fcb67-5d89-43a6-817a-59c55bad6ca3', 'b1458bf9-f9d9-4559-b42a-eba1e866b383']",31,,,,,,,,,,,,,,,Athletic Club,215,00:01:31.597,Pass,True,54.0,5.1,60.3,19.6,5,0,6,1,0.012483,0.016118,0.003635000000000001,0.003635000000000001,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,0.7564,,,,,,,,,,,,,,,b1458bf9-f9d9-4559-b42a-eba1e866b383,111,,"[59.8, 60.5]",69282,1,,,,0.67615736,,Right Foot,,,"[68.4, 67.4]",,Ground Pass,,11.025879,,,,,Xavier Hernández Creus,,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Back,5,Barcelona,217,"['99a0a67d-c14e-4e11-8517-f72dd9b0fe8a', 'ebc9bfe4-1df4-47ef-86ce-3c5378a9c9a0']",32,,,,,,,,,,,,,,,Barcelona,217,00:01:32.952,Pass,,59.8,60.5,68.4,67.4,5,6,6,6,0.013845,0.016118,0.0022730000000000007,0.0022730000000000007,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,1.549157,,,,,,,,,,,,,,,85430166-6227-4fe4-b85e-7a3412177f07,114,,"[68.0, 67.4]",69282,1,,,,-3.1189976,,Right Foot,,,"[50.3, 67.0]",,Low Pass,,17.70452,,,,,Gerard Piqué Bernabéu,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['cc894e60-e575-4bf2-a787-0a71e2d1fa5b'],33,,,,,,,,,,,,,,,Barcelona,217,00:01:33.748,Pass,,68.0,67.4,50.3,67.0,6,6,5,6,0.016118,0.013845,-0.0022730000000000007,0.0,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
,,,,,,,,,,,,,,,3.486411,,,,,,,,,,,,,,,15853d1b-820c-4d1e-976a-f2206d8c27b5,117,,"[40.9, 51.6]",69282,1,,,,-1.3710055,,Right Foot,,,"[47.4, 19.5]",,Ground Pass,,32.751488,,,,,Eric-Sylvain Bilal Abidal,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['1551f4dd-3bc8-4bf7-bab7-c982eac1ae48'],37,,,,,,,,,,,,,,,Barcelona,217,00:01:37.833,Pass,,40.9,51.6,47.4,19.5,3,5,4,1,0.011105,0.012147,0.0010419999999999995,0.0010419999999999995,,,,,2024-09-07 18:28:23.668406,2011-02-20,2010/2011,Spain - La Liga,Barcelona vs Athletic Club
