ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,2.328846,,,,,,,,,,,,,,bf0ad52c-ebe2-4751-b802-012a2e333ffa,285,,"[63.2, 29.1]",69271,6,,,,,1.5401937,,Right Foot,,,,"[64.4, 68.3]",,High Pass,,39.218365,,,Nélson Augusto Tomar Marcos,,,,,,1,From Keeper,Javad Nekounam,26002.0,Left Defensive Midfield,16,Osasuna,422,['bdb2e056-02b7-4706-b25f-b4e7d233725d'],19,,,,,,,,,,,,,Osasuna,422,00:06:19.011,Pass,,63.2,29.1,64.4,68.3,6,2,6,6,0.016856,0.016118,-0.0007379999999999991,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,4.829922,,,,,,,,,,,,,,29d62d80-4b59-411c-a021-d291fda81da0,288,,"[73.2, 76.0]",69271,6,,,,,-0.24854825,,Right Foot,,,,"[119.3, 64.3]",,Ground Pass,,47.56154,Out,,Damià Abella Pérez,,,,,,1,From Keeper,Nélson Augusto Tomar Marcos,26589.0,Right Back,16,Osasuna,422,['20959f4f-66ad-4b15-b4e9-0f491d849551'],23,,,,,,,,,,,,,Osasuna,422,00:06:23.868,Pass,,73.2,76.0,119.3,64.3,7,7,11,6,0.017451,0.046477,0.029025999999999996,0.029025999999999996,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.7786,,,,,,,,,,,,,,4a1a0ae3-cfa4-4deb-8b97-a087a0a5abe9,291,,"[7.0, 37.0]",69271,6,,,,,-1.509839,,Right Foot,,,,"[8.3, 15.7]",,Ground Pass,,21.339634,,,Gabriel Alejandro Milito,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,17,Barcelona,217,['f3a6c939-6745-4278-92f0-ea7c22a3a5d4'],39,,,,,,,,,,,,,Barcelona,217,00:06:39.652,Pass,,7.0,37.0,8.3,15.7,0,3,0,1,0.009411,0.007501,-0.0019099999999999994,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.928409,,,,,,,,,,,,,,0827ab7e-d927-47a0-9a9d-f00cc1de59d8,294,,"[8.1, 16.2]",69271,6,,,,,1.8224863,,Left Foot,,,,"[3.6, 33.7]",,Ground Pass,,18.069311,,,Víctor Valdés Arribas,,,,,,1,From Goal Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,17,Barcelona,217,['37793cd1-ace9-4383-95d3-71a4527e7cea'],43,,,,,,,,,,,,,Barcelona,217,00:06:43.692,Pass,,8.1,16.2,3.6,33.7,0,1,0,3,0.007501,0.009411,0.0019099999999999994,0.0019099999999999994,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.616906,,,,,,,,,,,,,,1fa1b470-a1ba-4218-b586-cf12622a1395,297,,"[4.5, 34.9]",69271,6,,,,,-1.04876,,Right Foot,,,,"[15.2, 16.3]",,Ground Pass,,21.4581,,,Gabriel Alejandro Milito,,,,,,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,17,Barcelona,217,['0b4e1fe4-446f-4a86-89db-2a270ac76603'],47,,,,,,,,,,,,,Barcelona,217,00:06:47.399,Pass,,4.5,34.9,15.2,16.3,0,3,1,1,0.009411,0.008786,-0.0006249999999999988,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.675031,,,,,,,,,,,,,,4a6ec01c-c821-44e6-8180-9ba21da8765c,301,,"[15.4, 19.6]",69271,6,,,,,1.931218,,Left Foot,,,,"[7.9, 39.5]",,Ground Pass,,21.266405,,,Víctor Valdés Arribas,,,,,,1,From Goal Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,17,Barcelona,217,['b49147b8-d213-4e45-a2ec-9bb24836ae9b'],50,,,,,,,,,,,,,Barcelona,217,00:06:50.044,Pass,,15.4,19.6,7.9,39.5,1,1,0,3,0.008786,0.009411,0.0006249999999999988,0.0006249999999999988,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,2.3053,,,,,,,,,,,,,,745239dd-ca6f-4d73-87c0-2972da94b4a4,304,,"[11.0, 43.9]",69271,6,,,,,-1.3329604,,Right Foot,,,,"[20.6, 4.3]",,Ground Pass,,40.747025,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,17,Barcelona,217,['d5dc79fe-219f-41e3-88ed-511d48fbd33c'],56,,,,,,,,,,,,,Barcelona,217,00:06:56.096,Pass,,11.0,43.9,20.6,4.3,1,4,1,0,0.010827,0.007796,-0.003031,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.310878,,,,,,,,,,,,,,c6f7bacc-5396-4291-b31f-f861fd62e6d2,307,,"[18.3, 8.8]",69271,6,,,,,2.2904997,,Right Foot,,,,"[11.2, 16.9]",,Ground Pass,,10.771258,,,Gabriel Alejandro Milito,,,,,,1,From Goal Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,17,Barcelona,217,['dae194cd-14fe-4a75-9401-dbb039c8f233'],59,,,,,,,,,,,,,Barcelona,217,00:06:59.042,Pass,,18.3,8.8,11.2,16.9,1,0,0,1,0.007796,0.007501,-0.0002950000000000001,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.0751,,,,,,,,,,,,,,a5621548-cba1-47ba-8460-37bfcfed7898,310,,"[11.2, 16.9]",69271,7,,,,,-0.26891515,,Left Foot,,,,"[23.9, 13.4]",,Ground Pass,,13.173458,,,Sergio Busquets i Burgos,,,,,,1,From Goal Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,17,Barcelona,217,['9b20daa6-77eb-4d97-9abe-24d38e76845f'],1,,,,,,,,,,,,,Barcelona,217,00:07:01.555,Pass,,11.2,16.9,23.9,13.4,1,1,2,1,0.008786,0.009424,0.0006379999999999997,0.0006379999999999997,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.8144,,,,,,,,,,,,,,70ff2be9-cf40-4632-961c-6b878a179cf2,314,,"[23.7, 14.6]",69271,7,,,,,-1.1155168,,Right Foot,,,,"[28.4, 5.0]",,Ground Pass,,10.688779,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,17,Barcelona,217,"['9473f2d7-8424-4c6f-9c01-940588cee53b', 'f1ff5342-702c-480b-829a-7e0cfb0f575e']",2,,,,,,,,,,,,,Barcelona,217,00:07:02.751,Pass,True,23.7,14.6,28.4,5.0,2,1,2,0,0.009424,0.008449,-0.0009750000000000002,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,2.8912,,,,,,,,,,,,,,84f35d52-bed2-46cb-ac25-cab7ca6939dc,317,,"[28.7, 5.0]",69271,7,,,,,0.06410125,,Left Foot,,,,"[58.3, 6.9]",,High Pass,,29.660917,,,Jeffren Isaac Suárez Bermúdez,,,,,,1,From Goal Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,17,Barcelona,217,['406511e6-7a54-420e-9394-23418d48bc8f'],3,,,,,,,,,,,,,Barcelona,217,00:07:03.725,Pass,,28.7,5.0,58.3,6.9,2,0,5,0,0.008449,0.012483,0.004033999999999999,0.004033999999999999,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.3472,,,,,,,,,,,,,,59105558-4216-4e7f-a1ba-c66229ab29d9,329,,"[53.8, 1.0]",69271,7,,,,,2.322194,,,,,,"[39.6, 16.2]",,High Pass,,20.800962,,,Gabriel Alejandro Milito,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,18,Barcelona,217,['eed65da8-3da3-4ea2-8ae5-dee15681b417'],22,,,,,,,,,,,,,Barcelona,217,00:07:22.113,Pass,,53.8,1.0,39.6,16.2,5,0,3,1,0.012483,0.010595,-0.001887999999999999,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.969722,,,,,,,,,,,,,,cec97615-c825-422c-8f9d-bc530f7a4b89,333,,"[57.0, 22.3]",69271,7,,,,,1.8757135,,Left Foot,,,,"[42.9, 67.1]",,Ground Pass,,46.966476,,,Javier Alejandro Mascherano,,,True,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,18,Barcelona,217,['13c824b9-f680-4e56-bcfa-b015a56dab05'],29,,,,,,,,,,,,,Barcelona,217,00:07:29.280,Pass,,57.0,22.3,42.9,67.1,5,2,4,6,0.014291,0.012147,-0.002144,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.518547,,,,,,,,,,,,,,24598ee9-bd6d-4f5a-bc6e-b4ad82140568,336,,"[42.9, 67.1]",69271,7,,,,,0.4346702,,Right Foot,,,,"[59.7, 74.9]",,Ground Pass,,18.522419,,,Daniel Alves da Silva,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,18,Barcelona,217,['8cfee049-89d7-49e2-aa13-44e95e42b92e'],31,,,,,,,,,,,,,Barcelona,217,00:07:31.815,Pass,,42.9,67.1,59.7,74.9,4,6,5,7,0.012147,0.012483,0.0003359999999999995,0.0003359999999999995,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.8382,,,,,,,,,,,,,,4bc3638f-121b-4f40-be8c-5d286b59773b,339,,"[59.7, 74.8]",69271,7,,,,,-1.4219064,,Right Foot,,,,"[61.2, 64.8]",,Ground Pass,,10.111875,,,Thiago Alcântara do Nascimento,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,18,Barcelona,217,['7a205b0c-2183-41f6-a300-dd848ab7dd59'],33,,,,,,,,,,,,,Barcelona,217,00:07:33.873,Pass,,59.7,74.8,61.2,64.8,5,7,5,6,0.012483,0.013845,0.0013620000000000004,0.0013620000000000004,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.9216,,,,,,,,,,,,,,13779ce0-0891-4183-8082-47dbf1f3ba48,342,,"[61.2, 64.8]",69271,7,,,,,1.4348872,,Right Foot,,,,"[62.8, 76.5]",,Ground Pass,,11.808895,,,Daniel Alves da Silva,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,18,Barcelona,217,['be79c38f-ef41-4b9d-8603-df3e0e7c8425'],35,,,,,,,,,,,,,Barcelona,217,00:07:35.201,Pass,,61.2,64.8,62.8,76.5,6,6,6,7,0.016118,0.014736,-0.0013819999999999995,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.220642,,,,,,,,,,,,,,1778b82d-1ccf-4ef5-8509-79299251ee49,345,,"[63.7, 76.1]",69271,7,,,,,-1.5707964,,Left Foot,,,,"[63.7, 65.0]",,Ground Pass,,11.1,,,Thiago Alcântara do Nascimento,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,18,Barcelona,217,['7efbde46-dc20-400c-b590-20861cca32b7'],36,,,,,,,,,,,,,Barcelona,217,00:07:36.242,Pass,,63.7,76.1,63.7,65.0,6,7,6,6,0.014736,0.016118,0.0013819999999999995,0.0013819999999999995,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.1983,,,,,,,,,,,,,,1ed87771-92ee-4390-b72b-a173dc570c56,348,,"[66.8, 62.5]",69271,7,,,,,-0.9048271,,Right Foot,,,,"[70.1, 58.3]",,Ground Pass,,5.341348,Incomplete,,Ibrahim Afellay,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,18,Barcelona,217,"['2bcb0398-d80d-46c5-a257-fbaeb505a27d', 'e81c6a5f-8f01-4745-978b-0796f35fa59c']",38,,,,,,,,,,,,,Barcelona,217,00:07:38.296,Pass,,66.8,62.5,70.1,58.3,6,6,6,5,0.016118,0.016856,0.0007379999999999991,0.0007379999999999991,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,3.5322,,,,,,,,,,,,,,93a56ee9-2d92-4156-8f79-03cf879ca5c7,353,,"[68.6, 21.0]",69271,7,,,,,-0.517193,,Right Foot,,,,"[96.2, 5.3]",,Ground Pass,,31.752953,,,Álvaro Cejudo Carmona,,,,,,1,From Throw In,Javad Nekounam,26002.0,Left Defensive Midfield,18,Barcelona,217,['7e772a48-e543-4366-9e7d-4443e04fb241'],41,,,,,,,,,,,,,Osasuna,422,00:07:41.330,Pass,,68.6,21.0,96.2,5.3,6,2,9,0,0.016856,0.027563,0.010707000000000001,0.010707000000000001,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.019,,,,,,,,,,,,,,811fc837-5935-4e11-8339-9cc5406f7c69,361,,"[30.0, 64.3]",69271,7,,,,,-1.3830343,,Right Foot,,,,"[31.9, 54.3]",,Ground Pass,,10.1789,,,Sergio Busquets i Burgos,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,18,Barcelona,217,['1e175b6c-3dd2-41fc-86d4-d40158413095'],47,,,,,,,,,,,,,Barcelona,217,00:07:47.617,Pass,,30.0,64.3,31.9,54.3,2,6,2,5,0.009424,0.010013,0.0005889999999999992,0.0005889999999999992,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.789224,,,,,,,,,,,,,,d0807a2e-7450-4039-bc6f-76a6fe11858c,364,,"[31.7, 54.1]",69271,7,,,,,-0.83771944,,Right Foot,,,,"[50.7, 33.0]",,Ground Pass,,28.393837,,,Seydou Kéita,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,18,Barcelona,217,['5f29fe44-5286-49ca-be52-d45f00d60841'],49,,,,,,,,,,,,,Barcelona,217,00:07:49.412,Pass,,31.7,54.1,50.7,33.0,3,5,4,3,0.011105,0.012626,0.0015209999999999998,0.0015209999999999998,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,2.0373,,,,,,,,,,,,,,83e1bafd-c5f0-40a2-b945-24d36a803f10,367,,"[65.6, 35.8]",69271,7,,,,,-0.7382229,,Right Foot,,,,"[90.0, 13.6]",,Ground Pass,,32.987877,,,Jeffren Isaac Suárez Bermúdez,,,,,,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,18,Barcelona,217,['c918a58e-f5ab-4fb6-ab99-25ad245934cb'],53,,,,,,,,,,,,,Barcelona,217,00:07:53.438,Pass,,65.6,35.8,90.0,13.6,6,3,8,1,0.016895,0.024015,0.007120000000000001,0.007120000000000001,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.4033,,,,,,,,,,,,,,01efc261-f0c7-45c0-acb7-4a2f94f1f7a9,371,,"[113.5, 22.5]",69271,7,,,,,1.6951513,,Left Foot,,,,"[113.2, 24.9]",,Ground Pass,,2.4186773,Incomplete,,,,,,,,1,From Throw In,Jeffren Isaac Suárez Bermúdez,26624.0,Right Wing,18,Barcelona,217,['25b72ca5-df19-4f8d-9181-41d46c4e48b1'],59,,,,,,,,,,,,,Barcelona,217,00:07:59.571,Pass,,113.5,22.5,113.2,24.9,11,2,11,2,0.064426,0.064426,0.0,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,7.043702,,,,,,,,,,,,,,64e7d151-faa2-4562-a0e7-2adc30ab2b37,375,,"[9.7, 50.3]",69271,8,,,,,-0.27034703,,Drop Kick,,,,"[112.9, 21.7]",,High Pass,,107.08968,Incomplete,,Enrique Sola Clemente,,,,,,1,From Throw In,Ricardo López Felipe,25912.0,Goalkeeper,18,Barcelona,217,"['37242687-9e2a-42a1-9f14-eb4e61b8f3db', '9795feec-63a6-485d-8ddb-fe30f8978ebd']",14,,,,,,,,,,,,,Osasuna,422,00:08:14.205,Pass,,9.7,50.3,112.9,21.7,0,4,11,2,0.009411,0.064426,0.055014999999999994,0.055014999999999994,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.5522,,,,,,,,,,,,,,44c62c84-8ac9-4a70-8456-0966df67a4e4,378,,"[9.7, 58.9]",69271,8,,True,,,-1.1944264,,Keeper Arm,,,,"[22.9, 25.5]",,Ground Pass,,35.913784,,,Gabriel Alejandro Milito,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,18,Barcelona,217,['61423a99-7921-4a2d-9271-2933beb44bca'],26,,,,,,,,,,,,,Barcelona,217,00:08:26.588,Pass,,9.7,58.9,22.9,25.5,0,5,2,2,0.00888,0.010013,0.0011329999999999986,0.0011329999999999986,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.5196,,,,,,,,,,,,,,cc55ae56-5db0-4552-aca1-c73958ea771c,380,,"[30.2, 27.8]",69271,8,,,,,0.007967959,,Left Foot,,,,"[55.3, 28.0]",,High Pass,,25.100798,,,David Villa Sánchez,,,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,18,Barcelona,217,['b6d3ff32-d93b-456c-b363-ce560dc7bbfd'],32,,,,,,,,,,,,,Barcelona,217,00:08:32.055,Pass,,30.2,27.8,55.3,28.0,3,2,5,2,0.011105,0.014291,0.0031859999999999996,0.0031859999999999996,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.2655,,,,,,,,,,,,,,294d9dd4-deb6-43ea-97ba-135626a43c35,382,,"[55.7, 28.0]",69271,8,,,,,0.3098817,,Head,,,,"[76.0, 34.5]",,High Pass,,21.315252,Incomplete,,Jeffren Isaac Suárez Bermúdez,,,,,,1,From Throw In,David Villa Sánchez,12737.0,Center Forward,18,Barcelona,217,"['85529933-2f66-4e31-a63a-72caa2ece722', '8765dcdb-1344-4ecb-a442-244652f31096']",33,,,,,,,,,,,,,Barcelona,217,00:08:33.574,Pass,,55.7,28.0,76.0,34.5,5,2,7,3,0.014291,0.019971,0.005679999999999999,0.005679999999999999,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.6427,,,,,,,,,,,,,,8765dcdb-1344-4ecb-a442-244652f31096,384,,"[45.0, 46.5]",69271,8,,,,,0.67629254,,Right Foot,,,,"[60.7, 59.1]",,Low Pass,,20.130821,,,Krisztián Vadócz,,,,,Recovery,1,Regular Play,Manuel Jesús Ortiz Toribio,26254.0,Left Center Back,19,Osasuna,422,"['0421fc97-90c8-4dfc-9991-d2e8a4ee3e1f', '294d9dd4-deb6-43ea-97ba-135626a43c35']",34,,,,,,,,,,,,,Osasuna,422,00:08:34.840,Pass,,45.0,46.5,60.7,59.1,4,4,5,5,0.012626,0.014291,0.0016649999999999998,0.0016649999999999998,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.462028,,,,,,,,,,,,,,7b2249f2-0194-4e15-bd42-c7e9d688cb85,387,,"[56.3, 60.6]",69271,8,,,,,2.6558356,,Left Foot,,,,"[40.2, 69.1]",,Ground Pass,,18.206043,,,Nélson Augusto Tomar Marcos,,,,,,1,Regular Play,Krisztián Vadócz,26660.0,Right Defensive Midfield,19,Osasuna,422,['f19aae50-925a-49b9-abe5-902d2ac19312'],36,,,,,,,,,,,,,Osasuna,422,00:08:36.562,Pass,,56.3,60.6,40.2,69.1,5,6,3,6,0.013845,0.010595,-0.0032499999999999994,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,2.49791,,,,,,,,,,,,,,5e766ae4-dd1b-42e6-bbc0-fa584c9784b8,391,,"[43.7, 75.8]",69271,8,,,,,-0.32673183,,Right Foot,,,,"[91.8, 59.5]",,High Pass,,50.786808,Incomplete,,,,,,,,1,Regular Play,Nélson Augusto Tomar Marcos,26589.0,Right Back,19,Osasuna,422,['054318e4-eb05-4508-82f0-349742b62393'],39,,,,,,,,,,,,,Osasuna,422,00:08:39.547,Pass,,43.7,75.8,91.8,59.5,4,7,9,5,0.011263,0.028552,0.017289,0.017289,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.0788,,,,,,,,,,,,,,054318e4-eb05-4508-82f0-349742b62393,392,,"[29.2, 21.5]",69271,8,,,,,-0.114876606,,Head,,,,"[44.8, 19.7]",,Low Pass,,15.703503,,,Sergio Busquets i Burgos,,,,,Recovery,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,20,Barcelona,217,"['5e766ae4-dd1b-42e6-bbc0-fa584c9784b8', 'c90561a8-8bce-45ae-9c0b-d0bd9e77d703']",42,,,,,,,,,,,,,Barcelona,217,00:08:42.045,Pass,,29.2,21.5,44.8,19.7,2,2,4,1,0.010013,0.012147,0.0021340000000000005,0.0021340000000000005,,,0.030324329,0.030324329,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.2804,,,,,,,,,,,,,,e4c72c4d-9433-42c4-ab40-01a12c7aa8ee,395,,"[41.1, 21.2]",69271,8,,,,,2.152031,,Right Foot,,,,"[32.1, 34.9]",,Ground Pass,,16.391766,,,Javier Alejandro Mascherano,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,20,Barcelona,217,['f4987b15-87c9-4b34-8210-b9564aa6dc0f'],44,,,,,,,,,,,,,Barcelona,217,00:08:44.476,Pass,,41.1,21.2,32.1,34.9,4,2,3,3,0.012692,0.011324,-0.0013679999999999994,0.0,,,0.030324329,0.030324329,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,2.285351,,,,,,,,,,,,,,2539c4db-1987-4d18-a15b-08a06f61b303,399,,"[28.9, 33.9]",69271,8,,,,,1.0609092,,Right Foot,,,,"[45.9, 64.3]",,Low Pass,,34.83045,,,Daniel Alves da Silva,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,20,Barcelona,217,"['01c0cb8c-9820-4ee2-9e1f-da39b46306af', '489c9015-fc38-4247-81a4-83ab2a640c8e']",46,,,,,,,,,,,,,Barcelona,217,00:08:46.431,Pass,True,28.9,33.9,45.9,64.3,2,3,4,6,0.010165,0.012147,0.0019819999999999994,0.0019819999999999994,,,0.030324329,0.030324329,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.9526,,,,,,,,,,,,,,25575796-16f7-45a2-8f9b-b6b1b6934318,403,,"[89.4, 63.7]",69271,8,,,,,1.3718504,,Right Foot,,,,"[91.9, 76.1]",,Ground Pass,,12.649506,,,Ibrahim Afellay,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,20,Barcelona,217,['1641d9ab-9629-4482-bad7-4f3580fc795d'],54,,,,,,,,,,,,,Barcelona,217,00:08:54.886,Pass,,89.4,63.7,91.9,76.1,8,6,9,7,0.024015,0.027563,0.003547999999999999,0.003547999999999999,,,0.030324329,0.030324329,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.8584,,,,,,,,,,,,,,95200bff-cf18-4954-8047-00cc34de72e6,406,,"[91.9, 76.1]",69271,8,,,,,-1.3983685,,Right Foot,,,,"[95.0, 58.3]",,Ground Pass,,18.067928,,,Daniel Alves da Silva,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Left Wing,20,Barcelona,217,['c152ada2-4d8b-419c-af20-8b645e7c5967'],57,,,,,,,,,,,,,Barcelona,217,00:08:57.336,Pass,,91.9,76.1,95.0,58.3,9,7,9,5,0.027563,0.028552,0.0009890000000000003,0.0009890000000000003,,,0.030324329,0.030324329,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
