50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,2.003899,,,,,,,,,,,,,b3f1987f-2599-4868-829a-2271f2f9c3e7,2505,,,"[51.5, 50.2]",69296,48,,,,0.9010622,,Right Foot,,,"[72.8, 77.1]",,Ground Pass,,34.311806,,,,,Daniel Alves da Silva,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,104,Barcelona,217,['149fd4a1-f570-454b-bd76-858de5c18e54'],46,,,,,,,,,,,,,,,Barcelona,217,00:03:46.770,Pass,,51.5,50.2,72.8,77.1,5,4,7,7,0.014846,0.017451,0.0026050000000000014,0.0026050000000000014,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.022,,,,,,,,,,,,,0309b50c-3180-4a55-b206-fd496895ea5e,2508,,,"[72.8, 77.1]",69296,48,,,,-1.0882831,,Right Foot,,,"[76.1, 70.8]",,Ground Pass,,7.111962,,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,104,Barcelona,217,['1f167169-d1a4-4ff2-b782-8fa129c7039a'],49,,,,,,,,,,,,,,,Barcelona,217,00:03:49.801,Pass,,72.8,77.1,76.1,70.8,7,7,7,7,0.017451,0.017451,0.0,0.0,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.228597,,,,,,,,,,,,,b31bc17f-a2cb-4b56-b39f-3eb025243291,2511,,,"[76.1, 70.3]",69296,48,,,,2.1240907,,Left Foot,,,"[71.9, 77.1]",,Ground Pass,,7.9924965,,,,,Daniel Alves da Silva,,,,,,,2,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,104,Barcelona,217,"['0eb64fdc-c566-444b-9bf0-644108b71724', 'e0902889-3a17-41f0-ab17-cdbd47e13e4b']",50,,,,,,,,,,,,,,,Barcelona,217,00:03:50.823,Pass,True,76.1,70.3,71.9,77.1,7,7,7,7,0.017451,0.017451,0.0,0.0,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.801804,,,,,,,,,,,,,8fe34e07-5592-4bb4-ac0d-e39b047be49f,2514,,,"[71.9, 77.1]",69296,48,,,,-1.9393559,,Right Foot,,,"[66.3, 62.6]",,Ground Pass,,15.543809,,,,,Xavier Hernández Creus,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,104,Barcelona,217,['7ceea423-e21b-434e-bee4-c461ec46e456'],52,,,,,,,,,,,,,,,Barcelona,217,00:03:52.553,Pass,,71.9,77.1,66.3,62.6,7,7,6,6,0.017451,0.016118,-0.0013330000000000009,0.0,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.147219,,,,,,,,,,,,,1d60509f-1da8-4b0e-89d1-47088879eadb,2517,,,"[65.2, 61.1]",69296,48,,,,-1.0899091,,Right Foot,,,"[70.0, 51.9]",,Ground Pass,,10.376898,,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,104,Barcelona,217,['5caf6c85-e228-4c24-b91c-50b00c78bce2'],53,,,,,,,,,,,,,,,Barcelona,217,00:03:53.389,Pass,,65.2,61.1,70.0,51.9,6,6,6,5,0.016118,0.016856,0.0007379999999999991,0.0007379999999999991,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.089459,,,,,,,,,,,,,5e49ade9-8eca-4b5b-b8d2-45c259895fb7,2520,,,"[70.0, 51.9]",69296,48,,,,2.2592769,,Left Foot,,,"[63.5, 59.8]",,Ground Pass,,10.230347,,,,,Xavier Hernández Creus,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,104,Barcelona,217,['0c9e3f6a-27f6-4d1d-863d-ce85251d8904'],54,,,,,,,,,,,,,,,Barcelona,217,00:03:54.801,Pass,,70.0,51.9,63.5,59.8,6,5,6,5,0.016856,0.016856,0.0,0.0,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,2.617611,,,,,,,,,,,,,5870d22b-e244-4ef0-9e2f-c4c11df0ffc5,2524,,,"[67.3, 57.7]",69296,48,,,,0.8654735,,Right Foot,,,"[82.2, 75.2]",,Ground Pass,,22.983908,,,,,Daniel Alves da Silva,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,104,Barcelona,217,"['226111be-979c-46fa-822e-03d42ef785aa', 'ac4625bf-28ae-4740-830d-83a193af2d84']",59,,,,,,,,,,,,,,,Barcelona,217,00:03:59.159,Pass,True,67.3,57.7,82.2,75.2,6,5,8,7,0.016856,0.021221,0.004365000000000001,0.004365000000000001,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.820003,,,,,,,,,,,,,438ff785-f65d-4f32-b3bd-04b9057c30b6,2527,,,"[90.0, 75.8]",69296,49,,,,-1.1226513,,Right Foot,,,"[92.5, 70.6]",,Low Pass,,5.7697487,,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,104,Barcelona,217,"['4a0976a0-5fb9-4750-90f3-dd583b625110', 'e06022f0-96b8-41f2-8a8d-d234875ac35a']",3,,,,,,,,,,,,,,,Barcelona,217,00:04:03.939,Pass,,90.0,75.8,92.5,70.6,8,7,9,7,0.021221,0.027563,0.006342,0.006342,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.1818,,,,,,,,,,,,,93fe4875-9052-49ea-a3e2-9954a61684a4,2531,,,"[27.0, 9.6]",69296,49,,,,0.0,,Right Foot,,,"[37.9, 9.6]",,Ground Pass,,10.9,,,Incomplete,,Francisco Femenía Far,,,,,,,2,From Free Kick,Abel Enrique Aguilar Tapia,6192.0,Left Defensive Midfield,104,Barcelona,217,"['26e50da3-9a98-4615-a0cc-d4190d6e7e51', 'b42db78d-81ae-4411-857b-b1cbabd22439']",5,,,,,,,,,,,,,,,Hércules,1218,00:04:05.566,Pass,,27.0,9.6,37.9,9.6,2,0,3,0,0.008449,0.009777,0.0013279999999999993,0.0013279999999999993,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.602979,,,,,,,,,,,,,1162d39c-bb96-4ab9-8879-74a5fb5a736f,2534,,,"[86.6, 76.4]",69296,49,,,,-1.7748142,,Right Foot,,,"[86.0, 73.5]",,Ground Pass,,2.9614186,,,,,Xavier Hernández Creus,,,,,,Recovery,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,104,Barcelona,217,['31459349-2d7a-4102-a0b7-02b7aa3e60d4'],7,,,,,,,,,,,,,,,Barcelona,217,00:04:07.128,Pass,,86.6,76.4,86.0,73.5,8,7,8,7,0.021221,0.021221,0.0,0.0,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.032621,,,,,,,,,,,,,3b3dee2b-49fa-48ce-a1c5-d74e9feb0a31,2538,,,"[83.9, 71.4]",69296,49,,,,-0.65107673,,Right Foot,,,"[90.2, 66.6]",,Ground Pass,,7.920227,,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,104,Barcelona,217,"['64522f4d-2d74-4296-92bf-1d9263564a3b', '9888e65e-20d1-440f-bdea-ca84ff262a23']",8,,,,,,,,,,,,,,,Barcelona,217,00:04:08.015,Pass,True,83.9,71.4,90.2,66.6,8,7,8,6,0.021221,0.024015,0.0027940000000000013,0.0027940000000000013,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.683,,,,,,,,,,,,,b0381492-9b94-476f-b51e-2432c426e060,2542,,,"[86.8, 65.7]",69296,49,,,,-2.383965,,Right Foot,,,"[83.1, 62.2]",,Ground Pass,,5.0931325,,,,,Xavier Hernández Creus,,,,,,,2,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,104,Barcelona,217,['37cf1f2a-ee4e-4287-b676-b07cb174caf4'],9,,,,,,,,,,,,,,,Barcelona,217,00:04:09.528,Pass,,86.8,65.7,83.1,62.2,8,6,8,6,0.024015,0.024015,0.0,0.0,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.358962,,,,,,,,,,,,,4834dbdd-29ec-4553-885b-240611e51a4b,2546,,,"[78.0, 61.9]",69296,49,,,,0.35399744,,Right Foot,,,"[82.6, 63.6]",,Low Pass,,4.90408,,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,104,Barcelona,217,"['1989c58c-9ca1-4bcc-96a0-26d9bf5695d4', '402f6a7c-1586-4685-a492-0eb2c8736e77']",11,,,,,,,,,,,,,,,Barcelona,217,00:04:11.269,Pass,True,78.0,61.9,82.6,63.6,7,6,8,6,0.018703,0.024015,0.005312000000000001,0.005312000000000001,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.0208,,,,,,,,,,,,,4c775459-935e-4b18-88cc-34ced19877e3,2550,,,"[87.7, 69.7]",69296,49,,,,0.9986027,,Right Foot,,,"[91.5, 75.6]",,Ground Pass,,7.017834,,,,,Daniel Alves da Silva,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,104,Barcelona,217,['88eb8312-e2e9-4c55-8c05-187fe27fcdc9'],13,,,,,,,,,,,,,,,Barcelona,217,00:04:13.727,Pass,,87.7,69.7,91.5,75.6,8,6,9,7,0.024015,0.027563,0.003547999999999999,0.003547999999999999,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.937075,,,,,,,,,,,,,5deab254-e375-4533-b489-5ca6f232a37c,2552,,,"[91.5, 75.6]",69296,49,,,,-2.4450686,,Right Foot,,,"[86.0, 71.0]",,Ground Pass,,7.170077,,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,104,Barcelona,217,['528f4313-5666-4c44-ba39-5657868ad76d'],14,,,,,,,,,,,,,,,Barcelona,217,00:04:14.748,Pass,,91.5,75.6,86.0,71.0,9,7,8,7,0.027563,0.021221,-0.006342,0.0,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,2.1409,,,,,,,,,,,,,30f884e3-26e4-4e39-a56c-bbb6931340d0,2556,,,"[99.0, 62.4]",69296,49,,,,0.40975794,,Left Foot,,,"[118.8, 71.0]",,Ground Pass,,21.587032,,,,,Daniel Alves da Silva,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,104,Barcelona,217,['2f562f3b-580b-44bc-9ed1-69b6bab87b72'],19,,,,,,,,,,,,,,,Barcelona,217,00:04:19.002,Pass,,99.0,62.4,118.8,71.0,9,6,11,7,0.029533,0.037926,0.008393000000000001,0.008393000000000001,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.840864,,,,,,,,,,,,,657de4f6-a856-41c9-9063-23f4193f4d29,2559,,,"[118.8, 71.0]",69296,49,,,,-2.1337233,,Right Foot,True,,"[100.5, 42.0]",,Low Pass,,34.291252,,,,,Xavier Hernández Creus,,,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,104,Barcelona,217,['56d80883-245c-4921-8ff9-4b8942524b5a'],21,,,,,,,,,,,,,,,Barcelona,217,00:04:21.304,Pass,,118.8,71.0,100.5,42.0,11,7,9,4,0.037926,0.035113,-0.002813000000000003,0.0,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.9046,,,,,,,,,,,,,447e3a37-6106-462e-b85d-f3fa047492d2,2562,,,"[100.5, 42.0]",69296,49,,,,1.1779258,,Right Foot,,,"[105.1, 53.1]",,Ground Pass,,12.015407,,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,104,Barcelona,217,['fd444d73-c3cf-48c9-9bcc-3d499ff509de'],23,,,,,,,,,,,,,,,Barcelona,217,00:04:23.166,Pass,,100.5,42.0,105.1,53.1,10,4,10,5,0.108051,0.054911,-0.05313999999999999,0.0,,,0.03797014,0.03797014,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.893881,,,,,,,,,,,,,477c77a4-45e8-4b1d-8d7f-0adcc943f728,2570,,,"[101.6, 44.5]",69296,49,,,,-3.0986085,13e3fb2e-2a47-4860-9c6f-b5c9dd6a6ada,Left Foot,,,"[92.3, 44.1]",,Ground Pass,,9.3085985,,,,,Xavier Hernández Creus,True,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,104,Barcelona,217,"['7a8dcb53-29d4-4c8e-9754-f3364d0006ae', 'df34f640-142f-4c83-a2f9-e0391a6d4741']",25,,,,,,,,,,,,,,,Barcelona,217,00:04:25.964,Pass,True,101.6,44.5,92.3,44.1,10,4,9,4,0.108051,0.035113,-0.072938,0.0,0.03797014,,0.03797014,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.954686,,,,,,,,,,,,,13e3fb2e-2a47-4860-9c6f-b5c9dd6a6ada,2573,,,"[96.1, 46.4]",69296,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,104,Barcelona,217,['fa4be149-59cd-4bf1-afcd-fa017adaa542'],27,,Right Foot,"[120.0, 33.7, 2.2]",,"[{'location': [101.3, 23.8], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.3, 24.1], 'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.0, 36.8], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.4, 40.3], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.4, 64.9], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.5, 48.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [104.3, 48.9], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.6, 41.9], 'player': {'id': 25870, 'name': 'Juan Jesús Calatayud Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 31.0], 'player': {'id': 25994, 'name': 'David Cortés Caballero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.9, 25.4], 'player': {'id': 26744, 'name': 'Jorge López Marco'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.9, 40.6], 'player': {'id': 26757, 'name': 'Mohamed Adama Sarr'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 44.4], 'player': {'id': 26409, 'name': 'Sergio Rodríguez García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 51.2], 'player': {'id': 25900, 'name': 'Francisco Peña Romero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.7, 47.6], 'player': {'id': 26748, 'name': 'Nelson Antonio Haedo Valdez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.1, 44.8], 'player': {'id': 6192, 'name': 'Abel Enrique Aguilar Tapia'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 46.4], 'player': {'id': 26751, 'name': 'Matías Lionel Fritzler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",477c77a4-45e8-4b1d-8d7f-0adcc943f728,,Off T,0.03797014,Normal,Open Play,,,,Barcelona,217,00:04:27.757,Shot,,96.1,46.4,,,9,4,0,0,0.035113,0.006383,-0.02873,0.0,,0.03797014,0.03797014,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,3.3911,,,,,,,,,,,,,35f27bf0-629d-4d09-a0c5-7a3b1b89850f,2575,,,"[6.0, 44.0]",69296,49,,,,0.28036535,,Right Foot,,,"[69.9, 62.4]",,High Pass,,66.49639,,,,,David Sergio Trézéguet,,,,,,Goal Kick,2,From Goal Kick,Juan Jesús Calatayud Sánchez,25870.0,Goalkeeper,105,Hércules,1218,['28ecc472-62d2-4c9d-aaee-e734036cdd92'],49,,,,,,,,,,,,,,,Hércules,1218,00:04:49.646,Pass,,6.0,44.0,69.9,62.4,0,4,6,6,0.009411,0.016118,0.006707000000000001,0.006707000000000001,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.812041,,,,,,,,,,,,,7e0b4b6f-60a8-462e-b109-4ac78c789a5f,2577,,,"[69.9, 62.4]",69296,49,,,,-0.079378314,,Head,,,"[78.7, 61.7]",,High Pass,,8.827797,,,,,Jorge López Marco,,,,,,,2,From Goal Kick,David Sergio Trézéguet,19311.0,Center Forward,105,Hércules,1218,['cc6ed346-76a8-42de-bd56-ca7f6a5ddc1f'],53,,,,,,,,,,,,,,,Hércules,1218,00:04:53.037,Pass,,69.9,62.4,78.7,61.7,6,6,7,6,0.016118,0.018703,0.0025850000000000005,0.0025850000000000005,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.123,,,,,,,,,,,,,6f426fb3-7d99-41c6-974a-37216c397b0b,2579,,,"[78.7, 61.7]",69296,49,,,True,-0.015623729,,,,,"[91.5, 61.5]",,High Pass,,12.801562,,,Incomplete,,Nelson Antonio Haedo Valdez,,,,,,,2,From Goal Kick,Jorge López Marco,26744.0,Right Wing,105,Hércules,1218,"['2138fa21-9cc4-4f12-8e31-c94f943e4480', '67846d34-0c9b-4991-b6c8-fa0d12dbadbc', 'b6db232f-5386-4527-9ce5-bce120bc889f']",54,,,,,,,,,,,,,,,Hércules,1218,00:04:54.049,Pass,True,78.7,61.7,91.5,61.5,7,6,9,6,0.018703,0.029533,0.01083,0.01083,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.611244,,,,,,,,,,,,,267d892a-fb59-410f-98d9-75b9507f653d,2585,,,"[41.0, 1.0]",69296,50,,,,0.51488477,,,,,"[56.2, 9.6]",,Low Pass,,17.464249,,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,,,,,,Throw-in,2,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,106,Barcelona,217,"['b26feb0d-3811-4ad8-8b8e-d63576fbb6a4', 'fa02a9d6-3cdd-4148-8791-3de1aa9c9e65']",12,,,,,,,,,,,,,,,Barcelona,217,00:05:12.151,Pass,,41.0,1.0,56.2,9.6,3,0,5,0,0.009777,0.012483,0.002706,0.002706,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.0724,,,,,,,,,,,,,fab88183-90ef-410e-85dc-4f375112c51e,2593,,,"[54.3, 1.0]",69296,50,,,,1.744042,,,,,"[52.2, 13.0]",,High Pass,,12.182364,,,,,Sergio Busquets i Burgos,,,,,,Throw-in,2,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,107,Barcelona,217,['26cf9c76-afc3-4263-962b-72dc54d21512'],28,,,,,,,,,,,,,,,Barcelona,217,00:05:28.940,Pass,,54.3,1.0,52.2,13.0,5,0,5,1,0.012483,0.013845,0.0013620000000000004,0.0013620000000000004,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.191823,,,,,,,,,,,,,9b1fc756-c04b-436b-913c-d0317156a21f,2596,,,"[52.2, 16.8]",69296,50,,,,2.4692242,,Right Foot,,,"[41.9, 25.0]",,Ground Pass,,13.165485,,,,,Xavier Hernández Creus,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,107,Barcelona,217,['e2b35dbf-8dfa-4fa8-b463-bbca7f485fea'],31,,,,,,,,,,,,,,,Barcelona,217,00:05:31.683,Pass,,52.2,16.8,41.9,25.0,5,1,3,2,0.013845,0.011105,-0.0027399999999999994,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,2.602685,,,,,,,,,,,,,9b4568d7-a70f-4fe9-ae24-569a7973cf0d,2600,,,"[37.5, 30.2]",69296,50,,,,1.0472392,,Right Foot,,,"[61.4, 71.6]",,High Pass,,47.80345,,,,,Pedro Eliezer Rodríguez Ledesma,,,True,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,107,Barcelona,217,['f17b2d80-7a6c-4605-b3a3-9fcb9d9cf7a2'],33,,,,,,,,,,,,,,,Barcelona,217,00:05:33.652,Pass,,37.5,30.2,61.4,71.6,3,2,5,7,0.011105,0.012483,0.001377999999999999,0.001377999999999999,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.082906,,,,,,,,,,,,,1946c84d-6763-4d70-b60f-bac01376ba02,2604,,,"[58.7, 62.6]",69296,50,,,,3.118341,,Right Foot,,,"[50.1, 62.8]",,Ground Pass,,8.602325,,,,,Daniel Alves da Silva,,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,107,Barcelona,217,['e253e671-c26b-4972-9b83-3ce0c292bf83'],37,,,,,,,,,,,,,,,Barcelona,217,00:05:37.923,Pass,,58.7,62.6,50.1,62.8,5,6,4,6,0.013845,0.012147,-0.0016979999999999999,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.9344,,,,,,,,,,,,,0994b4d7-3923-4a61-9aa6-92ed0d52d59c,2608,,,"[50.3, 62.8]",69296,50,,,,-0.8500561,,Right Foot,,,"[56.8, 55.4]",,Ground Pass,,9.849365,,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,107,Barcelona,217,"['24e3f39c-ef8b-4774-b8da-01dd558c32ff', '67d32eec-58ba-4ffb-9d1c-c6d8192fea4a']",39,,,,,,,,,,,,,,,Barcelona,217,00:05:39.153,Pass,True,50.3,62.8,56.8,55.4,4,6,5,5,0.012147,0.014291,0.002144,0.002144,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.564247,,,,,,,,,,,,,27804669-47ed-4144-b8b2-5f4f03089cc6,2613,,,"[62.9, 29.1]",69296,50,,,,0.17073521,,Right Foot,,,"[71.6, 30.6]",,Ground Pass,,8.828363,,,,,David Sergio Trézéguet,,,,,,Recovery,2,Regular Play,Abel Enrique Aguilar Tapia,6192.0,Left Defensive Midfield,108,Hércules,1218,['f07f4736-0225-4995-98e1-f841a5f00832'],41,,,,,,,,,,,,,,,Hércules,1218,00:05:41.135,Pass,,62.9,29.1,71.6,30.6,6,2,7,3,0.016856,0.019971,0.0031149999999999997,0.0031149999999999997,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.532894,,,,,,,,,,,,,355b532c-da25-499d-80bd-7e242e1c416d,2617,,,"[78.9, 24.1]",69296,50,,,,-1.2592494,,Right Foot,,,"[84.6, 6.4]",,Ground Pass,,18.595161,,,,,Francisco Femenía Far,,,,,,,2,Regular Play,David Sergio Trézéguet,19311.0,Center Forward,108,Hércules,1218,['f1ac9d43-fb27-496a-a027-a0837da35599'],42,,,,,,,,,,,,,,,Hércules,1218,00:05:42.775,Pass,,78.9,24.1,84.6,6.4,7,2,8,0,0.019351,0.021221,0.0018700000000000001,0.0018700000000000001,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
