50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,0.5083,,,,,,,,,,,,,cd3725da-45a3-4ac8-884f-db8625622b6b,5,,,"[61.0, 41.0]",69296,0,,,,1.3932002,,Right Foot,,,"[61.7, 44.9]",,Ground Pass,,3.9623225,,,,,David Sergio Trézéguet,,,,,,Kick Off,1,From Kick Off,Nelson Antonio Haedo Valdez,26748.0,Center Attacking Midfield,2,Hércules,1218,['2aa97186-07f6-4bd2-8bbe-c2527188d18c'],0,,,,,,,,,,,,,,,Hércules,1218,00:00:00.040,Pass,,61.0,41.0,61.7,44.9,6,4,5,4,0.016895,0.014846,-0.0020490000000000005,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.219006,,,,,,,,,,,,,95bf54f0-1548-4f89-a2d1-c245e905c6bd,8,,,"[60.3, 44.9]",69296,0,,,,-2.6611197,,Right Foot,,,"[43.8, 36.3]",,Ground Pass,,18.60672,,,,,Matías Lionel Fritzler,,,,,,,1,From Kick Off,David Sergio Trézéguet,19311.0,Center Forward,2,Hércules,1218,['ef33fc39-089b-49d4-aa3f-84ce10f60796'],0,,,,,,,,,,,,,,,Hércules,1218,00:00:00.588,Pass,,60.3,44.9,43.8,36.3,5,4,4,3,0.014846,0.012626,-0.0022199999999999998,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,2.2128,,,,,,,,,,,,,a2b2620d-d5d6-423d-8e62-ea331870218d,12,,,"[40.9, 35.0]",69296,0,,,,1.6189178,,Right Foot,,,"[39.2, 70.3]",,Ground Pass,,35.34091,,,,,David Cortés Caballero,,,,,,,1,From Kick Off,Matías Lionel Fritzler,26751.0,Right Defensive Midfield,2,Hércules,1218,"['15d16b7e-2e3a-4aff-811b-6f0d520a24b1', 'e4287572-4482-4f49-a9fc-f45d9549289a']",2,,,,,,,,,,,,,,,Hércules,1218,00:00:02.192,Pass,True,40.9,35.0,39.2,70.3,3,3,3,7,0.011324,0.009777,-0.0015470000000000015,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.6603,,,,,,,,,,,,,3c4cdca5-98de-4856-a8f6-4c925c4082e6,20,,,"[90.5, 15.0]",69296,0,,,,2.243275,,Right Foot,,,"[86.2, 20.4]",,Ground Pass,,6.902898,,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Left Wing,3,Barcelona,217,['82bec8ff-0cb5-4377-bf19-383a9134a0b7'],8,,,,,,,,,,,,,,,Barcelona,217,00:00:08.781,Pass,,90.5,15.0,86.2,20.4,9,1,8,1,0.029533,0.024015,-0.005517999999999999,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.8977,,,,,,,,,,,,,f0a26bdd-da0f-4c39-b51b-31d53ae554b1,23,,,"[87.2, 21.5]",69296,0,,,,-3.056691,,Right Foot,,,"[77.8, 20.7]",,Ground Pass,,9.433981,,,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,3,Barcelona,217,['fb5ebdbc-bfb8-4931-9a74-42a325248f6e'],9,,,,,,,,,,,,,,,Barcelona,217,00:00:09.441,Pass,,87.2,21.5,77.8,20.7,8,2,7,2,0.024122,0.019351,-0.004771000000000001,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,2.0782,,,,,,,,,,,,,579addab-dfe4-45cf-9a7e-c4c3b8c0bf01,25,,,"[77.2, 20.8]",69296,0,,,,0.90975314,,Right Foot,,,"[84.9, 30.7]",,Ground Pass,,12.541929,,,Incomplete,,Xavier Hernández Creus,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,"['5db41094-6233-4e14-a85f-a820c2b507fe', 'b6879d3d-d445-406b-b0dd-b0314a51fce5']",10,,,,,,,,,,,,,,,Barcelona,217,00:00:10.339,Pass,,77.2,20.8,84.9,30.7,7,2,8,3,0.019351,0.023851,0.0045000000000000005,0.0045000000000000005,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.344282,,,,,,,,,,,,,5db41094-6233-4e14-a85f-a820c2b507fe,27,,,"[36.1, 50.3]",69296,0,,,,-1.4539837,,Right Foot,,,"[38.4, 30.7]",,Ground Pass,,19.734488,,,,,Nelson Antonio Haedo Valdez,,,,,,Recovery,1,Regular Play,Matías Lionel Fritzler,26751.0,Right Defensive Midfield,4,Hércules,1218,"['579addab-dfe4-45cf-9a7e-c4c3b8c0bf01', 'd056d282-bae2-4fa3-9bb7-4a7bc36e285a']",12,,,,,,,,,,,,,,,Hércules,1218,00:00:12.417,Pass,,36.1,50.3,38.4,30.7,3,4,3,3,0.011324,0.011324,0.0,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.185332,,,,,,,,,,,,,77e889fd-820d-4c86-ae18-82c69d9ddeaf,31,,,"[44.3, 20.1]",69296,0,,,,-1.6131952,,Right Foot,,,"[43.6, 3.6]",,Ground Pass,,16.514841,,,,,Francisco Peña Romero,,,,,,,1,Regular Play,Nelson Antonio Haedo Valdez,26748.0,Center Attacking Midfield,4,Hércules,1218,['8c2b00cf-8e08-4e25-beec-f0ef0976942c'],17,,,,,,,,,,,,,,,Hércules,1218,00:00:17.023,Pass,,44.3,20.1,43.6,3.6,4,1,4,0,0.012147,0.011263,-0.0008839999999999994,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,4.0436,,,,,,,,,,,,,8d28f110-d993-470c-82ed-e207e3fd7ee5,35,,,"[50.3, 4.8]",69296,0,,,,0.23240949,,Left Foot,,,"[101.0, 16.8]",,High Pass,,52.10077,,,Incomplete,,Nelson Antonio Haedo Valdez,,,,,,,1,Regular Play,Francisco Peña Romero,25900.0,Left Back,4,Hércules,1218,"['9a9f4f53-4332-46a7-8820-b7f0ed5500fe', '9d43d09f-8611-43d2-a777-406e466692c8', 'fda53736-9245-4a97-87b1-46988b73bfae']",18,,,,,,,,,,,,,,,Hércules,1218,00:00:18.806,Pass,True,50.3,4.8,101.0,16.8,4,0,10,1,0.011263,0.04067,0.029406999999999996,0.029406999999999996,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.087925,,,,,,,,,,,,,97892099-6172-4963-a420-ddb39f351c5f,39,,,"[51.0, 75.4]",69296,0,,,,-1.5635501,,Left Foot,,,"[51.1, 61.6]",,Ground Pass,,13.800363,,,,,Xavier Hernández Creus,,,,,,Recovery,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,5,Barcelona,217,"['432e8e1f-cf4f-4dd9-8d7a-95bde949272d', 'bca3e37f-7265-4bfa-8551-1db2268514e5']",27,,,,,,,,,,,,,,,Barcelona,217,00:00:27.740,Pass,True,51.0,75.4,51.1,61.6,5,7,4,6,0.012483,0.012147,-0.0003359999999999995,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.472017,,,,,,,,,,,,,75f5f123-66f4-49a2-ab2e-488354ee96cf,43,,,"[53.3, 58.5]",69296,0,,,,-1.4532307,,Right Foot,,,"[54.8, 45.8]",,Ground Pass,,12.788276,,,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,"['4f1d3ed7-d6e2-4acc-bb25-ab3fa29c9ce1', '53836e85-bdf7-4d89-945f-4f4ebeef9109']",29,,,,,,,,,,,,,,,Barcelona,217,00:00:29.382,Pass,True,53.3,58.5,54.8,45.8,5,5,5,4,0.014291,0.014846,0.0005549999999999999,0.0005549999999999999,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,2.247158,,,,,,,,,,,,,c26c701e-8e22-4440-84a4-13d4b065d991,46,,,"[65.0, 43.4]",69296,0,,,,-1.3772832,,Right Foot,,,"[71.8, 8.7]",,Ground Pass,,35.360004,,,,,David Villa Sánchez,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,['2ad478c9-c7dc-45bd-82ad-b5b035d0caa4'],31,,,,,,,,,,,,,,,Barcelona,217,00:00:31.548,Pass,,65.0,43.4,71.8,8.7,6,4,7,0,0.016895,0.017451,0.0005560000000000009,0.0005560000000000009,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.429,,,,,,,,,,,,,e94bd23b-efcf-412e-a76d-0eb3d95696ea,50,,,"[90.9, 18.7]",69296,0,,,,1.386112,,Right Foot,,,"[92.6, 27.8]",,Ground Pass,,9.257429,,,Incomplete,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,David Villa Sánchez,12737.0,Left Wing,5,Barcelona,217,"['3a349256-23fc-40d4-8cac-18836a1302e1', '6159d9c5-2bd9-40c9-840b-47b3ecdafe3d']",38,,,,,,,,,,,,,,,Barcelona,217,00:00:38.652,Pass,,90.9,18.7,92.6,27.8,9,1,9,2,0.029533,0.028552,-0.0009809999999999992,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.558128,,,,,,,,,,,,,3a349256-23fc-40d4-8cac-18836a1302e1,52,,,"[28.4, 53.2]",69296,0,,,,1.0691923,,Right Foot,,,"[30.1, 56.3]",,Ground Pass,,3.535534,,,,,Abel Enrique Aguilar Tapia,,,,,,Recovery,1,Regular Play,Matías Lionel Fritzler,26751.0,Right Defensive Midfield,5,Barcelona,217,"['b9bed3c4-cebc-4caf-b848-85f09e8e9702', 'e94bd23b-efcf-412e-a76d-0eb3d95696ea']",39,,,,,,,,,,,,,,,Hércules,1218,00:00:39.081,Pass,,28.4,53.2,30.1,56.3,2,5,2,5,0.010013,0.010013,0.0,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,2.062975,,,,,,,,,,,,,7c691de8-89ca-4263-8767-aca57e83c154,56,,,"[35.8, 55.8]",69296,0,,,,-0.038671188,,Right Foot,,,"[69.4, 54.5]",,Ground Pass,,33.62514,,,Incomplete,,Jorge López Marco,,,,,,,1,Regular Play,Abel Enrique Aguilar Tapia,6192.0,Left Defensive Midfield,5,Barcelona,217,"['3ce29052-614a-4370-9dd4-097afccb5951', '4293f27a-a6c3-48f9-9df0-5a8c138ff059']",41,,,,,,,,,,,,,,,Hércules,1218,00:00:41.740,Pass,,35.8,55.8,69.4,54.5,3,5,6,5,0.011105,0.016856,0.005750999999999999,0.005750999999999999,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.6556,,,,,,,,,,,,,2f5cb80d-f48a-40e5-ba90-048834a19214,63,,,"[52.7, 15.7]",69296,0,,,,0.9018896,,Left Foot,,,"[61.0, 26.2]",,Ground Pass,,13.384319,,,,,Sergio Busquets i Burgos,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,5,Barcelona,217,['71e2564d-f6a0-421b-9451-21675bd1e373'],46,,,,,,,,,,,,,,,Barcelona,217,00:00:46.844,Pass,,52.7,15.7,61.0,26.2,5,1,5,2,0.013845,0.014291,0.0004460000000000002,0.0004460000000000002,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.837636,,,,,,,,,,,,,eb17cf0e-cf94-47e9-8ae6-0d11e216758f,66,,,"[60.4, 26.2]",69296,0,,,,-2.3679585,,Right Foot,,,"[51.8, 17.8]",,Ground Pass,,12.021647,,,,,Eric-Sylvain Bilal Abidal,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['db031740-8d15-4542-919b-bb26e553aad9'],47,,,,,,,,,,,,,,,Barcelona,217,00:00:47.539,Pass,,60.4,26.2,51.8,17.8,5,2,4,1,0.014291,0.012147,-0.002144,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.3968,,,,,,,,,,,,,2f88e552-db0e-4f8e-bdb5-984ab3de298f,70,,,"[52.2, 18.7]",69296,0,,,,-0.12832323,,Left Foot,,,"[64.6, 17.1]",,Ground Pass,,12.5028,,,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,5,Barcelona,217,['cd93c1c3-c755-401b-b1a3-077f646a91c6'],49,,,,,,,,,,,,,,,Barcelona,217,00:00:49.815,Pass,,52.2,18.7,64.6,17.1,5,1,6,1,0.013845,0.016118,0.0022730000000000007,0.0022730000000000007,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.7494,,,,,,,,,,,,,c0890759-707a-49b7-bf06-f0a6aa906eea,73,,,"[67.6, 20.4]",69296,0,,,,1.1401038,,Right Foot,,,"[71.0, 27.8]",,Ground Pass,,8.143709,,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,['45ac5308-5173-4710-bc19-a821e5ef8640'],52,,,,,,,,,,,,,,,Barcelona,217,00:00:52.689,Pass,,67.6,20.4,71.0,27.8,6,1,6,2,0.016118,0.016856,0.0007379999999999991,0.0007379999999999991,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.829798,,,,,,,,,,,,,0f8ed5dc-84c8-4b6e-b453-2c93a64e443c,76,,,"[70.1, 29.8]",69296,0,,,,1.485291,,Left Foot,,,"[71.3, 43.8]",,Ground Pass,,14.051334,,,,,Xavier Hernández Creus,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,5,Barcelona,217,['0b404837-2401-4c6b-9ebf-1ca41f6e1e0b'],55,,,,,,,,,,,,,,,Barcelona,217,00:00:55.182,Pass,,70.1,29.8,71.3,43.8,6,2,6,4,0.016856,0.016895,3.900000000000084e-05,3.900000000000084e-05,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.001102,,,,,,,,,,,,,9778ac88-b498-43e7-9d83-c32adca2bbd1,79,,,"[71.7, 45.5]",69296,0,,,,-2.3107712,,Right Foot,,,"[63.3, 36.3]",,Ground Pass,,12.45793,,,,,Sergio Busquets i Burgos,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['2790b9a1-d591-451e-9250-5113fa947e26'],56,,,,,,,,,,,,,,,Barcelona,217,00:00:56.012,Pass,,71.7,45.5,63.3,36.3,7,4,6,3,0.019971,0.016895,-0.003075999999999999,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,2.06331,,,,,,,,,,,,,4148aaa9-ec91-4228-8318-7e6803368358,82,,,"[63.3, 36.3]",69296,0,,,,1.2049149,,Right Foot,,,"[79.2, 77.8]",,Low Pass,,44.441647,,,,,Daniel Alves da Silva,,,True,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['a89fae08-ee1a-4a4e-bc99-fef5e876ea44'],57,,,,,,,,,,,,,,,Barcelona,217,00:00:57.332,Pass,,63.3,36.3,79.2,77.8,6,3,7,7,0.016895,0.017451,0.0005560000000000009,0.0005560000000000009,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.351809,,,,,,,,,,,,,c943333d-747e-4626-8a3a-c42532963481,85,,,"[88.9, 70.3]",69296,1,,,,-2.3251486,,Right Foot,,,"[81.1, 62.0]",,Ground Pass,,11.389908,,,,,Xavier Hernández Creus,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['409f56ab-81cf-4a70-896a-b63ff359a890'],1,,,,,,,,,,,,,,,Barcelona,217,00:01:01.331,Pass,,88.9,70.3,81.1,62.0,8,7,7,6,0.021221,0.018703,-0.0025179999999999994,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.2859,,,,,,,,,,,,,46d8b6ef-10a5-4ae0-a8f3-c6877966fc98,88,,,"[83.4, 59.6]",69296,1,,,,-1.4778011,,Right Foot,,,"[85.2, 40.3]",,Ground Pass,,19.383757,,,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['c4768e1e-e294-45f3-8c0c-476b5676f9b4'],3,,,,,,,,,,,,,,,Barcelona,217,00:01:03.541,Pass,,83.4,59.6,85.2,40.3,8,5,8,3,0.024122,0.023851,-0.0002710000000000004,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.653262,,,,,,,,,,,,,0073b467-8be7-4743-83e3-b8d187dd03c2,90,,,"[85.5, 40.3]",69296,1,,,,0.1784105,,Right Foot,,,"[91.6, 41.4]",,Ground Pass,,6.1983867,,,Incomplete,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,"['00e72283-c64f-4f71-9e7d-70461b0b8292', '477d1429-f6c3-4ca3-b059-45d2347342cf']",4,,,,,,,,,,,,,,,Barcelona,217,00:01:04.827,Pass,,85.5,40.3,91.6,41.4,8,3,9,4,0.023851,0.035113,0.011261999999999998,0.011261999999999998,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.295277,,,,,,,,,,,,,2581c59a-5342-46b0-8b4c-3e62d48b2a25,95,,,"[32.1, 50.0]",69296,1,,,,-1.5707964,,Right Foot,,,"[32.1, 36.7]",,Low Pass,,13.3,,,,,Matías Lionel Fritzler,,,,,,,1,Regular Play,Abel Enrique Aguilar Tapia,6192.0,Left Defensive Midfield,6,Hércules,1218,"['04308f41-e3fe-4749-9f92-cb9ff5001efc', '993e0c25-4071-4ef0-be08-8283c436e60a']",6,,,,,,,,,,,,,,,Hércules,1218,00:01:06.590,Pass,True,32.1,50.0,32.1,36.7,3,4,2,3,0.011324,0.010165,-0.0011590000000000003,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.081798,,,,,,,,,,,,,d08da21c-9cc8-4e1e-a12e-c412fc7e7586,98,,,"[37.0, 44.9]",69296,1,,,,1.2694511,,Right Foot,,,"[39.3, 52.3]",,Ground Pass,,7.7491937,,,,,Francisco Femenía Far,,,,,,,1,Regular Play,Matías Lionel Fritzler,26751.0,Right Defensive Midfield,6,Hércules,1218,['77f05c5f-000d-4676-8a8f-5e1c66557e96'],9,,,,,,,,,,,,,,,Hércules,1218,00:01:09.303,Pass,,37.0,44.9,39.3,52.3,3,4,3,5,0.011324,0.011105,-0.00021900000000000044,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.95948,,,,,,,,,,,,,cb385c76-cc01-44c6-902d-b6e412c9650c,102,,,"[43.6, 49.4]",69296,1,,,,1.0822705,,Left Foot,,,"[57.1, 74.8]",,Ground Pass,,28.764736,,,,,David Cortés Caballero,,,,,,,1,Regular Play,Francisco Femenía Far,3269.0,Left Wing,6,Hércules,1218,['611adc37-b348-453b-9e77-14de3a72d457'],11,,,,,,,,,,,,,,,Hércules,1218,00:01:11.439,Pass,,43.6,49.4,57.1,74.8,4,4,5,7,0.012626,0.012483,-0.00014300000000000077,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.227002,,,,,,,,,,,,,bafae485-7de7-4cc7-9e2a-0a37257051f0,105,,,"[65.1, 75.6]",69296,1,,,,-0.74724877,,Right Foot,,,"[71.9, 69.3]",,Ground Pass,,9.269844,,,,,Jorge López Marco,,,,,,,1,Regular Play,David Cortés Caballero,25994.0,Right Back,6,Hércules,1218,['a19067d0-f26d-437d-a9d4-e2eca5867a5e'],15,,,,,,,,,,,,,,,Hércules,1218,00:01:15.839,Pass,,65.1,75.6,71.9,69.3,6,7,7,6,0.014736,0.018703,0.003967,0.003967,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.867182,,,,,,,,,,,,,ec36d241-691e-41c3-9cb1-a8c7657cf8ed,108,,,"[66.6, 69.7]",69296,1,,,,2.020227,,Right Foot,,,"[62.5, 78.2]",,Ground Pass,,9.4371605,,,,,Francisco Femenía Far,,,,,,,1,Regular Play,Jorge López Marco,26744.0,Right Wing,6,Hércules,1218,['8ea7698e-037e-44c4-a5a4-910e7a16e151'],17,,,,,,,,,,,,,,,Hércules,1218,00:01:17.738,Pass,,66.6,69.7,62.5,78.2,6,6,6,7,0.016118,0.014736,-0.0013819999999999995,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.12499,,,,,,,,,,,,,660b1ef7-10ca-49ee-816e-b64c2203dde9,113,,,"[62.3, 79.0]",69296,1,,,,-1.1171986,,Right Foot,,,"[66.2, 71.0]",,Ground Pass,,8.9,,,,,Jorge López Marco,,,,,,,1,Regular Play,Francisco Femenía Far,3269.0,Left Wing,6,Hércules,1218,"['7dd29c2f-c19d-4151-babf-f2aa1dff3615', 'd02bbec5-a8c8-4d68-a26b-abe140f2e77f']",19,,,,,,,,,,,,,,,Hércules,1218,00:01:19.629,Pass,True,62.3,79.0,66.2,71.0,6,7,6,7,0.014736,0.014736,0.0,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.211684,,,,,,,,,,,,,383f8757-99ef-4589-9325-bb066828d901,117,,,"[65.7, 71.1]",69296,1,,,,2.7176354,,Right Foot,,,"[54.4, 76.2]",,Ground Pass,,12.39758,,,,,Francisco Femenía Far,,,,,,,1,Regular Play,Jorge López Marco,26744.0,Right Wing,6,Hércules,1218,"['aad77e4c-deb5-4798-ab33-9943a93c802c', 'db632f0a-7286-46b3-b99b-42d05338d53a']",21,,,,,,,,,,,,,,,Hércules,1218,00:01:21.578,Pass,True,65.7,71.1,54.4,76.2,6,7,5,7,0.014736,0.012483,-0.0022530000000000015,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.781923,,,,,,,,,,,,,a55485b2-e6b0-48ca-bb6d-b89a621399e4,121,,,"[55.1, 77.0]",69296,1,,,,0.19739556,,Right Foot,,,"[65.1, 79.0]",,Ground Pass,,10.198039,,,,,David Cortés Caballero,,,,,,,1,Regular Play,Francisco Femenía Far,3269.0,Left Wing,6,Hércules,1218,"['625f3505-d74c-4663-af70-84cb0a396e72', '7588f7e0-4f10-40dc-930e-73396297d8a9']",23,,,,,,,,,,,,,,,Hércules,1218,00:01:23.946,Pass,True,55.1,77.0,65.1,79.0,5,7,6,7,0.012483,0.014736,0.0022530000000000015,0.0022530000000000015,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,0.925463,,,,,,,,,,,,,9b7e6244-0621-4db3-aa69-db5079f9d96b,124,,,"[65.1, 79.0]",69296,1,,,,-1.9492238,,Right Foot,,,"[61.8, 70.7]",,Ground Pass,,8.931965,,,,,Francisco Femenía Far,,,,,,,1,Regular Play,David Cortés Caballero,25994.0,Right Back,6,Hércules,1218,['7a3b85b9-a6e5-4c51-8baf-f5dd8b05426f'],24,,,,,,,,,,,,,,,Hércules,1218,00:01:24.973,Pass,,65.1,79.0,61.8,70.7,6,7,6,7,0.014736,0.014736,0.0,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
,,,,,,,,,,,,,,,,1.233656,,,,,,,,,,,,,831cdf56-e1fb-4688-9246-983b28ec1fac,129,,,"[61.7, 71.1]",69296,1,,,,-2.2768633,,Right Foot,,,"[50.7, 58.2]",,Ground Pass,,16.95317,,,,,Abel Enrique Aguilar Tapia,,,,,,,1,Regular Play,Francisco Femenía Far,3269.0,Left Wing,6,Hércules,1218,"['77fb9aab-c541-4e04-8d26-d3d58357b8ac', 'ca5e53fe-76e6-4688-a630-91b591e90d3e', 'f26182ea-45ac-4642-93ee-230338ba95e3']",26,,,,,,,,,,,,,,,Hércules,1218,00:01:26.099,Pass,True,61.7,71.1,50.7,58.2,6,7,4,5,0.014736,0.012692,-0.0020440000000000007,0.0,,,,,2024-09-07 18:28:16.839459,2011-01-29,2010/2011,Spain - La Liga,Hércules vs Barcelona
