bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,1.97222,,,,,,,,,,,,,,b3a8ba02-1860-42a2-95bf-b2ec5633805c,799,,,"[28.9, 25.1]",69234,17,,,,,0.29640847,,Right Foot,,,"[65.9, 36.4]",,High Pass,,38.687077,,,,Joan Verdú Fernández,,,,,,,1,Regular Play,Raúl Rodríguez Navarro,26667.0,Left Center Back,41,Espanyol,214,['13d704b2-72dd-4814-b7a4-4af3dd2f6424'],45,,,,,,,,,,,,,,,Espanyol,214,00:17:45.651,Pass,,28.9,25.1,65.9,36.4,2,2,6,3,0.010013,0.016895,0.006882000000000001,0.006882000000000001,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.814765,,,,,,,,,,,,,,5fbf7641-b6d7-4475-a68b-e1aaca05ca9d,802,,,"[78.7, 21.7]",69234,17,,,,,-0.5302158,,Right Foot,,,"[101.9, 8.1]",,Ground Pass,,26.892378,,,,Pablo Daniel Osvaldo,,,,,,,1,Regular Play,Joan Verdú Fernández,26211.0,Right Midfield,42,Espanyol,214,['3b25b34a-55bf-4400-aded-9f37a6380294'],49,,,,,,,,,,,,,,,Espanyol,214,00:17:49.585,Pass,,78.7,21.7,101.9,8.1,7,2,10,0,0.019351,0.034851,0.0155,0.0155,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.4494,,,,,,,,,,,,,,19766897-0b6c-4672-ab2e-03498a2d843a,809,,,"[102.4, 24.5]",69234,17,,,,,1.1071488,,Right Foot,,,"[104.5, 28.7]",,Low Pass,,4.6957426,,Incomplete,,Iván Daniel Alonso Vallejo,,,,,,,1,Regular Play,Pablo Daniel Osvaldo,26609.0,Left Center Forward,43,Espanyol,214,"['1887f3f5-f261-4ef6-96f9-8127be0e17b7', 'e091723c-ee69-47a4-8e94-c8d9817cdef1']",56,,,,,,,,,,,,,,,Espanyol,214,00:17:56.812,Pass,,102.4,24.5,104.5,28.7,10,2,10,2,0.054911,0.054911,0.0,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.3324,,,,,,,,,,,,,,00ed3dcb-5d57-43eb-bdfc-65e1fbdcd3a4,815,,,"[27.0, 56.5]",69234,17,,,,,-0.9941354,,Right Foot,,,"[35.0, 44.2]",,Ground Pass,,14.672764,,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,44,Barcelona,217,"['45994ef9-8968-4fb2-b1ba-043d6f69ae7a', '6a3aecca-9de7-4144-8175-aac596c3e38d']",59,,,,,,,,,,,,,,,Barcelona,217,00:17:59.814,Pass,True,27.0,56.5,35.0,44.2,2,5,3,4,0.010013,0.011324,0.0013110000000000014,0.0013110000000000014,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.1346,,,,,,,,,,,,,,74b4a615-c882-4158-b7fa-9c306479b3bd,818,,,"[35.0, 44.2]",69234,18,,,,,1.0949543,,Right Foot,,,"[43.4, 60.5]",,Ground Pass,,18.33712,,,,Xavier Hernández Creus,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,44,Barcelona,217,['7035ab80-895b-42ec-bbc6-0960d8204130'],1,,,,,,,,,,,,,,,Barcelona,217,00:18:01.266,Pass,,35.0,44.2,43.4,60.5,3,4,4,5,0.011324,0.012692,0.0013679999999999994,0.0013679999999999994,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.7135,,,,,,,,,,,,,,c6cb003c-ade1-4d49-9b8c-9b5e96e04d64,821,,,"[45.1, 58.7]",69234,18,,,,,0.5880026,,Right Foot,,,"[58.9, 67.9]",,Ground Pass,,16.585535,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,44,Barcelona,217,['be362e01-ea5a-4f25-af78-b3ab0347ae93'],3,,,,,,,,,,,,,,,Barcelona,217,00:18:03.077,Pass,,45.1,58.7,58.9,67.9,4,5,5,6,0.012692,0.013845,0.0011529999999999995,0.0011529999999999995,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.1285,,,,,,,,,,,,,,8473be2c-860a-4dcf-9bda-8dfd28a6433d,825,,,"[61.7, 68.8]",69234,18,,,,,-1.3481354,,Right Foot,,,"[62.9, 63.5]",,High Pass,,5.434151,,Incomplete,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,44,Barcelona,217,"['1b8a582c-0ad2-4cb4-8f75-23c86590d708', 'c7f71c56-4bf4-4a8e-8eeb-f742626988b5', 'fd15ce70-d968-4ca6-b868-8e739a97df53']",5,,,,,,,,,,,,,,,Barcelona,217,00:18:05.290,Pass,True,61.7,68.8,62.9,63.5,6,6,6,6,0.016118,0.016118,0.0,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.794336,,,,,,,,,,,,,,adf7a5e7-4d9d-4eab-9bb0-089c87051039,830,,,"[10.7, 8.9]",69234,18,,,,,1.6413313,,Left Foot,,,"[9.4, 27.3]",,Ground Pass,,18.445868,,,,Raúl Rodríguez Navarro,,,,,,,1,Regular Play,José María Callejón Bueno,7029.0,Left Midfield,45,Espanyol,214,['a3907d52-ee08-4c39-9a7c-169512570c0e'],12,,,,,,,,,,,,,,,Espanyol,214,00:18:12.671,Pass,,10.7,8.9,9.4,27.3,0,0,0,2,0.006383,0.00888,0.002497000000000001,0.002497000000000001,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.6958,,,,,,,,,,,,,,99126268-fd21-4d81-9043-5f4964c0bf8d,833,,,"[9.8, 27.3]",69234,18,,,,,1.9527755,,Right Foot,,,"[5.1, 39.0]",,Ground Pass,,12.608727,,,,Idriss Carlos Kameni,,,,,,,1,Regular Play,Raúl Rodríguez Navarro,26667.0,Left Center Back,45,Espanyol,214,['e59ab069-e290-4f14-ace1-2eccfcbdf0f3'],14,,,,,,,,,,,,,,,Espanyol,214,00:18:14.634,Pass,,9.8,27.3,5.1,39.0,0,2,0,3,0.00888,0.009411,0.0005309999999999985,0.0005309999999999985,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,3.2024,,,,,,,,,,,,,,a13b86c9-9464-4a0f-b365-4665d75ae703,837,,,"[6.1, 38.3]",69234,18,,,,,0.023251623,,Right Foot,,,"[44.8, 39.2]",,High Pass,,38.710464,,,,Javier López Rodríguez,,,,,,,1,Regular Play,Idriss Carlos Kameni,26103.0,Goalkeeper,45,Espanyol,214,"['e51fd4a0-1458-493e-bc2a-c6209dac4813', 'e599fbc0-cbae-4cdc-af38-2c5214ec73c6']",15,,,,,,,,,,,,,,,Espanyol,214,00:18:15.410,Pass,True,6.1,38.3,44.8,39.2,0,3,4,3,0.009411,0.012626,0.003215000000000001,0.003215000000000001,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.5575,,,,,,,,,,,,,,f3ec74b0-339c-4b0a-8fb1-31e7011883e2,840,,,"[44.8, 39.2]",69234,18,,,,True,0.5380442,,,,,"[57.2, 46.6]",,High Pass,,14.440222,,Incomplete,,Joan Verdú Fernández,,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Right Center Midfield,45,Espanyol,214,"['2861436c-88df-4295-b1b0-32f23402639d', '740d331d-99f0-4924-8aa8-cca6bab21426', 'f5be2741-eb48-47f9-8969-5821fbee7a1c']",18,,,,,,,,,,,,,,,Espanyol,214,00:18:18.692,Pass,True,44.8,39.2,57.2,46.6,4,3,5,4,0.012626,0.014846,0.0022199999999999998,0.0022199999999999998,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.981995,,,,,,,,,,,,,,740d331d-99f0-4924-8aa8-cca6bab21426,842,,,"[63.8, 34.4]",69234,18,,,,,-0.72532016,,Head,,,"[77.9, 21.9]",,High Pass,,18.843037,,Incomplete,,,,,,,,Recovery,1,Regular Play,Andreu Fontàs Prat,6890.0,Left Back,45,Espanyol,214,"['5ecab06d-dbc8-4fae-8e53-2b0649b35666', 'f3ec74b0-339c-4b0a-8fb1-31e7011883e2']",20,,,,,,,,,,,,,,,Barcelona,217,00:18:20.250,Pass,,63.8,34.4,77.9,21.9,6,3,7,2,0.016895,0.019351,0.002456,0.002456,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.41025,,,,,,,,,,,,,,b766fe29-4cd1-4b97-93b9-3e2c3bd76721,845,,,"[43.1, 59.1]",69234,18,,,,,-0.24170803,,Right Foot,,,"[71.9, 52.0]",,Low Pass,,29.662266,,,,Pablo Daniel Osvaldo,,,,,,,1,Regular Play,Jordi Amat Maas,6652.0,Right Center Back,45,Espanyol,214,['d6b70b10-0759-4b47-87e0-c4c9d61b1b17'],24,,,,,,,,,,,,,,,Espanyol,214,00:18:24.628,Pass,,43.1,59.1,71.9,52.0,4,5,7,5,0.012692,0.019351,0.006659,0.006659,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.885137,,,,,,,,,,,,,,1aa96f82-ec9d-4d36-8ae1-bc1ec19c58a5,848,,,"[71.7, 52.0]",69234,18,,,,,-2.429592,,Right Foot,,,"[57.1, 39.4]",,Low Pass,,19.285227,,,,Iván Daniel Alonso Vallejo,,,,,,,1,Regular Play,Pablo Daniel Osvaldo,26609.0,Left Center Forward,45,Espanyol,214,['57ed609c-5ab1-4b9c-8672-3d278a712a04'],26,,,,,,,,,,,,,,,Espanyol,214,00:18:26.198,Pass,,71.7,52.0,57.1,39.4,7,5,5,3,0.019351,0.014846,-0.004505,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,3.119987,,,,,,,,,,,,,,f8a76e53-e357-4439-8e02-4907121d0aad,851,,,"[60.4, 41.5]",69234,18,,,,,1.0777814,,Left Foot,,,"[77.7, 73.7]",,High Pass,,36.553112,,,,Pablo Daniel Osvaldo,,,,,,,1,Regular Play,Iván Daniel Alonso Vallejo,26243.0,Right Center Forward,45,Espanyol,214,['4d658f77-feac-4a68-8bcf-538ace690d9d'],27,,,,,,,,,,,,,,,Espanyol,214,00:18:27.459,Pass,,60.4,41.5,77.7,73.7,5,4,7,7,0.014846,0.017451,0.0026050000000000014,0.0026050000000000014,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.496717,,,,,,,,,,,,,,e662fb81-5460-4a3e-99b0-3f6144ee63a9,854,,,"[79.4, 71.9]",69234,18,,,,,-1.9353223,,Right Foot,,,"[76.5, 64.3]",,Low Pass,,8.134495,,,,Joan Verdú Fernández,,,,,,,1,Regular Play,Pablo Daniel Osvaldo,26609.0,Left Center Forward,45,Espanyol,214,['5384f1fe-0180-4858-963a-f030cd921d3c'],31,,,,,,,,,,,,,,,Espanyol,214,00:18:31.039,Pass,,79.4,71.9,76.5,64.3,7,7,7,6,0.017451,0.018703,0.0012519999999999996,0.0012519999999999996,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,3.712928,,,,,,,,,,,,,,a01ee9e7-f600-4d69-81fc-636e9995ec20,857,,,"[76.3, 64.5]",69234,18,,,,,0.24142838,,Right Foot,,,"[116.1, 74.3]",,High Pass,,40.988777,,,,Pablo Daniel Osvaldo,,,,,,,1,Regular Play,Joan Verdú Fernández,26211.0,Right Midfield,45,Espanyol,214,['07a21eee-c885-44a0-84a3-7a52418b1b8b'],31,,,,,,,,,,,,,,,Espanyol,214,00:18:31.656,Pass,,76.3,64.5,116.1,74.3,7,6,11,7,0.018703,0.037926,0.019223,0.019223,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.547194,,,,,,,,,,,,,,e03d2f0f-7159-4c94-9c9b-b69cbadc02a3,860,,,"[116.1, 75.3]",69234,18,,,,,-2.9962826,,Right Foot,,,"[103.8, 73.5]",,Ground Pass,,12.431009,,,,Ernesto Galán Iñigo,,,,,,,1,Regular Play,Pablo Daniel Osvaldo,26609.0,Left Center Forward,45,Espanyol,214,['d2ee34da-0d07-4791-92e0-43f8b551d713'],37,,,,,,,,,,,,,,,Espanyol,214,00:18:37.332,Pass,,116.1,75.3,103.8,73.5,11,7,10,7,0.037926,0.034851,-0.0030750000000000013,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.9513,,,,,,,,,,,,,,0c205333-b421-4e7a-92d1-47cae6f759d0,863,,,"[103.8, 73.5]",69234,18,,,,,-1.2117044,,Right Foot,True,,"[116.6, 39.4]",,High Pass,,36.423206,,Incomplete,,,,,,,,,1,Regular Play,Ernesto Galán Iñigo,24147.0,Right Back,45,Espanyol,214,['9cca8629-5e1c-4264-b9c7-7690d4cf86a3'],39,,,,,,,,,,,,,,,Espanyol,214,00:18:39.039,Pass,,103.8,73.5,116.6,39.4,10,7,11,3,0.034851,0.257454,0.22260300000000002,0.22260300000000002,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,2.3341,,,,,,,,,,,,,,b204f40e-4b10-42d0-802e-4f0a6152f18a,866,,,"[9.8, 49.1]",69234,18,,,,,-1.0235649,,Keeper Arm,,,"[36.0, 6.1]",,High Pass,,50.353153,,,,Andreu Fontàs Prat,,,True,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,46,Barcelona,217,['033c4dcd-cb81-4651-8130-d05ae4ae754e'],49,,,,,,,,,,,,,,,Barcelona,217,00:18:49.437,Pass,,9.8,49.1,36.0,6.1,0,4,3,0,0.009411,0.009777,0.000366,0.000366,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.3906,,,,,,,,,,,,,,90187ac5-794f-4575-8b95-83e127ccda59,869,,,"[36.0, 6.7]",69234,18,,,,,2.7223604,,Left Foot,,,"[17.6, 14.9]",,Ground Pass,,20.144478,,,,Gerard Piqué Bernabéu,,,,,,,1,From Keeper,Andreu Fontàs Prat,6890.0,Left Back,46,Barcelona,217,['8b71d5a7-64f7-4de7-a056-e514595a8572'],53,,,,,,,,,,,,,,,Barcelona,217,00:18:53.402,Pass,,36.0,6.7,17.6,14.9,3,0,1,1,0.009777,0.008786,-0.0009909999999999988,0.0,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.222408,,,,,,,,,,,,,,57f92b8e-b3bb-48ae-819e-d422b6babe91,872,,,"[19.1, 15.3]",69234,18,,,,,0.67039627,,Right Foot,,,"[36.0, 28.7]",,Ground Pass,,21.5678,,,,Sergio Busquets i Burgos,,,,,,,1,From Keeper,Gerard Piqué Bernabéu,5213.0,Left Center Back,46,Barcelona,217,['a531c66d-ab4c-4b50-95cb-b16aaef6c959'],56,,,,,,,,,,,,,,,Barcelona,217,00:18:56.635,Pass,,19.1,15.3,36.0,28.7,1,1,3,2,0.008786,0.011105,0.002319,0.002319,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.9842,,,,,,,,,,,,,,438a2137-b22f-42b9-97f4-e2dd56e44256,875,,,"[36.0, 28.7]",69234,18,,,,,-2.2643483,,Right Foot,,,"[22.2, 12.1]",,Ground Pass,,21.587032,,,,Gerard Piqué Bernabéu,,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,['01a9f960-3c6a-4ba2-b123-71b943cb6f70'],57,,,,,,,,,,,,,,,Barcelona,217,00:18:57.977,Pass,,36.0,28.7,22.2,12.1,3,2,1,1,0.011105,0.008786,-0.002319,0.0,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.7339,,,,,,,,,,,,,,9935e000-8740-409f-bd72-f10b44f856e1,878,,,"[22.2, 12.1]",69234,18,,,,,-0.36717382,,Right Foot,,,"[31.3, 8.6]",,Ground Pass,,9.749872,,,,Andrés Iniesta Luján,,,,,,,1,From Keeper,Gerard Piqué Bernabéu,5213.0,Left Center Back,46,Barcelona,217,['47c680d1-7532-4ada-b844-4bb884fba3a2'],59,,,,,,,,,,,,,,,Barcelona,217,00:18:59.962,Pass,,22.2,12.1,31.3,8.6,1,1,2,0,0.008786,0.008449,-0.0003370000000000005,0.0,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.7721,,,,,,,,,,,,,,e83beef1-7c76-4648-8267-722e628d8d77,881,,,"[31.3, 8.6]",69234,19,,,,,1.152572,,Right Foot,,,"[36.9, 21.2]",,Ground Pass,,13.788401,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Keeper,Andrés Iniesta Luján,5216.0,Left Center Midfield,46,Barcelona,217,['f152becf-7ea3-4ff6-9929-851065ff4a17'],4,,,,,,,,,,,,,,,Barcelona,217,00:19:04.111,Pass,,31.3,8.6,36.9,21.2,2,0,3,2,0.008449,0.011105,0.0026560000000000004,0.0026560000000000004,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.9253,,,,,,,,,,,,,,d13e2ab5-a11f-456d-b41b-283d11506ae2,884,,,"[36.6, 21.2]",69234,19,,,,,-2.2386289,,Left Foot,,,"[31.0, 14.1]",,Ground Pass,,9.042677,,,,Andrés Iniesta Luján,,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,46,Barcelona,217,['a6329de4-8c67-4fdc-ad57-5b78fd8d8baa'],5,,,,,,,,,,,,,,,Barcelona,217,00:19:05.003,Pass,,36.6,21.2,31.0,14.1,3,2,2,1,0.011105,0.009424,-0.0016810000000000002,0.0,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.0459,,,,,,,,,,,,,,099882ce-0144-409b-8d7b-8edd73b622fe,887,,,"[37.3, 31.0]",69234,19,,,,,1.6951513,,Right Foot,,,"[35.6, 44.6]",,Ground Pass,,13.705838,,,,Sergio Busquets i Burgos,,,,,,,1,From Keeper,Andrés Iniesta Luján,5216.0,Left Center Midfield,46,Barcelona,217,['e1408c05-d6d1-4164-8612-a4ba60641d17'],10,,,,,,,,,,,,,,,Barcelona,217,00:19:10.160,Pass,,37.3,31.0,35.6,44.6,3,3,3,4,0.011324,0.011324,0.0,0.0,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.323972,,,,,,,,,,,,,,43b8023b-4d96-49d6-aba0-b5df857459c6,890,,,"[37.4, 44.1]",69234,19,,,,,-1.3017786,,Right Foot,,,"[43.3, 22.7]",,Ground Pass,,22.198423,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,['fd0c0660-d6d3-4462-bdc1-d7b11cb6e5d9'],12,,,,,,,,,,,,,,,Barcelona,217,00:19:12.205,Pass,,37.4,44.1,43.3,22.7,3,4,4,2,0.011324,0.012692,0.0013679999999999994,0.0013679999999999994,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.395063,,,,,,,,,,,,,,a5e54b85-3077-40c9-84dc-3e3cd292f7ca,893,,,"[45.1, 27.6]",69234,19,,,,,1.7260005,,Right Foot,,,"[42.8, 42.3]",,Ground Pass,,14.878844,,,,Sergio Busquets i Burgos,,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,46,Barcelona,217,['72bec7dc-805a-457d-a6fa-3f43b7edae53'],14,,,,,,,,,,,,,,,Barcelona,217,00:19:14.285,Pass,,45.1,27.6,42.8,42.3,4,2,4,4,0.012692,0.012626,-6.600000000000009e-05,0.0,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.6099,,,,,,,,,,,,,,445d5144-a2a8-4497-8951-ad77fca6da59,896,,,"[50.2, 46.9]",69234,19,,,,,1.1849136,,Right Foot,,,"[54.1, 56.5]",,Ground Pass,,10.36195,,,,Xavier Hernández Creus,,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,['161df33e-9366-42f5-8461-5f5b98bfbc84'],16,,,,,,,,,,,,,,,Barcelona,217,00:19:16.747,Pass,,50.2,46.9,54.1,56.5,4,4,5,5,0.012626,0.014291,0.0016649999999999998,0.0016649999999999998,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.877006,,,,,,,,,,,,,,82ae21c9-e89e-4ad3-a962-5f3b3db1fd3b,900,,,"[57.4, 64.7]",69234,19,,,,,1.9322373,,Right Foot,,,"[54.3, 72.9]",,Ground Pass,,8.766413,,,,Daniel Alves da Silva,,,,,,,1,From Keeper,Xavier Hernández Creus,20131.0,Right Center Midfield,46,Barcelona,217,['6b5266fb-e158-4cb4-a1e1-af829cad2b50'],21,,,,,,,,,,,,,,,Barcelona,217,00:19:21.574,Pass,,57.4,64.7,54.3,72.9,5,6,5,7,0.013845,0.012483,-0.0013620000000000004,0.0,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.332988,,,,,,,,,,,,,,58113f2e-e504-4ece-95cf-ecf5b020aced,903,,,"[54.1, 73.1]",69234,19,,,,,-2.3727674,,Right Foot,,,"[44.9, 64.2]",,Ground Pass,,12.80039,,,,Javier Alejandro Mascherano,,,,,,,1,From Keeper,Daniel Alves da Silva,4324.0,Right Back,46,Barcelona,217,['c23eb61d-0e8c-4cd8-ae82-6dcd0b6c99b9'],23,,,,,,,,,,,,,,,Barcelona,217,00:19:23.283,Pass,,54.1,73.1,44.9,64.2,5,7,4,6,0.012483,0.012147,-0.0003359999999999995,0.0,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.8066,,,,,,,,,,,,,,6e114995-7b9f-44d1-b3b0-2340fc379897,906,,,"[44.4, 64.4]",69234,19,,,,,-1.6047258,,Right Foot,,,"[43.1, 26.1]",,Ground Pass,,38.322056,,,,Gerard Piqué Bernabéu,,,,,,,1,From Keeper,Javier Alejandro Mascherano,5506.0,Right Center Back,46,Barcelona,217,['b7ceab61-e606-479d-aa65-ac1f0a5d6a5a'],25,,,,,,,,,,,,,,,Barcelona,217,00:19:25.640,Pass,,44.4,64.4,43.1,26.1,4,6,4,2,0.012147,0.012692,0.0005450000000000003,0.0005450000000000003,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.9768,,,,,,,,,,,,,,ee0d23ce-2ddd-45d6-8dd4-46de07ddbfeb,909,,,"[50.1, 25.1]",69234,19,,,,,1.3958089,,Right Foot,,,"[53.3, 43.2]",,Ground Pass,,18.380697,,,,Sergio Busquets i Burgos,,,,,,,1,From Keeper,Gerard Piqué Bernabéu,5213.0,Left Center Back,46,Barcelona,217,['cd6f0cc1-9549-470c-99c8-003d124be842'],30,,,,,,,,,,,,,,,Barcelona,217,00:19:30.860,Pass,,50.1,25.1,53.3,43.2,4,2,5,4,0.012692,0.014846,0.0021539999999999997,0.0021539999999999997,,,0.0348565,0.0348565,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
