bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,0.812714,,,,,,,,,,,,,,8ddddf05-16c4-4035-a6d4-7e58893b36d1,5,,,"[61.0, 41.0]",69234,0,,,,,-1.6020361,,Right Foot,,,"[60.9, 37.8]",,Ground Pass,,3.2015622,,,,Pablo Daniel Osvaldo,,,,,,Kick Off,1,From Kick Off,Iván Daniel Alonso Vallejo,26243.0,Right Center Forward,2,Espanyol,214,['83c4e5e0-81aa-4d73-9d7b-0ffaf206384b'],0,,,,,,,,,,,,,,,Espanyol,214,00:00:00.246,Pass,,61.0,41.0,60.9,37.8,5,4,5,3,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.401435,,,,,,,,,,,,,,f73e61af-c7e1-4160-926f-4aa1d6260fcd,8,,,"[62.1, 37.8]",69234,0,,,,,3.0010166,,Left Foot,,,"[40.9, 40.8]",,Ground Pass,,21.411213,,,,Javier Márquez Moreno,,,,,,,1,From Kick Off,Pablo Daniel Osvaldo,26609.0,Left Center Forward,2,Espanyol,214,['b147ae2c-c9cf-4bd9-8773-ddd688469cdf'],1,,,,,,,,,,,,,,,Espanyol,214,00:00:01.545,Pass,,62.1,37.8,40.9,40.8,6,3,3,4,0.016895,0.011324,-0.0055709999999999996,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.625963,,,,,,,,,,,,,,5d83fce3-609c-4ba1-a455-e5fa8290bcc0,11,,,"[44.4, 57.0]",69234,0,,,,,1.8379935,,Left Foot,,,"[39.5, 74.9]",,Ground Pass,,18.558556,,,,Ernesto Galán Iñigo,,,,,,,1,From Kick Off,Javier Márquez Moreno,24783.0,Left Center Midfield,2,Espanyol,214,['ba434a46-92e7-4240-88f9-e1c843195343'],4,,,,,,,,,,,,,,,Espanyol,214,00:00:04.095,Pass,,44.4,57.0,39.5,74.9,4,5,3,7,0.012692,0.009777,-0.002915000000000001,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.322759,,,,,,,,,,,,,,be2af138-65b5-4ee9-be97-f407c02efc77,15,,,"[39.8, 74.3]",69234,0,,,,,-2.4227626,,Right Foot,,,"[27.0, 63.1]",,Ground Pass,,17.008234,,,,Jordi Amat Maas,,,,,,,1,From Kick Off,Ernesto Galán Iñigo,24147.0,Right Back,2,Espanyol,214,"['b94ffdc0-93bc-42f1-bd42-61f41250ec69', 'ea415517-661c-4758-b8c5-b3b5cee99000']",5,,,,,,,,,,,,,,,Espanyol,214,00:00:05.801,Pass,True,39.8,74.3,27.0,63.1,3,7,2,6,0.009777,0.009424,-0.00035299999999999915,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,2.7605,,,,,,,,,,,,,,71d5f4c7-783a-4bd2-bda4-267a84940d0a,19,,,"[28.9, 65.7]",69234,0,,,,,-0.018865686,,Right Foot,,,"[81.9, 64.7]",,High Pass,,53.009434,,Incomplete,,Iván Daniel Alonso Vallejo,,,,,,,1,From Kick Off,Jordi Amat Maas,6652.0,Right Center Back,2,Espanyol,214,"['43cf31b9-52db-4545-b36f-0d753896b3a8', '6f096b90-5a50-468a-b9ae-442eaf424258']",8,,,,,,,,,,,,,,,Espanyol,214,00:00:08.974,Pass,,28.9,65.7,81.9,64.7,2,6,8,6,0.009424,0.024015,0.014591000000000002,0.014591000000000002,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.484306,,,,,,,,,,,,,,24f62a84-0d5d-4e15-a894-e535108a5553,23,,,"[76.9, 64.5]",69234,0,,,,,-1.3547114,,Left Foot,,,"[78.7, 56.3]",,Ground Pass,,8.395237,,,,Joan Verdú Fernández,,,,,,Recovery,1,From Kick Off,Iván Daniel Alonso Vallejo,26243.0,Right Center Forward,2,Espanyol,214,['65fbbb3c-eb12-44bc-ad3c-b4f0fcbe0c0c'],13,,,,,,,,,,,,,,,Espanyol,214,00:00:13.321,Pass,,76.9,64.5,78.7,56.3,7,6,7,5,0.018703,0.019351,0.0006479999999999993,0.0006479999999999993,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.035684,,,,,,,,,,,,,,cf6d8936-fd6b-4d4f-8493-12429c9e6f84,27,,,"[86.8, 34.8]",69234,0,,,,,-1.4472059,,Left Foot,,,"[88.8, 18.7]",,Ground Pass,,16.223747,,,,José María Callejón Bueno,,,,,,,1,From Kick Off,Joan Verdú Fernández,26211.0,Right Midfield,2,Espanyol,214,['71b6c116-dd01-44b6-8cea-03c620e37417'],16,,,,,,,,,,,,,,,Espanyol,214,00:00:16.823,Pass,,86.8,34.8,88.8,18.7,8,3,8,1,0.023851,0.024015,0.00016400000000000095,0.00016400000000000095,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.961902,,,,,,,,,,,,,,1a1a29d9-3b66-476b-a4c7-c985e48e6f84,30,,,"[94.0, 20.5]",69234,0,,,,,1.0349851,,Right Foot,,,"[99.7, 30.1]",,Low Pass,,11.164677,,,,Joan Verdú Fernández,,,,,,,1,From Kick Off,José María Callejón Bueno,7029.0,Left Midfield,2,Espanyol,214,['5c7b7a34-b584-480c-b48d-6beadac2b3de'],19,,,,,,,,,,,,,,,Espanyol,214,00:00:19.587,Pass,,94.0,20.5,99.7,30.1,9,1,9,2,0.029533,0.028552,-0.0009809999999999992,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.0023,,,,,,,,,,,,,,cffce58f-5ee3-441f-af85-d56070ad5702,35,,,"[97.4, 29.9]",69234,1,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,José María Callejón Bueno,7029.0,Left Midfield,3,Espanyol,214,['c6a13756-6c4f-4f19-b86f-c4483635c659'],11,,Right Foot,"[120.0, 37.0, 4.4]",,"[{'location': [94.1, 47.0], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.5, 49.4], 'player': {'id': 26609, 'name': 'Pablo Daniel Osvaldo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.9, 30.3], 'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.3, 28.7], 'player': {'id': 26170, 'name': 'Francisco Javier Chica Torres'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.7, 48.6], 'player': {'id': 6652, 'name': 'Jordi Amat Maas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.4, 40.8], 'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.1, 35.7], 'player': {'id': 26243, 'name': 'Iván Daniel Alonso Vallejo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.7, 46.2], 'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.5, 37.6], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.7, 43.3], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 40.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.1, 41.8], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 30.1], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.5, 34.4], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.5, 33.6], 'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 31.4], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.6, 32.1], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.6, 32.8], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,Off T,0.063263945,Normal,Free Kick,,,,Espanyol,214,00:01:11.614,Shot,,97.4,29.9,,,9,2,0,0,0.028552,0.006383,-0.022169,0.0,,0.063263945,0.063263945,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,2.473229,,,,,,,,,,,,,,2241ccd9-1059-4f8f-958c-f335a2258adf,37,,,"[6.0, 36.0]",69234,1,,True,,,-1.4829007,,Right Foot,,,"[8.3, 9.9]",,Ground Pass,,26.201145,,,,Gerard Piqué Bernabéu,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['f83a4d5e-c89c-4d58-be5d-ffe85af9c57b'],24,,,,,,,,,,,,,,,Barcelona,217,00:01:24.948,Pass,,6.0,36.0,8.3,9.9,0,3,0,0,0.009411,0.006383,-0.0030279999999999994,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,3.3666,,,,,,,,,,,,,,aa249904-0185-4812-8f6e-fa9b2095b799,39,,,"[9.4, 13.9]",69234,1,,,,,1.0191413,,Right Foot,,,"[40.6, 64.6]",,High Pass,,59.53092,,Incomplete,,Daniel Alves da Silva,,,True,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,"['34d093a0-56f2-4cb3-82fb-0646cd6e7494', 'd047d066-8365-44af-8269-549e8a84f6f1']",28,,,,,,,,,,,,,,,Barcelona,217,00:01:28.903,Pass,,9.4,13.9,40.6,64.6,0,1,3,6,0.007501,0.010595,0.0030940000000000004,0.0030940000000000004,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,2.136676,,,,,,,,,,,,,,d047d066-8365-44af-8269-549e8a84f6f1,41,,,"[80.4, 16.4]",69234,1,,,,,1.5257449,,Head,,,"[81.5, 40.8]",,High Pass,,24.424782,,,,Javier Márquez Moreno,,,,,,Recovery,1,From Goal Kick,José María Callejón Bueno,7029.0,Left Midfield,4,Barcelona,217,"['49b1d14d-7a76-428f-ad42-04d0905818f6', 'aa249904-0185-4812-8f6e-fa9b2095b799']",32,,,,,,,,,,,,,,,Espanyol,214,00:01:32.269,Pass,,80.4,16.4,81.5,40.8,7,1,7,4,0.018703,0.019971,0.0012679999999999983,0.0012679999999999983,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.167,,,,,,,,,,,,,,66e7ea2d-d688-4845-835f-9b4dc193b414,45,,,"[82.2, 40.8]",69234,1,,,,,0.0,,Right Foot,,,"[92.9, 40.8]",,Ground Pass,,10.7,,Incomplete,,José María Callejón Bueno,,,,,,,1,From Goal Kick,Javier Márquez Moreno,24783.0,Left Center Midfield,4,Barcelona,217,"['48fd0298-4e64-41c9-83cd-3108ba14f730', '9c5f1bc2-12c6-42ac-ac6d-665bbeb07d25', 'd2b54b57-a4d1-497d-8506-432f794c7ea8']",34,,,,,,,,,,,,,,,Espanyol,214,00:01:34.861,Pass,True,82.2,40.8,92.9,40.8,8,4,9,4,0.023851,0.035113,0.011261999999999998,0.011261999999999998,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.5887,,,,,,,,,,,,,,e33a0496-1dfc-4209-a19f-52438fd858a9,50,,,"[38.8, 25.8]",69234,1,,,,,-1.6865555,,Right Foot,,,"[37.8, 17.2]",,Ground Pass,,8.657945,,,,Andrés Iniesta Luján,,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,"['6afda278-d634-412b-85f2-318df0721004', 'e981f48e-0a10-4e68-bf03-f3a2dfd21e5f']",39,,,,,,,,,,,,,,,Barcelona,217,00:01:39.446,Pass,True,38.8,25.8,37.8,17.2,3,2,3,1,0.011105,0.010595,-0.00051,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.5183,,,,,,,,,,,,,,a74f5eb2-9699-4586-9235-217f603f347a,53,,,"[44.0, 28.3]",69234,1,,,,,2.161608,,Right Foot,,,"[38.5, 36.5]",,Ground Pass,,9.873702,,,,Sergio Busquets i Burgos,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['d5a56a6c-fc13-44c5-a6a1-f114d6b3dec8'],41,,,,,,,,,,,,,,,Barcelona,217,00:01:41.938,Pass,,44.0,28.3,38.5,36.5,4,2,3,3,0.012692,0.011324,-0.0013679999999999994,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,True,,,,,,0.518112,,,,,,,,,,,,,,97ad6f81-35e7-4a35-b671-b13475cdbced,58,,,"[81.5, 40.6]",69234,1,,,,,-2.491722,,Right Foot,,,"[71.5, 33.0]",,Ground Pass,,12.560255,,,,Javier Márquez Moreno,,,,,,Interception,1,Regular Play,Pablo Daniel Osvaldo,26609.0,Left Center Forward,5,Espanyol,214,['c1f998f6-c26c-4352-9a04-e46340295a22'],44,,,,,,,,,,,,,,,Espanyol,214,00:01:44.646,Pass,,81.5,40.6,71.5,33.0,8,4,6,3,0.023851,0.016895,-0.006956,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.836247,,,,,,,,,,,,,,71cddc77-acc5-4c45-9782-5cb53214e868,61,,,"[71.5, 32.7]",69234,1,,,,,1.3884475,,Left Foot,,,"[74.1, 46.8]",,Ground Pass,,14.337712,,,,Iván Daniel Alonso Vallejo,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Left Center Midfield,5,Espanyol,214,['c3370a93-1c0f-4f00-abd4-a532eb85c19c'],45,,,,,,,,,,,,,,,Espanyol,214,00:01:45.520,Pass,,71.5,32.7,74.1,46.8,7,3,7,4,0.019971,0.019971,0.0,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.263031,,,,,,,,,,,,,,27b600b7-8b00-443b-8d03-e020aab78d7b,64,,,"[74.1, 46.8]",69234,1,,,,,1.7075521,,Left Foot,,,"[72.6, 57.7]",,Ground Pass,,11.002727,,,,Joan Verdú Fernández,,,,,,,1,Regular Play,Iván Daniel Alonso Vallejo,26243.0,Right Center Forward,5,Espanyol,214,['c91a95ae-8c63-4970-8910-f493059b993c'],47,,,,,,,,,,,,,,,Espanyol,214,00:01:47.953,Pass,,74.1,46.8,72.6,57.7,7,4,7,5,0.019971,0.019351,-0.000619999999999999,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.876418,,,,,,,,,,,,,,bf42e6ee-a0c3-42d1-a7fc-de1ed6d1211d,68,,,"[78.9, 73.9]",69234,1,,,,,0.7853982,,Right Foot,,,"[84.4, 79.4]",,Ground Pass,,7.7781744,,,,Ernesto Galán Iñigo,,,,,,,1,Regular Play,Joan Verdú Fernández,26211.0,Right Midfield,5,Espanyol,214,['5de1d99c-34d1-4e35-b91b-c45623c5e790'],53,,,,,,,,,,,,,,,Espanyol,214,00:01:53.884,Pass,,78.9,73.9,84.4,79.4,7,7,8,7,0.017451,0.021221,0.003769999999999999,0.003769999999999999,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.358884,,,,,,,,,,,,,,c244f625-e979-464a-81bd-e76f2c07867a,71,,,"[82.9, 79.8]",69234,1,,,,,-2.410686,,Right Foot,,,"[68.4, 66.8]",,High Pass,,19.474342,,,,Javier López Rodríguez,,,,,,,1,Regular Play,Ernesto Galán Iñigo,24147.0,Right Back,5,Espanyol,214,['655eada7-504e-48e4-9381-10f4544f5d4d'],54,,,,,,,,,,,,,,,Espanyol,214,00:01:54.800,Pass,,82.9,79.8,68.4,66.8,8,7,6,6,0.021221,0.016118,-0.005103,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.618783,,,,,,,,,,,,,,d6cfcda4-d7c0-40cb-8a6f-7a4b394fa587,74,,,"[68.4, 66.8]",69234,1,,,,,-0.08572687,,Right Foot,,,"[81.2, 65.7]",,Ground Pass,,12.847178,,,,Joan Verdú Fernández,,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Right Center Midfield,5,Espanyol,214,['33f81c1b-0d88-4129-b7c4-55fc652578e2'],56,,,,,,,,,,,,,,,Espanyol,214,00:01:56.213,Pass,,68.4,66.8,81.2,65.7,6,6,7,6,0.016118,0.018703,0.0025850000000000005,0.0025850000000000005,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.891829,,,,,,,,,,,,,,77a09194-d3b5-49a7-a963-b144599347b4,77,,,"[78.3, 65.2]",69234,1,,,,,-1.9765818,,Right Foot,,,"[72.5, 51.7]",,Low Pass,,14.693195,,,,Javier Márquez Moreno,,,,,,,1,Regular Play,Joan Verdú Fernández,26211.0,Right Midfield,5,Espanyol,214,['92f26896-c8aa-48c0-ace8-7b50676def6d'],58,,,,,,,,,,,,,,,Espanyol,214,00:01:58.056,Pass,,78.3,65.2,72.5,51.7,7,6,7,5,0.018703,0.019351,0.0006479999999999993,0.0006479999999999993,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.784701,,,,,,,,,,,,,,5228b9eb-8804-46a0-a54c-08dcfe87fffc,80,,,"[72.6, 51.3]",69234,1,,,,,-0.24111767,,Left Foot,,,"[78.7, 49.8]",,Ground Pass,,6.2817197,,,,Iván Daniel Alonso Vallejo,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Left Center Midfield,5,Espanyol,214,['660f57c7-9436-4f8c-aea0-b93beb43f8e7'],59,,,,,,,,,,,,,,,Espanyol,214,00:01:59.248,Pass,,72.6,51.3,78.7,49.8,7,5,7,4,0.019351,0.019971,0.000619999999999999,0.000619999999999999,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,2.320338,,,,,,,,,,,,,,168f2305-935e-46c9-982e-7aedf486e3df,83,,,"[82.8, 47.0]",69234,2,,,,,-1.2771509,,Left Foot,,,"[94.2, 9.3]",,Low Pass,,39.38591,,,,José María Callejón Bueno,,,,,,,1,Regular Play,Iván Daniel Alonso Vallejo,26243.0,Right Center Forward,5,Espanyol,214,['d574ed79-506f-4731-8930-d9f46fd8b358'],0,,,,,,,,,,,,,,,Espanyol,214,00:02:00.622,Pass,,82.8,47.0,94.2,9.3,8,4,9,0,0.023851,0.027563,0.003712,0.003712,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.14814,,,,,,,,,,,,,,df4d4b86-960e-4c1f-87d8-21180a7171a3,87,,,"[117.5, 10.0]",69234,2,,,,,1.7226788,,Right Foot,True,,"[113.0, 39.4]",,High Pass,,29.742393,,,,Iván Daniel Alonso Vallejo,,,,,,,1,Regular Play,José María Callejón Bueno,7029.0,Left Midfield,5,Espanyol,214,['7350d9fc-6ec5-4764-9ed1-e991fc0132bf'],11,,,,,,,,,,,,,,,Espanyol,214,00:02:11.310,Pass,,117.5,10.0,113.0,39.4,11,0,11,3,0.037926,0.257454,0.219528,0.219528,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,3.796681,,,,,,,,,,,,,,dd4496b7-a288-4b5d-b135-3422637dc695,92,,,"[77.3, 13.1]",69234,2,,,,,-0.41822433,,Head,,,"[89.0, 7.9]",,High Pass,,12.803515,,Unknown,,,,,,,,Recovery,1,Regular Play,Raúl Rodríguez Navarro,26667.0,Left Center Back,5,Espanyol,214,,16,,,,,,,,,,,,,,,Espanyol,214,00:02:16.365,Pass,,77.3,13.1,89.0,7.9,7,1,8,0,0.018703,0.021221,0.0025179999999999994,0.0025179999999999994,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,5.1919,,,,,,,,,,,,,,7f569ab2-be13-420b-87c9-9846be406635,97,,,"[37.0, 64.6]",69234,3,,True,,,-0.13954826,,Right Foot,,,"[84.7, 57.9]",,High Pass,,48.168247,,Injury Clearance,,,,,,,,Recovery,1,Other,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Espanyol,214,,9,,,,,,,,,,,,,,,Barcelona,217,00:03:09.165,Pass,,37.0,64.6,84.7,57.9,3,6,8,5,0.010595,0.024122,0.013527,0.013527,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.108581,,,,,,,,,,,,,,9eaa4249-9c19-44c4-85e8-2aa9481fb053,98,,,"[36.3, 23.1]",69234,3,,,,,0.89894277,,Right Foot,,,"[46.4, 35.8]",,Ground Pass,,16.226522,,,,Javier López Rodríguez,,,,,,Recovery,1,Other,Raúl Rodríguez Navarro,26667.0,Left Center Back,7,Espanyol,214,['9c05b570-9910-4322-aa9e-af79a1b95373'],14,,,,,,,,,,,,,,,Espanyol,214,00:03:14.357,Pass,,36.3,23.1,46.4,35.8,3,2,4,3,0.011105,0.012626,0.0015209999999999998,0.0015209999999999998,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.391052,,,,,,,,,,,,,,7c0a6024-cb49-42b8-b42b-b3c8bde9a45c,101,,,"[46.4, 35.8]",69234,3,,,,,1.7299733,,Right Foot,,,"[41.6, 65.7]",,Ground Pass,,30.282833,,,,Jordi Amat Maas,,,,,,,1,Other,Javier López Rodríguez,6791.0,Right Center Midfield,7,Espanyol,214,['c23da3bc-0072-410a-9f88-e45e18521f13'],16,,,,,,,,,,,,,,,Espanyol,214,00:03:16.787,Pass,,46.4,35.8,41.6,65.7,4,3,3,6,0.012626,0.010595,-0.002031,0.0,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,1.38817,,,,,,,,,,,,,,532fb5d5-4e5b-40b7-8197-e938f7de5ea4,104,,,"[41.6, 65.7]",69234,3,,,,,0.90975314,,Right Foot,,,"[50.0, 76.5]",,Ground Pass,,13.682105,,,,Ernesto Galán Iñigo,,,,,,,1,Other,Jordi Amat Maas,6652.0,Right Center Back,7,Espanyol,214,['bcd51f75-b097-44e3-88a4-55fb79f4ca67'],20,,,,,,,,,,,,,,,Espanyol,214,00:03:20.133,Pass,,41.6,65.7,50.0,76.5,3,6,4,7,0.010595,0.011263,0.0006680000000000002,0.0006680000000000002,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
,,,,,,,,,,,,,,,,,0.756085,,,,,,,,,,,,,,8983834d-fe26-4310-847a-f49bae97372b,108,,,"[48.2, 77.9]",69234,3,,,,,-1.0619121,,Right Foot,,,"[53.5, 68.4]",,Ground Pass,,10.878419,,,,Javier López Rodríguez,,,,,,,1,Other,Ernesto Galán Iñigo,24147.0,Right Back,7,Espanyol,214,"['6ca2c62c-625a-4c6d-91d1-c2c778a82da6', 'fd6e1775-9ed1-4294-a1ed-1fcf5eaf3d65']",22,,,,,,,,,,,,,,,Espanyol,214,00:03:22.332,Pass,True,48.2,77.9,53.5,68.4,4,7,5,6,0.011263,0.013845,0.0025819999999999992,0.0025819999999999992,,,,,2024-09-07 18:28:33.314212,2011-05-08,2010/2011,Spain - La Liga,Barcelona vs Espanyol
