50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,0.840008,,,,,,,,,,,,,,,6f42e660-4ce1-4c2b-8d80-441d3772d067,5,,"[61.0, 40.1]",69236,0,,True,,,1.815775,,Right Foot,,,"[60.5, 42.1]",,Ground Pass,,2.0615528,,,,Fernando Ezequiel Cavenaghi,,,,,,Kick Off,1,From Kick Off,Gonzalo Castro Irizábal,6740.0,Center Attacking Midfield,2,Mallorca,1043,['808af624-25f8-433a-8dbc-629f3228799b'],1,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:01.525,Pass,,61.0,40.1,60.5,42.1,6,4,5,4,0.016895,0.014846,-0.0020490000000000005,0.0,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,2.334913,,,,,,,,,,,,,,,4bfb36a0-a30e-4320-b4ec-a1ba4e861a1d,7,,"[60.9, 43.0]",69236,0,,,,,2.5913455,,Right Foot,,,"[49.0, 50.3]",,Ground Pass,,13.960659,,,,João Victor de Albuquerque Bruno,,,,,,,1,From Kick Off,Fernando Ezequiel Cavenaghi,26676.0,Center Forward,2,Mallorca,1043,['1437a5d0-b2ec-4901-999b-eb57b2cbefa4'],2,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:02.365,Pass,,60.9,43.0,49.0,50.3,6,4,4,5,0.016895,0.012692,-0.004203,0.0,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.046492,,,,,,,,,,,,,,,271a0ec2-b98f-4855-97d4-32bc2cd9418c,11,,"[49.2, 56.6]",69236,0,,,,,0.95215195,,Right Foot,,,"[61.8, 74.3]",,Ground Pass,,21.726711,,,,Emilio Nsue López,,,,,,,1,From Kick Off,João Victor de Albuquerque Bruno,26675.0,Right Center Midfield,2,Mallorca,1043,"['b9146337-caf0-4cb9-9301-8009f8394392', 'e9500cc5-84e1-460b-9475-fb5459a8e697']",5,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:05.516,Pass,True,49.2,56.6,61.8,74.3,4,5,6,7,0.012692,0.014736,0.0020440000000000007,0.0020440000000000007,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,3.767408,,,,,,,,,,,,,,,cfaf77c0-c460-4f96-8ea6-54eac1428b35,15,,"[67.7, 63.1]",69236,0,,,,,-0.7715102,,Right Foot,,,"[104.2, 27.6]",,Low Pass,,50.9166,,Incomplete,,Fernando Ezequiel Cavenaghi,,,,,,,1,From Kick Off,Emilio Nsue López,13581.0,Right Wing,2,Mallorca,1043,"['15d92ced-0a29-419b-9103-bdb06d021034', '6c556d82-af60-4900-8069-dc9e0f048185', 'a9ddce3c-25fb-47b7-aeb8-95f411228360']",9,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:09.236,Pass,True,67.7,63.1,104.2,27.6,6,6,10,2,0.016118,0.054911,0.038793,0.038793,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,2.3114,,,,,,,,,,,,,,,b2e8e854-958e-4530-8874-df74cd7b2c58,19,,"[15.0, 48.3]",69236,0,,,,,-1.4804282,,Keeper Arm,,,"[17.8, 17.4]",,High Pass,,31.026602,,,,Gabriel Alejandro Milito,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['f64f84ca-767f-4ccc-9757-9b729972fd62'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.456,Pass,,15.0,48.3,17.8,17.4,1,4,1,1,0.010827,0.008786,-0.0020409999999999994,0.0,,,0.007544623,0.007544623,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,601dc2f4-a45d-40f9-afb9-53d3df223c9f,22,,"[35.0, 24.5]",69236,0,,,,,1.3854483,,Left Foot,,,"[37.1, 35.7]",,Ground Pass,,11.395174,,,,Javier Alejandro Mascherano,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['b0123f69-fca3-4b87-b6c5-b9445068027f'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.367,Pass,,35.0,24.5,37.1,35.7,3,2,3,3,0.011105,0.011324,0.00021900000000000044,0.00021900000000000044,,,0.007544623,0.007544623,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,2495104d-c3be-495f-b941-11d520848acd,26,,"[37.3, 36.5]",69236,0,,,,,-1.19029,,Right Foot,,,"[44.7, 18.0]",,Ground Pass,,19.92511,,,,Gabriel Alejandro Milito,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,3,Barcelona,217,"['51f8580c-871c-427b-bc57-bc055cf966c1', 'd1218a16-261a-4fff-8556-ae508c64569a']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.088,Pass,True,37.3,36.5,44.7,18.0,3,3,4,1,0.011324,0.012147,0.0008229999999999991,0.0008229999999999991,,,0.007544623,0.007544623,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,2.906213,,,,,,,,,,,,,,,b63fb2b3-1681-420e-acfe-4db6e96ac356,29,,"[69.9, 25.4]",69236,0,,,,,1.013272,48dece52-7855-4637-a58b-08a0f37cfb28,Left Foot,,,"[101.2, 75.6]",,High Pass,,59.158516,,,,Pedro Eliezer Rodríguez Ledesma,True,,True,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['6c9fdb0b-63b0-4916-a1ce-976222f5d805'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.231,Pass,,69.9,25.4,101.2,75.6,6,2,10,7,0.016856,0.034851,0.017995,0.017995,0.007544623,,0.007544623,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,0.75416,,,,,,,,,,,,,,,48dece52-7855-4637-a58b-08a0f37cfb28,32,,"[105.5, 61.7]",69236,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,3,Barcelona,217,['90320edf-8744-47ec-b6f4-bf86ac3f6356'],41,,Left Foot,,"[117.8, 44.9, 1.3]",,"[{'location': [106.3, 61.2], 'player': {'id': 26673, 'name': 'Kevin Martín García Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 52.9], 'player': {'id': 26672, 'name': 'Martí Crespí Pascual'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 41.5], 'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.5, 35.1], 'player': {'id': 25948, 'name': 'Jose Luis Martí Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.7, 31.7], 'player': {'id': 26674, 'name': 'Edson Ramos de Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.7], 'player': {'id': 26146, 'name': 'Dudú Aouate'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 51.3], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.0, 59.9], 'player': {'id': 8675, 'name': 'Jonathan de Guzmán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.2, 54.3], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.1, 67.9], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.8, 43.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.7, 28.0], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.5, 34.4], 'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",b63fb2b3-1681-420e-acfe-4db6e96ac356,,Saved,,0.007544623,Normal,Open Play,,,,Barcelona,217,00:00:41.519,Shot,,105.5,61.7,,,10,6,0,0,0.04067,0.006383,-0.034287,0.0,,0.007544623,0.007544623,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.879848,,,,,,,,,,,,,,,b6399e5e-25e4-4ed6-876f-de7de911f444,34,,"[2.7, 26.2]",69236,0,,True,,,0.9038344,,Drop Kick,,,"[41.2, 75.1]",,High Pass,,62.237125,,,,Emilio Nsue López,,,True,,,,1,From Keeper,Dudú Aouate,26146.0,Goalkeeper,4,Mallorca,1043,['7b4f1a84-baef-4e3f-a225-9826879a0f84'],48,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:48.691,Pass,,2.7,26.2,41.2,75.1,0,2,3,7,0.00888,0.009777,0.0008969999999999985,0.0008969999999999985,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,3.550968,,,,,,,,,,,,,,,6c0d5675-562c-45cf-8667-3916076e7906,36,,"[48.5, 77.2]",69236,0,,,,,-0.45405766,,Right Foot,,,"[94.6, 54.7]",,High Pass,,51.29776,,Incomplete,,Gonzalo Castro Irizábal,,,,,,,1,Regular Play,Emilio Nsue López,13581.0,Right Wing,5,Mallorca,1043,"['42cd2825-2587-47b4-8dd2-64f82669085d', '7f45639c-a117-47c5-8268-3f7700323795']",53,,,,,,,,,,,,,,,,,Mallorca,1043,00:00:53.542,Pass,,48.5,77.2,94.6,54.7,4,7,9,5,0.011263,0.028552,0.017289,0.017289,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.06997,,,,,,,,,,,,,,,d7af7d74-a176-4df2-b4e3-15bd843b49cd,40,,"[29.1, 24.9]",69236,0,,,,,0.1466665,,Right Foot,,,"[37.9, 26.2]",,Low Pass,,8.895505,,,,Javier Alejandro Mascherano,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['53d84ec8-5f34-498f-884e-9d121fe2fdad'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.705,Pass,,29.1,24.9,37.9,26.2,2,2,3,2,0.010013,0.011105,0.001092000000000001,0.001092000000000001,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,e4e0d2cb-63d9-4c36-8132-5caa6722555a,43,,"[37.9, 26.2]",69236,0,,,,,-2.3738918,,Right Foot,,,"[26.4, 15.1]",,Ground Pass,,15.983116,,,,Gabriel Alejandro Milito,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,6,Barcelona,217,['ea46379c-f825-4ec6-ac2d-3caa2cef724e'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.855,Pass,,37.9,26.2,26.4,15.1,3,2,2,1,0.011105,0.009424,-0.0016810000000000002,0.0,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.9214,,,,,,,,,,,,,,,4e160ce6-5bd3-4e4e-b4bf-6c02308a4544,47,,"[27.8, 14.9]",69236,1,,,,,2.6224465,,Left Foot,,,"[13.1, 23.3]",,Ground Pass,,16.93074,,,,Víctor Valdés Arribas,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,6,Barcelona,217,['f7099f99-5f3e-41ca-9562-c93e5cac827f'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.635,Pass,,27.8,14.9,13.1,23.3,2,1,1,2,0.009424,0.009777,0.00035299999999999915,0.00035299999999999915,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,2.435785,,,,,,,,,,,,,,,41f9a0fa-c52c-4389-a0ed-e4317c21c215,51,,"[14.4, 23.5]",69236,1,,,,,-0.52320564,,Right Foot,,,"[54.1, 0.6]",,High Pass,,45.83121,,Out,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['8174ddd1-bb21-4618-98a4-5622641002ab'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.636,Pass,True,14.4,23.5,54.1,0.6,1,2,5,0,0.009777,0.012483,0.002706,0.002706,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.431551,,,,,,,,,,,,,,,3079083c-b8cc-4e39-8efb-d31b17d18dd7,52,,"[66.0, 80.0]",69236,1,,True,,,-0.34909213,,,,,"[91.0, 70.9]",,Low Pass,,26.604698,,,,Emilio Nsue López,,,,,,Throw-in,1,From Throw In,Edson Ramos de Silva,26674.0,Right Back,7,Mallorca,1043,['8ece6bbc-1715-4d4c-9526-cd194f29c2da'],23,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:23.009,Pass,,66.0,80.0,91.0,70.9,6,7,9,7,0.014736,0.027563,0.012827,0.012827,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,0.3584,,,,,,,,,,,,,,,e554adb0-5be8-473d-8f33-496de243a25d,54,,"[91.0, 70.9]",69236,1,,,,,-0.84654635,,Left Foot,,,"[95.6, 65.7]",,Ground Pass,,6.942622,,Incomplete,,Fernando Ezequiel Cavenaghi,,,,,,,1,From Throw In,Emilio Nsue López,13581.0,Right Wing,7,Mallorca,1043,"['0713a78e-a0e1-4b29-a071-c4952a23341f', 'd41b6315-0097-4537-a06d-33dc889bf97a']",26,,,,,,,,,,,,,,,,,Mallorca,1043,00:01:26.464,Pass,,91.0,70.9,95.6,65.7,9,7,9,6,0.027563,0.029533,0.0019699999999999995,0.0019699999999999995,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.053956,,,,,,,,,,,,,,,fd1f4438-7444-4558-bfda-9a0057c0c371,58,,"[49.3, 26.0]",69236,1,,,,,0.10749768,,Right Foot,,,"[63.2, 27.5]",,Ground Pass,,13.980701,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,8,Barcelona,217,['2f70cc0f-8d6c-4052-b85f-563d957d78e5'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.129,Pass,,49.3,26.0,63.2,27.5,4,2,6,2,0.012692,0.016856,0.004163999999999999,0.004163999999999999,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.865933,,,,,,,,,,,,,,,e8ee29aa-06e3-4344-b2e3-d05d71c58fa1,61,,"[72.6, 23.7]",69236,1,,,,,-0.7477815,,Left Foot,,,"[91.9, 5.8]",,Ground Pass,,26.322994,,,,Bojan Krkíc Pérez,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,8,Barcelona,217,['f0942c7d-20aa-4b02-a788-f4089a50c48c'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.579,Pass,,72.6,23.7,91.9,5.8,7,2,9,0,0.019351,0.027563,0.008212,0.008212,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.3763,,,,,,,,,,,,,,,29f8ae9e-1885-4f02-b9c7-36c3be0b7180,64,,"[93.0, 15.3]",69236,1,,,,,2.0765877,,Right Foot,,,"[85.8, 28.3]",,Ground Pass,,14.860686,,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Left Wing,8,Barcelona,217,['1f88b3ef-1893-4808-959f-01c86cc52691'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.193,Pass,,93.0,15.3,85.8,28.3,9,1,8,2,0.029533,0.024122,-0.005410999999999999,0.0,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,2.0448,,,,,,,,,,,,,,,28ebd086-92cc-4417-9fb7-8bded76113d1,67,,"[85.0, 29.1]",69236,1,,,,,0.8379812,,Right Foot,,,"[113.8, 61.1]",,High Pass,,43.051598,,,,Daniel Alves da Silva,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,8,Barcelona,217,['de8b4143-8ea7-460d-a299-1e0ff125c737'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.032,Pass,,85.0,29.1,113.8,61.1,8,2,11,6,0.024122,0.046477,0.022354999999999996,0.022354999999999996,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,0.1707,,,,,,,,,,,,,,,7640ec98-d9df-40b2-a70f-16dbeb66d351,70,,"[117.2, 61.1]",69236,1,,,,,-1.5182133,,Right Foot,,,"[117.4, 57.3]",,Low Pass,,3.8052595,,Incomplete,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,8,Barcelona,217,['315aef5c-beae-4de4-a005-61204ee44882'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.517,Pass,,117.2,61.1,117.4,57.3,11,6,11,5,0.046477,0.064426,0.017949,0.017949,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.5403,,,,,,,,,,,,,,,a3839e0b-4a77-4ebb-83e0-f4e4cf7f78bc,72,,"[120.0, 80.0]",69236,2,,,,,-2.0254002,588efeb8-41b4-4b7b-b055-c90fecae1a3e,Right Foot,,,"[104.8, 48.9]",,Ground Pass,,34.61575,,,,Pedro Eliezer Rodríguez Ledesma,True,,,,,Corner,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,9,Barcelona,217,['6f3d45fe-a6f4-4a8c-95a3-77a3f46e4cee'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:02:06.849,Pass,,120.0,80.0,104.8,48.9,11,7,10,4,0.037926,0.108051,0.07012499999999999,0.07012499999999999,0.058095943,,0.058095943,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,0.847674,,,,,,,,,,,,,,,588efeb8-41b4-4b7b-b055-c90fecae1a3e,74,,"[104.2, 48.2]",69236,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,9,Barcelona,217,['6b611902-4ba5-4805-bc6a-f4bf4bd75eda'],8,,Right Foot,,"[120.0, 39.4, 4.9]",True,"[{'location': [108.9, 33.4], 'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.2, 33.3], 'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 40.1], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.4, 63.2], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.4, 76.8], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [94.8, 63.4], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.6, 49.3], 'player': {'id': 13581, 'name': 'Emilio Nsue López'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.9, 34.4], 'player': {'id': 6740, 'name': 'Gonzalo Castro Irizábal'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.1, 59.5], 'player': {'id': 26673, 'name': 'Kevin Martín García Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 25948, 'name': 'Jose Luis Martí Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.5, 33.8], 'player': {'id': 26672, 'name': 'Martí Crespí Pascual'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.2, 42.9], 'player': {'id': 26674, 'name': 'Edson Ramos de Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 41.5], 'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.1, 46.6], 'player': {'id': 26675, 'name': 'João Victor de Albuquerque Bruno'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.1, 40.9], 'player': {'id': 26146, 'name': 'Dudú Aouate'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 57.0], 'player': {'id': 8675, 'name': 'Jonathan de Guzmán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",a3839e0b-4a77-4ebb-83e0-f4e4cf7f78bc,,Off T,,0.058095943,Normal,Open Play,,,,Barcelona,217,00:02:08.510,Shot,,104.2,48.2,,,10,4,0,0,0.108051,0.006383,-0.101668,0.0,,0.058095943,0.058095943,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,2.7707,,,,,,,,,,,,,,,20db10bd-a9c3-4510-9192-2023c016d2d4,76,,"[7.0, 36.1]",69236,2,,True,,,0.24147326,,Right Foot,,,"[80.9, 54.3]",,High Pass,,76.10815,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Dudú Aouate,26146.0,Goalkeeper,10,Mallorca,1043,['ebe1c741-2cbe-41f8-b8a8-7f5c9b4e9c78'],37,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:37.141,Pass,,7.0,36.1,80.9,54.3,0,3,8,5,0.009411,0.024122,0.014711000000000002,0.014711000000000002,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.048052,,,,,,,,,,,,,,,ad1f4ae3-ccb0-442c-908c-efb18ac181b8,78,,"[79.2, 54.5]",69236,2,,,,,0.5191461,,Head,,,"[86.2, 58.5]",,High Pass,,8.062258,,,,Gonzalo Castro Irizábal,,,,,,Recovery,1,From Goal Kick,Jonathan de Guzmán,8675.0,Left Wing,10,Mallorca,1043,['a5cd6bab-41a1-4b0a-a907-257ed40a2998'],41,,,,,,,,,,,,,,,,,Mallorca,1043,00:02:41.795,Pass,,79.2,54.5,86.2,58.5,7,5,8,5,0.019351,0.024122,0.004771000000000001,0.004771000000000001,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,,,37926384-1d25-487e-b0bd-804d721ad2da,86,,"[53.7, 39.0]",69236,2,,,,,1.5787961,,Left Foot,,,"[53.5, 64.0]",,Ground Pass,,25.0008,,,,Daniel Alves da Silva,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,11,Barcelona,217,['51214246-ca11-45c7-8c78-9f26bd5bb4d5'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:02:48.219,Pass,,53.7,39.0,53.5,64.0,5,3,5,6,0.014846,0.013845,-0.0010010000000000002,0.0,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
,,,,,,,,,,,,,,,,1.865043,,,,,,,,,,,,,,,97ae9238-446a-4235-97ac-cc97cb52e722,89,,"[68.8, 59.6]",69236,2,,,,,1.0427219,,Left Foot,,,"[77.9, 75.2]",,Ground Pass,,18.060177,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,11,Barcelona,217,['362e49ff-b2d9-46ad-b165-206b2a362102'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:02:51.494,Pass,,68.8,59.6,77.9,75.2,6,5,7,7,0.016856,0.017451,0.0005950000000000018,0.0005950000000000018,,,,,2024-09-07 18:28:32.546335,2010-10-03,2010/2011,Spain - La Liga,Barcelona vs Mallorca
