bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,0.623479,,,,,,,,,,,,,c3f7893c-8563-4c42-b567-3980f7b5cbac,1072,,"[77.9, 59.0]",69283,26,,,,,1.3854483,,Left Foot,,,,"[79.7, 68.6]",,Ground Pass,,9.767292,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,76,Barcelona,217,['6265bb5c-e822-47a9-8916-6e85b8d4f8ca'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:26:45.720,Pass,,77.9,59.0,79.7,68.6,7,5,7,6,0.019351,0.018703,-0.0006479999999999993,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.238291,,,,,,,,,,,,,ae87c0c5-ccbf-494f-bfa2-c399939aa68d,1075,,"[79.7, 68.6]",69283,26,,,,,-1.731559,,Left Foot,,,,"[77.9, 57.5]",,Ground Pass,,11.244999,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,76,Barcelona,217,['b0b7474f-f4d0-43af-8d77-f63613b85f09'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:26:47.325,Pass,,79.7,68.6,77.9,57.5,7,6,7,5,0.018703,0.019351,0.0006479999999999993,0.0006479999999999993,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.694384,,,,,,,,,,,,,b45ae16b-f3b9-4458-8548-5c35fcb65bb8,1078,,"[77.9, 57.5]",69283,26,,,,,-2.0155783,,Left Foot,,,,"[72.8, 46.8]",,Ground Pass,,11.85327,,,,Sergio Busquets i Burgos,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,76,Barcelona,217,['a3d2c2e0-14b4-4458-9c4c-b035ca83b959'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:26:49.886,Pass,,77.9,57.5,72.8,46.8,7,5,7,4,0.019351,0.019971,0.000619999999999999,0.000619999999999999,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.2405,,,,,,,,,,,,,477c0bb2-c0cc-4815-8189-29302b5e9919,1081,,"[74.2, 47.5]",69283,26,,,,,-2.1669955,,Right Foot,,,,"[72.3, 44.7]",,Ground Pass,,3.3837848,,,,Andrés Iniesta Luján,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,76,Barcelona,217,['bc231dfc-3c6c-45d6-a152-94e6d3f5d3f2'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:26:52.242,Pass,,74.2,47.5,72.3,44.7,7,4,7,4,0.019971,0.019971,0.0,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.5488,,,,,,,,,,,,,d77f9d2a-d10e-4f4c-80c0-6f0379c62de8,1084,,"[76.2, 40.4]",69283,26,,,,,-1.7118648,,Right Foot,,,,"[73.8, 23.5]",,Ground Pass,,17.069563,,,,Seydou Kéita,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,76,Barcelona,217,['e0851816-05d4-40ea-9e03-d447a2828649'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:26:54.555,Pass,,76.2,40.4,73.8,23.5,7,4,7,2,0.019971,0.019351,-0.000619999999999999,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.971978,,,,,,,,,,,,,f800c128-64eb-4465-a5ac-89e5a098e408,1087,,"[78.1, 30.3]",69283,26,,,,,1.7147927,,Left Foot,,,,"[75.2, 50.3]",,Ground Pass,,20.209156,,,,Sergio Busquets i Burgos,,,,,,,1,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,76,Barcelona,217,['44da0849-c2d5-476d-80de-9684124b2858'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:26:58.303,Pass,,78.1,30.3,75.2,50.3,7,3,7,5,0.019971,0.019351,-0.000619999999999999,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.990544,,,,,,,,,,,,,907efeef-cdf4-43a4-b490-ad05712a2003,1091,,"[76.2, 50.3]",69283,27,,,,,1.6362764,,Right Foot,,,,"[75.0, 68.6]",,Ground Pass,,18.339302,,,,Adriano Correia Claro,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,76,Barcelona,217,"['496dcbeb-e484-44e5-a132-9e97cd33445e', 'd1cadbbe-d8f8-4a4c-adf9-b0d84a2d3e55']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:27:00.315,Pass,True,76.2,50.3,75.0,68.6,7,5,7,6,0.019351,0.018703,-0.0006479999999999993,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.2409,,,,,,,,,,,,,21cc181d-3a73-48b8-a2d0-3e503602638a,1094,,"[75.0, 68.6]",69283,27,,,,,-0.9202531,,Right Foot,,,,"[83.6, 57.3]",,Ground Pass,,14.200352,,,,Sergio Busquets i Burgos,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Right Back,76,Barcelona,217,['7950ee76-9f95-4201-ad4a-c7f11bd61713'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:27:02.345,Pass,,75.0,68.6,83.6,57.3,7,6,8,5,0.018703,0.024122,0.005419,0.005419,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.1316,,,,,,,,,,,,,621e2595-19a1-4bb6-a5fb-9cecdc5ae4b4,1097,,"[83.6, 58.9]",69283,27,,,,,1.4677147,,Right Foot,,,,"[84.8, 70.5]",,Ground Pass,,11.661903,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,76,Barcelona,217,['cd19f97b-a9f1-4ff6-a7a2-6727e3b332c2'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:27:03.626,Pass,,83.6,58.9,84.8,70.5,8,5,8,7,0.024122,0.021221,-0.002901000000000001,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.646319,,,,,,,,,,,,,c679fcfa-cd99-4ef2-9b58-5091456f316c,1100,,"[84.8, 70.5]",69283,27,,,,,-2.2091162,,Right Foot,,,,"[77.9, 61.2]",,Ground Pass,,11.580155,,,,Adriano Correia Claro,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,76,Barcelona,217,['d174b2e6-278e-431d-b59d-f4b7903f4054'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:27:04.798,Pass,,84.8,70.5,77.9,61.2,8,7,7,6,0.021221,0.018703,-0.0025179999999999994,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,2.789119,,,,,,,,,,,,,71ca517e-15c8-4bcd-b3b8-d903bfb4da60,1103,,"[77.9, 61.2]",69283,27,,,,,-1.2323134,,Left Foot,,,,"[96.1, 9.5]",,High Pass,,54.809944,,,,Maxwell Scherrer Cabelino Andrade,,,True,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Right Back,76,Barcelona,217,['f5481450-a87a-480b-b434-9ea54939051b'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:27:06.573,Pass,,77.9,61.2,96.1,9.5,7,6,9,0,0.018703,0.027563,0.00886,0.00886,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,2.0149,,,,,,,,,,,,,8710e390-bb73-4828-b5be-f09866641c5f,1109,,"[98.3, 0.1]",69283,27,,,,,2.768183,,,,,,"[71.5, 10.6]",,Low Pass,,28.783503,,,,Seydou Kéita,,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,77,Barcelona,217,['86872bb4-f5ec-4904-a2ec-63b624034bf1'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:27:20.904,Pass,,98.3,0.1,71.5,10.6,9,0,7,1,0.027563,0.018703,-0.00886,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.0754,,,,,,,,,,,,,c3a0932b-134f-4c35-96a2-5aca1b8f8a79,1112,,"[71.5, 10.6]",69283,27,,,,,1.5983756,,Left Foot,,,,"[71.1, 25.1]",,Ground Pass,,14.505516,,,,Andrés Iniesta Luján,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,77,Barcelona,217,['011d90bf-c4bb-4f8b-b66e-3a0e56dd3203'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:27:24.246,Pass,,71.5,10.6,71.1,25.1,7,1,7,2,0.018703,0.019351,0.0006479999999999993,0.0006479999999999993,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.4331,,,,,,,,,,,,,1fe06f5c-5145-4292-85a1-1e588f951ff2,1115,,"[71.1, 25.1]",69283,27,,,,,1.4490608,,Right Foot,,,,"[73.4, 43.9]",,Ground Pass,,18.940168,,,,Sergio Busquets i Burgos,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,77,Barcelona,217,['18ba4875-7129-4669-8359-43423b9f75ac'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:27:25.937,Pass,,71.1,25.1,73.4,43.9,7,2,7,4,0.019351,0.019971,0.000619999999999999,0.000619999999999999,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.648971,,,,,,,,,,,,,3ba0923c-9cee-4c1a-913b-5ae3dd92e965,1118,,"[73.4, 43.9]",69283,27,,,,,1.6731402,,Right Foot,,,,"[71.5, 62.4]",,Ground Pass,,18.597311,,,,Gerard Piqué Bernabéu,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,77,Barcelona,217,['156765b3-c5fa-422e-9160-aeeaaa95ea50'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:27:29.147,Pass,,73.4,43.9,71.5,62.4,7,4,7,6,0.019971,0.018703,-0.0012679999999999983,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.281,,,,,,,,,,,,,d8de61e2-f180-4e60-bac5-a99e6d4d197d,1121,,"[71.1, 62.7]",69283,27,,,,,-1.4271387,,Right Foot,,,,"[73.4, 46.8]",,Ground Pass,,16.06549,,,,Sergio Busquets i Burgos,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,77,Barcelona,217,['5454a2f6-5c03-49e1-ad48-63530b1237b6'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:27:31.451,Pass,,71.1,62.7,73.4,46.8,7,6,7,4,0.018703,0.019971,0.0012679999999999983,0.0012679999999999983,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.9846,,,,,,,,,,,,,3413edf8-ce68-4672-a623-31b1909e36a4,1124,,"[73.4, 46.8]",69283,27,,,,,-1.5775989,,Right Foot,,,,"[73.3, 32.1]",,Ground Pass,,14.70034,,,,Andrés Iniesta Luján,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,77,Barcelona,217,['2cd822e3-bb70-4177-af12-e3626c888414'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:27:33.334,Pass,,73.4,46.8,73.3,32.1,7,4,7,3,0.019971,0.019971,0.0,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.7607,,,,,,,,,,,,,c7f92641-3ec8-4bd6-a9ca-389433a680c5,1127,,"[74.1, 31.0]",69283,27,,,,,-0.9925116,,Right Foot,,,,"[89.7, 7.1]",,Ground Pass,,28.540672,,,,Maxwell Scherrer Cabelino Andrade,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,77,Barcelona,217,['70048743-2eda-481a-a5b7-336136f3e672'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:27:36.054,Pass,,74.1,31.0,89.7,7.1,7,3,8,0,0.019971,0.021221,0.0012500000000000011,0.0012500000000000011,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.5356,,,,,,,,,,,,,a2dc6bbf-1e07-4376-8642-340eacbe740b,1130,,"[90.2, 7.5]",69283,27,,,,,2.7291822,,Left Foot,,,,"[75.8, 13.8]",,Ground Pass,,15.717824,,,,Seydou Kéita,,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,77,Barcelona,217,['90be5365-3204-470b-aac4-7aecd4af647b'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:27:38.775,Pass,,90.2,7.5,75.8,13.8,8,0,7,1,0.021221,0.018703,-0.0025179999999999994,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.050221,,,,,,,,,,,,,afd9e343-01bf-4bb5-8238-8ab50a945744,1133,,"[76.3, 14.9]",69283,27,,,,,0.7397867,,Left Foot,,,,"[88.9, 26.4]",,Ground Pass,,17.059015,,,,Andrés Iniesta Luján,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,77,Barcelona,217,['c1d30b18-a7be-44c3-a43c-80c9811ec55c'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:27:43.249,Pass,,76.3,14.9,88.9,26.4,7,1,8,2,0.018703,0.024122,0.005419,0.005419,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.593661,,,,,,,,,,,,,77b55cf6-3ed2-44bc-a3cf-d416e8e22751,1141,,"[55.3, 26.8]",69283,27,,,,,1.6220335,,Right Foot,,,,"[54.7, 38.5]",,Ground Pass,,11.715375,,,,Eric-Sylvain Bilal Abidal,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,77,Barcelona,217,['ef327069-bece-47a9-9702-37028f013924'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:27:53.935,Pass,,55.3,26.8,54.7,38.5,5,2,5,3,0.014291,0.014846,0.0005549999999999999,0.0005549999999999999,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.421717,,,,,,,,,,,,,9d1a618b-27e1-4669-9309-83149ad90f17,1144,,"[54.7, 38.5]",69283,27,,,,,0.63057774,,Left Foot,,,,"[64.7, 45.8]",,Ground Pass,,12.381034,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,77,Barcelona,217,['45fff4b4-ef33-40ba-9eed-20df17f45766'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:27:56.113,Pass,,54.7,38.5,64.7,45.8,5,3,6,4,0.014846,0.016895,0.0020490000000000005,0.0020490000000000005,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.5433,,,,,,,,,,,,,94fd5b5d-64af-43d3-90ca-87d8e0cbda64,1147,,"[70.5, 53.0]",69283,27,,,,,2.3561945,,Left Foot,,,,"[60.5, 63.0]",,Ground Pass,,14.142136,,,,Gerard Piqué Bernabéu,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,77,Barcelona,217,['12c43119-0211-4ff0-9f4c-f2caec8cf9b3'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:27:58.531,Pass,,70.5,53.0,60.5,63.0,6,5,6,6,0.016856,0.016118,-0.0007379999999999991,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.278192,,,,,,,,,,,,,ff935c5c-a17e-4e11-8555-d3065c0e432a,1151,,"[62.5, 65.1]",69283,28,,,,,0.9528961,,Right Foot,,,,"[71.1, 77.2]",,Ground Pass,,14.844865,,,,Adriano Correia Claro,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,77,Barcelona,217,"['2f176fc1-452e-41c5-b1af-7a7e7ea4ff25', 'e845b43d-6b51-4595-94a1-bf81c178f97e']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:28:01.989,Pass,True,62.5,65.1,71.1,77.2,6,6,7,7,0.016118,0.017451,0.0013330000000000009,0.0013330000000000009,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.99604,,,,,,,,,,,,,a7cc2fb3-b31f-47fc-84fa-437d1bc5a542,1154,,"[71.1, 77.2]",69283,28,,,,,-1.6871516,,Left Foot,,,,"[69.3, 61.8]",,Ground Pass,,15.504838,,,,Andrés Iniesta Luján,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,77,Barcelona,217,['7c65d786-5d80-40dc-9f97-a23eae3c0540'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:28:04.837,Pass,,71.1,77.2,69.3,61.8,7,7,6,6,0.017451,0.016118,-0.0013330000000000009,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.1978,,,,,,,,,,,,,3095058a-9cee-41c4-8750-9c4ac7898cb2,1157,,"[72.6, 57.9]",69283,28,,,,,-1.9465042,,Right Foot,,,,"[65.5, 39.9]",,Ground Pass,,19.349676,,,,Sergio Busquets i Burgos,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,77,Barcelona,217,['6c4f3a04-b08b-4aa2-b650-61b211a60b31'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:28:07.481,Pass,,72.6,57.9,65.5,39.9,7,5,6,3,0.019351,0.016895,-0.002456,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.908095,,,,,,,,,,,,,0c338fd2-eafa-4c51-86b0-6f0c6af282a3,1160,,"[65.5, 37.0]",69283,28,,,,,-0.7531513,,Left Foot,,,,"[71.9, 31.0]",,Ground Pass,,8.772685,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,77,Barcelona,217,['d6e2165c-a81e-4455-888e-9af364dcbe15'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:28:09.822,Pass,,65.5,37.0,71.9,31.0,6,3,7,3,0.016895,0.019971,0.003075999999999999,0.003075999999999999,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.5556,,,,,,,,,,,,,817896b1-81fb-4d3b-afb4-c0ac3dcbdc64,1163,,"[66.9, 34.2]",69283,28,,,,,1.5331796,,Left Foot,,,,"[67.6, 52.8]",,Ground Pass,,18.613167,,,,Andrés Iniesta Luján,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,77,Barcelona,217,['d199a85e-a966-45fa-889c-28382a4e1140'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:28:12.226,Pass,,66.9,34.2,67.6,52.8,6,3,6,5,0.016895,0.016856,-3.900000000000084e-05,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.6667,,,,,,,,,,,,,7a286b27-d033-48bc-95d9-ffd0e877de86,1167,,"[68.2, 46.0]",69283,28,,,,,-1.5649484,,Right Foot,,,,"[68.3, 28.9]",,Ground Pass,,17.100292,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,77,Barcelona,217,['4571f26d-a378-4bbe-a84d-11f9d2aab37c'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:28:16.379,Pass,,68.2,46.0,68.3,28.9,6,4,6,2,0.016895,0.016856,-3.900000000000084e-05,0.0,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.711354,,,,,,,,,,,,,f3c8ec09-7009-481d-b927-f572acdeaaab,1173,,"[61.0, 36.7]",69283,28,,,,,-0.34724078,,Left Foot,,,,"[71.5, 32.9]",,Low Pass,,11.166468,,Incomplete,,,,,,,,Recovery,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,77,Barcelona,217,['c2f53e8f-a47d-439f-adfc-a34da528597a'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:28:19.971,Pass,,61.0,36.7,71.5,32.9,6,3,7,3,0.016895,0.019971,0.003075999999999999,0.003075999999999999,,,,,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.354679,,,,,,,,,,,,,c2f53e8f-a47d-439f-adfc-a34da528597a,1174,,"[48.6, 47.2]",69283,28,,,,,-0.90004474,,Other,,,,"[55.9, 38.0]",,High Pass,,11.74436,,,,Pierre Achille Webó Kouamo,,,,,,Recovery,1,Regular Play,João Victor de Albuquerque Bruno,26675.0,Right Center Midfield,78,Mallorca,1043,"['4d09ae58-32bd-4a18-8f71-cce56a9cfcca', 'f3c8ec09-7009-481d-b927-f572acdeaaab']",20,,,,,,,,,,,,,,,,,Mallorca,1043,00:28:20.683,Pass,,48.6,47.2,55.9,38.0,4,4,5,3,0.012626,0.014846,0.0022199999999999998,0.0022199999999999998,,,0.011199217,0.011199217,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,4.046021,,,,,,,,,,,,,3a8b964b-f427-4df9-b8b6-33d481bc6df0,1179,,"[69.9, 44.2]",69283,28,,,,,2.3655052,,Right Foot,,,,"[42.8, 70.8]",,Low Pass,,37.97328,,Incomplete,,Gerard Piqué Bernabéu,,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,78,Mallorca,1043,"['4d696ec3-9b28-45e1-8e0a-f13e09b71e17', '74464ab5-7506-4307-9718-e9e10affab0c']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:28:23.056,Pass,,69.9,44.2,42.8,70.8,6,4,4,7,0.016895,0.011263,-0.005632,0.0,,,0.011199217,0.011199217,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.769287,,,,,,,,,,,,,3339c53e-a88d-4932-bcbb-b718f8890b80,1184,,"[96.9, 19.3]",69283,28,,,,,1.6394562,,Right Foot,,,,"[94.5, 54.2]",,High Pass,,34.982426,,,,João Victor de Albuquerque Bruno,,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Wing,78,Mallorca,1043,"['bfc7da07-2160-4045-ba5c-879997e3eb62', 'f2249245-c5d4-4dad-a907-d737b18f9b41']",33,,,,,,,,,,,,,,,,,Mallorca,1043,00:28:33.074,Pass,True,96.9,19.3,94.5,54.2,9,1,9,5,0.029533,0.028552,-0.0009809999999999992,0.0,,,0.011199217,0.011199217,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.105578,,,,,,,,,,,,,59270815-341a-4be0-9e55-3a33af1eee2b,1188,,"[97.7, 54.9]",69283,28,,,,,1.4427873,,Right Foot,,,,"[99.0, 65.0]",,Ground Pass,,10.18332,,,,Emilio Nsue López,,,,,,,1,Regular Play,João Victor de Albuquerque Bruno,26675.0,Right Center Midfield,78,Mallorca,1043,['e0866244-983e-44d2-a6e7-4304a8b7cc2e'],38,,,,,,,,,,,,,,,,,Mallorca,1043,00:28:38.308,Pass,,97.7,54.9,99.0,65.0,9,5,9,6,0.028552,0.029533,0.0009809999999999992,0.0009809999999999992,,,0.011199217,0.011199217,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.634063,,,,,,,,,,,,,d358470b-a180-49fe-9c9d-b0562742d7a2,1191,,"[98.5, 63.8]",69283,28,,,,,-1.5707964,,Right Foot,,,,"[98.5, 60.3]",,Ground Pass,,3.5,,,,João Victor de Albuquerque Bruno,,,,,,,1,Regular Play,Emilio Nsue López,13581.0,Right Wing,78,Mallorca,1043,['2c3c5a4b-bcfc-4096-83ed-5aec56f03723'],41,,,,,,,,,,,,,,,,,Mallorca,1043,00:28:41.351,Pass,,98.5,63.8,98.5,60.3,9,6,9,6,0.029533,0.029533,0.0,0.0,,,0.011199217,0.011199217,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
