bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,2.2163,,,,,,,,,,,,,39ece4fd-eadb-44a8-aafc-9ab9a5adc05c,2211,,"[35.5, 63.0]",69283,52,,,,,0.36195877,,Right Foot,,,,"[66.4, 74.7]",,Ground Pass,,33.040882,,Incomplete,,Pierre Achille Webó Kouamo,,,,,,,2,From Goal Kick,Emilio Nsue López,13581.0,Right Wing,127,Barcelona,217,"['b16b1677-2e1f-4489-9946-581b2fe58789', 'bdf8d6d7-f2c1-4385-9bec-ce027c9f1bb6', 'd3754a1d-a948-48a7-a05d-0fabfeded808']",1,,,,,,,,,,,,,,,,,Mallorca,1043,00:07:01.274,Pass,True,35.5,63.0,66.4,74.7,3,6,6,7,0.010595,0.014736,0.004141000000000001,0.004141000000000001,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,2.8497,,,,,,,,,,,,,d3754a1d-a948-48a7-a05d-0fabfeded808,2213,,"[53.7, 5.4]",69283,52,,,,,-0.050865177,,Left Foot,,,,"[81.2, 4.0]",,Low Pass,,27.535614,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,127,Barcelona,217,"['39ece4fd-eadb-44a8-aafc-9ab9a5adc05c', '912640da-73d7-4495-873b-7faeb12f7192']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:07:03.491,Pass,,53.7,5.4,81.2,4.0,5,0,8,0,0.012483,0.021221,0.008738000000000001,0.008738000000000001,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,2.3687,,,,,,,,,,,,,912640da-73d7-4495-873b-7faeb12f7192,2214,,"[38.9, 76.1]",69283,52,,,,,-0.23472261,,Right Foot,,,,"[80.3, 66.2]",,High Pass,,42.56724,,Incomplete,,Emilio Nsue López,,,,,,Recovery,2,From Goal Kick,Pablo Cendrós López,26737.0,Right Back,127,Barcelona,217,"['02ce4f62-9653-4f37-bc50-54e9d6557552', '5ae68655-7ab8-4cf2-92c1-3e0b4cebddd3', 'd3754a1d-a948-48a7-a05d-0fabfeded808']",6,,,,,,,,,,,,,,,,,Mallorca,1043,00:07:06.340,Pass,,38.9,76.1,80.3,66.2,3,7,8,6,0.009777,0.024015,0.014238000000000002,0.014238000000000002,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.72622,,,,,,,,,,,,,5ae68655-7ab8-4cf2-92c1-3e0b4cebddd3,2216,,"[39.8, 13.9]",69283,52,,,,,0.12676753,,Head,,,,"[50.0, 15.2]",,Low Pass,,10.28251,,,,Maxwell Scherrer Cabelino Andrade,,,,,,Recovery,2,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,127,Barcelona,217,"['5c6fcf73-4064-4601-95f2-69d59cd64077', '912640da-73d7-4495-873b-7faeb12f7192']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:07:08.709,Pass,,39.8,13.9,50.0,15.2,3,1,4,1,0.010595,0.012147,0.0015519999999999996,0.0015519999999999996,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.2809,,,,,,,,,,,,,21991b89-1794-4469-a640-72f0314cb452,2219,,"[45.5, 15.3]",69283,52,,,,,1.0982994,,Left Foot,,,,"[47.8, 19.8]",,Ground Pass,,5.0537114,,,,Sergio Busquets i Burgos,,,,,,,2,From Goal Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,127,Barcelona,217,['39802553-a603-4e16-886c-452e34f48b40'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:07:10.787,Pass,,45.5,15.3,47.8,19.8,4,1,4,1,0.012147,0.012147,0.0,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.235259,,,,,,,,,,,,,1c655b97-4d8f-4dc1-92d7-1940ea8fd5c0,2222,,"[47.8, 19.8]",69283,52,,,,,-1.0816765,,Right Foot,,,,"[51.1, 13.6]",,Ground Pass,,7.023532,,,,Seydou Kéita,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,127,Barcelona,217,['a8abbc69-8697-446e-b8e8-9a45777378c0'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:07:11.108,Pass,,47.8,19.8,51.1,13.6,4,1,5,1,0.012147,0.013845,0.0016979999999999999,0.0016979999999999999,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.7948,,,,,,,,,,,,,e06dcce0-8786-4831-af81-85b00b3a2329,2225,,"[52.5, 10.7]",69283,52,,,,,-0.7276113,,Right Foot,,,,"[58.9, 5.0]",,Ground Pass,,8.570297,,,,Andrés Iniesta Luján,,,,,,,2,From Goal Kick,Seydou Kéita,20169.0,Right Center Midfield,127,Barcelona,217,['8875f6c9-9dd3-4567-9c37-275db7c82b88'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:07:13.653,Pass,,52.5,10.7,58.9,5.0,5,1,5,0,0.013845,0.012483,-0.0013620000000000004,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.905723,,,,,,,,,,,,,b0e3e7c2-f420-4912-9f00-9e471e0e0f40,2228,,"[58.9, 5.0]",69283,52,,,,,2.5393052,,Left Foot,,,,"[54.1, 8.3]",,Ground Pass,,5.8249464,,,,Seydou Kéita,,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,127,Barcelona,217,['2a70d0c1-87db-41d2-9423-118ca3ccd4c2'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:07:14.488,Pass,,58.9,5.0,54.1,8.3,5,0,5,0,0.012483,0.012483,0.0,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.7161,,,,,,,,,,,,,7870d73f-136a-4d1d-af22-7194245e9bec,2231,,"[54.1, 8.3]",69283,52,,,,,1.0011123,,Left Foot,,,,"[63.9, 23.6]",,Ground Pass,,18.16948,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,From Goal Kick,Seydou Kéita,20169.0,Right Center Midfield,127,Barcelona,217,['b89d361d-5c5d-468f-a841-472e76b0d1e3'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:07:16.319,Pass,,54.1,8.3,63.9,23.6,5,0,6,2,0.012483,0.016856,0.004373,0.004373,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.728146,,,,,,,,,,,,,fb79a8b4-abb2-48be-a0a5-faf2f5ec7629,2234,,"[63.9, 23.6]",69283,52,,,,,-1.6929915,,Left Foot,,,,"[63.2, 17.9]",,Ground Pass,,5.7428217,,,,Andrés Iniesta Luján,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,127,Barcelona,217,['55ddb331-fe00-44ba-8126-47d74cfdb6dd'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:07:17.075,Pass,,63.9,23.6,63.2,17.9,6,2,6,1,0.016856,0.016118,-0.0007379999999999991,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.0351,,,,,,,,,,,,,d7c2b5f1-5be8-40f6-9947-150fa8552563,2237,,"[63.2, 17.9]",69283,52,,,,,-0.5880026,,Right Foot,,,,"[72.5, 11.7]",,Ground Pass,,11.177209,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,127,Barcelona,217,['d4818658-a571-4431-ba2c-6873e35fc6cc'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:07:20.503,Pass,,63.2,17.9,72.5,11.7,6,1,7,1,0.016118,0.018703,0.0025850000000000005,0.0025850000000000005,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.1642,,,,,,,,,,,,,d40ecbca-6bb8-4f24-beae-df274df7a691,2240,,"[72.5, 11.7]",69283,52,,,,,-2.0419626,,Right Foot,,,,"[69.8, 6.4]",,Ground Pass,,5.948109,,,,Seydou Kéita,,,,,,,2,From Goal Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,127,Barcelona,217,['c10063dd-224e-4e5f-8104-3cb68ac69e51'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:07:21.579,Pass,,72.5,11.7,69.8,6.4,7,1,6,0,0.018703,0.014736,-0.003967,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.5037,,,,,,,,,,,,,2b065817-a4ff-4fa1-a796-e42f27f580bf,2243,,"[69.3, 6.1]",69283,52,,,,,2.747802,,Left Foot,,,,"[55.1, 12.0]",,Ground Pass,,15.376931,,,,Maxwell Scherrer Cabelino Andrade,,,,,,,2,From Goal Kick,Seydou Kéita,20169.0,Right Center Midfield,127,Barcelona,217,['dc756602-9446-4d9a-bbb9-0ec4c24c2c6f'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:07:24.787,Pass,,69.3,6.1,55.1,12.0,6,0,5,1,0.014736,0.013845,-0.0008910000000000012,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.9274,,,,,,,,,,,,,13bd8821-eea9-4e0f-9ae8-1cf7e1e0cf5a,2246,,"[55.1, 12.0]",69283,52,,,,,1.5074483,,Left Foot,,,,"[56.8, 38.8]",,Ground Pass,,26.853865,,,,Sergio Busquets i Burgos,,,,,,,2,From Goal Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,127,Barcelona,217,['d00a31d7-1d72-4875-a834-77711fcac118'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:07:27.127,Pass,,55.1,12.0,56.8,38.8,5,1,5,3,0.013845,0.014846,0.0010010000000000002,0.0010010000000000002,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.9251,,,,,,,,,,,,,ec2c8181-d3b3-42cb-a7f0-adb0151eaf3e,2249,,"[63.9, 44.5]",69283,52,,,,,1.2720302,,Left Foot,,,,"[72.0, 70.8]",,Ground Pass,,27.519085,,,,Adriano Correia Claro,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,127,Barcelona,217,['51ee2a2f-6a79-4766-83c5-44df05f4f3e6'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:07:31.279,Pass,,63.9,44.5,72.0,70.8,6,4,7,7,0.016895,0.017451,0.0005560000000000009,0.0005560000000000009,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.5575,,,,,,,,,,,,,4c1188ff-e07b-4a35-b428-2291aa35a3de,2252,,"[72.3, 70.6]",69283,52,,,,,-2.1045046,,Left Foot,,,,"[63.2, 55.2]",,Ground Pass,,17.887705,,,,Sergio Busquets i Burgos,,,,,,,2,From Goal Kick,Adriano Correia Claro,22102.0,Right Back,127,Barcelona,217,['31b289c1-e13e-4c7a-bcd3-b0a6880ded4d'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:07:34.425,Pass,,72.3,70.6,63.2,55.2,7,7,6,5,0.017451,0.016856,-0.0005950000000000018,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,2.182481,,,,,,,,,,,,,bfb79226-3adb-4883-9d92-f0ba13180fca,2256,,"[64.8, 53.7]",69283,52,,,,,-1.5633891,,Right Foot,,,,"[65.0, 26.7]",,Ground Pass,,27.00074,,,,Seydou Kéita,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,127,Barcelona,217,"['3c9a3914-a539-4854-91dc-1d4121fcabe4', 'd1431f74-3509-4043-8cf1-d0c5af9f9cd4']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:07:36.686,Pass,True,64.8,53.7,65.0,26.7,6,5,6,2,0.016856,0.016856,0.0,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.2648,,,,,,,,,,,,,6727ba31-beaf-4344-ac20-09bf33848955,2259,,"[65.6, 26.5]",69283,52,,,,,1.7982713,,Left Foot,,,,"[63.1, 37.3]",,Ground Pass,,11.085576,,,,Sergio Busquets i Burgos,,,,,,,2,From Goal Kick,Seydou Kéita,20169.0,Right Center Midfield,127,Barcelona,217,['adf57198-6924-48c4-a7b8-51a9c2056a3e'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:07:43.423,Pass,,65.6,26.5,63.1,37.3,6,2,6,3,0.016856,0.016895,3.900000000000084e-05,3.900000000000084e-05,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.2836,,,,,,,,,,,,,779221c9-6b1c-41f9-b976-3dedfb7aa061,2262,,"[63.1, 37.3]",69283,52,,,,,-0.32855317,,Right Foot,,,,"[71.9, 34.3]",,Ground Pass,,9.297312,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,127,Barcelona,217,['6cee3ca8-312c-4dd2-96b9-9c4cc3e40257'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:07:44.728,Pass,,63.1,37.3,71.9,34.3,6,3,7,3,0.016895,0.019971,0.003075999999999999,0.003075999999999999,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,5.8882,,,,,,,,,,,,,8cd5ea50-c2a1-42bf-8bcc-4ba3bee27814,2275,,"[6.5, 25.4]",69283,53,,True,,,-0.174077,,Drop Kick,,,,"[73.6, 13.6]",,High Pass,,68.129654,,Incomplete,,,,,,,,,2,From Goal Kick,Dudú Aouate,26146.0,Goalkeeper,127,Barcelona,217,['45ab2720-9599-42dd-88fa-1a115fb77c20'],4,,,,,,,,,,,,,,,,,Mallorca,1043,00:08:04.125,Pass,,6.5,25.4,73.6,13.6,0,2,7,1,0.00888,0.018703,0.009823,0.009823,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,2.0092,,,,,,,,,,,,,45ab2720-9599-42dd-88fa-1a115fb77c20,2276,,"[46.5, 66.5]",69283,53,,,,,-2.824228,,Right Foot,,,,"[32.8, 62.0]",,Ground Pass,,14.420125,,,,Gerard Piqué Bernabéu,,,,,,Recovery,2,From Goal Kick,Adriano Correia Claro,22102.0,Right Back,127,Barcelona,217,"['03dbdeff-1a13-4a6b-853d-e0459979b48d', '8cd5ea50-c2a1-42bf-8bcc-4ba3bee27814']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:08:10.013,Pass,,46.5,66.5,32.8,62.0,4,6,3,6,0.012147,0.010595,-0.0015519999999999996,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.752,,,,,,,,,,,,,46cd7e0a-8e38-4df1-88ad-f43887620d11,2279,,"[32.8, 62.0]",69283,53,,,,,-1.6068817,,Right Foot,,,,"[31.8, 34.3]",,Ground Pass,,27.718044,,,,Eric-Sylvain Bilal Abidal,,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,127,Barcelona,217,['b8deacbb-c44e-4e8d-b0c8-225164f2bc58'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:08:13.398,Pass,,32.8,62.0,31.8,34.3,3,6,3,3,0.010595,0.011324,0.0007290000000000005,0.0007290000000000005,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.3654,,,,,,,,,,,,,d084183d-5b17-4796-836c-b3d38a82d0bb,2282,,"[63.1, 25.5]",69283,53,,,,,0.40199745,,Left Foot,,,,"[79.8, 32.6]",,Ground Pass,,18.146626,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,2,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,127,Barcelona,217,['fbb4494a-4aae-4765-b64b-889b0c7102c0'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:08:21.237,Pass,,63.1,25.5,79.8,32.6,6,2,7,3,0.016856,0.019971,0.0031149999999999997,0.0031149999999999997,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.185132,,,,,,,,,,,,,50872d81-2989-4377-95c0-e71f266f8034,2286,,"[79.7, 34.1]",69283,53,,,,,1.4472458,,Right Foot,,,,"[81.6, 49.4]",,Ground Pass,,15.417522,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,From Goal Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,127,Barcelona,217,"['331f5aba-4bb2-4a55-a238-d602fce731a5', 'e99bf666-8c76-4d2d-8498-87005c6a2091']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:08:23.139,Pass,True,79.7,34.1,81.6,49.4,7,3,8,4,0.019971,0.023851,0.0038800000000000015,0.0038800000000000015,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.63939,,,,,,,,,,,,,6a94ee84-e46c-4166-91ad-443b9b267a18,2289,,"[81.6, 49.4]",69283,53,,,,,-2.5398169,,Left Foot,,,,"[73.3, 43.7]",,Ground Pass,,10.068764,,,,Andrés Iniesta Luján,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,127,Barcelona,217,['499c0e8e-226d-4f6b-b6b6-13b7f6bec2f1'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:08:24.364,Pass,,81.6,49.4,73.3,43.7,8,4,7,4,0.023851,0.019971,-0.0038800000000000015,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.994805,,,,,,,,,,,,,26ce1fc7-19b0-435c-92c0-9c476c9423e9,2292,,"[73.6, 47.2]",69283,53,,,,,1.0679531,,Right Foot,,,,"[87.9, 73.2]",,Ground Pass,,29.673052,,,,Adriano Correia Claro,,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,127,Barcelona,217,['cbe928d4-bba8-4d8d-8ffd-a715954be13b'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:08:25.921,Pass,,73.6,47.2,87.9,73.2,7,4,8,7,0.019971,0.021221,0.0012500000000000011,0.0012500000000000011,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,2.6593,,,,,,,,,,,,,01964459-10af-4801-928f-db21374abf16,2295,,"[94.5, 67.1]",69283,53,,,,,-2.1924562,,Right Foot,,,,"[84.9, 53.7]",,Ground Pass,,16.483932,,,,Andrés Iniesta Luján,,,,,,,2,From Goal Kick,Adriano Correia Claro,22102.0,Right Back,127,Barcelona,217,['16907df5-f264-43c5-9e33-fd0a6a24699a'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:08:30.450,Pass,,94.5,67.1,84.9,53.7,9,6,8,5,0.029533,0.024122,-0.005410999999999999,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.1336,,,,,,,,,,,,,052e115e-e2e7-4917-82e0-1f9b877be17f,2299,,"[86.2, 51.3]",69283,53,,,,,0.057080783,,Right Foot,,,,"[89.7, 51.5]",,Ground Pass,,3.5057096,,Incomplete,,Lionel Andrés Messi Cuccittini,,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,127,Barcelona,217,"['4e155a21-548c-4757-967f-5f66085fd63c', '8dd7a432-538f-4415-8d20-a779912a1bf8']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:08:33.895,Pass,,86.2,51.3,89.7,51.5,8,5,8,5,0.024122,0.024122,0.0,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.652234,,,,,,,,,,,,,e49ea98b-0692-4fc1-b883-cf95da2856b9,2308,,"[71.7, 64.6]",69283,53,,,,,-2.0732465,,Left Foot,,,,"[55.6, 35.3]",,Ground Pass,,33.432022,,,,Eric-Sylvain Bilal Abidal,,,,,,,2,From Goal Kick,Adriano Correia Claro,22102.0,Right Back,127,Barcelona,217,"['159593b1-b1f3-4814-ac05-42dc2a22bbb6', 'ca60a1fa-8415-4527-80c7-4a94128c0a40']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:08:37.372,Pass,True,71.7,64.6,55.6,35.3,7,6,5,3,0.018703,0.014846,-0.003857000000000001,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,0.904383,,,,,,,,,,,,,c132cedc-4172-46be-939a-d694437e17db,2311,,"[61.9, 30.0]",69283,53,,,,,-1.3319651,,Left Foot,,,,"[64.7, 18.5]",,Ground Pass,,11.835962,,,,Seydou Kéita,,,,,,,2,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,127,Barcelona,217,['96640d2b-bb0d-4045-8665-32a0d3ccf20c'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:08:41.361,Pass,,61.9,30.0,64.7,18.5,6,2,6,1,0.016856,0.016118,-0.0007379999999999991,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.181338,,,,,,,,,,,,,fb64a8bf-57ac-4272-9dd0-9ea81a817056,2314,,"[66.8, 16.9]",69283,53,,,,,1.0364903,,Left Foot,,,,"[76.8, 33.8]",,Ground Pass,,19.636955,,,,Andrés Iniesta Luján,,,,,,,2,From Goal Kick,Seydou Kéita,20169.0,Right Center Midfield,127,Barcelona,217,['32504f04-be0f-4766-b280-1f0b10bb90f6'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:08:43.410,Pass,,66.8,16.9,76.8,33.8,6,1,7,3,0.016118,0.019971,0.003852999999999999,0.003852999999999999,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.0052,,,,,,,,,,,,,0e1e3dc2-17e9-450d-a87b-01bb47e8929e,2317,,"[76.8, 33.8]",69283,53,,,,,3.0021527,,Right Foot,,,,"[65.4, 35.4]",,Ground Pass,,11.511733,,,,Sergio Busquets i Burgos,,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,127,Barcelona,217,['a36f633d-da04-4e64-aa17-2f28ce7682c7'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:08:44.631,Pass,,76.8,33.8,65.4,35.4,7,3,6,3,0.019971,0.016895,-0.003075999999999999,0.0,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
,,,,,,,,,,,,,,,,,1.129513,,,,,,,,,,,,,0414b4d0-7768-4180-a6a9-32f9826a9f0d,2320,,"[65.4, 35.4]",69283,53,,,,,1.04473,,Right Foot,,,,"[74.4, 50.9]",,Ground Pass,,17.923449,,,,Lionel Andrés Messi Cuccittini,,,,,,,2,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,127,Barcelona,217,['082d1a9a-f4bb-43db-8f8d-0611a101e497'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:08:47.063,Pass,,65.4,35.4,74.4,50.9,6,3,7,5,0.016895,0.019351,0.002456,0.002456,,,0.7943374,0.7943374,2024-09-07 18:28:25.189359,2011-02-26,2010/2011,Spain - La Liga,Mallorca vs Barcelona
