ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,0.3171,,,,,,,,,,,,,bb870fd6-a371-4e12-83f1-3f380e8c2832,5,,"[61.0, 40.1]",69300,0,,,,,1.6506263,,Right Foot,,,,"[60.8, 42.6]",Ground Pass,,2.5079873,,,,Nicolás Santiago Bertolo,,,,,Kick Off,1,From Kick Off,Florent Sinama-Pongolle,26083.0,Left Center Forward,2,Real Zaragoza,395,['002efeb1-2c8b-439a-9110-a335e510f55f'],1,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:01.299,Pass,,61.0,40.1,60.8,42.6,5,4,5,4,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.2495,,,,,,,,,,,,,5e8003de-7070-45e9-8ed3-c4e03af330c0,8,,"[61.2, 42.5]",69300,0,,,,,3.0256107,,Right Foot,,,,"[50.9, 43.7]",Ground Pass,,10.369667,,,,Ander Herrera Agüera,,,,,,1,From Kick Off,Nicolás Santiago Bertolo,26762.0,Right Center Forward,2,Real Zaragoza,395,['02c5021b-b97b-4fda-a52f-7c5bf0713e91'],1,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:01.696,Pass,,61.2,42.5,50.9,43.7,5,4,4,4,0.014846,0.012626,-0.0022199999999999998,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.6222,,,,,,,,,,,,,beea2bca-1758-4ad2-b998-5aba9285b353,11,,"[50.9, 42.9]",69300,0,,,,,-0.8414724,,Right Foot,,,,"[73.6, 17.5]",High Pass,,34.06538,,Incomplete,,,,,,,,1,From Kick Off,Ander Herrera Agüera,3606.0,Center Attacking Midfield,2,Real Zaragoza,395,['8c3a4141-8b63-4b32-9eb3-c02399ff827e'],2,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:02.985,Pass,,50.9,42.9,73.6,17.5,4,4,7,1,0.012626,0.018703,0.006077000000000001,0.006077000000000001,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.7839,,,,,,,,,,,,,8c3a4141-8b63-4b32-9eb3-c02399ff827e,12,,"[46.5, 62.6]",69300,0,,,,,-0.088007376,,Right Foot,,,,"[53.3, 62.0]",Ground Pass,,6.8264194,,,,Lionel Andrés Messi Cuccittini,,,,,Recovery,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['450317a9-fd11-468e-b3d0-0db1cf24f6c3', 'beea2bca-1758-4ad2-b998-5aba9285b353']",4,,,,,,,,,,,,,,,Barcelona,217,00:00:04.608,Pass,,46.5,62.6,53.3,62.0,4,6,5,6,0.012147,0.013845,0.0016979999999999999,0.0016979999999999999,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.8992,,,,,,,,,,,,,bfdb29ed-94b4-46cb-81db-55f13669b4d9,16,,"[45.7, 72.4]",69300,0,,,,,-2.3767939,,Left Foot,,,,"[13.5, 41.5]",Ground Pass,,44.627907,,,,Víctor Valdés Arribas,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['030fe648-8c8a-4b68-9a9f-395348445f74'],9,,,,,,,,,,,,,,,Barcelona,217,00:00:09.228,Pass,,45.7,72.4,13.5,41.5,4,7,0,4,0.011263,0.009411,-0.0018520000000000012,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.4141,,,,,,,,,,,,,4afc5cd1-1673-4c0a-b07d-c8a409dec6bc,19,,"[13.5, 41.4]",69300,0,,,,,-0.9359739,,Right Foot,,,,"[25.8, 24.7]",Ground Pass,,20.740782,,,,Gabriel Alejandro Milito,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['fb7176c8-cbbb-44e9-ac96-797b3bf2de8c'],12,,,,,,,,,,,,,,,Barcelona,217,00:00:12.293,Pass,,13.5,41.4,25.8,24.7,1,4,2,2,0.010827,0.010013,-0.0008140000000000005,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.8499,,,,,,,,,,,,,c5b46e9a-81d6-496b-9ce4-534ebb29ae60,22,,"[40.5, 22.7]",69300,0,,,,,0.45215386,,Left Foot,,,,"[51.0, 27.8]",Ground Pass,,11.673046,,,,Seydou Kéita,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['f13c23d1-272d-4ff9-942b-aaa7f36dfbe3'],16,,,,,,,,,,,,,,,Barcelona,217,00:00:16.647,Pass,,40.5,22.7,51.0,27.8,3,2,4,2,0.011105,0.012692,0.0015869999999999999,0.0015869999999999999,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.1163,,,,,,,,,,,,,2111458b-3d1c-4922-ba0b-ce27f6d97d11,25,,"[61.9, 18.1]",69300,0,,,,,-0.9291802,,Left Foot,,,,"[74.6, 1.1]",Ground Pass,,21.220037,,Out,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,['48f77ebd-0ba0-48b6-813b-ef1fda6a1ef8'],20,,,,,,,,,,,,,,,Barcelona,217,00:00:20.704,Pass,,61.9,18.1,74.6,1.1,6,1,7,0,0.016118,0.017451,0.0013330000000000009,0.0013330000000000009,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.273,,,,,,,,,,,,,8534b841-e17b-4a71-a94e-842c831a8bed,27,,"[33.6, 80.0]",69300,0,,,,,-0.3425046,,,,,,"[58.0, 71.3]",High Pass,,25.904633,,Incomplete,,Florent Sinama-Pongolle,,,,,Throw-in,1,From Throw In,Carlos Andrés Diogo Enseñat,26022.0,Right Wing Back,4,Real Zaragoza,395,"['148f3ba6-9423-43cc-b0fd-06d517ef365f', 'e04e27fe-3ad7-4e76-8cf9-c9bced6651bd']",42,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:42.782,Pass,,33.6,80.0,58.0,71.3,3,7,5,7,0.009777,0.012483,0.002706,0.002706,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.019,,,,,,,,,,,,,0bf55fa6-e06a-4d43-bfb0-ef5bd6e034c7,31,,"[62.1, 11.3]",69300,0,,,,,2.8070633,,Left Foot,,,,"[43.4, 17.8]",Ground Pass,,19.797474,,,,Gerard Piqué Bernabéu,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,5,Barcelona,217,['b8520629-58fe-4ca0-b3e3-377bc640c7fa'],46,,,,,,,,,,,,,,,Barcelona,217,00:00:46.444,Pass,,62.1,11.3,43.4,17.8,6,1,4,1,0.016118,0.012147,-0.003971000000000001,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.4622,,,,,,,,,,,,,127301d4-6cc3-4423-a8b3-86702d261675,34,,"[42.0, 26.9]",69300,0,,,,,1.2158825,,Right Foot,,,,"[53.6, 58.2]",Ground Pass,,33.380383,,,,Daniel Alves da Silva,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['cedaa551-06fc-4da2-acd4-e4116f07c54b'],50,,,,,,,,,,,,,,,Barcelona,217,00:00:50.381,Pass,,42.0,26.9,53.6,58.2,3,2,5,5,0.011105,0.014291,0.0031859999999999996,0.0031859999999999996,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9489,,,,,,,,,,,,,ea7aa494-4ccf-4b07-9515-49d4781a7388,37,,"[55.0, 58.9]",69300,0,,,,,-1.1341692,,Right Foot,,,,"[61.3, 45.4]",Ground Pass,,14.897651,,,,Xavier Hernández Creus,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['a81792d0-9f8f-4329-a8a2-be4e7d2e1f5c'],52,,,,,,,,,,,,,,,Barcelona,217,00:00:52.773,Pass,,55.0,58.9,61.3,45.4,5,5,5,4,0.014291,0.014846,0.0005549999999999999,0.0005549999999999999,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.443271,,,,,,,,,,,,,b9703dfb-1966-40b5-862b-cb83718e02fd,44,,"[55.7, 40.1]",69300,0,,,,,2.5625184,,Right Foot,,,,"[53.1, 41.8]",Ground Pass,,3.1064448,,,,Ander Herrera Agüera,,,,,,1,Regular Play,Florent Sinama-Pongolle,26083.0,Left Center Forward,6,Real Zaragoza,395,"['578bde54-10bc-45a6-bdf3-7aad0cd3240c', 'fe1dd8dd-812b-432c-93bf-ca2aa6f0c9c0']",55,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:55.954,Pass,True,55.7,40.1,53.1,41.8,5,4,5,4,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.3365,,,,,,,,,,,,,6366a70f-bf5b-46cc-b79e-c067261ff93c,47,,"[53.1, 41.7]",69300,0,,,,,-2.2497284,,Right Foot,,,,"[41.4, 27.2]",Ground Pass,,18.631693,,,,Maurizio Lanzaro,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,6,Real Zaragoza,395,"['e6f13681-5db7-4abd-8961-bc9b560b071a', 'fe1dd8dd-812b-432c-93bf-ca2aa6f0c9c0']",56,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:56.518,Pass,True,53.1,41.7,41.4,27.2,5,4,3,2,0.014846,0.011105,-0.0037409999999999995,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.0208,,,,,,,,,,,,,e992bb97-1edf-404e-9790-911e0cf71dbe,51,,"[44.9, 31.7]",69300,1,,,,,0.7694421,,Right Foot,,,,"[64.0, 50.2]",High Pass,,26.5906,,,,Ander Herrera Agüera,,,,,,1,Regular Play,Maurizio Lanzaro,26715.0,Right Center Back,6,Real Zaragoza,395,['fe1a0a86-68af-41f5-ae1e-32093cf4969a'],0,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:00.704,Pass,,44.9,31.7,64.0,50.2,4,3,6,5,0.012626,0.016856,0.004229999999999999,0.004229999999999999,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.8648,,,,,,,,,,,,,92020cac-c647-4ac6-b2e3-e34a28a496ad,55,,"[63.6, 59.3]",69300,1,,,,,1.4796517,,Right Foot,,,,"[65.3, 77.9]",Ground Pass,,18.677526,,,,Carlos Andrés Diogo Enseñat,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,6,Real Zaragoza,395,['d46de7b9-1110-4647-9c7c-fae3e0135b56'],3,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:03.933,Pass,,63.6,59.3,65.3,77.9,6,5,6,7,0.016856,0.014736,-0.0021199999999999986,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9943,,,,,,,,,,,,,3fcc512f-eafa-4883-aff0-f93a903190e4,66,,"[36.0, 5.3]",69300,1,,,,,-0.43662715,,Left Foot,,,,"[45.0, 1.1]",Ground Pass,,9.931767,,,,Bojan Krkíc Pérez,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,7,Barcelona,217,['b0ad9ee4-c4f3-45f8-8e64-52d59e300fc9'],13,,,,,,,,,,,,,,,Barcelona,217,00:01:13.810,Pass,,36.0,5.3,45.0,1.1,3,0,4,0,0.009777,0.011263,0.0014860000000000012,0.0014860000000000012,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.5845,,,,,,,,,,,,,6c629a46-b1c0-45cc-9ddd-5eaeb2539b54,69,,"[42.7, 1.6]",69300,1,,,,,2.5715523,,Right Foot,,,,"[34.9, 6.6]",Ground Pass,,9.264988,,,,Seydou Kéita,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,7,Barcelona,217,['de30a0b6-4964-40f6-837f-7f3eb9dd2da9'],15,,,,,,,,,,,,,,,Barcelona,217,00:01:15.954,Pass,,42.7,1.6,34.9,6.6,4,0,3,0,0.011263,0.009777,-0.0014860000000000012,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.908801,,,,,,,,,,,,,2d0c8dcd-7fc0-4669-affa-5f3f299be4b8,72,,"[37.3, 4.6]",69300,1,,,,,2.5757384,,Left Foot,,,,"[29.9, 9.3]",Ground Pass,,8.766413,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,7,Barcelona,217,['a8660abb-b75f-47f3-89e7-68212212b10b'],17,,,,,,,,,,,,,,,Barcelona,217,00:01:17.673,Pass,,37.3,4.6,29.9,9.3,3,0,2,0,0.009777,0.008449,-0.0013279999999999993,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.305113,,,,,,,,,,,,,c4b9d942-1c87-4c51-a593-83e3481701c5,75,,"[31.7, 18.4]",69300,1,,,,,1.6350353,,Left Foot,,,,"[29.5, 52.6]",Ground Pass,,34.270687,,,,Gerard Piqué Bernabéu,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['9c8985b7-7670-422d-b250-9fba2362693f'],20,,,,,,,,,,,,,,,Barcelona,217,00:01:20.576,Pass,,31.7,18.4,29.5,52.6,2,1,2,5,0.009424,0.010013,0.0005889999999999992,0.0005889999999999992,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9338,,,,,,,,,,,,,206bbe9f-8101-438e-9d2b-d77cf5774fb8,78,,"[55.3, 62.9]",69300,1,,,,,-0.047963187,,Right Foot,,,,"[67.8, 62.3]",Ground Pass,,12.514392,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,['317d8c9d-44c5-4e73-adbf-e705486fb0e4'],27,,,,,,,,,,,,,,,Barcelona,217,00:01:27.508,Pass,,55.3,62.9,67.8,62.3,5,6,6,6,0.013845,0.016118,0.0022730000000000007,0.0022730000000000007,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.7311,,,,,,,,,,,,,8f1dc4f5-0bd8-4abf-bada-c2ee140e2a71,81,,"[65.3, 59.4]",69300,1,,,,,-1.5313431,,Left Foot,,,,"[65.6, 51.8]",Ground Pass,,7.605919,,,,Xavier Hernández Creus,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,7,Barcelona,217,['29aece2d-aaa5-4c1b-a105-a41945cbe276'],29,,,,,,,,,,,,,,,Barcelona,217,00:01:29.044,Pass,,65.3,59.4,65.6,51.8,6,5,6,5,0.016856,0.016856,0.0,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.4746,,,,,,,,,,,,,dbce29c0-5567-452f-b1ca-d06af2dc24a5,84,,"[65.9, 48.1]",69300,1,,,,,-2.531336,,Right Foot,,,,"[51.6, 38.1]",Ground Pass,,17.449642,,,,Gabriel Alejandro Milito,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,7,Barcelona,217,['45e7ec6d-473c-4779-825e-3f0775a5fead'],30,,,,,,,,,,,,,,,Barcelona,217,00:01:30.443,Pass,,65.9,48.1,51.6,38.1,6,4,4,3,0.016895,0.012626,-0.004269,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.1497,,,,,,,,,,,,,4b1e23f2-d274-4574-a716-8126d30c7e1c,87,,"[52.7, 34.4]",69300,1,,,,,-0.8732543,,Left Foot,,,,"[61.5, 23.9]",Ground Pass,,13.7,,,,Lionel Andrés Messi Cuccittini,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,['3f7f3624-c807-4818-b231-f953fef39600'],33,,,,,,,,,,,,,,,Barcelona,217,00:01:33.146,Pass,,52.7,34.4,61.5,23.9,5,3,5,2,0.014846,0.014291,-0.0005549999999999999,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.1225,,,,,,,,,,,,,f8466821-a511-4bc0-834b-33a00eedef91,90,,"[60.7, 24.7]",69300,1,,,,,2.9572682,,Left Foot,,,,"[54.8, 25.8]",Ground Pass,,6.0016665,,,,Gabriel Alejandro Milito,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['5ad175e5-beec-4d6b-90b9-842135f37e86'],34,,,,,,,,,,,,,,,Barcelona,217,00:01:34.376,Pass,,60.7,24.7,54.8,25.8,5,2,5,2,0.014291,0.014291,0.0,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.7612,,,,,,,,,,,,,72955c95-7ffa-4cdd-ab0d-8273d94ef550,93,,"[54.8, 25.9]",69300,1,,,,,-0.9783044,,Left Foot,,,,"[68.6, 5.4]",Ground Pass,,24.712143,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,['74ce3d12-414d-4c21-b830-ed28e4490d89'],35,,,,,,,,,,,,,,,Barcelona,217,00:01:35.618,Pass,,54.8,25.9,68.6,5.4,5,2,6,0,0.014291,0.014736,0.00044500000000000095,0.00044500000000000095,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9506,,,,,,,,,,,,,08d17c87-d4ec-402c-9016-c7f488b9a8dd,96,,"[68.6, 15.9]",69300,1,,,,,1.442473,,Left Foot,,,,"[69.8, 25.2]",Ground Pass,,9.3771,,,,Seydou Kéita,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['2e538eba-3dc9-4b9f-8e97-ac621b282f0d'],39,,,,,,,,,,,,,,,Barcelona,217,00:01:39.338,Pass,,68.6,15.9,69.8,25.2,6,1,6,2,0.016118,0.016856,0.0007379999999999991,0.0007379999999999991,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9641,,,,,,,,,,,,,58af45ed-a21b-481b-870d-195b5033baf5,100,,"[69.2, 25.2]",69300,1,,,,,-1.6482275,,Left Foot,,,,"[68.3, 13.6]",Ground Pass,,11.634861,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,7,Barcelona,217,['6ab4fa9b-c235-4d90-bfb4-9d5fbdd62f2c'],40,,,,,,,,,,,,,,,Barcelona,217,00:01:40.329,Pass,,69.2,25.2,68.3,13.6,6,2,6,1,0.016856,0.016118,-0.0007379999999999991,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.8137,,,,,,,,,,,,,2b322987-cbd4-4682-888d-924cba02ef03,103,,"[70.1, 10.3]",69300,1,,,,,2.0913773,,Left Foot,,,,"[61.5, 25.3]",Ground Pass,,17.29046,,,,Gabriel Alejandro Milito,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['67fa7fc8-8198-487f-ba67-c870dadd16ff'],42,,,,,,,,,,,,,,,Barcelona,217,00:01:42.615,Pass,,70.1,10.3,61.5,25.3,6,1,5,2,0.016118,0.014291,-0.0018270000000000005,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9722,,,,,,,,,,,,,4b0b9050-49af-487c-928d-c68fc1264469,106,,"[63.3, 25.3]",69300,1,,,,,1.240499,,Left Foot,,,,"[66.9, 35.8]",Ground Pass,,11.1,,,,Javier Alejandro Mascherano,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,['6c64223b-5ccb-49a0-8a56-af33d8dfee7c'],45,,,,,,,,,,,,,,,Barcelona,217,00:01:45.014,Pass,,63.3,25.3,66.9,35.8,6,2,6,3,0.016856,0.016895,3.900000000000084e-05,3.900000000000084e-05,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.1278,,,,,,,,,,,,,c7fb5f02-97e7-4f17-8d75-b0aef93c66ac,111,,"[65.0, 34.6]",69300,1,,,,,2.1604223,,Right Foot,,,,"[55.5, 48.8]",Ground Pass,,17.08479,,,,Gerard Piqué Bernabéu,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,7,Barcelona,217,['9498269e-3224-4c80-9096-ed8598630c91'],48,,,,,,,,,,,,,,,Barcelona,217,00:01:48.228,Pass,,65.0,34.6,55.5,48.8,6,3,5,4,0.016895,0.014846,-0.0020490000000000005,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9407,,,,,,,,,,,,,518388ab-1af2-4219-b317-c3ccd1c664ca,114,,"[63.2, 60.2]",69300,1,,,,,0.05212665,,Right Foot,,,,"[74.7, 60.8]",Ground Pass,,11.515641,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,['16cc55a8-8419-43c1-9576-efd8188b962c'],53,,,,,,,,,,,,,,,Barcelona,217,00:01:53.147,Pass,,63.2,60.2,74.7,60.8,6,6,7,6,0.016118,0.018703,0.0025850000000000005,0.0025850000000000005,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.281494,,,,,,,,,,,,,02f892d5-9bde-42bf-ba8b-754e68e0c692,118,,"[72.9, 62.0]",69300,1,,,,,-1.7699555,,Left Foot,,,,"[70.7, 51.1]",Ground Pass,,11.119802,,,,Xavier Hernández Creus,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,7,Barcelona,217,"['31e789c7-b2a3-4f1e-ad83-1134b13c013a', '6a3f78dc-2a0f-48de-88f3-c9162e878acc']",54,,,,,,,,,,,,,,,Barcelona,217,00:01:54.128,Pass,True,72.9,62.0,70.7,51.1,7,6,6,5,0.018703,0.016856,-0.0018470000000000014,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.4617,,,,,,,,,,,,,b8cb8c70-2dd4-4965-84a2-1ffa49cbb342,121,,"[65.8, 41.0]",69300,1,,,,,-1.0361074,,Right Foot,,,,"[78.0, 20.4]",Ground Pass,,23.941595,,,,Seydou Kéita,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,7,Barcelona,217,['1cf08a30-2aa0-4378-98e5-cffa0534e6c9'],58,,,,,,,,,,,,,,,Barcelona,217,00:01:58.158,Pass,,65.8,41.0,78.0,20.4,6,4,7,2,0.016895,0.019351,0.002456,0.002456,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.617286,,,,,,,,,,,,,ae8db824-43d6-4c53-84be-5b25db51084f,124,,"[86.9, 18.1]",69300,2,,,,,-0.8960554,,Left Foot,,,,"[98.5, 3.6]",Ground Pass,,18.56906,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,7,Barcelona,217,['cf357f17-84eb-4168-8e30-4a3f0500802c'],1,,,,,,,,,,,,,,,Barcelona,217,00:02:01.211,Pass,,86.9,18.1,98.5,3.6,8,1,9,0,0.024015,0.027563,0.003547999999999999,0.003547999999999999,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
