ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,0.4723,,,,,,,,,,,,,9a71cd6e-87ba-4464-90fd-4924cd5233ef,571,,"[72.4, 31.2]",69300,9,,,,,-0.34071848,,Right Foot,,,,"[83.4, 27.3]",Ground Pass,,11.670904,,Incomplete,,Bojan Krkíc Pérez,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,20,Barcelona,217,"['094905dc-9f3e-42df-b629-1ef8bfb1ab6e', '513b5bb8-8adb-43b8-ba73-5751aeb6d9d8']",58,,,,,,,,,,,,,,,Barcelona,217,00:09:58.845,Pass,,72.4,31.2,83.4,27.3,7,3,8,2,0.019971,0.024122,0.004151000000000002,0.004151000000000002,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9753,,,,,,,,,,,,,f4dd76fe-a731-4277-a8e8-42115924e48b,577,,"[67.6, 8.2]",69300,10,,,,,1.5022763,,Left Foot,,,,"[68.3, 18.4]",Ground Pass,,10.223991,,,,Javier Alejandro Mascherano,,,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,20,Barcelona,217,['75397a66-54cb-4985-bce2-fba69f44355e'],5,,,,,,,,,,,,,,,Barcelona,217,00:10:05.244,Pass,,67.6,8.2,68.3,18.4,6,0,6,1,0.014736,0.016118,0.0013819999999999995,0.0013819999999999995,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9298,,,,,,,,,,,,,9ffbbaad-b346-4b47-bb1b-c81b1e038b96,580,,"[67.0, 19.6]",69300,10,,,,,0.9357696,,Right Foot,,,,"[75.4, 31.0]",Ground Pass,,14.160508,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,20,Barcelona,217,['3854bcf2-ba45-4602-afcc-d29f02157962'],7,,,,,,,,,,,,,,,Barcelona,217,00:10:07.308,Pass,,67.0,19.6,75.4,31.0,6,1,7,3,0.016118,0.019971,0.003852999999999999,0.003852999999999999,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.5474,,,,,,,,,,,,,e6debe14-7225-4013-adf3-35cdf3208301,583,,"[70.3, 29.6]",69300,10,,,,,1.7453412,,Right Foot,,,,"[62.4, 74.4]",High Pass,,45.491207,,,,Daniel Alves da Silva,,True,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,20,Barcelona,217,['076dc647-76f1-4632-bb68-64c99b9cb835'],9,,,,,,,,,,,,,,,Barcelona,217,00:10:09.638,Pass,,70.3,29.6,62.4,74.4,6,2,6,7,0.016856,0.014736,-0.0021199999999999986,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9832,,,,,,,,,,,,,da83a1f2-a68d-44ab-8f42-a501a3fd1bc3,586,,"[65.0, 68.0]",69300,10,,,,,-1.266901,,Right Foot,,,,"[70.3, 51.1]",Ground Pass,,17.711578,,,,Xavier Hernández Creus,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,20,Barcelona,217,['69d2a681-a891-4a70-be0e-2f955420564e'],14,,,,,,,,,,,,,,,Barcelona,217,00:10:14.022,Pass,,65.0,68.0,70.3,51.1,6,6,6,5,0.016118,0.016856,0.0007379999999999991,0.0007379999999999991,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.0741,,,,,,,,,,,,,a8ecaeb2-7750-4c30-85b9-76d642843f6c,590,,"[68.6, 50.6]",69300,10,,,,,-1.8838514,,Right Foot,,,,"[63.0, 33.3]",Ground Pass,,18.183784,,,,Javier Alejandro Mascherano,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,20,Barcelona,217,['d5c8c9c6-7bc1-486e-abff-c9baf3f60bf5'],15,,,,,,,,,,,,,,,Barcelona,217,00:10:15.761,Pass,,68.6,50.6,63.0,33.3,6,5,6,3,0.016856,0.016895,3.900000000000084e-05,3.900000000000084e-05,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.1195,,,,,,,,,,,,,bc3ceb45-2390-447b-b465-1e21fe7e93d6,593,,"[67.5, 29.9]",69300,10,,,,,-0.69179493,,Right Foot,,,,"[94.3, 7.7]",Ground Pass,,34.800575,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,20,Barcelona,217,['fc74f352-aeab-4a64-8704-b664450d4506'],18,,,,,,,,,,,,,,,Barcelona,217,00:10:18.188,Pass,,67.5,29.9,94.3,7.7,6,2,9,0,0.016856,0.027563,0.010707000000000001,0.010707000000000001,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.994032,,,,,,,,,,,,,3245e05a-ad87-450d-836b-662d4fff63eb,597,,"[95.6, 5.3]",69300,10,,,,,2.23941,,Left Foot,,,,"[87.7, 15.3]",Ground Pass,,12.744019,,,,Seydou Kéita,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,20,Barcelona,217,['d6722aae-7e6f-4fe5-9854-a81d842fbb79'],21,,,,,,,,,,,,,,,Barcelona,217,00:10:21.817,Pass,,95.6,5.3,87.7,15.3,9,0,8,1,0.027563,0.024015,-0.003547999999999999,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.711557,,,,,,,,,,,,,f6c97874-c636-4b29-ae08-844a099468c9,600,,"[82.6, 17.4]",69300,10,,,,,1.5323538,,Left Foot,,,,"[83.2, 33.0]",Ground Pass,,15.611534,,,,Xavier Hernández Creus,,,,,,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,20,Barcelona,217,['135fe02a-4915-4a9d-a572-1b971fc3e65b'],23,,,,,,,,,,,,,,,Barcelona,217,00:10:23.930,Pass,,82.6,17.4,83.2,33.0,8,1,8,3,0.024015,0.023851,-0.00016400000000000095,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.1456,,,,,,,,,,,,,f7a3b639-898a-4875-8a49-f7bc6d109119,603,,"[82.5, 34.4]",69300,10,,,,,1.2904967,,Right Foot,,,,"[88.2, 54.2]",Ground Pass,,20.604126,,,,Lionel Andrés Messi Cuccittini,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,20,Barcelona,217,['de9fba81-8228-4a4e-93c6-1e23bd25566a'],25,,,,,,,,,,,,,,,Barcelona,217,00:10:25.868,Pass,,82.5,34.4,88.2,54.2,8,3,8,5,0.023851,0.024122,0.0002710000000000004,0.0002710000000000004,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.7227,,,,,,,,,,,,,636c76b5-1fb6-4ed4-bef3-47621ea74299,606,,"[93.4, 52.9]",69300,10,,,,,0.5597969,,Left Foot,,,,"[108.4, 62.3]",Ground Pass,,17.701977,,,,Daniel Alves da Silva,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,20,Barcelona,217,['4709d5ea-fe59-42e7-93b5-0ed43eeae8fa'],28,,,,,,,,,,,,,,,Barcelona,217,00:10:28.136,Pass,,93.4,52.9,108.4,62.3,9,5,10,6,0.028552,0.04067,0.012117999999999997,0.012117999999999997,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.2521,,,,,,,,,,,,,b5d0ec6e-20ef-41c2-9d98-44b18478b65e,609,,"[110.7, 61.9]",69300,10,,,,,-1.670465,,Right Foot,,,,"[110.4, 58.9]",High Pass,,3.0149627,,Incomplete,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,20,Barcelona,217,['f45f3b91-7be8-40c7-91a7-59ab106b0946'],29,,,,,,,,,,,,,,,Barcelona,217,00:10:29.937,Pass,,110.7,61.9,110.4,58.9,11,6,11,5,0.046477,0.064426,0.017949,0.017949,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.2454,,,,,,,,,,,,,380a5c33-e81a-4703-9306-6607b5288c8e,611,,"[110.1, 80.0]",69300,10,,,,,-1.6453704,,,,,,"[108.8, 62.6]",High Pass,,17.448496,,,,Pedro Eliezer Rodríguez Ledesma,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,21,Barcelona,217,['3b5ea29a-a9e0-4445-ab03-ae4ebe339958'],36,,,,,,,,,,,,,,,Barcelona,217,00:10:36.263,Pass,,110.1,80.0,108.8,62.6,10,7,10,6,0.034851,0.04067,0.005818999999999998,0.005818999999999998,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.502,,,,,,,,,,,,,683be5e4-9b7a-4c07-a71c-3e3d3e78c362,614,,"[108.2, 63.9]",69300,10,,,,,2.243275,,Right Foot,,,,"[103.9, 69.3]",Low Pass,,6.902898,,Incomplete,,Daniel Alves da Silva,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,21,Barcelona,217,"['253a6586-eac4-49dd-864b-c7282ea615c8', 'c31e1c1f-4c8e-4cec-ab5a-e7b281c50657']",38,,,,,,,,,,,,,,,Barcelona,217,00:10:38.340,Pass,,108.2,63.9,103.9,69.3,10,6,10,6,0.04067,0.04067,0.0,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.8459,,,,,,,,,,,,,c31e1c1f-4c8e-4cec-ab5a-e7b281c50657,616,,"[16.2, 10.8]",69300,10,,,,,-0.17779022,,Left Foot,,,,"[29.0, 8.5]",Ground Pass,,13.004999,,Incomplete,,,,,,,Recovery,1,From Throw In,Ivan Obradović,23651.0,Left Wing Back,21,Barcelona,217,"['683be5e4-9b7a-4c07-a71c-3e3d3e78c362', '7b3f3bcb-2a51-44b6-adb6-50c882ee1fa0']",39,,,,,,,,,,,,,,,Real Zaragoza,395,00:10:39.842,Pass,,16.2,10.8,29.0,8.5,1,1,2,0,0.008786,0.008449,-0.0003370000000000005,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.0121,,,,,,,,,,,,,366d0b77-d4ef-4359-9d89-2c1ef984300b,618,,"[29.6, 16.1]",69300,10,,,,,-0.17202787,,Left Foot,,,,"[55.5, 11.6]",High Pass,,26.28802,,,,Florent Sinama-Pongolle,,,,,Recovery,1,From Throw In,Guirane N''Daw,26760.0,Left Center Midfield,21,Barcelona,217,['2270ccb2-264b-49b5-b3e2-d4199f727bf8'],41,,,,,,,,,,,,,,,Real Zaragoza,395,00:10:41.614,Pass,,29.6,16.1,55.5,11.6,2,1,5,1,0.009424,0.013845,0.004421,0.004421,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.384691,,,,,,,,,,,,,178bd35f-af07-4246-867e-8a3743990c4c,623,,"[44.4, 57.4]",69300,10,,,,,-2.7511473,,Right Foot,,,,"[13.3, 44.6]",Ground Pass,,33.63109,,,,Víctor Valdés Arribas,,,,,Recovery,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,21,Barcelona,217,"['0710f85c-9cc6-4a68-8675-eeda80fa861b', '610bba74-c52a-4841-b258-106228077aaa']",45,,,,,,,,,,,,,,,Barcelona,217,00:10:45.820,Pass,True,44.4,57.4,13.3,44.6,4,5,0,4,0.012692,0.009411,-0.003281000000000001,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.8504,,,,,,,,,,,,,b3524ac2-46f3-4fb9-83cf-b36a8c6392e7,626,,"[12.4, 47.7]",69300,10,,,,,0.38718408,,Right Foot,,,,"[43.3, 60.3]",Ground Pass,,33.370197,,,,Javier Alejandro Mascherano,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,21,Barcelona,217,['b0326eb0-92d5-4cf7-90b7-120017876502'],49,,,,,,,,,,,,,,,Barcelona,217,00:10:49.624,Pass,,12.4,47.7,43.3,60.3,0,4,4,6,0.009411,0.012147,0.0027360000000000006,0.0027360000000000006,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.204412,,,,,,,,,,,,,6cdfd25d-5c30-4bf7-8aab-186dae012227,629,,"[47.7, 56.8]",69300,10,,,,,-0.93934286,,Right Foot,,,,"[57.5, 43.4]",Ground Pass,,16.601204,,,,Xavier Hernández Creus,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,21,Barcelona,217,['29532f87-e008-421a-aa1d-f7142577c26c'],52,,,,,,,,,,,,,,,Barcelona,217,00:10:52.434,Pass,,47.7,56.8,57.5,43.4,4,5,5,4,0.012692,0.014846,0.0021539999999999997,0.0021539999999999997,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.28369,,,,,,,,,,,,,6cfd95f8-811c-47eb-8734-54cb608dfb74,632,,"[62.1, 36.7]",69300,10,,,,,-1.172811,,Right Foot,,,,"[76.1, 3.4]",High Pass,,36.12326,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,21,Barcelona,217,['04db406c-4f6c-4364-a66d-1216771092e1'],55,,,,,,,,,,,,,,,Barcelona,217,00:10:55.467,Pass,,62.1,36.7,76.1,3.4,6,3,7,0,0.016895,0.017451,0.0005560000000000009,0.0005560000000000009,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.7831,,,,,,,,,,,,,7ad89113-8ef3-45ee-8ae8-be9f4dd0fd62,635,,"[93.6, 7.7]",69300,11,,,,,2.4937813,,Left Foot,,,,"[86.2, 13.3]",Ground Pass,,9.2800865,,,,Bojan Krkíc Pérez,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,21,Barcelona,217,['3f1a1d41-f352-46aa-8d76-39e1fef7cff7'],0,,,,,,,,,,,,,,,Barcelona,217,00:11:00.466,Pass,,93.6,7.7,86.2,13.3,9,0,8,1,0.027563,0.024015,-0.003547999999999999,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.2362,,,,,,,,,,,,,dda068ff-8202-4203-bad3-a2ab6c9eb74b,637,,"[79.1, 14.4]",69300,11,,,,,-2.020556,,Right Foot,,,,"[73.5, 2.8]",Ground Pass,,12.880994,,,,Seydou Kéita,,,,,,1,From Throw In,Bojan Krkíc Pérez,4913.0,Center Forward,21,Barcelona,217,['703ce252-863e-4f9a-9d4c-dfea2b0e2884'],1,,,,,,,,,,,,,,,Barcelona,217,00:11:01.249,Pass,,79.1,14.4,73.5,2.8,7,1,7,0,0.018703,0.017451,-0.0012519999999999996,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.150431,,,,,,,,,,,,,88b34b12-5a17-4f20-b9b7-d41a819eb33e,640,,"[76.7, 3.6]",69300,11,,,,,1.8175703,,Left Foot,,,,"[70.1, 29.8]",Ground Pass,,27.018513,,,,Xavier Hernández Creus,,,,,,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,21,Barcelona,217,['ca79b670-4600-4263-9862-b355e96ae503'],3,,,,,,,,,,,,,,,Barcelona,217,00:11:03.374,Pass,,76.7,3.6,70.1,29.8,7,0,6,2,0.017451,0.016856,-0.0005950000000000018,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.472082,,,,,,,,,,,,,b628d980-3ae9-4d4b-b3b4-e3c44a20f573,644,,"[69.8, 29.3]",69300,11,,,,,0.998732,,Right Foot,,,,"[87.7, 57.1]",Ground Pass,,33.06433,,,,Lionel Andrés Messi Cuccittini,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,21,Barcelona,217,['6baef6eb-c23d-4044-8fe0-d67607de0329'],5,,,,,,,,,,,,,,,Barcelona,217,00:11:05.636,Pass,,69.8,29.3,87.7,57.1,6,2,8,5,0.016856,0.024122,0.007266000000000002,0.007266000000000002,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.5282,,,,,,,,,,,,,a0831b7f-77d9-4859-abfc-61139103a10e,651,,"[92.9, 51.2]",69300,11,,,,,0.34302393,,Left Foot,,,,"[101.3, 54.2]",Ground Pass,,8.9196415,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,21,Barcelona,217,['c9dbf2ab-1341-46d1-b2cc-877160ef03d4'],10,,,,,,,,,,,,,,,Barcelona,217,00:11:10.642,Pass,,92.9,51.2,101.3,54.2,9,5,10,5,0.028552,0.054911,0.026359,0.026359,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.6268,,,,,,,,,,,,,e78ec75a-0ad3-40de-9994-f232c645fd5a,654,,"[101.3, 54.2]",69300,11,,,,,-2.0451963,,Right Foot,,,,"[99.4, 50.5]",Ground Pass,,4.159327,,Incomplete,,Lionel Andrés Messi Cuccittini,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,21,Barcelona,217,"['56d26178-914e-4b2d-85ff-e9010276e063', '95a75eff-cd3d-4268-888c-26a98f84685b']",11,,,,,,,,,,,,,,,Barcelona,217,00:11:11.301,Pass,,101.3,54.2,99.4,50.5,10,5,9,5,0.054911,0.028552,-0.026359,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.3432,,,,,,,,,,,,,a309fb8d-b3c2-4dd1-93b4-100cd184cce1,659,,"[83.8, 45.4]",69300,11,,,,,2.0095623,,Left Foot,,,,"[75.4, 63.3]",Ground Pass,,19.77296,,,,Javier Alejandro Mascherano,,,,,Recovery,1,From Throw In,Seydou Kéita,20169.0,Right Center Midfield,21,Barcelona,217,['27109ace-21b5-4fa3-b4cd-0130343d8c78'],14,,,,,,,,,,,,,,,Barcelona,217,00:11:14.525,Pass,,83.8,45.4,75.4,63.3,8,4,7,6,0.023851,0.018703,-0.005148,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.9342,,,,,,,,,,,,,eb0d1a65-fd4c-4960-bedd-5aa267d72b2e,662,,"[78.4, 55.2]",69300,11,,,,,1.0095103,,Right Foot,,,,"[88.9, 71.9]",Ground Pass,,19.726631,,,,Daniel Alves da Silva,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,21,Barcelona,217,['e61cbf8b-8f8b-4144-be74-64dd2150f56e'],17,,,,,,,,,,,,,,,Barcelona,217,00:11:17.455,Pass,,78.4,55.2,88.9,71.9,7,5,8,7,0.019351,0.021221,0.0018700000000000001,0.0018700000000000001,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.8304,,,,,,,,,,,,,2504bcd0-8a72-49a3-8505-b92c1613bfc9,665,,"[89.7, 71.3]",69300,11,,,,,-2.072162,,Right Foot,,,,"[84.0, 60.9]",Ground Pass,,11.859595,,,,Javier Alejandro Mascherano,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,21,Barcelona,217,['008b68d3-3fa4-4988-b96b-e678c8611206'],18,,,,,,,,,,,,,,,Barcelona,217,00:11:18.429,Pass,,89.7,71.3,84.0,60.9,8,7,8,6,0.021221,0.024015,0.0027940000000000013,0.0027940000000000013,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,2.1822,,,,,,,,,,,,,22bcc4bf-5391-46cb-9126-13eaa1b3b364,668,,"[85.7, 60.3]",69300,11,,,,,-1.5876961,,Right Foot,,,,"[85.1, 24.8]",Ground Pass,,35.50507,,,,Maxwell Scherrer Cabelino Andrade,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,21,Barcelona,217,['4e0592eb-ecd2-425a-aae8-a6ab035b1051'],20,,,,,,,,,,,,,,,Barcelona,217,00:11:20.334,Pass,,85.7,60.3,85.1,24.8,8,6,8,2,0.024015,0.024122,0.00010699999999999946,0.00010699999999999946,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.2843,,,,,,,,,,,,,4f0db721-670b-41b9-ae5c-5e1b0b9ef3d0,671,,"[88.3, 23.0]",69300,11,,,,,0.62267077,,Left Foot,,,,"[92.2, 25.8]",Low Pass,,4.8010416,,Incomplete,,Bojan Krkíc Pérez,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,21,Barcelona,217,"['14614e21-8baf-41c8-8467-3d40ce677e64', 'c1f5776e-34fe-4155-ba01-d14dec641b11']",23,,,,,,,,,,,,,,,Barcelona,217,00:11:23.614,Pass,,88.3,23.0,92.2,25.8,8,2,9,2,0.024122,0.028552,0.00443,0.00443,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.061739,,,,,,,,,,,,,88dcf6ac-35e3-4709-8e00-998af7dcb287,674,,"[17.8, 46.3]",69300,11,,,,,1.2323409,,Head,,,,"[22.2, 58.8]",Low Pass,,13.251792,,,,Carlos Andrés Diogo Enseñat,,,,,Recovery,1,From Throw In,Maurizio Lanzaro,26715.0,Right Center Back,21,Barcelona,217,['94a103f9-0ca5-4e95-9d64-146fc8024132'],24,,,,,,,,,,,,,,,Real Zaragoza,395,00:11:24.931,Pass,,17.8,46.3,22.2,58.8,1,4,1,5,0.010827,0.009777,-0.0010500000000000006,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,3.454,,,,,,,,,,,,,22b6bb02-dff4-45bd-9f81-38532c3a43c8,677,,"[23.9, 58.0]",69300,11,,,,,0.13102792,,Right Foot,,,,"[49.7, 61.4]",High Pass,,26.023067,,Incomplete,,,,,,,,1,From Throw In,Carlos Andrés Diogo Enseñat,26022.0,Right Wing Back,21,Barcelona,217,['288ce0a6-e232-41cf-8cdf-665923475358'],26,,,,,,,,,,,,,,,Real Zaragoza,395,00:11:26.072,Pass,,23.9,58.0,49.7,61.4,2,5,4,6,0.010013,0.012147,0.0021340000000000005,0.0021340000000000005,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,0.8589,,,,,,,,,,,,,288ce0a6-e232-41cf-8cdf-665923475358,678,,"[70.4, 18.7]",69300,11,,,,,-0.2614788,,Head,,,,"[77.5, 16.8]",Low Pass,,7.34983,,,,Maxwell Scherrer Cabelino Andrade,,,,,Recovery,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,21,Barcelona,217,"['22b6bb02-dff4-45bd-9f81-38532c3a43c8', '41de5d80-1816-4658-91d4-ce0515a8c3cf']",29,,,,,,,,,,,,,,,Barcelona,217,00:11:29.526,Pass,,70.4,18.7,77.5,16.8,6,1,7,1,0.016118,0.018703,0.0025850000000000005,0.0025850000000000005,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
,,,,,,,,,,,,,,,,,1.9024,,,,,,,,,,,,,9680cc45-4674-4c1b-9350-bcfaa26996ef,681,,"[76.7, 17.1]",69300,11,,,,,2.6307697,,Right Foot,,,,"[49.4, 32.4]",High Pass,,31.295048,,,,Gerard Piqué Bernabéu,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,21,Barcelona,217,['8c6aa8ed-319c-4285-801f-82846b7117b3'],30,,,,,,,,,,,,,,,Barcelona,217,00:11:30.465,Pass,,76.7,17.1,49.4,32.4,7,1,4,3,0.018703,0.012626,-0.006077000000000001,0.0,,,,,2024-09-07 18:28:42.000596,2011-03-05,2010/2011,Spain - La Liga,Barcelona vs Real Zaragoza
