50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,,,,0.509786,,,,,,,,,,,,9361ef15-e956-4f18-ba9a-20d6d0b54102,5,,"[61.0, 41.0]",69291,0,,True,,,-1.5232133,,Right Foot,,,,"[61.1, 38.9]",,Ground Pass,,2.1023796,,,,Lionel Andrés Messi Cuccittini,,,,,Kick Off,1,From Kick Off,David Villa Sánchez,12737.0,Center Forward,2,Barcelona,217,['b66100ba-1a91-4dba-ac5e-cd033339b5d1'],1,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.411,Pass,,61.0,41.0,61.1,38.9,5,4,5,3,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.2831,,,,,,,,,,,,6dc7702d-dae1-407c-9b58-e65a7a3f3082,7,,"[61.8, 39.3]",69291,0,,,,,2.998951,,Left Foot,,,,"[43.0, 42.0]",,Ground Pass,,18.992893,,,,Sergio Busquets i Burgos,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['4e1033ea-e329-49a9-be3b-567c658c6bb5'],2,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.174,Pass,,61.8,39.3,43.0,42.0,6,3,4,4,0.016895,0.012626,-0.004269,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.8033,,,,,,,,,,,,c966ae8f-c8a0-4173-a019-bee1e6727d9c,10,,"[43.2, 41.7]",69291,0,,,,,-1.0598468,,Right Foot,,,,"[50.6, 28.5]",,Ground Pass,,15.132746,,,,Andrés Iniesta Luján,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['2c90f8d4-070a-431a-ab5c-eddb02c911f0'],3,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.538,Pass,,43.2,41.7,50.6,28.5,4,4,4,2,0.012626,0.012692,6.600000000000009e-05,6.600000000000009e-05,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.0665,,,,,,,,,,,,66d85d3d-65f6-465a-9486-ff4973e777e9,13,,"[50.6, 28.5]",69291,0,,,,,2.1808002,,Right Foot,,,,"[44.1, 37.8]",,Ground Pass,,11.346365,,,,Sergio Busquets i Burgos,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['77afac13-8b26-4bf4-b7ec-c36901d1904a'],4,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.381,Pass,,50.6,28.5,44.1,37.8,4,2,4,3,0.012692,0.012626,-6.600000000000009e-05,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.3787,,,,,,,,,,,,663faa62-5779-4d1a-8741-21bda0c4195f,16,,"[44.3, 37.6]",69291,0,,,,,1.1553042,,Right Foot,,,,"[51.8, 54.6]",,Ground Pass,,18.580904,,,,Xavier Hernández Creus,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['9ba3f704-7b43-4e21-9b97-292458e68875'],5,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.953,Pass,,44.3,37.6,51.8,54.6,4,3,4,5,0.012626,0.012692,6.600000000000009e-05,6.600000000000009e-05,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.5685,,,,,,,,,,,,c9ec947b-221b-4b2a-b8f0-6142aec2550a,19,,"[56.8, 56.9]",69291,0,,,,,1.2807094,,Right Foot,,,,"[62.8, 77.0]",,Ground Pass,,20.976416,,,,Daniel Alves da Silva,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['2315e2dd-36a6-4dd6-9437-f35d1ae4f7c1'],9,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.180,Pass,,56.8,56.9,62.8,77.0,5,5,6,7,0.014291,0.014736,0.00044500000000000095,0.00044500000000000095,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.5893,,,,,,,,,,,,179b3f52-42b0-4330-9df2-537d99ea96bd,22,,"[59.0, 77.0]",69291,0,,,,,-1.5392278,,Right Foot,,,,"[59.3, 67.5]",,Ground Pass,,9.504736,,,,Xavier Hernández Creus,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['9fb2cc82-8c9b-45aa-8150-60c1a353a669'],11,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.571,Pass,,59.0,77.0,59.3,67.5,5,7,5,6,0.012483,0.013845,0.0013620000000000004,0.0013620000000000004,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.1152,,,,,,,,,,,,cdc893f7-b512-4b4f-9876-3fd1275b6409,25,,"[59.0, 67.3]",69291,0,,,,,2.2725909,,Right Foot,,,,"[50.8, 77.0]",,Ground Pass,,12.701574,,,,Daniel Alves da Silva,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['284af80d-a0cc-497d-8944-9d0619cc9d04'],12,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.200,Pass,,59.0,67.3,50.8,77.0,5,6,4,7,0.013845,0.011263,-0.0025819999999999992,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,2.2088,,,,,,,,,,,,2ed44184-7c5d-4db8-9937-2a40e5660073,28,,"[50.8, 77.0]",69291,0,,,,,-2.532197,,Right Foot,,,,"[30.6, 62.9]",,Ground Pass,,24.634325,,,,Gerard Piqué Bernabéu,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['660d956d-8eac-4d50-b7ef-47641d55ea01'],13,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.356,Pass,,50.8,77.0,30.6,62.9,4,7,2,6,0.011263,0.009424,-0.0018390000000000004,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,2.0269,,,,,,,,,,,,1f31cdca-b5f6-4fe4-8e3f-a07558ff45e0,31,,"[35.6, 60.5]",69291,0,,,,,-1.4549736,,Right Foot,,,,"[39.8, 24.4]",,Ground Pass,,36.3435,,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['94d7a889-fe65-4d9f-a865-7385d1b38878'],18,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.634,Pass,,35.6,60.5,39.8,24.4,3,6,3,2,0.010595,0.011105,0.00051,0.00051,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.2128,,,,,,,,,,,,38ab99b8-2371-4ba8-997b-63737e94de22,34,,"[71.0, 16.7]",69291,0,,,,,0.29611516,,Left Foot,,,,"[76.9, 18.5]",,Ground Pass,,6.168468,,Incomplete,,David Villa Sánchez,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,2,Barcelona,217,"['53713354-418b-46d1-8ec6-c7f0e80f3438', '7c006356-bc8e-4071-81d7-20e82ed36124']",26,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.641,Pass,,71.0,16.7,76.9,18.5,6,1,7,1,0.016118,0.018703,0.0025850000000000005,0.0025850000000000005,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.6441,,,,,,,,,,,,ce80357d-2fd4-4429-8cef-6dd25e6b8d78,37,,"[75.9, 1.0]",69291,0,,True,,,0.56548387,,,,,,"[91.5, 10.9]",,Low Pass,,18.4762,,Incomplete,,,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['d61316c1-1225-4392-b379-4e02754afdbf'],38,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.728,Pass,,75.9,1.0,91.5,10.9,7,0,9,1,0.017451,0.029533,0.012081999999999999,0.012081999999999999,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.7067,,,,,,,,,,,,fb604fc9-4e24-403e-aab3-6a8ce877e616,44,,"[77.6, 31.9]",69291,0,,,,,2.8515775,,Right Foot,,,,"[58.5, 37.6]",,Ground Pass,,19.932386,,,,Gerard Piqué Bernabéu,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['5e3c5ae4-ef38-4398-8942-aa9287d28512'],45,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.140,Pass,,77.6,31.9,58.5,37.6,7,3,5,3,0.019971,0.014846,-0.005124999999999999,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.336298,,,,,,,,,,,,a1d9afeb-394e-4ed5-9d19-7c75b79604d3,47,,"[59.0, 38.6]",69291,0,,,,,-0.7371086,,Right Foot,,,,"[73.1, 25.8]",,Ground Pass,,19.043371,,,,Andrés Iniesta Luján,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['a20f7401-8e97-45cb-bbf3-d5b4531b8d30'],47,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.262,Pass,,59.0,38.6,73.1,25.8,5,3,7,2,0.014846,0.019351,0.004505,0.004505,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.8693,,,,,,,,,,,,322b2dc0-70d0-495d-81eb-0d8b0c6d0010,50,,"[75.4, 24.4]",69291,0,,,,,0.4380122,,Right Foot,,,,"[83.3, 28.1]",,Ground Pass,,8.723532,,,,Lionel Andrés Messi Cuccittini,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['6618a461-b4de-4e2a-9b5a-d6b34c72d6b2'],49,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.408,Pass,,75.4,24.4,83.3,28.1,7,2,8,2,0.019351,0.024122,0.004771000000000001,0.004771000000000001,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.9666,,,,,,,,,,,,8d0f19d1-8960-4ca2-a377-3aad9ec6386c,53,,"[85.0, 24.5]",69291,0,,,,,-1.0701286,,Left Foot,,,,"[90.8, 13.9]",,Ground Pass,,12.083046,,Incomplete,,Andrés Iniesta Luján,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['3916a1ea-0ede-4e38-a832-5a10dbe146a7', '3a06d767-07eb-4873-a48a-6182e1fe9867']",51,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.363,Pass,,85.0,24.5,90.8,13.9,8,2,8,1,0.024122,0.024015,-0.00010699999999999946,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,2.3762,,,,,,,,,,,,4ab92ef2-44c6-43c5-bea6-f1391997458a,56,,"[28.4, 29.1]",69291,0,,,,,1.1500477,,Right Foot,,,,"[39.9, 54.8]",,Ground Pass,,28.15564,,,,Gerard Piqué Bernabéu,,,,,Recovery,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,3,Barcelona,217,['54f30dad-9301-4262-a4c9-0c65dbc4cb81'],57,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.806,Pass,,28.4,29.1,39.9,54.8,2,2,3,5,0.010013,0.011105,0.001092000000000001,0.001092000000000001,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,2.460269,,,,,,,,,,,,66fb4c61-0cee-401b-b193-d0ce91935b8d,59,,"[49.6, 59.8]",69291,1,,,,,-1.6297251,,Right Foot,,,,"[47.6, 25.9]",,Ground Pass,,33.958946,,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['64040260-54e0-4b75-ae5c-99d241cde7d6'],3,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.010,Pass,,49.6,59.8,47.6,25.9,4,5,4,2,0.012692,0.012692,0.0,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,2.32,,,,,,,,,,,,4d39c2a1-b1b9-4458-ae98-8952f175f568,62,,"[49.4, 25.9]",69291,1,,,,,1.3646181,,Left Foot,,,,"[55.8, 56.5]",,Low Pass,,31.262117,,,,Gerard Piqué Bernabéu,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,3,Barcelona,217,['1220dc42-6045-45d1-83f1-7c36aff6a21d'],5,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.772,Pass,,49.4,25.9,55.8,56.5,4,2,5,5,0.012692,0.014291,0.0015989999999999997,0.0015989999999999997,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.5439,,,,,,,,,,,,0a442fcf-ed5e-412e-bfb2-d96e12c0b452,65,,"[64.9, 59.5]",69291,1,,,,,1.0567328,,Right Foot,,,,"[74.5, 76.5]",,Ground Pass,,19.52332,,,,Daniel Alves da Silva,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['c6bcee38-23d0-46bb-8e47-a316602fc835'],12,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.166,Pass,,64.9,59.5,74.5,76.5,6,5,7,7,0.016856,0.017451,0.0005950000000000018,0.0005950000000000018,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.9466,,,,,,,,,,,,1ebb0555-8f89-402c-81ca-afd8c4f177fe,67,,"[74.5, 76.5]",69291,1,,,,,-2.3918936,,Right Foot,,,,"[68.7, 71.1]",,Ground Pass,,7.924645,,,,Xavier Hernández Creus,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['7f209d85-f572-4e84-872f-22e766f9f032'],13,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.710,Pass,,74.5,76.5,68.7,71.1,7,7,6,7,0.017451,0.014736,-0.0027150000000000004,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.7896,,,,,,,,,,,,4dcec263-0f9d-4688-822d-44479993bd36,70,,"[68.7, 70.3]",69291,1,,,,,-0.20749623,,Right Foot,,,,"[76.3, 68.7]",,Ground Pass,,7.7665954,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['8efec82f-6a37-4e7e-a07e-b435a0d820fa'],14,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.697,Pass,,68.7,70.3,76.3,68.7,6,7,7,6,0.014736,0.018703,0.003967,0.003967,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.8281,,,,,,,,,,,,5d4952c5-f55d-4635-af3a-2ac9abfcdec0,73,,"[76.3, 68.7]",69291,1,,,,,2.1096158,,Right Foot,,,,"[70.8, 77.9]",,Ground Pass,,10.718676,,,,Daniel Alves da Silva,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,3,Barcelona,217,['25f137d2-ef10-4af9-9a05-18711da49ffe'],15,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.526,Pass,,76.3,68.7,70.8,77.9,7,6,6,7,0.018703,0.014736,-0.003967,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.4909,,,,,,,,,,,,d581a7f7-fc09-48a3-85fd-3f35afce28f0,76,,"[70.8, 77.9]",69291,1,,,,,-2.6111302,,Right Foot,,,,"[50.0, 65.7]",,Ground Pass,,24.113897,,,,Gerard Piqué Bernabéu,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['dd9da24d-71f4-4eb6-b426-31cccdc949c0'],16,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.394,Pass,,70.8,77.9,50.0,65.7,6,7,4,6,0.014736,0.012147,-0.002589000000000001,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.9639,,,,,,,,,,,,5d315e27-c97e-434b-b0ba-88fdfa46db81,79,,"[50.0, 65.7]",69291,1,,,,,-1.3673469,,Right Foot,,,,"[57.2, 30.8]",,Ground Pass,,35.634956,,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['2b41c4bf-880b-4ca2-8c9f-853367519a73'],18,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.864,Pass,,50.0,65.7,57.2,30.8,4,6,5,3,0.012147,0.014846,0.002699,0.002699,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.3092,,,,,,,,,,,,1d7ce95f-ea9e-462f-aa81-916e6a2648f4,82,,"[61.4, 23.7]",69291,1,,,,,-0.5897756,,Left Foot,,,,"[74.4, 15.0]",,Ground Pass,,15.6425705,,,,Andrés Iniesta Luján,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,3,Barcelona,217,['f552e6e6-f0e1-4c12-a911-3752817ce23e'],22,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.085,Pass,,61.4,23.7,74.4,15.0,6,2,7,1,0.016856,0.018703,0.0018470000000000014,0.0018470000000000014,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.7969,,,,,,,,,,,,cafdc31d-8c49-4ec9-a676-2eff8cd6f437,85,,"[77.9, 17.7]",69291,1,,,,,2.0488834,,Right Foot,,,,"[72.2, 28.7]",,Ground Pass,,12.389108,,,,Xavier Hernández Creus,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['1359a449-11a7-468d-a6c2-edcedc8e8fe8'],25,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.065,Pass,,77.9,17.7,72.2,28.7,7,1,7,2,0.018703,0.019351,0.0006479999999999993,0.0006479999999999993,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.0353,,,,,,,,,,,,e0173054-b6db-4f1d-a4af-1f0188d6eb97,88,,"[74.5, 30.9]",69291,1,,,,,1.331297,,Right Foot,,,,"[78.7, 48.1]",,Ground Pass,,17.705366,,,,Lionel Andrés Messi Cuccittini,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['4a2771cb-6182-4030-8baa-708b1a622499'],27,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.089,Pass,,74.5,30.9,78.7,48.1,7,3,7,4,0.019971,0.019971,0.0,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.1863,,,,,,,,,,,,e7e97683-a4c2-4724-b318-beedb27663a0,91,,"[81.8, 51.6]",69291,1,,,,,0.5107043,,Left Foot,,,,"[95.9, 59.5]",,Ground Pass,,16.162302,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['0d3d36a7-7adf-4310-b12d-3dc37920d534'],29,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.669,Pass,,81.8,51.6,95.9,59.5,8,5,9,5,0.024122,0.028552,0.00443,0.00443,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.513767,,,,,,,,,,,,ffccc872-a909-4d61-9bbf-cf77c3c303c2,102,,"[32.7, 12.3]",69291,1,,,,,2.36554,,Right Foot,,,,"[21.9, 22.9]",,Ground Pass,,15.132746,,,,Federico Julián Fazio,,,,,,1,Regular Play,Gary Alexis Medel Soto,16453.0,Left Defensive Midfield,4,Sevilla,213,['b51330e6-da0a-429c-be17-35120cf4857b'],37,,,,,,,,,,,,,,,,Sevilla,213,00:01:37.383,Pass,,32.7,12.3,21.9,22.9,3,1,1,2,0.010595,0.009777,-0.000818000000000001,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.9564,,,,,,,,,,,,3d272e2e-b017-4792-b4b5-610ee39e7627,106,,"[21.5, 22.3]",69291,1,,,,,1.766018,,Right Foot,,,,"[18.0, 40.0]",,Ground Pass,,18.042727,,,,Alexis Ruano Delgado,,,,,,1,Regular Play,Federico Julián Fazio,6349.0,Right Center Back,4,Sevilla,213,"['33983130-0caa-48bd-9741-e47686f212b8', 'd03be5ed-1389-4c82-bcf0-bc82548ed53a']",39,,,,,,,,,,,,,,,,Sevilla,213,00:01:39.701,Pass,True,21.5,22.3,18.0,40.0,1,2,1,3,0.009777,0.010827,0.0010500000000000006,0.0010500000000000006,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.55612,,,,,,,,,,,,32851d19-0b99-4d69-9d69-1f42a75d3d78,109,,"[18.0, 40.0]",69291,1,,,,,1.4714566,,Right Foot,,,,"[21.0, 70.1]",,Low Pass,,30.249132,,,,José Martín Cáceres Silva,,,,,,1,Regular Play,Alexis Ruano Delgado,6614.0,Left Center Back,4,Sevilla,213,['a2922bed-1f10-4342-ac5a-16b49587d19f'],41,,,,,,,,,,,,,,,,Sevilla,213,00:01:41.549,Pass,,18.0,40.0,21.0,70.1,1,3,1,6,0.010827,0.008786,-0.0020409999999999994,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,0.2328,,,,,,,,,,,,05a4af2d-3968-46bf-939d-7bb014ca6be4,113,,"[24.0, 70.7]",69291,1,,,,,-0.16514868,,Right Foot,,,,"[26.4, 70.3]",,Low Pass,,2.433105,,Incomplete,,,,,,,,1,Regular Play,José Martín Cáceres Silva,5248.0,Right Back,4,Sevilla,213,['5bbc068b-fc37-43e4-bc1f-cd9fc7e944ea'],45,,,,,,,,,,,,,,,,Sevilla,213,00:01:45.253,Pass,,24.0,70.7,26.4,70.3,2,7,2,7,0.008449,0.008449,0.0,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.7168,,,,,,,,,,,,338b7ee7-1ab5-49d3-a304-265cda1006c9,115,,"[46.5, 80.0]",69291,2,,,,,-0.74504006,,,,,,"[68.4, 59.8]",,High Pass,,29.793455,,,,Álvaro Negredo Sánchez,,,,,Throw-in,1,From Throw In,José Martín Cáceres Silva,5248.0,Right Back,5,Sevilla,213,['b681eecc-7fd2-463c-996e-08301d62d65f'],1,,,,,,,,,,,,,,,,Sevilla,213,00:02:01.231,Pass,,46.5,80.0,68.4,59.8,4,7,6,5,0.011263,0.016856,0.005592999999999999,0.005592999999999999,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
,,,,,,,,,,,,,,,,,,,,1.4917,,,,,,,,,,,,a789c823-5b8a-4193-ab44-1dd7605c0bf6,118,,"[68.4, 59.8]",69291,2,,,,,-2.923861,,Other,,,,"[57.1, 57.3]",,Low Pass,,11.573245,,Incomplete,,Alain Didier Zokora-Déguy,,,,,,1,From Throw In,Álvaro Negredo Sánchez,20542.0,Center Forward,5,Sevilla,213,"['18159997-d409-4097-80d3-eee9890eef06', '9116939a-79f0-4112-a3ca-c365142cfaad']",2,,,,,,,,,,,,,,,,Sevilla,213,00:02:02.987,Pass,,68.4,59.8,57.1,57.3,6,5,5,5,0.016856,0.014291,-0.0025649999999999996,0.0,,,,,2024-09-07 18:28:27.474535,2011-03-13,2010/2011,Spain - La Liga,Sevilla vs Barcelona
