50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,1.57128,,,,,,,,,,,,,,,94f6d919-ef29-4d1c-a599-363a9c2ff051,416,,"[68.6, 47.4]",69246,8,,,,,1.0701286,,Right Foot,,"[83.1, 73.9]",,Ground Pass,,30.207615,,,Martín Montoya Torralbo,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,13,Barcelona,217,['acff6897-e555-427d-92a0-1dd2f7c23cae'],46,,,,,,,,,,,,,,Barcelona,217,00:08:46.664,Pass,,68.6,47.4,83.1,73.9,6,4,8,7,0.016895,0.021221,0.004326,0.004326,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.171841,,,,,,,,,,,,,,,1eff6cfc-6c74-4a1b-9221-a1ec07942eb2,419,,"[82.8, 73.9]",69246,8,,,,,-2.2561579,,Right Foot,,"[70.7, 59.1]",,Ground Pass,,19.116747,,,Thiago Alcântara do Nascimento,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,13,Barcelona,217,['d3fffd29-6462-44ac-859a-082709397bb2'],49,,,,,,,,,,,,,,Barcelona,217,00:08:49.149,Pass,,82.8,73.9,70.7,59.1,8,7,6,5,0.021221,0.016856,-0.004365000000000001,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.4421,,,,,,,,,,,,,,,e973a516-7ad0-451b-bacc-c09464bd6ad7,423,,"[71.7, 55.1]",69246,8,,,,,3.134017,,Right Foot,,"[58.5, 55.2]",,Ground Pass,,13.200378,,,Gerard Piqué Bernabéu,,,,,,,1,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,13,Barcelona,217,['0affd4b8-2e92-41b7-b2ad-499a97935e39'],51,,,,,,,,,,,,,,Barcelona,217,00:08:51.988,Pass,,71.7,55.1,58.5,55.2,7,5,5,5,0.019351,0.014291,-0.00506,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.0849,,,,,,,,,,,,,,,540a56df-4386-43b8-b66d-5836cddf35fd,426,,"[61.3, 53.7]",69246,8,,,,,-1.2938541,,Right Foot,,"[69.6, 24.5]",,Low Pass,,30.356712,,,Seydou Kéita,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,13,Barcelona,217,['238cabc9-ef88-4436-90ae-71cf282f240b'],54,,,,,,,,,,,,,,Barcelona,217,00:08:54.360,Pass,,61.3,53.7,69.6,24.5,5,5,6,2,0.014291,0.016856,0.0025649999999999996,0.0025649999999999996,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.764979,,,,,,,,,,,,,,,ca566b76-1444-416c-aa52-be2a5ac14442,429,,"[70.4, 24.7]",69246,8,,,,,2.659514,,Right Foot,,"[61.8, 29.2]",,Low Pass,,9.706183,,,Xavier Hernández Creus,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,13,Barcelona,217,['fafe801d-9146-4109-91e0-62b7bfbd5e89'],55,,,,,,,,,,,,,,Barcelona,217,00:08:55.596,Pass,,70.4,24.7,61.8,29.2,6,2,5,2,0.016856,0.014291,-0.0025649999999999996,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.899767,,,,,,,,,,,,,,,72e1b9bb-da25-46cf-932e-86df23fa4fd9,432,,"[58.7, 26.9]",69246,8,,,,,-0.8010219,,Right Foot,,"[65.0, 20.4]",,Ground Pass,,9.052072,,,Seydou Kéita,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,13,Barcelona,217,['e7a5c734-9b54-44ea-852e-db894e34aa5e'],57,,,,,,,,,,,,,,Barcelona,217,00:08:57.787,Pass,,58.7,26.9,65.0,20.4,5,2,6,1,0.014291,0.016118,0.0018270000000000005,0.0018270000000000005,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.719416,,,,,,,,,,,,,,,2474c4d5-1e7d-4522-b681-6d9835699b4a,435,,"[65.8, 20.4]",69246,8,,,,,2.844748,,Left Foot,,"[57.3, 23.0]",,Ground Pass,,8.888757,,,Xavier Hernández Creus,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,13,Barcelona,217,['ca9b226f-c7ba-4bc6-970a-743b4596b44f'],58,,,,,,,,,,,,,,Barcelona,217,00:08:58.727,Pass,,65.8,20.4,57.3,23.0,6,1,5,2,0.016118,0.014291,-0.0018270000000000005,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.5923,,,,,,,,,,,,,,,81fe8531-7359-425e-82b3-888a7aa553d2,439,,"[55.5, 26.5]",69246,9,,,,,1.6465133,,Right Foot,,"[53.3, 55.5]",,Ground Pass,,29.083328,,,Gerard Piqué Bernabéu,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,13,Barcelona,217,['d5738ad2-db7a-41bb-b5ec-cf736e729fba'],0,,,,,,,,,,,,,,Barcelona,217,00:09:00.961,Pass,,55.5,26.5,53.3,55.5,5,2,5,5,0.014291,0.014291,0.0,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.6194,,,,,,,,,,,,,,,8816a556-65a4-46ba-955a-b0dcc891e4e6,442,,"[53.3, 55.5]",69246,9,,,,,-0.27505556,,Right Foot,,"[69.6, 50.9]",,Ground Pass,,16.936647,,,Thiago Alcântara do Nascimento,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,13,Barcelona,217,['55c9b5a6-e4d7-45f7-83ed-7aa5cb6dc8e2'],4,,,,,,,,,,,,,,Barcelona,217,00:09:04.310,Pass,,53.3,55.5,69.6,50.9,5,5,6,5,0.014291,0.016856,0.0025649999999999996,0.0025649999999999996,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.151504,,,,,,,,,,,,,,,fd0c0af3-4029-4137-b14b-3b4b96b57a45,448,,"[73.3, 54.2]",69246,9,,True,,,-1.5997738,,Right Foot,,"[72.9, 40.4]",,Ground Pass,,13.805796,,,Xavier Hernández Creus,,,,,,Free Kick,1,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,14,Barcelona,217,['2f670202-269e-4cac-b17a-82418e3ba645'],17,,,,,,,,,,,,,,Barcelona,217,00:09:17.279,Pass,,73.3,54.2,72.9,40.4,7,5,7,3,0.019351,0.019971,0.000619999999999999,0.000619999999999999,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.4014,,,,,,,,,,,,,,,d8fd7d5d-5f3f-46b8-a501-1042a308afdb,450,,"[72.7, 40.1]",69246,9,,,,,-1.6671818,,Right Foot,,"[69.2, 3.9]",,Ground Pass,,36.368805,,,Andreu Fontàs Prat,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,14,Barcelona,217,['0b8a9287-092a-4ea6-8a65-ec6c878492f4'],19,,,,,,,,,,,,,,Barcelona,217,00:09:19.327,Pass,,72.7,40.1,69.2,3.9,7,3,6,0,0.019971,0.014736,-0.005234999999999998,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.644672,,,,,,,,,,,,,,,03beefd6-6e87-42aa-bb49-307c9816bf2b,453,,"[68.6, 4.2]",69246,9,,,,,-0.15121768,,Left Foot,,"[79.1, 2.6]",,Ground Pass,,10.621205,,,Ibrahim Afellay,,,,,,,1,From Free Kick,Andreu Fontàs Prat,6890.0,Left Back,14,Barcelona,217,['66fffe69-1e89-4cee-85eb-8fe4ce1b753f'],21,,,,,,,,,,,,,,Barcelona,217,00:09:21.768,Pass,,68.6,4.2,79.1,2.6,6,0,7,0,0.014736,0.017451,0.0027150000000000004,0.0027150000000000004,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.527459,,,,,,,,,,,,,,,18e9ce44-e4ee-4b60-892e-42436bfe947a,457,,"[78.0, 2.8]",69246,9,,,,,0.17286061,,Right Foot,,"[84.3, 3.9]",,Ground Pass,,6.395311,Incomplete,,Seydou Kéita,,,,,,,1,From Free Kick,Ibrahim Afellay,4891.0,Left Wing,14,Barcelona,217,"['605ac46b-e559-49fc-88bd-41752dd18d54', 'cf5dd50b-1ddb-4271-a988-e47054c68f44']",23,,,,,,,,,,,,,,Barcelona,217,00:09:23.568,Pass,,78.0,2.8,84.3,3.9,7,0,8,0,0.017451,0.021221,0.003769999999999999,0.003769999999999999,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,2.152299,,,,,,,,,,,,,,,8436bdfd-c575-4333-b8cd-3640651443a2,462,,"[21.9, 77.4]",69246,9,,,,,-2.0499465,,Right Foot,,"[8.6, 51.8]",,Ground Pass,,28.848743,,,Claudio Andrés Bravo Muñoz,,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Right Wing,15,Real Sociedad,210,['f30f66db-5700-42ab-b4fa-4c90460c7d65'],28,,,,,,,,,,,,,,Real Sociedad,210,00:09:28.023,Pass,,21.9,77.4,8.6,51.8,1,7,0,5,0.007796,0.00888,0.0010840000000000008,0.0010840000000000008,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,3.8069,,,,,,,,,,,,,,,9302f3b3-af21-40e5-9573-e326bcee48d3,465,,"[14.2, 60.2]",69246,9,,,,,-0.27226883,,Right Foot,,"[84.4, 40.6]",,High Pass,,72.88484,Unknown,,Antoine Griezmann,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,15,Real Sociedad,210,['08beba23-ca91-45f8-bc05-966b46f62943'],35,,,,,,,,,,,,,,Real Sociedad,210,00:09:35.976,Pass,,14.2,60.2,84.4,40.6,1,5,8,4,0.009777,0.023851,0.014074000000000001,0.014074000000000001,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.5213,,,,,,,,,,,,,,,0819d99b-2531-40c6-bec5-898a13981d69,469,,"[86.9, 33.9]",69246,10,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Left Wing,16,Real Sociedad,210,"['1239fbf1-ff3d-4662-abec-486b0f607323', 'aa8fdb73-5905-4a95-b717-6d5b5979cc94']",32,Left Foot,"[103.5, 39.2]",,"[{'location': [118.7, 40.2], 'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 39.8], 'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 29.4], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.2, 55.1], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.1, 42.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.6, 34.4], 'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 41.1], 'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.2, 36.0], 'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 51.5], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.4, 35.2], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 49.1], 'player': {'id': 26624, 'name': 'Jeffren Isaac Suárez Bermúdez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.4, 36.1], 'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.9, 40.3], 'player': {'id': 26701, 'name': 'Vadim Demidov'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.1, 53.4], 'player': {'id': 26109, 'name': 'Raúl Tamudo Montero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.1, 59.2], 'player': {'id': 8724, 'name': 'Carlos Martínez Díez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.5, 50.6], 'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.1, 47.4], 'player': {'id': 26441, 'name': 'Daniel Estrada Agirrezablaga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.8, 24.6], 'player': {'id': 26449, 'name': 'Mikel Aranburu Eizagirre'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [88.5, 46.5], 'player': {'id': 26060, 'name': 'Diego Rivas Gutiérrez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Blocked,0.02455359,Normal,Free Kick,,,,Real Sociedad,210,00:10:32.348,Shot,,86.9,33.9,,,8,3,0,0,0.023851,0.006383,-0.017468,0.0,,0.02455359,0.02455359,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.497022,,,,,,,,,,,,,,,0a1d691d-dc1e-4e6e-824c-bda82e9b9686,475,,"[57.6, 55.7]",69246,10,,,,,1.0145291,,Left Foot,,"[69.6, 75.0]",,Ground Pass,,22.726416,,,Jeffren Isaac Suárez Bermúdez,,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Left Wing,17,Barcelona,217,['8dc897a6-be90-4962-ad22-04ab03e779fd'],38,,,,,,,,,,,,,,Barcelona,217,00:10:38.933,Pass,,57.6,55.7,69.6,75.0,5,5,6,7,0.014291,0.014736,0.00044500000000000095,0.00044500000000000095,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.4181,,,,,,,,,,,,,,,6cfc2f15-dda1-41ae-96ee-91d11cd7cb42,479,,"[70.4, 74.8]",69246,10,,,,,-3.0614727,,Left Foot,,"[56.7, 73.7]",,Ground Pass,,13.74409,,,Martín Montoya Torralbo,,,,,,,1,Regular Play,Jeffren Isaac Suárez Bermúdez,26624.0,Right Wing,17,Barcelona,217,"['57e87f90-3442-41f4-bc30-a9f3159eb3ff', '7c2b972c-25a2-41a1-b6a4-462fcbf62f11']",41,,,,,,,,,,,,,,Barcelona,217,00:10:41.070,Pass,True,70.4,74.8,56.7,73.7,6,7,5,7,0.014736,0.012483,-0.0022530000000000015,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.284334,,,,,,,,,,,,,,,90eec3f2-7dd3-4f3c-bf9d-8407304e0508,482,,"[56.7, 73.7]",69246,10,,,,,-2.501007,,Left Foot,,"[29.2, 53.2]",,Ground Pass,,34.300144,,,Gerard Piqué Bernabéu,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,17,Barcelona,217,['7af5e550-a481-4df3-81ad-13f177f27938'],44,,,,,,,,,,,,,,Barcelona,217,00:10:44.391,Pass,,56.7,73.7,29.2,53.2,5,7,2,5,0.012483,0.010013,-0.00247,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.04999,,,,,,,,,,,,,,,8613f5ac-164b-4415-abe4-d7dc33399b3d,486,,"[32.8, 56.3]",69246,10,,,,,1.2664216,,Right Foot,,"[38.8, 75.4]",,Ground Pass,,20.020239,,,Martín Montoya Torralbo,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,17,Barcelona,217,"['017c822f-dc6c-4d70-be1e-baec9d9030c8', 'bc082a98-1af1-4474-a079-e6d76f2018fb']",46,,,,,,,,,,,,,,Barcelona,217,00:10:46.239,Pass,True,32.8,56.3,38.8,75.4,3,5,3,7,0.011105,0.009777,-0.001328000000000001,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.9892,,,,,,,,,,,,,,,13daa41e-b093-4d10-bf68-063f1203f423,493,,"[49.8, 73.9]",69246,11,,True,,,-1.4109983,,Right Foot,,"[54.2, 46.6]",,Ground Pass,,27.652306,,,Thiago Alcântara do Nascimento,,,,,,Free Kick,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,18,Barcelona,217,['95497de8-5a8f-404b-84e9-17727f615848'],42,,,,,,,,,,,,,,Barcelona,217,00:11:42.619,Pass,,49.8,73.9,54.2,46.6,4,7,5,4,0.011263,0.014846,0.0035829999999999994,0.0035829999999999994,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,2.024385,,,,,,,,,,,,,,,f7fda44a-e4fd-4e1e-9712-cc02b698f43e,495,,"[54.2, 46.6]",69246,11,,,,,-1.7351176,,Right Foot,,"[47.7, 7.4]",,Ground Pass,,39.73525,,,Andreu Fontàs Prat,,,,,,,1,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,18,Barcelona,217,['63af300f-2f59-4d21-9d89-93102a323807'],43,,,,,,,,,,,,,,Barcelona,217,00:11:43.609,Pass,,54.2,46.6,47.7,7.4,5,4,4,0,0.014846,0.011263,-0.0035829999999999994,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.928594,,,,,,,,,,,,,,,180b8f2a-d93e-49f4-bb3d-470234a3fcb2,498,,"[47.7, 7.4]",69246,11,,,,,-0.2657513,,Left Foot,,"[64.6, 2.8]",,Ground Pass,,17.51485,,,Ibrahim Afellay,,,,,,,1,From Free Kick,Andreu Fontàs Prat,6890.0,Left Back,18,Barcelona,217,['343a5bca-6e96-4ef1-b867-337204845bb8'],46,,,,,,,,,,,,,,Barcelona,217,00:11:46.409,Pass,,47.7,7.4,64.6,2.8,4,0,6,0,0.011263,0.014736,0.0034730000000000004,0.0034730000000000004,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.8567,,,,,,,,,,,,,,,27285980-4188-401f-ae2b-1170c6c913a0,501,,"[65.0, 2.6]",69246,11,,,,,3.0326507,,Right Foot,,"[52.2, 4.0]",,Ground Pass,,12.876335,,,Andreu Fontàs Prat,,,,,,,1,From Free Kick,Ibrahim Afellay,4891.0,Left Wing,18,Barcelona,217,['d11a2160-3e66-45ad-b8dd-b7a49471bcaa'],47,,,,,,,,,,,,,,Barcelona,217,00:11:47.524,Pass,,65.0,2.6,52.2,4.0,6,0,4,0,0.014736,0.011263,-0.0034730000000000004,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.97918,,,,,,,,,,,,,,,fe8cbcc4-2cee-48bc-abc2-a98cd4ec1f80,504,,"[50.2, 3.9]",69246,11,,,,,2.3330963,,Left Foot,,"[35.4, 19.4]",,Ground Pass,,21.431053,,,Gabriel Alejandro Milito,,,,,,,1,From Free Kick,Andreu Fontàs Prat,6890.0,Left Back,18,Barcelona,217,['3b87df5c-4f5f-4c32-84cb-60c0dbcfb15b'],49,,,,,,,,,,,,,,Barcelona,217,00:11:49.934,Pass,,50.2,3.9,35.4,19.4,4,0,3,1,0.011263,0.010595,-0.0006680000000000002,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.9497,,,,,,,,,,,,,,,aceefcb1-8894-4fde-b00c-9634452b33dc,507,,"[34.2, 20.1]",69246,11,,,,,1.1724244,,Left Foot,,"[46.7, 49.8]",,Ground Pass,,32.22328,,,Xavier Hernández Creus,,,,,,,1,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,18,Barcelona,217,['281f5d2f-0a67-467e-886e-a970a7aa24a6'],53,,,,,,,,,,,,,,Barcelona,217,00:11:53.308,Pass,,34.2,20.1,46.7,49.8,3,1,4,4,0.010595,0.012626,0.002031,0.002031,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,2.18926,,,,,,,,,,,,,,,26b09632-54ae-4123-862d-ba2fbccbcbe4,509,,"[46.5, 50.3]",69246,11,,True,,,-1.3057535,,Right Foot,,"[52.2, 29.3]",,Ground Pass,,21.759825,,,Gabriel Alejandro Milito,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,18,Barcelona,217,['77879fdf-4337-4897-b8c8-b46c347d7df5'],56,,,,,,,,,,,,,,Barcelona,217,00:11:56.774,Pass,,46.5,50.3,52.2,29.3,4,4,4,2,0.012626,0.012692,6.600000000000009e-05,6.600000000000009e-05,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.9559,,,,,,,,,,,,,,,07931ce8-ce04-4e9b-80ca-0c8d4b270219,512,,"[44.7, 27.2]",69246,11,,,,,1.9725894,,Right Foot,,"[33.1, 54.5]",,Ground Pass,,29.662266,,,Gerard Piqué Bernabéu,,,,,,,1,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,18,Barcelona,217,"['54b84a0f-f2b8-4344-bf73-c15993b49d16', 'b8dbc2fa-27ab-4887-9369-29d72ef505f7']",59,,,,,,,,,,,,,,Barcelona,217,00:11:59.565,Pass,True,44.7,27.2,33.1,54.5,4,2,3,5,0.012692,0.011105,-0.0015869999999999999,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,2.055935,,,,,,,,,,,,,,,93a831aa-0b76-4e29-b9d8-2b2747e93fbf,515,,"[34.6, 55.2]",69246,12,,,,,-1.4999473,,Right Foot,,"[36.8, 24.2]",,Ground Pass,,31.077967,,,Gabriel Alejandro Milito,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,18,Barcelona,217,['f4cf0db1-126b-47fc-a423-0b2ab53dbb9f'],5,,,,,,,,,,,,,,Barcelona,217,00:12:05.321,Pass,,34.6,55.2,36.8,24.2,3,5,3,2,0.011105,0.011105,0.0,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.498577,,,,,,,,,,,,,,,8facfc64-7bfa-4c2e-8bdd-4924ca4d0358,518,,"[38.6, 23.3]",69246,12,,,,,1.2904081,,Left Foot,,"[47.7, 54.9]",,Ground Pass,,32.88419,,,Xavier Hernández Creus,,,,,,,1,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,18,Barcelona,217,['27408a3b-7c44-4a2e-9dd3-10892d6f00d5'],9,,,,,,,,,,,,,,Barcelona,217,00:12:09.290,Pass,,38.6,23.3,47.7,54.9,3,2,4,5,0.011105,0.012692,0.0015869999999999999,0.0015869999999999999,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.6167,,,,,,,,,,,,,,,bd1d400d-0e8f-4743-ac0f-e0eafcd83e05,521,,"[46.5, 57.4]",69246,12,,,,,-1.3234894,,Right Foot,,"[51.6, 37.2]",,Ground Pass,,20.833866,,,Thiago Alcântara do Nascimento,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,18,Barcelona,217,['f8d8e4e3-79d6-48a5-b8ef-341c9d21428d'],12,,,,,,,,,,,,,,Barcelona,217,00:12:12.858,Pass,,46.5,57.4,51.6,37.2,4,5,4,3,0.012692,0.012626,-6.600000000000009e-05,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
