50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,0.758334,,,,,,,,,,,,,,,5cdee750-cc05-422e-ba4b-73d271c97b04,5,,"[60.0, 40.0]",69246,0,,,,,1.6278771,,Right Foot,,"[59.8, 43.5]",,Ground Pass,,3.5057096,,,Jeffren Isaac Suárez Bermúdez,,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['e603cf22-409b-4310-9e01-a2dbd240613e'],0,,,,,,,,,,,,,,Barcelona,217,00:00:00.572,Pass,,60.0,40.0,59.8,43.5,5,3,5,4,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.7736,,,,,,,,,,,,,,,0296e32e-4269-4d8e-a545-61f9563b2011,8,,"[59.5, 43.8]",69246,0,,,,,-3.0965104,,Right Foot,,"[46.2, 43.2]",,Ground Pass,,13.313527,,,Xavier Hernández Creus,,,,,,,1,From Kick Off,Jeffren Isaac Suárez Bermúdez,26624.0,Right Wing,2,Barcelona,217,['b3e85eb8-2e0c-438a-9c3b-ec0664fea7da'],1,,,,,,,,,,,,,,Barcelona,217,00:00:01.339,Pass,,59.5,43.8,46.2,43.2,5,4,4,4,0.014846,0.012626,-0.0022199999999999998,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.986467,,,,,,,,,,,,,,,6d65f27b-c032-40f9-acc5-7245f18f59c7,11,,"[45.0, 40.0]",69246,0,,,,,-1.4871927,,Right Foot,,"[46.5, 22.1]",,Ground Pass,,17.96274,,,Seydou Kéita,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['82e0abd8-73c7-48fc-bdd8-a19cc6012198'],3,,,,,,,,,,,,,,Barcelona,217,00:00:03.235,Pass,,45.0,40.0,46.5,22.1,4,3,4,2,0.012626,0.012692,6.600000000000009e-05,6.600000000000009e-05,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,2.582405,,,,,,,,,,,,,,,bff8c4b8-cc25-4548-a63f-955e6b14762c,13,,"[46.5, 22.5]",69246,0,,True,,,-1.6471503,,Left Foot,,"[45.1, 4.2]",,Ground Pass,,18.353474,,,Thiago Alcântara do Nascimento,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Center Defensive Midfield,2,Barcelona,217,['ecf008be-4508-4261-83c3-08a83c5007c1'],5,,,,,,,,,,,,,,Barcelona,217,00:00:05.230,Pass,,46.5,22.5,45.1,4.2,4,2,4,0,0.012692,0.011263,-0.0014289999999999997,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.3982,,,,,,,,,,,,,,,425384ac-3def-4e81-babe-f3042236fea8,15,,"[35.6, 2.8]",69246,0,,True,,,2.0401418,,Left Foot,,"[28.5, 16.8]",,Ground Pass,,15.697452,,,Gabriel Alejandro Milito,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,2,Barcelona,217,['12a35454-eee9-4fa7-8ea9-3594fe6674eb'],8,,,,,,,,,,,,,,Barcelona,217,00:00:08.013,Pass,,35.6,2.8,28.5,16.8,3,0,2,1,0.009777,0.009424,-0.00035299999999999915,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.455788,,,,,,,,,,,,,,,82c71585-eb25-405d-bd47-edb9b676c041,17,,"[32.3, 17.0]",69246,0,,,,,1.6250907,,Left Foot,,"[30.3, 53.8]",,Ground Pass,,36.85431,,,Gerard Piqué Bernabéu,,,,,,,1,From Kick Off,Gabriel Alejandro Milito,25919.0,Left Center Back,2,Barcelona,217,['ce28252b-1b0f-4dc3-aa45-609bfb4f5a4f'],10,,,,,,,,,,,,,,Barcelona,217,00:00:10.376,Pass,,32.3,17.0,30.3,53.8,3,1,2,5,0.010595,0.010013,-0.0005820000000000009,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.13665,,,,,,,,,,,,,,,f3df3664-c26c-4934-b382-67d42eb563eb,20,,"[36.0, 54.2]",69246,0,,,,,1.0006689,,Right Foot,,"[49.4, 75.1]",,Ground Pass,,24.8268,,,Martín Montoya Torralbo,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['9ef14867-9dc3-45f7-af0f-4904eaaeddf0'],14,,,,,,,,,,,,,,Barcelona,217,00:00:14.681,Pass,,36.0,54.2,49.4,75.1,3,5,4,7,0.011105,0.011263,0.00015800000000000015,0.00015800000000000015,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.058172,,,,,,,,,,,,,,,aef98c0b-07a2-41d4-914a-ceff8a3fd6da,23,,"[49.1, 75.1]",69246,0,,,,,-1.8073541,,Right Foot,,"[46.4, 63.9]",,Ground Pass,,11.520851,,,Xavier Hernández Creus,,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['801f357e-bacd-4a34-99d9-c3d12771b4dc'],15,,,,,,,,,,,,,,Barcelona,217,00:00:15.858,Pass,,49.1,75.1,46.4,63.9,4,7,4,6,0.011263,0.012147,0.0008839999999999994,0.0008839999999999994,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,2.391006,,,,,,,,,,,,,,,79291b6f-cb67-43af-ab5f-309b96e23695,26,,"[47.1, 61.4]",69246,0,,,,,-1.9189197,,Right Foot,,"[33.6, 24.2]",,Ground Pass,,39.573856,,,Gabriel Alejandro Milito,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['c8834135-e31a-47de-be0c-9d542a3ec399'],18,,,,,,,,,,,,,,Barcelona,217,00:00:18.761,Pass,,47.1,61.4,33.6,24.2,4,6,3,2,0.012147,0.011105,-0.0010419999999999995,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.8192,,,,,,,,,,,,,,,1ab42b27-4500-42c0-a97b-f171f04a1c88,29,,"[32.9, 23.3]",69246,0,,,,,-0.9398469,,Left Foot,,"[47.0, 4.0]",,Ground Pass,,23.901882,,,Andreu Fontàs Prat,,,,,,,1,From Kick Off,Gabriel Alejandro Milito,25919.0,Left Center Back,2,Barcelona,217,['7bb290de-3b6d-4500-9be4-f632aa2b60a4'],21,,,,,,,,,,,,,,Barcelona,217,00:00:21.706,Pass,,32.9,23.3,47.0,4.0,3,2,4,0,0.011105,0.011263,0.00015800000000000015,0.00015800000000000015,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,2.2896,,,,,,,,,,,,,,,86f5d9f6-f30d-4bf7-8793-afb9ae7a0fb4,32,,"[47.3, 3.9]",69246,0,,,,,1.8797816,,Left Foot,,"[36.0, 39.3]",,Ground Pass,,37.15979,,,Gerard Piqué Bernabéu,,,,,,,1,From Kick Off,Andreu Fontàs Prat,6890.0,Left Back,2,Barcelona,217,['a7d9bb5d-3f44-45f7-b2a0-83c951d1400d'],24,,,,,,,,,,,,,,Barcelona,217,00:00:24.842,Pass,,47.3,3.9,36.0,39.3,4,0,3,3,0.011263,0.011324,6.100000000000029e-05,6.100000000000029e-05,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.200165,,,,,,,,,,,,,,,a692b840-df52-4539-b1e9-98b72a41997e,35,,"[45.6, 46.7]",69246,0,,,,,-1.3947246,,Right Foot,,"[48.5, 30.4]",,Ground Pass,,16.555965,,,Thiago Alcântara do Nascimento,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['03e1a9be-2eaf-423e-9335-9ccace5e7d7c'],29,,,,,,,,,,,,,,Barcelona,217,00:00:29.954,Pass,,45.6,46.7,48.5,30.4,4,4,4,2,0.012626,0.012692,6.600000000000009e-05,6.600000000000009e-05,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.702117,,,,,,,,,,,,,,,30f43cb5-dbdd-450c-b706-cfefcd9310bf,38,,"[50.1, 25.8]",69246,0,,,,,-0.85131717,,Right Foot,,"[69.2, 4.0]",,Ground Pass,,28.983616,,,Ibrahim Afellay,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,2,Barcelona,217,['52ca7e88-89a8-46ab-ba58-67f2a773f3bb'],32,,,,,,,,,,,,,,Barcelona,217,00:00:32.257,Pass,,50.1,25.8,69.2,4.0,4,2,6,0,0.012692,0.014736,0.0020440000000000007,0.0020440000000000007,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,2.0396,,,,,,,,,,,,,,,0e46a15b-3427-4f33-b91b-1820a8f12517,41,,"[67.6, 2.2]",69246,0,,,,,2.4607837,,Right Foot,,"[47.6, 18.4]",,Ground Pass,,25.73791,,,Gabriel Alejandro Milito,,,,,,,1,From Kick Off,Ibrahim Afellay,4891.0,Left Wing,2,Barcelona,217,['f10c999a-982c-46ad-93bd-cfb4b8557842'],34,,,,,,,,,,,,,,Barcelona,217,00:00:34.747,Pass,,67.6,2.2,47.6,18.4,6,0,4,1,0.014736,0.012147,-0.002589000000000001,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.8895,,,,,,,,,,,,,,,649d4e6a-29f0-45a8-afc4-38026b73c8ff,44,,"[46.5, 18.8]",69246,0,,,,,1.453414,,Left Foot,,"[49.0, 40.0]",,Ground Pass,,21.346897,,,Thiago Alcântara do Nascimento,,,,,,,1,From Kick Off,Gabriel Alejandro Milito,25919.0,Left Center Back,2,Barcelona,217,['a9d9d5e0-cee6-483b-8e3b-9decdc42faed'],38,,,,,,,,,,,,,,Barcelona,217,00:00:38.088,Pass,,46.5,18.8,49.0,40.0,4,1,4,3,0.012147,0.012626,0.00047900000000000026,0.00047900000000000026,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.4808,,,,,,,,,,,,,,,ca8a785b-9e25-4b2e-a550-1e3626db2ade,47,,"[54.7, 32.6]",69246,0,,,,,-1.5897335,,Right Foot,,"[54.2, 6.2]",,Ground Pass,,26.404734,,,Andreu Fontàs Prat,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,2,Barcelona,217,['af43cdf5-e22c-4af0-97ec-853f995d3e29'],41,,,,,,,,,,,,,,Barcelona,217,00:00:41.154,Pass,,54.7,32.6,54.2,6.2,5,3,5,0,0.014846,0.012483,-0.0023630000000000005,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.6687,,,,,,,,,,,,,,,4e2ff5b0-b1a5-4ecb-a599-a287ff21c3da,50,,"[55.3, 5.6]",69246,0,,,,,1.4810381,,Left Foot,,"[56.2, 15.6]",,Ground Pass,,10.040419,,,Thiago Alcântara do Nascimento,,,,,,,1,From Kick Off,Andreu Fontàs Prat,6890.0,Left Back,2,Barcelona,217,['e1b35cf6-3ae1-4e92-ae59-1eb72aec0977'],43,,,,,,,,,,,,,,Barcelona,217,00:00:43.834,Pass,,55.3,5.6,56.2,15.6,5,0,5,1,0.012483,0.013845,0.0013620000000000004,0.0013620000000000004,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.9826,,,,,,,,,,,,,,,2fcebc8d-eff3-482c-975f-d80279066d5e,54,,"[55.9, 11.7]",69246,0,,,,,0.32414863,,Right Foot,,"[68.4, 15.9]",,Ground Pass,,13.186736,,,Seydou Kéita,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,2,Barcelona,217,"['2d86fcab-c791-49a8-a916-1a8f3ba1fa0b', '714f10ed-94dc-44a2-ba2b-cef4ab04ed70']",45,,,,,,,,,,,,,,Barcelona,217,00:00:45.018,Pass,True,55.9,11.7,68.4,15.9,5,1,6,1,0.013845,0.016118,0.0022730000000000007,0.0022730000000000007,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.949664,,,,,,,,,,,,,,,0e006e06-09c2-4bdb-82c2-23f607082203,58,,"[69.2, 14.4]",69246,0,,,,,-1.254227,,Left Foot,,"[73.0, 2.8]",,Ground Pass,,12.206555,Incomplete,,Ibrahim Afellay,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Center Defensive Midfield,2,Barcelona,217,"['66a7bb9b-86dc-4d5b-9a26-e2ab76c015ec', 'ea6e090f-32b9-4dc4-b3b5-f8726d21344d']",46,,,,,,,,,,,,,,Barcelona,217,00:00:46.391,Pass,,69.2,14.4,73.0,2.8,6,1,7,0,0.016118,0.017451,0.0013330000000000009,0.0013330000000000009,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.5116,,,,,,,,,,,,,,,4cb61f66-9ca8-4b78-97b7-94271468561a,62,,"[67.2, 1.0]",69246,0,,True,,,2.442645,,,,"[34.6, 28.4]",,Low Pass,,42.585445,,,Gerard Piqué Bernabéu,,,,,,Throw-in,1,From Throw In,Andreu Fontàs Prat,6890.0,Left Back,3,Barcelona,217,['ef783f59-ed90-41c5-81d7-194bd784b8fd'],57,,,,,,,,,,,,,,Barcelona,217,00:00:57.428,Pass,,67.2,1.0,34.6,28.4,6,0,3,2,0.014736,0.011105,-0.0036310000000000005,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.4067,,,,,,,,,,,,,,,69e4a687-5ca2-42c8-a2a8-435b0aa75f6e,64,,"[51.6, 51.1]",69246,1,,,,,-1.4861506,,Right Foot,,"[53.0, 34.6]",,Ground Pass,,16.559288,,,Xavier Hernández Creus,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['8dffa3a6-f5e8-44a6-bf36-8051a0c15264'],2,,,,,,,,,,,,,,Barcelona,217,00:01:02.601,Pass,,51.6,51.1,53.0,34.6,5,5,5,3,0.014291,0.014846,0.0005549999999999999,0.0005549999999999999,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.8684,,,,,,,,,,,,,,,051f24cb-1104-4bec-be5d-ec1cc2e2db32,68,,"[53.0, 29.8]",69246,1,,,,,-1.4442042,,Right Foot,,"[56.5, 2.3]",,Ground Pass,,27.721832,,,Andreu Fontàs Prat,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['ba266c57-e727-4bd0-9879-fda5b733dd0b'],5,,,,,,,,,,,,,,Barcelona,217,00:01:05.492,Pass,,53.0,29.8,56.5,2.3,5,2,5,0,0.014291,0.012483,-0.0018080000000000006,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.226302,,,,,,,,,,,,,,,3846e76d-94a1-4d4e-8b3a-3b9052e5bc66,71,,"[56.5, 2.2]",69246,1,,,,,2.124578,,Left Foot,,"[48.4, 15.3]",,Ground Pass,,15.401948,,,Gabriel Alejandro Milito,,,,,,,1,From Throw In,Andreu Fontàs Prat,6890.0,Left Back,3,Barcelona,217,['f2635b24-a7d8-4862-bbc8-6e807af31f35'],8,,,,,,,,,,,,,,Barcelona,217,00:01:08.030,Pass,,56.5,2.2,48.4,15.3,5,0,4,1,0.012483,0.012147,-0.0003359999999999995,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,2.387352,,,,,,,,,,,,,,,c91390fc-84ec-4552-9079-df52776258af,74,,"[48.4, 15.7]",69246,1,,,,,1.5842364,,Left Foot,,"[47.9, 52.9]",,Ground Pass,,37.20336,,,Gerard Piqué Bernabéu,,,,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['30f4f172-61da-4bfa-97de-cc6e40edeb34'],11,,,,,,,,,,,,,,Barcelona,217,00:01:11.428,Pass,,48.4,15.7,47.9,52.9,4,1,4,5,0.012147,0.012692,0.0005450000000000003,0.0005450000000000003,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,3.003902,,,,,,,,,,,,,,,b57e1f6b-3b35-4d20-9258-35b3672fd255,77,,"[55.9, 53.2]",69246,1,,,,,-1.2291421,,Right Foot,,"[74.0, 2.3]",,High Pass,,54.022404,,,Ibrahim Afellay,,,True,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['a017c953-55c4-45bd-bcfb-22ee1b4dd129'],17,,,,,,,,,,,,,,Barcelona,217,00:01:17.403,Pass,,55.9,53.2,74.0,2.3,5,5,7,0,0.014291,0.017451,0.0031600000000000013,0.0031600000000000013,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.841799,,,,,,,,,,,,,,,76cc9412-9be6-4130-8024-8d19b8d55820,79,,"[74.0, 2.2]",69246,1,,,,,3.1058936,,Head,,"[57.2, 2.8]",,Low Pass,,16.81071,,,Andreu Fontàs Prat,,,,,,,1,From Throw In,Ibrahim Afellay,4891.0,Left Wing,3,Barcelona,217,['126ab60e-b7fd-4875-8be1-40a7d8728ab0'],20,,,,,,,,,,,,,,Barcelona,217,00:01:20.447,Pass,,74.0,2.2,57.2,2.8,7,0,5,0,0.017451,0.012483,-0.004968000000000002,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.0453,,,,,,,,,,,,,,,0f706f11-e01a-4b3c-9490-f49e3dd023ae,82,,"[53.7, 7.4]",69246,1,,,,,1.7681919,,Left Foot,,"[51.3, 19.4]",,Ground Pass,,12.237647,,,Gabriel Alejandro Milito,,,,,,,1,From Throw In,Andreu Fontàs Prat,6890.0,Left Back,3,Barcelona,217,['102f569e-52e6-4676-81a1-582db9c0d3d4'],24,,,,,,,,,,,,,,Barcelona,217,00:01:24.017,Pass,,53.7,7.4,51.3,19.4,5,0,4,1,0.012483,0.012147,-0.0003359999999999995,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.845842,,,,,,,,,,,,,,,addd179c-aa09-4f87-823d-2920b0a678e0,85,,"[53.7, 23.7]",69246,1,,,,,1.905258,,Left Foot,,"[43.9, 51.9]",,Ground Pass,,29.854313,,,Gerard Piqué Bernabéu,,,,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['8c4214c3-6116-4458-8b10-7053fba5a546'],29,,,,,,,,,,,,,,Barcelona,217,00:01:29.275,Pass,,53.7,23.7,43.9,51.9,5,2,4,5,0.014291,0.012692,-0.0015989999999999997,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.1581,,,,,,,,,,,,,,,2de139a8-d56f-43bc-a05e-5eababf5432e,88,,"[52.8, 52.6]",69246,1,,,,,1.0587994,,Right Foot,,"[66.4, 76.8]",,Ground Pass,,27.759684,,,Martín Montoya Torralbo,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['7549378a-91e8-4367-9d64-60698975a7d3'],35,,,,,,,,,,,,,,Barcelona,217,00:01:35.862,Pass,,52.8,52.6,66.4,76.8,5,5,6,7,0.014291,0.014736,0.00044500000000000095,0.00044500000000000095,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.2489,,,,,,,,,,,,,,,b73e38a7-eabb-4926-bcef-6ba5b574b9d5,92,,"[64.4, 77.8]",69246,1,,,,,-2.220197,,Left Foot,,"[52.1, 61.6]",,Ground Pass,,20.340355,,,Thiago Alcântara do Nascimento,,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,3,Barcelona,217,['a5bbeaf7-14d9-4c16-8e1f-ff4319727925'],37,,,,,,,,,,,,,,Barcelona,217,00:01:37.999,Pass,,64.4,77.8,52.1,61.6,6,7,4,6,0.014736,0.012147,-0.002589000000000001,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,2.483252,,,,,,,,,,,,,,,885b08d7-e9b4-4e06-befa-fd3724a2c147,95,,"[52.1, 61.6]",69246,1,,,,,-1.6951513,,Right Foot,,"[46.7, 18.4]",,High Pass,,43.53619,,,Gabriel Alejandro Milito,,,True,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,3,Barcelona,217,['086cfe1e-1c05-4358-b2df-269a1cdb2ce5'],40,,,,,,,,,,,,,,Barcelona,217,00:01:40.397,Pass,,52.1,61.6,46.7,18.4,5,6,4,1,0.013845,0.012147,-0.0016979999999999999,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.949818,,,,,,,,,,,,,,,327df4e9-ba17-426f-b33c-f31464c63cea,98,,"[56.2, 19.8]",69246,1,,,,,-1.1345809,,Right Foot,,"[62.4, 6.5]",,Ground Pass,,14.674127,,,Seydou Kéita,,,,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['529d0b04-9cc4-4298-8f6c-1fc992377b0b'],47,,,,,,,,,,,,,,Barcelona,217,00:01:47.636,Pass,,56.2,19.8,62.4,6.5,5,1,6,0,0.013845,0.014736,0.0008910000000000012,0.0008910000000000012,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.739271,,,,,,,,,,,,,,,511bc1d8-4773-441f-8246-b0e361367a4d,102,,"[57.5, 6.0]",69246,1,,,,,2.4118745,,Right Foot,,"[41.4, 20.4]",,Ground Pass,,21.600231,,,Gabriel Alejandro Milito,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Center Defensive Midfield,3,Barcelona,217,['47a3a8a1-a7ec-4c53-ba0f-c5f6d60d83f3'],49,,,,,,,,,,,,,,Barcelona,217,00:01:49.808,Pass,,57.5,6.0,41.4,20.4,5,0,3,1,0.012483,0.010595,-0.001887999999999999,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.891576,,,,,,,,,,,,,,,72c259d4-4a83-4668-9373-389dad21c773,105,,"[39.9, 20.8]",69246,1,,,,,1.7216179,,Right Foot,,"[34.9, 53.7]",,Ground Pass,,33.27777,,,Gerard Piqué Bernabéu,,,,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['77595108-a520-4981-bcd5-027dec79ee55'],52,,,,,,,,,,,,,,Barcelona,217,00:01:52.602,Pass,,39.9,20.8,34.9,53.7,3,2,3,5,0.011105,0.011105,0.0,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,1.559338,,,,,,,,,,,,,,,47bd5ff3-c947-453d-9dca-4d1d4507c31a,108,,"[52.4, 48.6]",69246,2,,,,,-1.6037514,,Right Foot,,"[51.8, 30.4]",,Ground Pass,,18.209887,,,Xavier Hernández Creus,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['c669154a-8f3d-4ca6-8347-37edee48680b'],0,,,,,,,,,,,,,,Barcelona,217,00:02:00.163,Pass,,52.4,48.6,51.8,30.4,5,4,4,2,0.014846,0.012692,-0.0021539999999999997,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
,,,,,,,,,,,,,0.821261,,,,,,,,,,,,,,,a01d0ff4-f943-4e40-9294-a4e88d9e7a13,112,,"[53.0, 34.6]",69246,2,,,,,1.3850825,,Right Foot,,"[56.1, 51.1]",,Ground Pass,,16.788687,,,Thiago Alcântara do Nascimento,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['d676b529-a47e-49df-b8ad-1b971057f396'],3,,,,,,,,,,,,,,Barcelona,217,00:02:03.278,Pass,,53.0,34.6,56.1,51.1,5,3,5,5,0.014846,0.014291,-0.0005549999999999999,0.0,,,,,2024-09-07 18:28:19.312191,2011-04-30,2010/2011,Spain - La Liga,Real Sociedad vs Barcelona
