bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,0.2333,,,,,,,,,,,27602f6f-c108-47ab-8eaf-ce0be4c2c588,5,,"[61.0, 41.0]",69260,0,,,,,1.4056476,,Right Foot,,,,"[61.4, 43.4]",,Ground Pass,,2.433105,,,,Lionel Andrés Messi Cuccittini,,,,,,Kick Off,1,From Kick Off,David Villa Sánchez,12737.0,Center Forward,2,Barcelona,217,['b01be347-3438-4bc2-8a91-1ea1b1ab2bf7'],1,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.489,Pass,,61.0,41.0,61.4,43.4,6,4,5,4,0.016895,0.014846,-0.0020490000000000005,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,0.976476,,,,,,,,,,,49d0a0bf-8634-439d-8c4d-8012fd36f6bf,8,,"[60.4, 44.5]",69260,0,,,,,-2.9354713,,Right Foot,,,,"[49.4, 42.2]",,Ground Pass,,11.237883,,,,Sergio Busquets i Burgos,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['ac475b36-5a7d-40cc-9c47-b53d68816710'],1,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.802,Pass,,60.4,44.5,49.4,42.2,5,4,4,4,0.014846,0.012626,-0.0022199999999999998,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.342611,,,,,,,,,,,7a1d6c59-accc-4109-8375-60418fa0f222,11,,"[49.4, 42.2]",69260,0,,,,,1.6814536,,Right Foot,,,,"[48.0, 54.8]",,Ground Pass,,12.677539,,,,Xavier Hernández Creus,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['046c0b78-fc49-4bf5-95df-aa5195ebfc85'],3,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.691,Pass,,49.4,42.2,48.0,54.8,4,4,4,5,0.012626,0.012692,6.600000000000009e-05,6.600000000000009e-05,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.404749,,,,,,,,,,,35663996-dd1d-4fcc-b33a-b6d66a5cfbab,14,,"[46.3, 50.8]",69260,0,,,,,-2.0796804,,Right Foot,,,,"[41.0, 41.3]",,Ground Pass,,10.878419,,,,Sergio Busquets i Burgos,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['2c12c13c-91ed-4aaa-a32b-4ff4f26e7cdd'],5,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.985,Pass,,46.3,50.8,41.0,41.3,4,5,3,4,0.012692,0.011324,-0.0013679999999999994,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,2.117009,,,,,,,,,,,1f7a3517-bc58-4044-bd38-0c9d2c2448ea,18,,"[42.5, 39.5]",69260,0,,,,,1.8295672,,Right Foot,,,,"[38.9, 53.1]",,Ground Pass,,14.068404,,,,Gerard Piqué Bernabéu,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['30b5a385-06cc-492c-a819-89f5f2a936e8', 'f179bd71-fa5e-4751-b6d8-a4a097764856']",9,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.192,Pass,True,42.5,39.5,38.9,53.1,4,3,3,5,0.012626,0.011105,-0.0015209999999999998,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.328517,,,,,,,,,,,a8cb323b-9e88-4fef-aee3-5ec3b560fb0f,21,,"[39.4, 53.3]",69260,0,,,,,-1.682907,,Right Foot,,,,"[37.7, 38.2]",,Ground Pass,,15.195394,,,,Sergio Busquets i Burgos,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['cb14cb2e-32f7-4f42-9c8e-4de5c95ef239'],11,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.349,Pass,,39.4,53.3,37.7,38.2,3,5,3,3,0.011105,0.011324,0.00021900000000000044,0.00021900000000000044,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.752697,,,,,,,,,,,6f7f5891-f5b1-489c-b640-e1b01b4dc6af,25,,"[40.2, 39.0]",69260,0,,,,,-1.5644066,,Right Foot,,,,"[40.4, 7.7]",,Ground Pass,,31.300638,,,,Carles Puyol i Saforcada,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,"['5f8fb70e-24e5-42fc-acc7-12f5c042dbde', 'd2206d08-501c-416a-b44d-317161b99516']",13,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.531,Pass,True,40.2,39.0,40.4,7.7,3,3,3,0,0.011324,0.009777,-0.0015470000000000015,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,0.8321,,,,,,,,,,,a81dd550-06d9-4bcc-8256-18d0f6b2f778,28,,"[56.6, 13.0]",69260,0,,,,,0.0,,Right Foot,,,,"[74.9, 13.0]",,Ground Pass,,18.3,,,,Seydou Kéita,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['dc46ad2c-63cf-4e0d-9f97-17d92ea6d6cc'],19,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.495,Pass,,56.6,13.0,74.9,13.0,5,1,7,1,0.013845,0.018703,0.004858000000000001,0.004858000000000001,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.178428,,,,,,,,,,,163ec889-58de-455b-8b04-aa0eb7f488fa,31,,"[74.9, 13.0]",69260,0,,,,,-1.9079303,,Left Foot,,,,"[71.5, 3.3]",,Low Pass,,10.278619,,,,Maxwell Scherrer Cabelino Andrade,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Center Midfield,2,Barcelona,217,['63e3ccb0-f231-40a8-9fa5-a51034b8f18f'],20,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.368,Pass,,74.9,13.0,71.5,3.3,7,1,6,0,0.018703,0.014736,-0.003967,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,3.417132,,,,,,,,,,,6715de76-0c6d-4fdb-8c63-240b92f16c0f,35,,"[76.3, 4.9]",69260,0,,,,,0.22532126,,Left Foot,,,,"[120.8, 15.1]",,Ground Pass,,45.654026,,Out,,Andrés Iniesta Luján,,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['4988d44b-1d23-4f40-8832-e5609745418d'],23,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.378,Pass,,76.3,4.9,120.8,15.1,7,0,11,1,0.017451,0.046477,0.029025999999999996,0.029025999999999996,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,2.098237,,,,,,,,,,,7a34917e-dbfe-485a-a699-fd66ce8c1dfd,39,,"[6.0, 44.0]",69260,0,,True,,,1.0689728,,Right Foot,,,,"[18.4, 66.6]",,Ground Pass,,25.778286,,,,David Navarro Pedrós,,,,,,Goal Kick,1,From Goal Kick,César Sánchez Domínguez,25917.0,Goalkeeper,3,Valencia,207,['a08c4106-45dd-4b56-a829-723f0c3fea51'],46,,,,,,,,,,,,,,,,Valencia,207,00:00:46.309,Pass,,6.0,44.0,18.4,66.6,0,4,1,6,0.009411,0.008786,-0.0006249999999999988,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.100506,,,,,,,,,,,8e524161-fd3a-4190-a26f-188ade62c5c8,41,,"[13.6, 65.9]",69260,0,,,,,-2.028207,,Right Foot,,,,"[4.1, 46.6]",,Ground Pass,,21.511393,,,,César Sánchez Domínguez,,,,,,,1,From Goal Kick,David Navarro Pedrós,26012.0,Right Center Back,3,Valencia,207,['3aafa863-71a1-462f-b3dc-c65b0a12d23c'],48,,,,,,,,,,,,,,,,Valencia,207,00:00:48.824,Pass,,13.6,65.9,4.1,46.6,1,6,0,4,0.008786,0.009411,0.0006249999999999988,0.0006249999999999988,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,2.28038,,,,,,,,,,,651740c2-fe64-4ec1-8c0f-5100f4df96c6,45,,"[11.2, 50.4]",69260,0,,,,,0.42627287,,Right Foot,,,,"[53.7, 69.7]",,High Pass,,46.676975,,Incomplete,,,,,,,,,1,From Goal Kick,César Sánchez Domínguez,25917.0,Goalkeeper,3,Valencia,207,"['3209db73-b1cd-4378-b55b-5f8490dc947c', 'a788c2a5-6c08-492c-847e-87b2eb18ba48']",53,,,,,,,,,,,,,,,,Valencia,207,00:00:53.683,Pass,True,11.2,50.4,53.7,69.7,0,5,5,6,0.00888,0.013845,0.004964999999999999,0.004964999999999999,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.01404,,,,,,,,,,,3209db73-b1cd-4378-b55b-5f8490dc947c,46,,"[67.3, 11.3]",69260,0,,,,,1.4837155,,Other,,,,"[68.4, 23.9]",,Low Pass,,12.647924,,,,Seydou Kéita,,,,,,Recovery,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,"['18cebe26-965d-4f24-8ded-bf022d703910', '651740c2-fe64-4ec1-8c0f-5100f4df96c6']",55,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.963,Pass,,67.3,11.3,68.4,23.9,6,1,6,2,0.016118,0.016856,0.0007379999999999991,0.0007379999999999991,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,0.694784,,,,,,,,,,,4bc7f147-c8a7-4383-8c44-dcd4a0f7c164,52,,"[76.6, 34.4]",69260,1,,True,,,1.487655,,Left Foot,,,,"[77.2, 41.6]",,Ground Pass,,7.2249565,,,,Lionel Andrés Messi Cuccittini,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['ebf029c9-cf42-48ee-bdbd-2528b1c25583'],11,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.106,Pass,,76.6,34.4,77.2,41.6,7,3,7,4,0.019971,0.019971,0.0,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,0.367324,,,,,,,,,,,2eeb30fc-68b5-4f77-92c1-f6e34d972dc3,54,,"[77.4, 40.5]",69260,1,,True,,,-1.3567356,,Left Foot,,,,"[78.4, 35.9]",,Ground Pass,,4.707441,,,,Sergio Busquets i Burgos,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['b42ef4bb-22b7-42f0-b55c-bafe3049f4d7'],11,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.859,Pass,,77.4,40.5,78.4,35.9,7,3,7,3,0.019971,0.019971,0.0,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,0.5007,,,,,,,,,,,5838be7d-72c1-4d4d-95ef-4a8be1b7cc4c,56,,"[78.4, 35.9]",69260,1,,,,,2.1962814,,Right Foot,,,,"[74.5, 41.3]",,Ground Pass,,6.661081,,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['0682c2ba-37d7-4c1c-b197-5aa31261f2d9'],12,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.561,Pass,,78.4,35.9,74.5,41.3,7,3,7,4,0.019971,0.019971,0.0,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.690854,,,,,,,,,,,df8f344d-e61e-4dc4-b5a6-aef82eda88da,59,,"[74.0, 41.3]",69260,1,,,,,-2.0917761,,Left Foot,,,,"[63.9, 23.7]",,Ground Pass,,20.292116,,,,Carles Puyol i Saforcada,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['9671c5ad-21fb-42de-9998-9d1bd86c3eb8'],13,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.161,Pass,,74.0,41.3,63.9,23.7,7,4,6,2,0.019971,0.016856,-0.0031149999999999997,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.640057,,,,,,,,,,,7ac1f2e4-71c5-4041-aaf6-aa41e5ea523a,62,,"[69.2, 22.9]",69260,1,,,,,-1.0598468,,Right Foot,,,,"[80.3, 3.1]",,Ground Pass,,22.69912,,,,Maxwell Scherrer Cabelino Andrade,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['0fccc84e-c855-4bac-a3c2-6d5c6b13734b'],17,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.075,Pass,,69.2,22.9,80.3,3.1,6,2,7,0,0.016856,0.017451,0.0005950000000000018,0.0005950000000000018,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,2.133664,,,,,,,,,,,eb8abceb-3fd4-42f9-987a-b7507452c3f6,66,,"[69.6, 5.6]",69260,1,,,,,2.772443,,Left Foot,,,,"[39.1, 17.4]",,Ground Pass,,32.703056,,,,Carles Puyol i Saforcada,,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,5,Barcelona,217,"['19aad838-ab2c-4b79-9046-55b9e0c099d0', 'f7902243-284b-456b-9073-3e37a0f4e5ef']",21,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.321,Pass,True,69.6,5.6,39.1,17.4,6,0,3,1,0.014736,0.010595,-0.004141000000000001,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.584986,,,,,,,,,,,0a9a2adc-c25c-4850-a8d2-c28d83072edc,69,,"[36.0, 21.4]",69260,1,,,,,2.6043937,,Right Foot,,,,"[17.7, 32.3]",,Ground Pass,,21.300234,,,,Víctor Valdés Arribas,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['8072d0bc-b93f-4873-8759-d9de59c82ef3'],24,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.299,Pass,,36.0,21.4,17.7,32.3,3,2,1,3,0.011105,0.010827,-0.00027800000000000047,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,2.205283,,,,,,,,,,,c53562c1-ce94-476b-8c49-9682ef55046a,72,,"[19.0, 32.3]",69260,1,,,,,-0.59251386,,Right Foot,,,,"[34.3, 22.0]",,Ground Pass,,18.44397,,,,Carles Puyol i Saforcada,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['eb4c1d03-53bc-4cca-a8da-a2d5d67de4b3'],27,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.940,Pass,,19.0,32.3,34.3,22.0,1,3,3,2,0.010827,0.011105,0.00027800000000000047,0.00027800000000000047,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,2.400094,,,,,,,,,,,ef989411-a1b8-40f0-a582-33153c124a48,75,,"[41.9, 16.1]",69260,1,,,,,2.8398159,,Right Foot,,,,"[16.2, 24.1]",,Ground Pass,,26.916351,,,,Víctor Valdés Arribas,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['b1a884cd-6cb0-4c1b-bb93-458d5e83e6a1'],35,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.797,Pass,,41.9,16.1,16.2,24.1,4,1,1,2,0.012147,0.009777,-0.0023700000000000006,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,2.8317,,,,,,,,,,,0ed3882b-ba21-44ae-8cc4-9e2ebc59a644,79,,"[12.7, 26.0]",69260,1,,,,,0.7558817,,Right Foot,,,,"[52.8, 63.8]",,High Pass,,55.10762,,Incomplete,,Daniel Alves da Silva,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,"['341e8c1a-2507-4b83-8b0a-d9c68e210059', 'd2fc1f19-905f-4e51-9413-d0664aa83c2b']",39,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.433,Pass,,12.7,26.0,52.8,63.8,1,2,5,6,0.009777,0.013845,0.0040680000000000004,0.0040680000000000004,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,0.979616,,,,,,,,,,,448b5061-5399-4173-a53e-14dabbedf0e8,83,,"[77.0, 3.3]",69260,1,,,,,1.5449718,,Left Foot,,,,"[77.7, 30.4]",,Ground Pass,,27.10904,,,,Éver Maximiliano David Banega,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,6,Valencia,207,['3c4f7e76-dc4e-435d-b0fe-3ec74c4055ef'],46,,,,,,,,,,,,,,,,Valencia,207,00:01:46.192,Pass,,77.0,3.3,77.7,30.4,7,0,7,2,0.017451,0.019351,0.001899999999999999,0.001899999999999999,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,2.362431,,,,,,,,,,,fd40c408-dfdc-49d5-9ea6-2d25441f487b,87,,"[76.8, 33.8]",69260,1,,,,,1.2547709,,Right Foot,,,,"[87.1, 65.3]",,High Pass,,33.141212,,,,Pablo Hernández Domínguez,,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,6,Valencia,207,['315742e1-2e60-4560-82d4-f70f974f1eb5'],48,,,,,,,,,,,,,,,,Valencia,207,00:01:48.823,Pass,,76.8,33.8,87.1,65.3,7,3,8,6,0.019971,0.024015,0.0040440000000000025,0.0040440000000000025,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.250868,,,,,,,,,,,bb80f21f-0229-4872-b56f-991881910f35,90,,"[88.8, 66.6]",69260,1,,,,,-0.8456267,,Right Foot,True,,,"[107.5, 45.5]",,High Pass,,28.193972,,Incomplete,,,,,,,,,1,Regular Play,Pablo Hernández Domínguez,4711.0,Right Wing,6,Valencia,207,['e984e051-7774-456c-9bd5-b31953dd589a'],53,,,,,,,,,,,,,,,,Valencia,207,00:01:53.518,Pass,,88.8,66.6,107.5,45.5,8,6,10,4,0.024015,0.108051,0.084036,0.084036,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.018395,,,,,,,,,,,b9411077-080f-4c56-83ff-8e20b093a236,93,,"[106.9, 80.0]",69260,2,,,,,-2.2739065,,,,,,"[98.0, 69.5]",,Low Pass,,13.764447,,,,Pablo Hernández Domínguez,,,,,,Throw-in,1,From Throw In,Bruno Saltor Grau,3095.0,Right Back,7,Valencia,207,['7bfa4826-ae3d-4f23-9cff-077f68f13db2'],12,,,,,,,,,,,,,,,,Valencia,207,00:02:12.989,Pass,,106.9,80.0,98.0,69.5,10,7,9,6,0.034851,0.029533,-0.005318,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.10019,,,,,,,,,,,c47e3289-8701-4409-ba91-753f4d4eee27,99,,"[27.2, 5.2]",69260,2,,,,,0.94262624,,Left Foot,,,,"[34.1, 14.7]",,Ground Pass,,11.74138,,,,Andrés Iniesta Luján,,,,,,Recovery,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,8,Barcelona,217,['c17bc8af-f590-4ffd-a5d9-b6befe117987'],15,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.174,Pass,,27.2,5.2,34.1,14.7,2,0,3,1,0.008449,0.010595,0.0021460000000000003,0.0021460000000000003,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.2753,,,,,,,,,,,6cb4a9f9-29d7-4d0c-8c72-2a67abc92efe,104,,"[34.3, 18.4]",69260,2,,,,,-1.9010937,,Right Foot,,,,"[29.5, 4.4]",,Ground Pass,,14.8,,,,Maxwell Scherrer Cabelino Andrade,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,8,Barcelona,217,"['365abf93-0e24-405d-b07d-3b696e5aa5ce', 'fcb08243-76db-4345-9c4c-85441a926026']",18,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.916,Pass,True,34.3,18.4,29.5,4.4,3,1,2,0,0.010595,0.008449,-0.0021460000000000003,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,2.550226,,,,,,,,,,,911fa2c7-7caa-4bce-8dbc-108afe85e394,108,,"[30.1, 5.8]",69260,2,,,,,-0.20838413,,Left Foot,,,,"[52.8, 1.0]",,High Pass,,23.201939,,Out,,David Villa Sánchez,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,8,Barcelona,217,['1fe72347-d894-4509-bca6-9019b01a04dc'],20,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.781,Pass,,30.1,5.8,52.8,1.0,2,0,5,0,0.008449,0.012483,0.004033999999999999,0.004033999999999999,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,1.668448,,,,,,,,,,,10a6d549-f688-4562-a7e1-9865c6e49341,110,,"[65.3, 80.0]",69260,2,,,,,-2.8234072,,,,,,"[31.6, 68.9]",,Low Pass,,35.48098,,,,David Navarro Pedrós,,,,,,Throw-in,1,From Throw In,Bruno Saltor Grau,3095.0,Right Back,9,Valencia,207,['2d97e18e-83bc-413c-abf4-e85b97672b2d'],26,,,,,,,,,,,,,,,,Valencia,207,00:02:26.808,Pass,,65.3,80.0,31.6,68.9,6,7,2,6,0.014736,0.009424,-0.005312000000000001,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,6.449912,,,,,,,,,,,3125328e-6698-42d3-afaf-1e3e387ca597,114,,"[40.9, 70.3]",69260,2,,,,,-0.1001725,,Right Foot,,,,"[119.5, 62.4]",,High Pass,,78.99601,,Out,,Roberto Soldado Rillo,,,,,,,1,From Throw In,David Navarro Pedrós,26012.0,Right Center Back,9,Valencia,207,"['f10bc37b-61df-4aa6-8161-ccb2f71f6d1c', 'fcced4c2-9e7a-4380-9986-cb2673e26917']",33,,,,,,,,,,,,,,,,Valencia,207,00:02:33.463,Pass,True,40.9,70.3,119.5,62.4,3,7,11,6,0.009777,0.046477,0.036699999999999997,0.036699999999999997,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,2.175209,,,,,,,,,,,770fdfa1-ebfc-4c8b-be7d-eb845841aad1,116,,"[7.0, 45.0]",69260,2,,,,,1.2878954,,Right Foot,,,,"[12.0, 62.2]",,Ground Pass,,17.912006,,,,Gerard Piqué Bernabéu,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,10,Barcelona,217,['522fbb4c-a5ce-404f-be15-a5f59b2cef28'],44,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.734,Pass,,7.0,45.0,12.0,62.2,0,4,0,6,0.009411,0.007501,-0.0019099999999999994,0.0,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
,,,,,,,,,,,,,,,,3.0866,,,,,,,,,,,c51b7bcb-c333-4ab5-a95d-e163e252f427,120,,"[31.4, 77.5]",69260,2,,,,,-0.14693339,,Right Foot,,,,"[81.4, 70.1]",,High Pass,,50.544632,,Incomplete,,David Villa Sánchez,,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,10,Barcelona,217,"['069713ba-ae7b-4596-bcd5-7abd53d3f44b', 'bb70a2b3-4c7e-4d9b-86ef-b5a4625b2ff9', 'f2a7633d-0a51-4dd6-a998-b7052a786c1c']",52,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.761,Pass,True,31.4,77.5,81.4,70.1,3,7,7,6,0.009777,0.018703,0.008926000000000002,0.008926000000000002,,,,,2024-09-07 18:28:17.634864,2010-10-16,2010/2011,Spain - La Liga,Barcelona vs Valencia
