50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,0.228226,,,,,,,,,,,,,d1b1bf7f-f03d-4fcd-b582-e05b6106ff52,5,,"[61.0, 41.0]",69280,0,,True,,,-1.3120254,,Right Foot,,,,"[61.9, 37.6]",,Ground Pass,,3.517101,,,Juan Domínguez Lamas,,,,,,Kick Off,1,From Kick Off,Adrián López Álvarez,6735.0,Center Forward,2,RC Deportivo La Coruña,219,['21612608-03be-4347-863b-4fc8147fccb5'],0,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.328,Pass,,61.0,41.0,61.9,37.6,5,4,6,3,0.014846,0.016895,0.0020490000000000005,0.0020490000000000005,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.7316,,,,,,,,,,,,,3297e448-353f-4a20-9f96-f1f18477b3b3,7,,"[61.2, 40.8]",69280,0,,,,,2.8920767,,Right Foot,,,,"[35.3, 47.4]",,Ground Pass,,26.727701,,,Alberto Lopo García,,,,,,,1,From Kick Off,Juan Domínguez Lamas,24234.0,Center Attacking Midfield,2,RC Deportivo La Coruña,219,['1cbaeec7-83a8-46b0-8e11-dda7e20811cc'],0,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.959,Pass,,61.2,40.8,35.3,47.4,5,4,3,4,0.014846,0.011324,-0.003521999999999999,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,5.485355,,,,,,,,,,,,,bd8be711-0a89-4b54-8388-a5074e860e24,10,,"[35.5, 51.5]",69280,0,,,,,0.09186194,,Right Foot,,,,"[118.0, 59.1]",,High Pass,,82.84932,Incomplete,,Saúl Fernández García,,,,,,,1,From Kick Off,Alberto Lopo García,26107.0,Right Center Back,2,RC Deportivo La Coruña,219,"['52463c77-99ab-4de9-866f-564a07188b22', '8f68d287-7c01-4140-91c8-81b2a81b4cfe']",4,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:04.271,Pass,,35.5,51.5,118.0,59.1,3,5,11,5,0.011105,0.064426,0.05332099999999999,0.05332099999999999,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.694245,,,,,,,,,,,,,62c34bf9-6b2c-489b-9620-71aa8ef7ae8f,14,,"[8.8, 35.6]",69280,0,,,,,0.2181231,,Keeper Arm,,,,"[28.2, 39.9]",,Ground Pass,,19.870832,,,Javier Alejandro Mascherano,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['fba1a01c-e343-4b50-83b9-41ca2d859498'],16,,,,,,,,,,,,,Barcelona,217,00:00:16.678,Pass,,8.8,35.6,28.2,39.9,0,3,2,3,0.009411,0.010165,0.0007540000000000012,0.0007540000000000012,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.960841,,,,,,,,,,,,,16f0cbf2-d171-4384-98c6-ebf5d4e9ab8d,18,,"[27.3, 45.4]",69280,0,,,,,2.010639,,Right Foot,,,,"[19.3, 62.4]",,Ground Pass,,18.788294,,,Gerard Piqué Bernabéu,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,3,Barcelona,217,"['3e06e28e-af01-423d-80ad-ab52e5b23fe7', '84a672f7-11cc-4f4d-a6d5-1d0fb6774045']",20,,,,,,,,,,,,,Barcelona,217,00:00:20.253,Pass,True,27.3,45.4,19.3,62.4,2,4,1,6,0.010165,0.008786,-0.001379,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.955989,,,,,,,,,,,,,020e8221-3567-4bfb-97b3-537be9776299,21,,"[21.7, 54.3]",69280,0,,,,,-1.8495744,,Right Foot,,,,"[13.8, 26.7]",,Ground Pass,,28.70836,,,Carles Puyol i Saforcada,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['06643617-7695-4421-8d6f-28ae7205babb'],23,,,,,,,,,,,,,Barcelona,217,00:00:23.719,Pass,,21.7,54.3,13.8,26.7,1,5,1,2,0.009777,0.009777,0.0,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.500653,,,,,,,,,,,,,8c22be29-6191-4dd1-b357-0063bab65790,24,,"[29.1, 15.3]",69280,0,,,,,-0.83844566,,Right Foot,,,,"[39.8, 3.4]",,Ground Pass,,16.003124,,,Eric-Sylvain Bilal Abidal,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,3,Barcelona,217,['9e7661ab-3103-4e68-aa55-b2edcd88ef75'],29,,,,,,,,,,,,,Barcelona,217,00:00:29.045,Pass,,29.1,15.3,39.8,3.4,2,1,3,0,0.009424,0.009777,0.00035299999999999915,0.00035299999999999915,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.310711,,,,,,,,,,,,,b405d43f-24e7-4f42-a419-cfdcac91327a,27,,"[39.8, 3.4]",69280,0,,,,,2.4195244,,Left Foot,,,,"[28.9, 13.0]",,Ground Pass,,14.524806,,,Carles Puyol i Saforcada,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,['4056c942-1e61-47e2-96ae-049fa6b272ff'],30,,,,,,,,,,,,,Barcelona,217,00:00:30.586,Pass,,39.8,3.4,28.9,13.0,3,0,2,1,0.009777,0.009424,-0.00035299999999999915,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.48586,,,,,,,,,,,,,d09f60d5-a61a-44e6-87e2-d549a0494351,30,,"[43.7, 18.2]",69280,0,,,,,-1.0021235,,Right Foot,,,,"[52.2, 4.9]",,Ground Pass,,15.784169,,,Eric-Sylvain Bilal Abidal,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,3,Barcelona,217,['11958cee-12e6-4290-9fa1-3a9291ca3525'],36,,,,,,,,,,,,,Barcelona,217,00:00:36.917,Pass,,43.7,18.2,52.2,4.9,4,1,5,0,0.012147,0.012483,0.0003359999999999995,0.0003359999999999995,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.26907,,,,,,,,,,,,,3cc25f4d-8239-4b55-bf1c-0ee5f8fc17fa,33,,"[52.2, 4.9]",69280,0,,,,,1.357858,,Left Foot,,,,"[55.4, 19.7]",,Ground Pass,,15.141994,,,Seydou Kéita,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,['4a256dcf-4484-4a45-ae25-b4b74ac32075'],38,,,,,,,,,,,,,Barcelona,217,00:00:38.562,Pass,,52.2,4.9,55.4,19.7,5,0,5,1,0.012483,0.013845,0.0013620000000000004,0.0013620000000000004,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.706557,,,,,,,,,,,,,764cf040-b2db-43ad-b541-10acbee3a982,38,,"[53.9, 13.2]",69280,0,,,,,3.0326507,,Left Foot,,,,"[34.7, 15.3]",,Ground Pass,,19.314503,,,Carles Puyol i Saforcada,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,3,Barcelona,217,"['2b9c076b-6681-47b4-96c3-0cd0d76bbaea', '7d431f75-802e-410f-8fe3-2c30852eea3f']",40,,,,,,,,,,,,,Barcelona,217,00:00:40.711,Pass,True,53.9,13.2,34.7,15.3,5,1,3,1,0.013845,0.010595,-0.0032499999999999994,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.3282,,,,,,,,,,,,,e7410761-ae88-4502-a59d-863805f5fb46,41,,"[44.5, 26.9]",69280,0,,,,,0.71306086,,Left Foot,,,,"[55.6, 36.5]",,Ground Pass,,14.675489,,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,3,Barcelona,217,['da772b52-1a3a-481e-8009-292be50bcb9f'],46,,,,,,,,,,,,,Barcelona,217,00:00:46.167,Pass,,44.5,26.9,55.6,36.5,4,2,5,3,0.012692,0.014846,0.0021539999999999997,0.0021539999999999997,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.074408,,,,,,,,,,,,,14e2d891-8ecf-47c3-940e-0e9dd4c377c5,45,,"[54.8, 39.1]",69280,0,,,,,1.5182133,,Left Foot,,,,"[55.6, 54.3]",,Ground Pass,,15.221038,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,3,Barcelona,217,['6dd9e348-a29c-4e35-8726-ab395781f71a'],48,,,,,,,,,,,,,Barcelona,217,00:00:48.323,Pass,,54.8,39.1,55.6,54.3,5,3,5,5,0.014846,0.014291,-0.0005549999999999999,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,2.035,,,,,,,,,,,,,3d025152-c5e2-47ce-acbf-8460a5de33fd,49,,"[53.5, 55.8]",69280,0,,,,,1.8259788,,Right Foot,,,,"[49.3, 71.9]",,Ground Pass,,16.63881,,,Gerard Piqué Bernabéu,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,3,Barcelona,217,"['5c66ee82-58d6-4529-b7c4-acf56b35db62', 'eee74697-657f-4627-8796-8e517abc9f9e']",50,,,,,,,,,,,,,Barcelona,217,00:00:50.128,Pass,True,53.5,55.8,49.3,71.9,5,5,4,7,0.014291,0.011263,-0.0030279999999999994,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,0.992753,,,,,,,,,,,,,48a36d4d-3965-465e-9c7e-11641abe9899,52,,"[49.3, 71.9]",69280,0,,,,,0.25326577,,Right Foot,,,,"[66.3, 76.3]",,Ground Pass,,17.560183,,,Adriano Correia Claro,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['bb979a81-04e0-445e-ae78-606a1e1a966a'],52,,,,,,,,,,,,,Barcelona,217,00:00:52.215,Pass,,49.3,71.9,66.3,76.3,4,7,6,7,0.011263,0.014736,0.0034730000000000004,0.0034730000000000004,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.2037,,,,,,,,,,,,,a274b333-0ad5-41ae-a988-5e1ccb00b510,57,,"[80.0, 65.0]",69280,0,,,,,0.5306085,,Right Foot,,,,"[99.6, 76.5]",,Ground Pass,,22.724657,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Right Back,3,Barcelona,217,"['7736a2d0-b190-4c37-bce8-e21259f91338', 'aaf8e1bc-c620-4caf-8bd4-f1a3cf3282f0']",55,,,,,,,,,,,,,Barcelona,217,00:00:55.792,Pass,True,80.0,65.0,99.6,76.5,7,6,9,7,0.018703,0.027563,0.00886,0.00886,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,0.870948,,,,,,,,,,,,,e0fe4985-075e-45a9-a8ea-e40e4be9b5c8,64,,"[18.5, 9.5]",69280,1,,,,,1.6035714,,Right Foot,,,,"[18.3, 15.6]",,Ground Pass,,6.1032777,,,Rubén Salvador Pérez Del Mármol,,,,,,,1,Regular Play,Manuel Pablo García Díaz,26209.0,Left Back,3,Barcelona,217,['b81ef80c-7aea-4435-9b99-f85f2f572d17'],0,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:00.567,Pass,,18.5,9.5,18.3,15.6,1,0,1,1,0.007796,0.008786,0.0009900000000000004,0.0009900000000000004,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,4.622882,,,,,,,,,,,,,4dc3dd34-8fe6-47ff-a474-8c19f211a6bf,68,,"[20.7, 18.2]",69280,1,,,,,-0.24428853,,Right Foot,,,,"[88.9, 1.2]",,High Pass,,70.28684,Out,,Adrián López Álvarez,,,,,,,1,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Left Defensive Midfield,3,Barcelona,217,"['0f3b217d-520b-4414-859f-3a5c76adc5f6', '8d6d33a8-638e-4ffa-bdbe-e55599ef51fc']",2,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:02.506,Pass,True,20.7,18.2,88.9,1.2,1,1,8,0,0.008786,0.021221,0.012435,0.012435,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,a5c5c617-235e-400b-a635-75af9fd4645f,70,,"[37.4, 80.0]",69280,1,,True,,,-0.7239372,,,,,,"[44.3, 73.9]",,Low Pass,,9.209778,,,Gerard Piqué Bernabéu,,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,4,Barcelona,217,['5635d6dc-dc56-42d2-a5f0-64478bdb0d61'],17,,,,,,,,,,,,,Barcelona,217,00:01:17.796,Pass,,37.4,80.0,44.3,73.9,3,7,4,7,0.009777,0.011263,0.0014860000000000012,0.0014860000000000012,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,d5fda78e-8cd0-4209-a213-a42059e4b17e,72,,"[44.3, 73.9]",69280,1,,True,,,3.0602908,,Right Foot,,,,"[30.8, 75.0]",,Ground Pass,,13.544741,,,Adriano Correia Claro,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['0d996d39-2fc4-401e-9c68-e58f5af79236'],18,,,,,,,,,,,,,Barcelona,217,00:01:18.596,Pass,,44.3,73.9,30.8,75.0,4,7,2,7,0.011263,0.008449,-0.0028140000000000005,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,2.145461,,,,,,,,,,,,,ea85da8e-c340-481c-96a2-7b9f8bfb47f9,74,,"[30.8, 75.0]",69280,1,,True,,,3.10052,,Right Foot,,,,"[16.2, 75.6]",,Ground Pass,,14.612324,,,Gerard Piqué Bernabéu,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,4,Barcelona,217,['628be1a3-adb0-425b-b552-aa11dbbed8d1'],18,,,,,,,,,,,,,Barcelona,217,00:01:18.876,Pass,,30.8,75.0,16.2,75.6,2,7,1,7,0.008449,0.007796,-0.0006529999999999999,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,2.359789,,,,,,,,,,,,,f001f4f4-c966-4d50-8eef-d14dbfd39b54,76,,"[18.0, 70.4]",69280,1,,,,,-1.6559988,,Right Foot,,,,"[15.6, 42.3]",,Ground Pass,,28.202305,,,Carles Puyol i Saforcada,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['abfeb5fa-6e03-4425-b339-55ad8f3409d8'],22,,,,,,,,,,,,,Barcelona,217,00:01:22.198,Pass,,18.0,70.4,15.6,42.3,1,7,1,4,0.007796,0.010827,0.003031,0.003031,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,2.375024,,,,,,,,,,,,,4e250e32-4605-4976-8235-063a9d89a8a1,79,,"[28.0, 25.8]",69280,1,,,,,-1.4762919,,Right Foot,,,,"[30.0, 4.7]",,Ground Pass,,21.194574,,,Eric-Sylvain Bilal Abidal,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['b1c53233-9092-4296-ab62-cbcf22f40eff'],26,,,,,,,,,,,,,Barcelona,217,00:01:26.412,Pass,,28.0,25.8,30.0,4.7,2,2,2,0,0.010013,0.008449,-0.0015639999999999994,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.424987,,,,,,,,,,,,,0a88a61d-0135-481b-95ac-76115c6f8ee1,82,,"[32.1, 6.0]",69280,1,,,,,0.0,,Left Foot,,,,"[55.9, 6.0]",,Ground Pass,,23.8,,,Seydou Kéita,,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,['26f52f59-960d-4e0a-98cb-ed0171192c2f'],29,,,,,,,,,,,,,Barcelona,217,00:01:29.756,Pass,,32.1,6.0,55.9,6.0,2,0,5,0,0.008449,0.012483,0.004033999999999999,0.004033999999999999,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.418111,,,,,,,,,,,,,c4bd59e6-e3b3-4797-8f97-3e7931613447,88,,"[53.0, 10.1]",69280,1,,,,,2.8748152,,Left Foot,,,,"[36.9, 14.5]",,Ground Pass,,16.690416,,,Carles Puyol i Saforcada,,,,,,Free Kick,1,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,5,Barcelona,217,['e97b4f7b-4848-4304-a6e7-bbb651e26829'],42,,,,,,,,,,,,,Barcelona,217,00:01:42.252,Pass,,53.0,10.1,36.9,14.5,5,0,3,1,0.012483,0.010595,-0.001887999999999999,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.277097,,,,,,,,,,,,,2733f613-41f2-4cad-b00c-22fed77876a0,91,,"[40.6, 14.7]",69280,1,,,,,-0.7798116,,Right Foot,,,,"[49.6, 5.8]",,Ground Pass,,12.657409,,,Eric-Sylvain Bilal Abidal,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['0d73d78a-c984-47b3-93e0-cab8315f20e1'],46,,,,,,,,,,,,,Barcelona,217,00:01:46.571,Pass,,40.6,14.7,49.6,5.8,3,1,4,0,0.010595,0.011263,0.0006680000000000002,0.0006680000000000002,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.617993,,,,,,,,,,,,,1be2a7d3-95c5-4d48-afbc-e6c1d5fb055c,95,,"[48.5, 7.1]",69280,1,,,,,2.7463315,,Left Foot,,,,"[33.4, 13.4]",,Ground Pass,,16.36154,,,Carles Puyol i Saforcada,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Barcelona,217,"['591ac7bc-1ddc-4b2b-a6c2-352ded58683f', '6310d041-13e7-4dfe-92c9-ba080cef3e5d']",49,,,,,,,,,,,,,Barcelona,217,00:01:49.205,Pass,True,48.5,7.1,33.4,13.4,4,0,3,1,0.011263,0.010595,-0.0006680000000000002,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.269116,,,,,,,,,,,,,5b1edfd9-222c-4d73-bc1a-7186c850dd68,98,,"[33.4, 13.4]",69280,1,,,,,1.8015823,,Left Foot,,,,"[29.1, 31.7]",,Ground Pass,,18.798405,,,Javier Alejandro Mascherano,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['99fdbe67-319a-4094-b3eb-4d272288c51b'],53,,,,,,,,,,,,,Barcelona,217,00:01:53.235,Pass,,33.4,13.4,29.1,31.7,3,1,2,3,0.010595,0.010165,-0.0004299999999999998,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.371314,,,,,,,,,,,,,3b6145b9-af4e-45ff-b5ed-0af2030265b2,101,,"[34.7, 29.3]",69280,1,,,,,-1.4349915,,Right Foot,,,,"[36.9, 13.2]",,Ground Pass,,16.249615,,,Carles Puyol i Saforcada,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,5,Barcelona,217,['f61c2f73-8b9a-4e6d-8cc8-5143d251fd7c'],56,,,,,,,,,,,,,Barcelona,217,00:01:56.643,Pass,,34.7,29.3,36.9,13.2,3,2,3,1,0.011105,0.010595,-0.00051,0.0,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.677928,,,,,,,,,,,,,ed97d047-3ddb-4a1c-9abe-92756ab8957b,104,,"[51.3, 11.2]",69280,2,,,,,-0.3015221,,Right Foot,,,,"[72.2, 4.7]",,Ground Pass,,21.88744,,,Eric-Sylvain Bilal Abidal,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['99a60e06-2b2a-4ac8-acc4-1854e96b611e'],0,,,,,,,,,,,,,Barcelona,217,00:02:00.377,Pass,,51.3,11.2,72.2,4.7,4,1,7,0,0.012147,0.017451,0.005304000000000001,0.005304000000000001,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,0.920139,,,,,,,,,,,,,f0a565c2-9c62-4b3f-aadd-5e39e869f3dc,107,,"[74.2, 4.7]",69280,2,,,,,0.08847807,,Left Foot,,,,"[86.6, 5.8]",,Ground Pass,,12.448695,,,Lionel Andrés Messi Cuccittini,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Barcelona,217,['74581a90-4ebf-44a3-9ba3-9541cb6cd081'],3,,,,,,,,,,,,,Barcelona,217,00:02:03.021,Pass,,74.2,4.7,86.6,5.8,7,0,8,0,0.017451,0.021221,0.003769999999999999,0.003769999999999999,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.021143,,,,,,,,,,,,,e0ad725a-0f5f-4b83-a5d1-832e87f4322c,111,,"[93.3, 6.0]",69280,2,,,,,1.6015558,,Left Foot,,,,"[92.9, 19.0]",,Ground Pass,,13.006152,,,David Villa Sánchez,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,5,Barcelona,217,"['0c82ad7b-536e-44fa-9e49-dcca0ffa7e6f', '251bbde7-7c9d-4572-b4a7-5f3da10ae7ca']",4,,,,,,,,,,,,,Barcelona,217,00:02:04.737,Pass,True,93.3,6.0,92.9,19.0,9,0,9,1,0.027563,0.029533,0.0019699999999999995,0.0019699999999999995,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,3.822433,,,,,,,,,,,,,3dc9a22c-c7f2-4213-92ba-01b257bd421f,115,,"[92.2, 20.1]",69280,2,,,,,1.1128999,,Right Foot,,,,"[119.7, 75.9]",,High Pass,,62.20844,Out,,Pedro Eliezer Rodríguez Ledesma,,,True,,,,1,From Free Kick,David Villa Sánchez,12737.0,Left Wing,5,Barcelona,217,"['55a7531c-a6c4-424d-b623-1d51b1711991', 'f50252f5-f10b-45bb-97e1-17740bb1bcbf']",6,,,,,,,,,,,,,Barcelona,217,00:02:06.699,Pass,True,92.2,20.1,119.7,75.9,9,1,11,7,0.029533,0.037926,0.008393000000000001,0.008393000000000001,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,3.38654,,,,,,,,,,,,,1f6df11d-e2f5-4a19-a927-e6a563e10d04,117,,"[7.0, 37.0]",69280,2,,,,,-0.12509191,,Right Foot,,,,"[73.8, 28.6]",,High Pass,,67.32607,Incomplete,,Juan Domínguez Lamas,,,,,,Goal Kick,1,From Goal Kick,Daniel Aranzubia Aguado,26029.0,Goalkeeper,6,RC Deportivo La Coruña,219,"['40c73ec2-82dc-4858-8cde-030c1e6b5f29', 'f26ae87e-1f4f-4dfa-9851-0666a1248434']",34,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:34.112,Pass,,7.0,37.0,73.8,28.6,0,3,7,2,0.009411,0.019351,0.009940000000000001,0.009940000000000001,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
