bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,,,,5.014448,,,,,,,,,,,,,7a34be44-2462-429f-a035-4dbf0f5d7666,319,,"[64.6, 70.7]",69289,6,,,,,0.054590516,,Right Foot,,,,"[119.5, 73.7]",,High Pass,,54.981907,,Out,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,17,Barcelona,217,,31,,,,,,,,,,,,,,Barcelona,217,00:06:31.785,Pass,,64.6,70.7,119.5,73.7,6,7,11,7,0.014736,0.037926,0.023190000000000002,0.023190000000000002,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,4.919394,,,,,,,,,,,,,4ce6dc17-8c9f-49cf-a67f-d40308b82311,320,,"[7.0, 44.1]",69289,6,,True,,,-0.22950211,,Right Foot,,,,"[77.2, 27.7]",,High Pass,,72.09022,,Incomplete,,Christian Koffi Romaric N''Dri,,,,,Goal Kick,1,From Goal Kick,Javier Varas Herrera,26753.0,Goalkeeper,18,Sevilla,213,"['5964ea98-a4ec-4d9f-97c0-68d4ccec1318', 'cf70ac82-991e-4a0b-8d33-6084f037cbfb']",58,,,,,,,,,,,,,,Sevilla,213,00:06:58.492,Pass,,7.0,44.1,77.2,27.7,0,4,7,2,0.009411,0.019351,0.009940000000000001,0.009940000000000001,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.480879,,,,,,,,,,,,,5964ea98-a4ec-4d9f-97c0-68d4ccec1318,323,,"[42.9, 52.4]",69289,7,,True,,True,-0.76604575,,,,,,"[50.8, 44.8]",,Low Pass,,10.962208,,,,Xavier Hernández Creus,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,19,Barcelona,217,"['1b024e55-165b-4915-a423-6993625ee44f', '49505392-3cdf-41e6-991b-ab5aad9b3cdb', '4ce6dc17-8c9f-49cf-a67f-d40308b82311']",3,,,,,,,,,,,,,,Barcelona,217,00:07:03.411,Pass,True,42.9,52.4,50.8,44.8,4,5,4,4,0.012692,0.012626,-6.600000000000009e-05,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.64964,,,,,,,,,,,,,0f9b025f-ef0e-402f-8222-f84837875491,325,,"[50.4, 44.8]",69289,7,,,,,-1.7609121,,Right Foot,,,,"[44.8, 15.7]",,Ground Pass,,29.633934,,,,Eric-Sylvain Bilal Abidal,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,19,Barcelona,217,['6b474c25-7ca2-426e-a2a5-8b4799eb3d80'],6,,,,,,,,,,,,,,Barcelona,217,00:07:06.135,Pass,,50.4,44.8,44.8,15.7,4,4,4,1,0.012626,0.012147,-0.00047900000000000026,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.72655,,,,,,,,,,,,,1668b73c-7165-4303-81a5-1f5dd05f60f7,327,,"[44.6, 14.0]",69289,7,,True,,,-0.31171745,,Left Foot,,,,"[62.6, 8.2]",,Ground Pass,,18.911373,,,,Andrés Iniesta Luján,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,19,Barcelona,217,['6dff423c-391d-4dc0-b9d9-ce638e066f95'],8,,,,,,,,,,,,,,Barcelona,217,00:07:08.665,Pass,,44.6,14.0,62.6,8.2,4,1,6,0,0.012147,0.014736,0.002589000000000001,0.002589000000000001,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,2.135264,,,,,,,,,,,,,451c09f6-cef7-4c87-b3eb-922ca8647eff,332,,"[80.2, 0.1]",69289,7,,,,,2.9721112,,,,,,"[61.5, 3.3]",,Low Pass,,18.97182,,,,Sergio Busquets i Burgos,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,20,Barcelona,217,['a4d9af5f-6d1d-4c08-8d46-d9f80e76e43f'],24,,,,,,,,,,,,,,Barcelona,217,00:07:24.834,Pass,,80.2,0.1,61.5,3.3,7,0,5,0,0.017451,0.012483,-0.004968000000000002,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.420214,,,,,,,,,,,,,5fbde58e-fc78-42a5-93ea-29ea780f0c39,335,,"[61.4, 8.4]",69289,7,,,,,1.19029,,Right Foot,,,,"[70.4, 30.9]",,Ground Pass,,24.233242,,,,Xavier Hernández Creus,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,20,Barcelona,217,['ba64b55d-b034-46ec-a2c5-5563bce58e26'],27,,,,,,,,,,,,,,Barcelona,217,00:07:27.724,Pass,,61.4,8.4,70.4,30.9,6,0,6,3,0.014736,0.016895,0.0021589999999999995,0.0021589999999999995,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,2.101308,,,,,,,,,,,,,9e8f6f7a-f509-4447-af39-79bc0e686ddc,339,,"[68.5, 30.6]",69289,7,,,,,1.7975951,,Right Foot,,,,"[60.7, 64.4]",,High Pass,,34.688328,,,,Gerard Piqué Bernabéu,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,20,Barcelona,217,['e68f4045-26ec-403a-aac5-9dc76c636464'],30,,,,,,,,,,,,,,Barcelona,217,00:07:30.296,Pass,,68.5,30.6,60.7,64.4,6,3,5,6,0.016895,0.013845,-0.0030500000000000006,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.999595,,,,,,,,,,,,,64bf2ab8-e0c6-47dc-bac6-c8a1c85df4b1,343,,"[65.1, 60.5]",69289,7,,,,,-1.3521274,,Right Foot,,,,"[67.3, 50.6]",,Ground Pass,,10.141499,,,,Lionel Andrés Messi Cuccittini,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,20,Barcelona,217,['46960da9-e0e2-45c1-81a5-0216f82e42b1'],33,,,,,,,,,,,,,,Barcelona,217,00:07:33.950,Pass,,65.1,60.5,67.3,50.6,6,6,6,5,0.016118,0.016856,0.0007379999999999991,0.0007379999999999991,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,2.699027,,,,,,,,,,,,,39feebf0-fbb4-4cce-b4cb-9d4f4a1ca222,347,,"[68.7, 33.7]",69289,7,,,,,-0.9495984,,Left Foot,,,,"[90.1, 3.8]",,Low Pass,,36.769146,,,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,20,Barcelona,217,['f8154ed1-0e17-4a66-ae95-7a49dc66fb0e'],41,,,,,,,,,,,,,,Barcelona,217,00:07:41.552,Pass,,68.7,33.7,90.1,3.8,6,3,8,0,0.016895,0.021221,0.004326,0.004326,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.647834,,,,,,,,,,,,,af0c3e99-2c0d-46d7-b325-d0ccaaf7904f,351,,"[88.0, 6.2]",69289,7,,,,,2.961739,,Right Foot,,,,"[83.6, 7.0]",,Ground Pass,,4.472136,,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,20,Barcelona,217,"['2dab0b19-8562-4c63-86e6-50a47b19b61d', '9f4affa9-e7c8-4e89-9c73-f3151e9c4e83']",46,,,,,,,,,,,,,,Barcelona,217,00:07:46.358,Pass,True,88.0,6.2,83.6,7.0,8,0,8,0,0.021221,0.021221,0.0,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.164146,,,,,,,,,,,,,7f6ead8e-2271-485a-b2b0-5521f19648ac,354,,"[82.7, 6.8]",69289,7,,,,,2.128627,,Left Foot,,,,"[75.4, 18.5]",,Ground Pass,,13.790577,,,,Sergio Busquets i Burgos,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,20,Barcelona,217,['058dec02-8648-487e-9200-78d8a538488b'],48,,,,,,,,,,,,,,Barcelona,217,00:07:48.615,Pass,,82.7,6.8,75.4,18.5,8,0,7,1,0.021221,0.018703,-0.0025179999999999994,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,2.482274,,,,,,,,,,,,,4fcfea45-22c6-45ec-8419-2bd551a51bbe,357,,"[76.1, 19.8]",69289,7,,,,,1.2301205,,Right Foot,,,,"[96.2, 76.5]",,High Pass,,60.157295,,,,Daniel Alves da Silva,,True,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,20,Barcelona,217,['b72ff36d-bf00-4f71-961a-330c908f63c4'],51,,,,,,,,,,,,,,Barcelona,217,00:07:51.031,Pass,,76.1,19.8,96.2,76.5,7,1,9,7,0.018703,0.027563,0.00886,0.00886,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.76973,,,,,,,,,,,,,d8d382cb-4f3c-49c2-b88f-f0f52700c688,360,,"[101.3, 65.9]",69289,7,,,,,-2.5768416,,Right Foot,,,,"[88.2, 57.6]",,Ground Pass,,15.508062,,,,Xavier Hernández Creus,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,20,Barcelona,217,['717c34d2-d7e9-4f1b-beb1-3b4f5dd88888'],57,,,,,,,,,,,,,,Barcelona,217,00:07:57.068,Pass,,101.3,65.9,88.2,57.6,10,6,8,5,0.04067,0.024122,-0.016547999999999997,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.782515,,,,,,,,,,,,,b80c8dc7-33f4-4863-a029-678dd19b7224,363,,"[88.2, 57.6]",69289,7,,,,,-2.449125,,Right Foot,,,,"[66.5, 39.6]",,Low Pass,,28.193794,,,,Carles Puyol i Saforcada,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,20,Barcelona,217,['d9289134-50ca-4d21-8c3b-db3a499ec0e8'],59,,,,,,,,,,,,,,Barcelona,217,00:07:59.324,Pass,,88.2,57.6,66.5,39.6,8,5,6,3,0.024122,0.016895,-0.007227000000000001,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.885061,,,,,,,,,,,,,af600e0f-08cf-4560-8f91-500eed55655f,366,,"[66.5, 39.6]",69289,8,,,,,-1.3501492,,Right Foot,,,,"[73.7, 7.5]",,Ground Pass,,32.897568,,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,20,Barcelona,217,['b44606ca-5d26-437d-9ace-ad2f1e8c2996'],2,,,,,,,,,,,,,,Barcelona,217,00:08:02.029,Pass,,66.5,39.6,73.7,7.5,6,3,7,0,0.016895,0.017451,0.0005560000000000009,0.0005560000000000009,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.013622,,,,,,,,,,,,,0acfbaf7-af35-4727-80c6-a5300b240b36,369,,"[77.9, 4.4]",69289,8,,,,,2.295865,,Left Foot,,,,"[70.9, 12.3]",,Ground Pass,,10.555094,,,,Andrés Iniesta Luján,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,20,Barcelona,217,['5b25672c-6e48-485c-8f3a-e7a8f0d8fc97'],5,,,,,,,,,,,,,,Barcelona,217,00:08:05.821,Pass,,77.9,4.4,70.9,12.3,7,0,6,1,0.017451,0.016118,-0.0013330000000000009,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.228655,,,,,,,,,,,,,a4653465-9b1d-472e-a0f5-b3a417d66cb6,373,,"[73.0, 12.5]",69289,8,,,,,1.3757049,,Right Foot,,,,"[79.6, 45.9]",,Ground Pass,,34.045853,,,,Xavier Hernández Creus,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,20,Barcelona,217,['d2fc0390-0390-47f2-a568-738805bc0b87'],8,,,,,,,,,,,,,,Barcelona,217,00:08:08.158,Pass,,73.0,12.5,79.6,45.9,7,1,7,4,0.018703,0.019971,0.0012679999999999983,0.0012679999999999983,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,2.1454,,,,,,,,,,,,,d900f817-43ae-4e02-be85-58bd484d0708,376,,"[79.6, 45.9]",69289,8,,,,,1.9443524,,Right Foot,,,,"[71.8, 65.8]",,Ground Pass,,21.37405,,,,Gerard Piqué Bernabéu,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,20,Barcelona,217,['a972d16a-589a-4431-bc8f-a323c89d0f56'],9,,,,,,,,,,,,,,Barcelona,217,00:08:09.427,Pass,,79.6,45.9,71.8,65.8,7,4,7,6,0.019971,0.018703,-0.0012679999999999983,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,0.9622,,,,,,,,,,,,,22a9d002-db29-4766-826c-0a23fff46d33,379,,"[72.3, 65.8]",69289,8,,,,,-0.49746135,,Right Foot,,,,"[90.9, 55.7]",,Ground Pass,,21.165302,,,,Lionel Andrés Messi Cuccittini,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,20,Barcelona,217,['8aec93fc-b51a-4779-960c-7373ce0042b3'],11,,,,,,,,,,,,,,Barcelona,217,00:08:11.703,Pass,,72.3,65.8,90.9,55.7,7,6,9,5,0.018703,0.028552,0.009849,0.009849,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.2263,,,,,,,,,,,,,e2f1be83-f118-4263-ae9d-021804255bdd,383,,"[87.3, 56.4]",69289,8,,,,,2.6880798,,Left Foot,,,,"[75.4, 62.2]",,Ground Pass,,13.238202,,,,Gerard Piqué Bernabéu,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,20,Barcelona,217,['06e076af-7fcb-4e76-afe4-eff52f61f1d2'],12,,,,,,,,,,,,,,Barcelona,217,00:08:12.745,Pass,,87.3,56.4,75.4,62.2,8,5,7,6,0.024122,0.018703,-0.005419,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.2546,,,,,,,,,,,,,be724c7a-2789-428d-8d6b-75dc4c4f9968,386,,"[75.4, 62.2]",69289,8,,,,,-1.4838228,,Right Foot,,,,"[78.6, 25.5]",,Low Pass,,36.839245,,,,Andrés Iniesta Luján,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,20,Barcelona,217,['90f136d5-53b1-4ed2-b6b5-574f86ff1071'],15,,,,,,,,,,,,,,Barcelona,217,00:08:15.244,Pass,,75.4,62.2,78.6,25.5,7,6,7,2,0.018703,0.019351,0.0006479999999999993,0.0006479999999999993,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,0.932355,,,,,,,,,,,,,6ff3051e-def6-4aab-acc3-c6e1ff0a81e1,389,,"[82.6, 24.7]",69289,8,,,,,0.8732543,,Right Foot,,,,"[91.4, 35.2]",,Ground Pass,,13.7,,Incomplete,,David Villa Sánchez,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,20,Barcelona,217,"['3e83ce34-1df0-45a9-8091-75807707e8f0', '6db9d236-6ec9-4d9a-a5fe-8252fd47f9bb']",17,,,,,,,,,,,,,,Barcelona,217,00:08:17.800,Pass,,82.6,24.7,91.4,35.2,8,2,9,3,0.024122,0.035113,0.010990999999999997,0.010990999999999997,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,0.703,,,,,,,,,,,,,ed863973-d990-49bb-ba5b-9f5bbcd9b578,392,,"[33.5, 45.2]",69289,8,,,,,-1.6837159,,Left Foot,,,,"[32.4, 35.5]",,Low Pass,,9.762172,,,,Christian Koffi Romaric N''Dri,,,,,Recovery,1,From Throw In,Renato Dirnei Florencio,26015.0,Right Center Midfield,20,Barcelona,217,['0fca5342-5cec-4952-9689-6af2949c8233'],19,,,,,,,,,,,,,,Sevilla,213,00:08:19.452,Pass,,33.5,45.2,32.4,35.5,3,4,2,3,0.011324,0.010165,-0.0011590000000000003,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,0.2846,,,,,,,,,,,,,cd045ccc-cffe-4910-8bcd-7fb99ebb701b,395,,"[30.2, 37.4]",69289,8,,,,,-0.9179497,,Left Foot,,,,"[34.1, 32.3]",,Low Pass,,6.4202805,,Incomplete,,Luís Fabiano Clemente,,,,,,1,From Throw In,Christian Koffi Romaric N''Dri,26480.0,Left Center Midfield,20,Barcelona,217,"['3ee431e7-4e00-4685-956f-ba3d496046d4', 'c47ee500-7ecd-4f66-861c-08e21b867b39']",21,,,,,,,,,,,,,,Sevilla,213,00:08:21.614,Pass,,30.2,37.4,34.1,32.3,2,3,3,3,0.010165,0.011324,0.0011590000000000003,0.0011590000000000003,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.246824,,,,,,,,,,,,,1bf883e0-5499-4b51-9d61-a77af9864647,398,,"[84.3, 45.1]",69289,8,,,,,-1.6951513,,Right Foot,,,,"[83.1, 35.5]",,High Pass,,9.674709,,,,Sergio Busquets i Burgos,,,,,Recovery,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,20,Barcelona,217,['432edeac-37d2-40fd-8e3d-23028373f10f'],22,,,,,,,,,,,,,,Barcelona,217,00:08:22.369,Pass,,84.3,45.1,83.1,35.5,8,4,8,3,0.023851,0.023851,0.0,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.0382,,,,,,,,,,,,,7818ea90-b42f-4451-9a5a-b524143f1652,402,,"[81.9, 34.2]",69289,8,,,,,1.7642237,,Right Foot,,,,"[80.0, 43.9]",,Ground Pass,,9.884331,,Incomplete,,Xavier Hernández Creus,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,20,Barcelona,217,"['3b682fdf-95be-4e52-87a6-d4a9fafb47fe', '42cf53c0-1f92-4488-88f6-c5bb445a6ba0', 'f7e0e00a-f2da-4fcf-9d04-daf6ae2dd88e']",24,,,,,,,,,,,,,,Barcelona,217,00:08:24.906,Pass,True,81.9,34.2,80.0,43.9,8,3,7,4,0.023851,0.019971,-0.0038800000000000015,0.0,,,,,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.0564,,,,,,,,,,,,,4321407e-dc0d-4138-8540-6cd0a262134e,407,,"[41.3, 38.9]",69289,8,,,,,0.70931214,,Right Foot,,,,"[53.3, 49.2]",,Ground Pass,,15.814234,,,,Frédéric Oumar Kanouté,,,,,,1,Regular Play,Luís Fabiano Clemente,25943.0,Center Forward,21,Sevilla,213,['65aba705-554a-416a-9cf9-b2f5a6d57372'],27,,,,,,,,,,,,,,Sevilla,213,00:08:27.214,Pass,,41.3,38.9,53.3,49.2,4,3,5,4,0.012626,0.014846,0.0022199999999999998,0.0022199999999999998,,,0.068703756,0.068703756,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,2.8792,,,,,,,,,,,,,40f77890-2be2-4907-a953-9cb86fa18da7,410,,"[50.5, 64.9]",69289,8,,,,,0.6237017,,Right Foot,,,,"[66.9, 76.7]",,Ground Pass,,20.20396,,,,Diego Perotti,,,,,,1,Regular Play,Frédéric Oumar Kanouté,25960.0,Center Attacking Midfield,21,Sevilla,213,['222d0f23-797c-4a0c-b281-63a5557e8c8c'],29,,,,,,,,,,,,,,Sevilla,213,00:08:29.668,Pass,,50.5,64.9,66.9,76.7,4,6,6,7,0.012147,0.014736,0.002589000000000001,0.002589000000000001,,,0.068703756,0.068703756,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,0.8926,,,,,,,,,,,,,f805967a-80be-4a0d-9ad2-82173eb65f9c,413,,"[68.0, 77.0]",69289,8,,,,,-1.8189098,,Right Foot,,,,"[66.1, 69.5]",,Ground Pass,,7.7369246,,,,Frédéric Oumar Kanouté,,,,,,1,Regular Play,Diego Perotti,7456.0,Right Midfield,21,Sevilla,213,['95f44ed4-123c-455a-9e26-3910ea11b439'],33,,,,,,,,,,,,,,Sevilla,213,00:08:33.546,Pass,,68.0,77.0,66.1,69.5,6,7,6,6,0.014736,0.016118,0.0013819999999999995,0.0013819999999999995,,,0.068703756,0.068703756,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,1.0465,,,,,,,,,,,,,8f81d6e5-56ba-4b18-a8a4-c42c403469f9,417,,"[76.0, 77.7]",69289,8,,,,,0.049140733,,Right Foot,,,,"[82.1, 78.0]",,Ground Pass,,6.1073728,,,,Diego Perotti,,,,,,1,Regular Play,Frédéric Oumar Kanouté,25960.0,Center Attacking Midfield,21,Sevilla,213,"['0adc4ab4-ebc3-431a-a073-df3eddcb0b96', '1daf4414-fc84-4863-8323-5f5324e46f86']",36,,,,,,,,,,,,,,Sevilla,213,00:08:36.504,Pass,True,76.0,77.7,82.1,78.0,7,7,8,7,0.017451,0.021221,0.003769999999999999,0.003769999999999999,,,0.068703756,0.068703756,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,0.0872,,,,,,,,,,,,,9b125415-5c59-4c0e-b036-295757696480,421,,"[82.1, 78.0]",69289,8,,,,,3.1415927,,Right Foot,,,,"[79.6, 78.0]",,Ground Pass,,2.5,,Incomplete,,Frédéric Oumar Kanouté,,,,,,1,Regular Play,Diego Perotti,7456.0,Right Midfield,21,Sevilla,213,"['1d2ccadd-3386-4448-b474-ae7735141dd5', '9b41e861-55f0-4640-8174-0feb14e5af59', 'a0e5248e-0dad-42d9-90c0-7304143e4479']",37,,,,,,,,,,,,,,Sevilla,213,00:08:37.940,Pass,True,82.1,78.0,79.6,78.0,8,7,7,7,0.021221,0.017451,-0.003769999999999999,0.0,,,0.068703756,0.068703756,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
,,,,,,,,,,,,,,,,,,,,2.486,,,,,,,,,,,,,a84dc2d8-30f0-423f-a087-5675a50041c1,427,,"[80.6, 66.6]",69289,8,,,,,-0.2797399,,Right Foot,,,True,"[108.1, 58.7]",,Ground Pass,,28.612236,,,,Luís Fabiano Clemente,,,,,,1,Regular Play,Abdoulay Konko,26683.0,Right Back,21,Sevilla,213,['4ade6041-ae8c-45cd-90c0-f3b02602560f'],41,,,,,,,,,,,,,,Sevilla,213,00:08:41.370,Pass,,80.6,66.6,108.1,58.7,8,6,10,5,0.024015,0.054911,0.030896,0.030896,,,0.068703756,0.068703756,2024-09-07 18:28:42.667837,2010-10-30,2010/2011,Spain - La Liga,Barcelona vs Sevilla
