50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,0.520823,,,,,,,,,,,,,,,,4ce2c358-7799-4039-8b56-893c87b7cb9b,5,,"[60.0, 40.0]",69307,0,,,,,-2.0344439,,Left Foot,,,"[58.4, 36.8]",,Ground Pass,,3.5777087,,,,,Javier Camuñas Gallego,,,,,Kick Off,1,From Kick Off,Fernando Soriano Marco,26435.0,Center Attacking Midfield,2,Osasuna,422,['c0dc1a2c-8aad-48a9-8fd5-ff2fa7f74247'],0,,,,,,,,,,,,,,,Osasuna,422,00:00:00.357,Pass,,60.0,40.0,58.4,36.8,5,3,5,3,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,0.917452,,,,,,,,,,,,,,,,cdf3bc29-787f-4ca0-9577-5ee0e76dd605,8,,"[58.1, 36.5]",69307,0,,,,,2.612643,,Left Foot,,,"[43.9, 44.8]",,Ground Pass,,16.447796,,,,,Francisco Puñal Martínez,,,,,,1,From Kick Off,Javier Camuñas Gallego,26169.0,Center Forward,2,Osasuna,422,['b9a64aca-fb16-4127-9175-ba2e73af81ad'],0,,,,,,,,,,,,,,,Osasuna,422,00:00:00.918,Pass,,58.1,36.5,43.9,44.8,5,3,4,4,0.014846,0.012626,-0.0022199999999999998,0.0,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,2.846074,,,,,,,,,,,,,,,,3de4c799-382c-4a9d-87f1-1f0614b2aa32,11,,"[48.7, 45.7]",69307,0,,,,,-0.60218203,,Right Foot,,,"[89.0, 18.0]",,High Pass,,48.901737,,,,,Masoud Shojaei Soleimani,,,,,,1,From Kick Off,Francisco Puñal Martínez,25874.0,Left Defensive Midfield,2,Osasuna,422,['2d2e885d-ad7c-4962-a7ba-82563dd83690'],3,,,,,,,,,,,,,,,Osasuna,422,00:00:03.977,Pass,,48.7,45.7,89.0,18.0,4,4,8,1,0.012626,0.024015,0.011389000000000002,0.011389000000000002,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,0.8544,,,,,,,,,,,,,,,,c53b18fb-811e-44b5-8a47-3e19e4f3f676,18,,"[50.8, 71.2]",69307,0,,,,,-1.9631364,,Right Foot,,,"[44.8, 56.7]",,Ground Pass,,15.692355,,,,,Sergio Busquets i Burgos,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['58c0bca0-53ca-4b44-a60b-eea280d1378f'],13,,,,,,,,,,,,,,,Barcelona,217,00:00:13.356,Pass,,50.8,71.2,44.8,56.7,4,7,4,5,0.011263,0.012692,0.0014289999999999997,0.0014289999999999997,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.34729,,,,,,,,,,,,,,,,ba1d0a89-6078-4ba4-97fc-86cd04334e10,27,,"[51.4, 54.2]",69307,0,,True,,,2.4407382,,Right Foot,,,"[38.6, 65.0]",,Ground Pass,,16.747538,,,,,Gerard Piqué Bernabéu,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['180ef5fc-8cf0-4c20-9dcf-cc37d0e6e6b1'],26,,,,,,,,,,,,,,,Barcelona,217,00:00:26.747,Pass,,51.4,54.2,38.6,65.0,4,5,3,6,0.012692,0.010595,-0.002097,0.0,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,2.547564,,,,,,,,,,,,,,,,19a60a69-424c-467e-af3f-521276f47d1e,29,,"[38.6, 65.0]",69307,0,,,,,-2.6232884,,Right Foot,,,"[13.0, 50.4]",,Ground Pass,,29.470663,,,,,Víctor Valdés Arribas,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['c236946d-1f5d-4843-bb2c-dc9f7abf235a'],28,,,,,,,,,,,,,,,Barcelona,217,00:00:28.971,Pass,,38.6,65.0,13.0,50.4,3,6,0,5,0.010595,0.00888,-0.0017149999999999995,0.0,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,2.205712,,,,,,,,,,,,,,,,f2cd603b-2e92-410e-9ed2-8d71bdbc960e,32,,"[12.1, 45.0]",69307,0,,,,,-1.4888687,,Right Foot,,,"[14.9, 10.9]",,Ground Pass,,34.214764,,,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['4835452e-24f2-4878-b52c-6bfb79d3c219'],33,,,,,,,,,,,,,,,Barcelona,217,00:00:33.702,Pass,,12.1,45.0,14.9,10.9,0,4,1,1,0.009411,0.008786,-0.0006249999999999988,0.0,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.764658,,,,,,,,,,,,,,,,73457cbc-3429-4565-86d4-400d0e11332d,36,,"[16.9, 10.8]",69307,0,,,,,2.0576956,,Left Foot,,,"[5.2, 32.9]",,Ground Pass,,25.005999,,,,,Víctor Valdés Arribas,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,"['2b648496-dab3-490e-ad1c-1c2c040398e7', '8128ae7f-33f7-4d9c-84db-7ecb26301a63']",38,,,,,,,,,,,,,,,Barcelona,217,00:00:38.577,Pass,True,16.9,10.8,5.2,32.9,1,1,0,3,0.008786,0.009411,0.0006249999999999988,0.0006249999999999988,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,4.434712,,,,,,,,,,,,,,,,e16aee6f-4c84-4d25-9ead-98e317117e05,38,,"[5.3, 33.9]",69307,0,,,,,-0.1761953,,Right Foot,,,"[72.7, 21.9]",,High Pass,,68.459915,,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,"['59538caa-92d3-4a5f-bba3-868b4e1f58b0', 'bf59d751-d45f-49d2-8b98-204f7ca31126']",40,,,,,,,,,,,,,,,Barcelona,217,00:00:40.341,Pass,,5.3,33.9,72.7,21.9,0,3,7,2,0.009411,0.019351,0.009940000000000001,0.009940000000000001,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,2.8455,,,,,,,,,,,,,,,,34736720-5cdd-4fe6-8e62-feedd6c0e088,43,,"[46.8, 63.6]",69307,0,,,,,-2.7944667,,Right Foot,,,"[17.5, 53.0]",,Low Pass,,31.158466,,,,,Ricardo López Felipe,,,,,,1,Regular Play,Sergio Fernández González,25969.0,Right Center Back,5,Osasuna,422,['8b2f8db3-9d1a-463c-aad4-ec0b06b4e920'],45,,,,,,,,,,,,,,,Osasuna,422,00:00:45.909,Pass,,46.8,63.6,17.5,53.0,4,6,1,5,0.012147,0.009777,-0.0023700000000000006,0.0,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,3.0956,,,,,,,,,,,,,,,,6c32c64c-48d7-43f1-a225-4ef14a1ed5b5,46,,"[17.4, 52.7]",69307,0,,,,,-0.673033,,Left Foot,,,"[46.0, 29.9]",,High Pass,,36.575947,,,,,Ignacio Monreal Eraso,,,,,,1,Regular Play,Ricardo López Felipe,25912.0,Goalkeeper,5,Osasuna,422,['e2609551-27c5-4210-8cf6-ae6f6bf0b6b7'],48,,,,,,,,,,,,,,,Osasuna,422,00:00:48.755,Pass,,17.4,52.7,46.0,29.9,1,5,4,2,0.009777,0.012692,0.002915000000000001,0.002915000000000001,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,2.241,,,,,,,,,,,,,,,,73bd1235-4009-4e8b-b062-eb27af48c1ee,48,,"[46.0, 29.9]",69307,0,,,,,0.24497867,,Head,,,"[56.4, 32.5]",,High Pass,,10.720075,,,,,Masoud Shojaei Soleimani,,,,,,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,5,Osasuna,422,['6b513810-7c27-4864-88e8-22b9131f88c3'],51,,,,,,,,,,,,,,,Osasuna,422,00:00:51.851,Pass,,46.0,29.9,56.4,32.5,4,2,5,3,0.012692,0.014846,0.0021539999999999997,0.0021539999999999997,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.3362,,,,,,,,,,,,,,,,c4b10540-680c-40cf-a0b1-ac8b60e40dfc,50,,"[56.4, 32.5]",69307,0,,,,,0.28422552,,Head,,,"[65.3, 35.1]",,High Pass,,9.272001,,,,,Fernando Soriano Marco,,,,,,1,Regular Play,Masoud Shojaei Soleimani,5238.0,Left Wing,5,Osasuna,422,['ddddcd6e-dda6-43bd-b21e-5493e158a89f'],54,,,,,,,,,,,,,,,Osasuna,422,00:00:54.092,Pass,,56.4,32.5,65.3,35.1,5,3,6,3,0.014846,0.016895,0.0020490000000000005,0.0020490000000000005,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,3.8077,,,,,,,,,,,,,,,,2454a838-a255-49bc-9c46-b1d3b1ea0914,53,,"[65.3, 35.1]",69307,0,,,,,-0.14543061,,Right Foot,,,"[104.9, 29.3]",,Low Pass,,40.022495,,,Incomplete,,Javier Camuñas Gallego,,,Through Ball,True,,1,Regular Play,Fernando Soriano Marco,26435.0,Center Attacking Midfield,5,Osasuna,422,"['9850a3d0-2a68-4c7c-a7c2-aaa65d2770bb', 'bc3f7510-6d9a-431d-a8b3-a58d47284ce4']",55,,,,,,,,,,,,,,,Osasuna,422,00:00:55.468,Pass,,65.3,35.1,104.9,29.3,6,3,10,2,0.016895,0.054911,0.038016,0.038016,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.810113,,,,,,,,,,,,,,,,f1d2e63b-3f90-4545-be50-2be25b1647eb,58,,"[8.9, 55.3]",69307,1,,,,,0.89463896,,Right Foot,,,"[22.7, 72.5]",,Ground Pass,,22.051758,,,,,Daniel Alves da Silva,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['84a14c2b-4c60-4b92-86d4-c7101db7dae4'],0,,,,,,,,,,,,,,,Barcelona,217,00:01:00.702,Pass,,8.9,55.3,22.7,72.5,0,5,1,7,0.00888,0.007796,-0.0010840000000000008,0.0,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.360176,,,,,,,,,,,,,,,,fa2f796e-e291-4d80-acd2-d92975de09d8,62,,"[22.0, 75.3]",69307,1,,,,,-1.0815601,,Right Foot,,,"[33.5, 53.7]",,Ground Pass,,24.470594,,,,,Sergio Busquets i Burgos,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,['3e0b3228-efbd-4025-bbe6-6ef3cee60ebd'],3,,,,,,,,,,,,,,,Barcelona,217,00:01:03.324,Pass,,22.0,75.3,33.5,53.7,1,7,3,5,0.007796,0.011105,0.0033090000000000003,0.0033090000000000003,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.8313,,,,,,,,,,,,,,,,9188099a-9c82-4c99-ba54-528bd11c5ee0,66,,"[28.5, 62.2]",69307,1,,,,,-0.28532943,,Left Foot,,,"[43.5, 57.8]",,Ground Pass,,15.632018,,,Incomplete,,Daniel Alves da Silva,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,"['3221f11f-8440-4412-9944-20d702668d69', 'f5171b14-9e27-4b92-909a-6d9414a80505']",6,,,,,,,,,,,,,,,Barcelona,217,00:01:06.784,Pass,,28.5,62.2,43.5,57.8,2,6,4,5,0.009424,0.012692,0.003268,0.003268,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,0.72791,,,,,,,,,,,,,,,,3221f11f-8440-4412-9944-20d702668d69,68,,"[76.6, 22.3]",69307,1,,,,,0.7127987,,Right Foot,,,"[88.4, 32.5]",,Ground Pass,,15.597436,,,,,Juan Francisco Torres Belén,,,,,Recovery,1,Regular Play,Francisco Puñal Martínez,25874.0,Left Defensive Midfield,7,Osasuna,422,"['135662bc-3db0-478c-adf3-2c3653980cb3', '9188099a-9c82-4c99-ba54-528bd11c5ee0']",8,,,,,,,,,,,,,,,Osasuna,422,00:01:08.616,Pass,,76.6,22.3,88.4,32.5,7,2,8,3,0.019351,0.023851,0.0045000000000000005,0.0045000000000000005,,,0.028535267,0.028535267,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.395015,,,,,,,,,,,,,,,,f65bab25-b2ef-4451-9fdc-71a5a1e57ba5,71,,"[88.4, 32.5]",69307,1,,,,,-1.0452125,,Right Foot,,,"[97.1, 17.5]",,Ground Pass,,17.340416,,,,,Javier Camuñas Gallego,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Wing,7,Osasuna,422,['9f6cde0f-7a5c-4468-8d4f-98602daa8414'],10,,,,,,,,,,,,,,,Osasuna,422,00:01:10.549,Pass,,88.4,32.5,97.1,17.5,8,3,9,1,0.023851,0.029533,0.0056819999999999996,0.0056819999999999996,,,0.028535267,0.028535267,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.313552,,,,,,,,,,,,,,,,88827c38-522b-4a5c-a592-11ce45ca75cf,74,,"[107.0, 19.8]",69307,1,,,,,2.9053473,60c2b431-fba3-4b83-849e-407958f3937b,Right Foot,,,"[96.2, 22.4]",,Ground Pass,,11.108555,,,,,Masoud Shojaei Soleimani,True,,,,,1,Regular Play,Javier Camuñas Gallego,26169.0,Center Forward,7,Osasuna,422,['921f1594-c59e-4cd6-bfe2-42bbf228bde3'],14,,,,,,,,,,,,,,,Osasuna,422,00:01:14.652,Pass,,107.0,19.8,96.2,22.4,10,1,9,2,0.04067,0.028552,-0.012117999999999997,0.0,0.028535267,,0.028535267,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,0.3727,,,,,,,,,,,,,,,,60c2b431-fba3-4b83-849e-407958f3937b,81,,"[101.2, 24.0]",69307,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Masoud Shojaei Soleimani,5238.0,Left Wing,7,Osasuna,422,"['42c18b49-ada9-4b5f-9729-bf46aabec6b0', 'e7afc4dd-3270-4ddd-90b0-bbd02729dbdd']",17,Right Foot,"[105.1, 28.0]",,"[{'location': [119.0, 37.4], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 28.1], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.7, 41.6], 'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.6, 41.6], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.6, 33.6], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.2, 31.9], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.4, 23.2], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 21.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.8, 28.1], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.7, 17.6], 'player': {'id': 26169, 'name': 'Javier Camuñas Gallego'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.4, 33.3], 'player': {'id': 26435, 'name': 'Fernando Soriano Marco'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.6, 45.2], 'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.3, 42.7], 'player': {'id': 25874, 'name': 'Francisco Puñal Martínez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [85.7, 31.2], 'player': {'id': 26002, 'name': 'Javad Nekounam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",88827c38-522b-4a5c-a592-11ce45ca75cf,,Blocked,,0.028535267,Normal,Open Play,,,,Osasuna,422,00:01:17.797,Shot,,101.2,24.0,,,10,2,0,0,0.054911,0.006383,-0.048528,0.0,,0.028535267,0.028535267,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,0.7712,,,,,,,,,,,,,,,,4f3180c3-3dba-4072-8c92-0a46a7e78d0f,84,,"[120.0, 0.1]",69307,1,,,,,1.64706,,Right Foot,,,"[117.7, 30.2]",,High Pass,True,30.187746,,,Incomplete,,,,,Inswinging,,Corner,1,From Corner,Francisco Puñal Martínez,25874.0,Left Defensive Midfield,8,Osasuna,422,['aa3172d6-f1cc-485f-af1c-69b7071b2f1e'],54,,,,,,,,,,,,,,,Osasuna,422,00:01:54.898,Pass,,120.0,0.1,117.7,30.2,11,0,11,3,0.037926,0.257454,0.219528,0.219528,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.6126,,,,,,,,,,,,,,,,fbf645c9-b370-4d12-a59d-1c074d7c0d28,87,,"[46.6, 59.9]",69307,2,,,,,-0.821527,,Head,,,"[50.6, 55.6]",,High Pass,,5.872819,,,Incomplete,,,,,,,Recovery,1,From Corner,David Villa Sánchez,12737.0,Left Wing,8,Osasuna,422,['4f56f600-590a-42c5-87f2-b6712bcb669b'],1,,,,,,,,,,,,,,,Barcelona,217,00:02:01.111,Pass,,46.6,59.9,50.6,55.6,4,5,4,5,0.012692,0.012692,0.0,0.0,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,0.4025,,,,,,,,,,,,,,,,4f56f600-590a-42c5-87f2-b6712bcb669b,88,,"[69.5, 24.5]",69307,2,,,,,0.07485985,,Left Foot,,,"[73.5, 24.8]",,Low Pass,,4.0112343,,,Incomplete,,,,,,,Recovery,1,From Corner,Javad Nekounam,26002.0,Right Defensive Midfield,8,Osasuna,422,"['aeb63644-6471-430c-8001-4093e9f8359c', 'fbf645c9-b370-4d12-a59d-1c074d7c0d28']",2,,,,,,,,,,,,,,,Osasuna,422,00:02:02.724,Pass,,69.5,24.5,73.5,24.8,6,2,7,2,0.016856,0.019351,0.0024950000000000007,0.0024950000000000007,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,0.8887,,,,,,,,,,,,,,,,56f0ad81-1c9c-4b75-8bd6-67682adfbe76,97,,"[65.7, 4.5]",69307,2,,,,,-0.024994794,,Left Foot,,,"[77.7, 4.2]",,Ground Pass,,12.00375,,,,,Masoud Shojaei Soleimani,,,,,,1,From Corner,Javad Nekounam,26002.0,Right Defensive Midfield,8,Osasuna,422,"['2b399896-1fe6-40f0-94e1-8b727688d774', 'f10a50e7-d7a5-44e6-9352-2e904843b6f5']",6,,,,,,,,,,,,,,,Osasuna,422,00:02:06.675,Pass,True,65.7,4.5,77.7,4.2,6,0,7,0,0.014736,0.017451,0.0027150000000000004,0.0027150000000000004,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.440998,,,,,,,,,,,,,,,,906c9504-37ac-49f5-a5cd-b2d487cbfe4d,103,,"[81.8, 6.6]",69307,2,,,,,-0.11848996,,Left Foot,,,"[86.0, 6.1]",,Ground Pass,,4.229657,,,,,Javier Camuñas Gallego,,,,,Recovery,1,From Corner,Masoud Shojaei Soleimani,5238.0,Left Wing,8,Osasuna,422,"['57f3d98f-91fd-4502-9a2b-693ce79fde9e', 'bbf6ab86-cfdb-4e1b-8498-adc856699216']",8,,,,,,,,,,,,,,,Osasuna,422,00:02:08.172,Pass,True,81.8,6.6,86.0,6.1,8,0,8,0,0.021221,0.021221,0.0,0.0,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.316492,,,,,,,,,,,,,,,,f9cb4a20-084f-4ad2-a6f4-0cda7e7d4161,115,,"[109.3, 2.8]",69307,2,,,,,1.5981867,,Left Foot,True,,"[108.5, 32.0]",,Low Pass,,29.210957,,,Incomplete,,Fernando Soriano Marco,,,,,,1,From Corner,Javier Camuñas Gallego,26169.0,Center Forward,8,Osasuna,422,"['2b1bd6b9-1437-4b7a-98df-b45ce0fe5a34', '94be7b48-e9f8-4e12-b12e-0731cc444d11', 'e59e5001-a82d-4885-af56-22c45c069892']",13,,,,,,,,,,,,,,,Osasuna,422,00:02:13.150,Pass,True,109.3,2.8,108.5,32.0,10,0,10,3,0.034851,0.108051,0.07319999999999999,0.07319999999999999,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,3.075579,,,,,,,,,,,,,,,,86639023-6a82-4880-bdb5-81c01c134661,118,,"[120.0, 0.1]",69307,2,,True,,,1.704785,,Right Foot,,,"[115.7, 32.0]",,High Pass,True,32.188507,,,Incomplete,,,,,Inswinging,,Corner,1,From Corner,Francisco Puñal Martínez,25874.0,Left Defensive Midfield,9,Osasuna,422,['4f871ce1-e0d2-4dc2-bead-285fce6efed0'],30,,,,,,,,,,,,,,,Osasuna,422,00:02:30.373,Pass,,120.0,0.1,115.7,32.0,11,0,11,3,0.037926,0.257454,0.219528,0.219528,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.3498,,,,,,,,,,,,,,,,ecb62497-2582-4557-b751-f350b9fbd2e3,120,,"[77.3, 23.1]",69307,2,,,,,0.5184555,,Head,,,"[92.9, 32.0]",,High Pass,,17.960234,,,Incomplete,,,,,,,Recovery,1,From Corner,Ignacio Monreal Eraso,3498.0,Left Back,9,Osasuna,422,['cc0ef3f3-4774-4ce2-8ea2-77915bfcc3ac'],36,,,,,,,,,,,,,,,Osasuna,422,00:02:36.803,Pass,,77.3,23.1,92.9,32.0,7,2,9,3,0.019351,0.035113,0.015761999999999998,0.015761999999999998,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,1.5775,,,,,,,,,,,,,,,,8cc5413d-7934-4e63-b05a-8a3a7bc143b7,125,,"[40.4, 53.2]",69307,2,,,,,0.6283316,,Right Foot,,,"[53.2, 62.5]",,Ground Pass,,15.82182,,,,,Andrés Iniesta Luján,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,10,Barcelona,217,['1f632d6b-6c5a-480a-ad62-52264470a0de'],43,,,,,,,,,,,,,,,Barcelona,217,00:02:43.137,Pass,,40.4,53.2,53.2,62.5,3,5,5,6,0.011105,0.013845,0.0027399999999999994,0.0027399999999999994,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
,,,,,,,,,,,,,,,,,0.747732,,,,,,,,,,,,,,,,43f73745-5177-4418-84b0-10827d16c2f7,129,,"[55.0, 60.5]",69307,2,,,,,-1.5031033,,Right Foot,,,"[55.4, 54.6]",,Ground Pass,,5.9135437,,,,,Xavier Hernández Creus,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,10,Barcelona,217,['df01c75e-cbf7-4a43-bd0d-54938974ed62'],47,,,,,,,,,,,,,,,Barcelona,217,00:02:47.551,Pass,,55.0,60.5,55.4,54.6,5,6,5,5,0.013845,0.014291,0.0004460000000000002,0.0004460000000000002,,,,,2024-09-07 18:28:09.101222,2010-12-04,2010/2011,Spain - La Liga,Osasuna vs Barcelona
