bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,1.9656,,,,,,,,,,,,,3d87d5f2-ab0a-4584-abdf-0a819e00e642,2168,,,"[55.0, 76.9]",69274,46,,,,,-0.29706421,,Head,,,,"[84.4, 67.9]",,High Pass,,30.746708,Incomplete,,,,,,,Recovery,2,Regular Play,Ricardo Miguel Moreira da Costa,19454.0,Right Center Back,126,Barcelona,217,"['1ad9284a-c3c6-4647-92ac-02bbf5dd5402', '397e3c8a-07a4-4017-8e9a-b2b9bc02a1f6']",16,,,,,,,,,,,,,,,,Valencia,207,00:01:16.528,Pass,,55.0,76.9,84.4,67.9,5,7,8,6,0.012483,0.024015,0.011532000000000002,0.011532000000000002,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.657304,,,,,,,,,,,,,397e3c8a-07a4-4017-8e9a-b2b9bc02a1f6,2169,,,"[36.6, 13.1]",69274,46,,,,,-0.3708913,,Head,,,,"[43.8, 10.3]",,Low Pass,,7.725283,,,Adriano Correia Claro,,,,,Recovery,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,126,Barcelona,217,"['3d87d5f2-ab0a-4584-abdf-0a819e00e642', '437e5a40-f410-440b-a7ca-7e4bf5a82179']",18,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.493,Pass,,36.6,13.1,43.8,10.3,3,1,4,0,0.010595,0.011263,0.0006680000000000002,0.0006680000000000002,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.829678,,,,,,,,,,,,,50f9c827-f2c2-4195-917c-66405976cec7,2172,,,"[43.8, 10.3]",69274,46,,,,,2.9347186,,Left Foot,,,,"[35.7, 12.0]",,Ground Pass,,8.276473,,,Javier Alejandro Mascherano,,,,,,2,Regular Play,Adriano Correia Claro,22102.0,Left Wing Back,126,Barcelona,217,['f7988e07-1e96-4700-a671-7f507be53dfd'],19,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.249,Pass,,43.8,10.3,35.7,12.0,4,0,3,1,0.011263,0.010595,-0.0006680000000000002,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.315107,,,,,,,,,,,,,d0795688-4e69-4230-ac9d-7f94a176313d,2176,,,"[37.4, 12.6]",69274,46,,,,,-0.058755822,,Right Foot,,,,"[40.8, 12.4]",,Ground Pass,,3.4058774,Incomplete,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,126,Barcelona,217,"['5c5585a5-ce4d-4844-820c-a5a094444831', 'e96799ea-c594-48f8-b739-7c83564c0119']",20,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.118,Pass,True,37.4,12.6,40.8,12.4,3,1,4,1,0.010595,0.012147,0.0015519999999999996,0.0015519999999999996,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.761091,,,,,,,,,,,,,49e59dce-e835-42ac-9680-35167acfbbcf,2178,,,"[37.9, 13.7]",69274,46,,,,,0.46684247,,Right Foot,,,,"[50.4, 20.0]",,Low Pass,,13.997857,,,Lionel Andrés Messi Cuccittini,,,,,Recovery,2,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,126,Barcelona,217,['e6de0b5c-7880-426a-b8a0-3a5e129fa5e6'],21,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.109,Pass,,37.9,13.7,50.4,20.0,3,1,4,1,0.010595,0.012147,0.0015519999999999996,0.0015519999999999996,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.159191,,,,,,,,,,,,,4689c76c-063e-4bbd-b392-2216100791c3,2189,,,"[75.7, 68.2]",69274,46,,,,,0.87887496,,Right Foot,,,,"[84.4, 78.7]",,Ground Pass,,13.635982,,,Pablo Hernández Domínguez,,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,127,Valencia,207,['23a94cfb-07cc-4ae5-b75c-6f455a5f8c16'],24,,,,,,,,,,,,,,,,Valencia,207,00:01:24.458,Pass,,75.7,68.2,84.4,78.7,7,6,8,7,0.018703,0.021221,0.0025179999999999994,0.0025179999999999994,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.792905,,,,,,,,,,,,,8da51ddd-cd54-4229-9a97-aed7a4c15d72,2192,,,"[82.7, 76.8]",69274,46,,,,,-1.0775446,,Left Foot,,,,"[92.0, 59.5]",,High Pass,,19.641283,,,Juan Manuel Mata García,,,,,,2,Regular Play,Pablo Hernández Domínguez,4711.0,Center Attacking Midfield,127,Valencia,207,['dc8fd92d-9ddb-4ae5-99f9-7a159717d846'],26,,,,,,,,,,,,,,,,Valencia,207,00:01:26.922,Pass,,82.7,76.8,92.0,59.5,8,7,9,5,0.021221,0.028552,0.007331000000000001,0.007331000000000001,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.689461,,,,,,,,,,,,,c3c6b6d4-fdb1-4454-9374-f6a396a9a286,2199,,,"[9.5, 31.3]",69274,46,,,,,-3.0225923,,Left Foot,,,,"[0.3, 30.2]",,High Pass,,9.265528,Out,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,127,Valencia,207,,31,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.647,Pass,,9.5,31.3,0.3,30.2,0,3,0,2,0.009411,0.00888,-0.0005309999999999985,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.598383,,,,,,,,,,,,,355f53aa-3c78-4d82-9cbe-10ca73e4af8e,2201,,,"[120.0, 80.0]",69274,47,,,,,-2.032849,9cf298ca-99ee-4665-952d-3a6077767444,Right Foot,,,,"[95.0, 29.8]",,High Pass,,56.080658,,True,Alberto Facundo Costa,True,True,Outswinging,,Corner,2,From Corner,Éver Maximiliano David Banega,5504.0,Left Center Midfield,128,Valencia,207,['93a558db-be55-48e3-a412-163803f92d3b'],2,,,,,,,,,,,,,,,,Valencia,207,00:02:02.679,Pass,,120.0,80.0,95.0,29.8,11,7,9,2,0.037926,0.028552,-0.009374,0.0,0.016029997,,0.016029997,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.203716,,,,,,,,,,,,,9cf298ca-99ee-4665-952d-3a6077767444,2204,,,"[94.4, 28.4]",69274,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alberto Facundo Costa,26728.0,Right Center Midfield,128,Valencia,207,['8f2304a0-94fd-4de9-9e00-d4732c8d61dc'],6,,Left Foot,,"[120.0, 43.9, 6.5]",,"[{'location': [96.4, 30.5], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 31.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.8, 34.4], 'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 29.6], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.3, 33.2], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 50.1], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [95.7, 40.0], 'player': {'id': 10609, 'name': 'Jérémy Mathieu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.5, 37.2], 'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.6, 40.1], 'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.3, 38.3], 'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 41.5], 'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.7, 39.4], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 50.3], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 77.4], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.6, 43.1], 'player': {'id': 26645, 'name': 'Ángel Dealbert Ibáñez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.9, 30.3], 'player': {'id': 26681, 'name': 'Marius Stankevičius'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.3, 52.7], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",355f53aa-3c78-4d82-9cbe-10ca73e4af8e,,Off T,0.016029997,Half Volley,Open Play,,,,Valencia,207,00:02:06.254,Shot,,94.4,28.4,,,9,2,0,0,0.028552,0.006383,-0.022169,0.0,,0.016029997,0.016029997,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.6309,,,,,,,,,,,,,5a7b81ac-8080-4324-b6dc-14bd001904b2,2206,,,"[6.0, 44.0]",69274,47,,,,,-0.7976524,,Right Foot,,,,"[46.3, 2.7]",,High Pass,,57.704247,,,Adriano Correia Claro,,True,,,Goal Kick,2,From Goal Kick,José Manuel Pinto Colorado,26005.0,Goalkeeper,129,Barcelona,217,['b5295ab2-8e09-462d-a5cb-9f1f286135c5'],25,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.989,Pass,,6.0,44.0,46.3,2.7,0,4,4,0,0.009411,0.011263,0.0018520000000000012,0.0018520000000000012,,,0.09392452,0.09392452,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,3.672375,,,,,,,,,,,,,60796b74-693b-416e-be09-ed15e3f2ef31,2209,,,"[50.1, 77.7]",69274,47,,,,,-0.007873853,,Right Foot,,,,"[100.9, 77.3]",,High Pass,,50.801575,Incomplete,,,,,,,Recovery,2,From Goal Kick,Ricardo Miguel Moreira da Costa,19454.0,Right Center Back,129,Barcelona,217,['502cd281-0671-47c8-97df-720ad9569a8e'],31,,,,,,,,,,,,,,,,Valencia,207,00:02:31.427,Pass,,50.1,77.7,100.9,77.3,4,7,10,7,0.011263,0.034851,0.023587999999999998,0.023587999999999998,,,0.09392452,0.09392452,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.683887,,,,,,,,,,,,,6119d1a5-d1f5-4ec0-a1e8-83397a9d18c9,2211,,,"[80.6, 77.1]",69274,47,,,,,-1.2475237,,Right Foot,,,,"[87.2, 57.4]",,High Pass,,20.776188,,,Juan Manuel Mata García,,,,,Recovery,2,From Goal Kick,Marius Stankevičius,26681.0,Right Back,129,Barcelona,217,['0c7befe2-3726-4ed5-9cef-4fd0da25838e'],37,,,,,,,,,,,,,,,,Valencia,207,00:02:37.054,Pass,,80.6,77.1,87.2,57.4,7,7,8,5,0.017451,0.024122,0.006671,0.006671,,,0.09392452,0.09392452,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.200376,,,,,,,,,,,,,bbfea17e-abae-4047-8ef6-870ad3e421ba,2219,,,"[39.1, 25.4]",69274,47,,,,,1.5707964,,Right Foot,,,,"[39.1, 28.1]",,Ground Pass,,2.7,Incomplete,,,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,129,Barcelona,217,"['402fd2cb-4699-4794-9782-161b4829feb8', '8006b391-73c1-48b3-abe1-bcfdfae819a3']",40,,,,,,,,,,,,,,,,Barcelona,217,00:02:40.531,Pass,True,39.1,25.4,39.1,28.1,3,2,3,2,0.011105,0.011105,0.0,0.0,,,0.09392452,0.09392452,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.946381,,,,,,,,,,,,,e2bf1254-1e77-44da-8a11-dc2f65b1b13f,2221,,,"[35.5, 24.5]",69274,47,,,,,1.5578437,,Right Foot,,,,"[36.0, 63.1]",,Ground Pass,,38.603237,,,Daniel Alves da Silva,,,,,Recovery,2,From Goal Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,129,Barcelona,217,['28efc52b-9fb9-4c2f-a8ff-219fa9a74e45'],41,,,,,,,,,,,,,,,,Barcelona,217,00:02:41.478,Pass,,35.5,24.5,36.0,63.1,3,2,3,6,0.011105,0.010595,-0.00051,0.0,,,0.09392452,0.09392452,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.272044,,,,,,,,,,,,,4a3fc153-3e6d-40e6-b14a-345d04cecd43,2224,,,"[42.5, 69.6]",69274,47,,,,,-2.3036115,,Right Foot,,,,"[35.3, 61.6]",,Ground Pass,,10.762899,,,Gerard Piqué Bernabéu,,,,,,2,From Goal Kick,Daniel Alves da Silva,4324.0,Right Wing Back,129,Barcelona,217,['91b7b19b-3cad-45ed-9550-26017670a76d'],46,,,,,,,,,,,,,,,,Barcelona,217,00:02:46.664,Pass,,42.5,69.6,35.3,61.6,4,6,3,6,0.012147,0.010595,-0.0015519999999999996,0.0,,,0.09392452,0.09392452,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.21214,,,,,,,,,,,,,c9c6ed12-59e7-481e-9b0b-4a134d443995,2227,,,"[39.8, 58.0]",69274,47,,,,,-0.113053,,Right Foot,,,,"[62.7, 55.4]",,Ground Pass,,23.047125,,,Andrés Iniesta Luján,,,,,,2,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,129,Barcelona,217,['4742d621-a1c9-4b58-a6a0-ddb9de4daad0'],50,,,,,,,,,,,,,,,,Barcelona,217,00:02:50.767,Pass,,39.8,58.0,62.7,55.4,3,5,6,5,0.011105,0.016856,0.005750999999999999,0.005750999999999999,,,0.09392452,0.09392452,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.821995,,,,,,,,,,,,,945ea198-a651-47d7-ab69-1a723f9bc8b6,2230,,,"[64.4, 55.2]",69274,47,,,,,-1.9115148,,Right Foot,,,,"[60.5, 44.2]",,Ground Pass,,11.670904,,,Xavier Hernández Creus,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,129,Barcelona,217,['b7a3e68a-d527-4618-8839-d1ca64cd0dfa'],52,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.728,Pass,,64.4,55.2,60.5,44.2,6,5,5,4,0.016856,0.014846,-0.0020099999999999996,0.0,,,0.09392452,0.09392452,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.695803,,,,,,,,,,,,,b615c9ce-c536-432b-935b-d1ffe8b921f5,2233,,,"[62.0, 44.9]",69274,47,,,,,1.48958,,Left Foot,,,,"[62.7, 53.5]",,Ground Pass,,8.628442,,,Andrés Iniesta Luján,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,129,Barcelona,217,['a215acab-a634-4353-a192-ddd00985331d'],54,,,,,,,,,,,,,,,,Barcelona,217,00:02:54.525,Pass,,62.0,44.9,62.7,53.5,6,4,6,5,0.016895,0.016856,-3.900000000000084e-05,0.0,,,0.09392452,0.09392452,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.48499,,,,,,,,,,,,,a33cf5b8-3347-4e5a-9d4a-301fdb64ef9a,2236,,,"[62.7, 53.5]",69274,47,,,,,-1.1785309,,Right Foot,,,,"[79.0, 14.1]",,High Pass,,42.6386,,,Adriano Correia Claro,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,129,Barcelona,217,['541b3fc1-c092-45ce-8aff-38528cafcf5c'],55,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.301,Pass,,62.7,53.5,79.0,14.1,6,5,7,1,0.016856,0.018703,0.0018470000000000014,0.0018470000000000014,,,0.09392452,0.09392452,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.2437,,,,,,,,,,,,,0fd58fbb-1279-444f-a157-1bcfc3132997,2243,,,"[88.1, 24.3]",69274,48,,,,,0.40176094,36478c6e-7010-460d-b3a6-5bfdc214796e,Left Foot,,,,"[107.4, 32.5]",,Low Pass,,20.96974,,,David Villa Sánchez,True,,,,,2,From Goal Kick,Adriano Correia Claro,22102.0,Left Wing Back,129,Barcelona,217,['197a3361-fbf2-46e6-b8e7-1f4964542305'],0,,,,,,,,,,,,,,,,Barcelona,217,00:03:00.012,Pass,,88.1,24.3,107.4,32.5,8,2,10,3,0.024122,0.108051,0.08392899999999999,0.08392899999999999,0.09392452,,0.09392452,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.522809,,,,,,,,,,,,,36478c6e-7010-460d-b3a6-5bfdc214796e,2246,,,"[108.1, 29.0]",69274,48,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,David Villa Sánchez,12737.0,Center Forward,129,Barcelona,217,['30aab7db-15c1-485b-9a7c-ad1222a39e67'],2,,Left Foot,,"[119.0, 37.6, 0.4]",True,"[{'location': [98.6, 28.5], 'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [84.4, 37.7], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.4, 28.8], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.9, 31.5], 'player': {'id': 26728, 'name': 'Alberto Facundo Costa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.1, 19.5], 'player': {'id': 26681, 'name': 'Marius Stankevičius'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.8, 28.5], 'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 30.5], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.5, 30.1], 'player': {'id': 26645, 'name': 'Ángel Dealbert Ibáñez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 44.6], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [80.9, 60.0], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [103.5, 43.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.5, 37.7], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0fd58fbb-1279-444f-a157-1bcfc3132997,,Saved,0.09392452,Half Volley,Open Play,,,,Barcelona,217,00:03:02.276,Shot,,108.1,29.0,,,10,2,0,0,0.054911,0.006383,-0.048528,0.0,,0.09392452,0.09392452,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.172546,,,,,,,,,,,,,8a3ef3e6-6293-418a-b179-40fbdc16edd2,2248,,,"[16.4, 46.1]",69274,48,,,,,-1.4083515,,Keeper Arm,,,,"[22.3, 10.1]",,Ground Pass,,36.48027,,,Jordi Alba Ramos,,,,,,2,From Keeper,Vicente Guaita Panadero,6625.0,Goalkeeper,130,Valencia,207,['3e734db6-342a-4ea9-aab9-7db264850a4e'],10,,,,,,,,,,,,,,,,Valencia,207,00:03:10.492,Pass,,16.4,46.1,22.3,10.1,1,4,2,0,0.010827,0.008449,-0.002378,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.616596,,,,,,,,,,,,,bb49467b-1b47-48bc-82e0-8414fd5aa4f7,2252,,,"[22.3, 8.4]",69274,48,,,,,-0.016273428,,Left Foot,,,,"[77.6, 7.5]",,High Pass,,55.307323,Incomplete,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,131,Valencia,207,"['0b922d40-a90c-4123-b373-674bb6f25db1', '365ff6a4-d1ff-4681-ad4c-2a2b222c2ce5']",13,,,,,,,,,,,,,,,,Valencia,207,00:03:13.800,Pass,True,22.3,8.4,77.6,7.5,1,0,7,0,0.007796,0.017451,0.009655,0.009655,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.2708,,,,,,,,,,,,,365ff6a4-d1ff-4681-ad4c-2a2b222c2ce5,2253,,,"[43.4, 73.5]",69274,48,,,,,0.05473978,,Head,,,,"[58.0, 74.3]",,High Pass,,14.6219015,,,Daniel Alves da Silva,,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,132,Barcelona,217,"['6037c529-90e6-4cb9-abcf-323456d2418c', 'bb49467b-1b47-48bc-82e0-8414fd5aa4f7']",16,,,,,,,,,,,,,,,,Barcelona,217,00:03:16.417,Pass,,43.4,73.5,58.0,74.3,4,7,5,7,0.011263,0.012483,0.0012199999999999989,0.0012199999999999989,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.364886,,,,,,,,,,,,,00734927-b650-41b4-be8e-47787efb47ad,2257,,,"[56.7, 9.7]",69274,48,,,,,-0.119794026,,Left Foot,,,,"[67.5, 8.4]",,Ground Pass,,10.877959,,,Roberto Soldado Rillo,,,,,Recovery,2,Regular Play,Alberto Facundo Costa,26728.0,Right Center Midfield,133,Valencia,207,['cedae349-d485-4867-8b0a-11188fd2aa06'],19,,,,,,,,,,,,,,,,Valencia,207,00:03:19.103,Pass,,56.7,9.7,67.5,8.4,5,0,6,0,0.012483,0.014736,0.0022530000000000015,0.0022530000000000015,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.744959,,,,,,,,,,,,,fe18e05b-8adf-4562-9387-acce6888dcbc,2260,,,"[67.5, 8.4]",69274,48,,,,,-2.5213432,,Right Foot,,,,"[61.9, 4.4]",,Ground Pass,,6.8818603,,,Alberto Facundo Costa,,,,,,2,Regular Play,Roberto Soldado Rillo,26009.0,Right Center Forward,133,Valencia,207,['43d0aaae-89a6-4d69-bcdb-233c482f83ab'],20,,,,,,,,,,,,,,,,Valencia,207,00:03:20.632,Pass,,67.5,8.4,61.9,4.4,6,0,6,0,0.014736,0.014736,0.0,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.825181,,,,,,,,,,,,,b8df2b94-80cd-4dad-b543-fe82b67ab881,2263,,,"[62.0, 4.4]",69274,48,,,,,0.10266805,,Left Foot,,,,"[78.5, 6.1]",,Ground Pass,,16.587345,Incomplete,,,,,,,,2,Regular Play,Alberto Facundo Costa,26728.0,Right Center Midfield,133,Valencia,207,['b5fed39f-30b1-4634-ae91-6d25f7211d76'],22,,,,,,,,,,,,,,,,Valencia,207,00:03:22.054,Pass,,62.0,4.4,78.5,6.1,6,0,7,0,0.014736,0.017451,0.0027150000000000004,0.0027150000000000004,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
