bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,0.760344,,,,,,,,,,,,,6872fabb-78b4-40a0-9f42-0c60aa86d3b4,5,,,"[60.0, 40.0]",69274,0,,,,,1.8063413,,Right Foot,,,,"[59.4, 42.5]",,Ground Pass,,2.570992,,,Joaquín Sánchez Rodríguez,,,,,Kick Off,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Forward,2,Valencia,207,['2549f6ec-48af-4d04-b7a2-1bfb5e87879b'],1,,,,,,,,,,,,,,,,Valencia,207,00:00:01.773,Pass,,60.0,40.0,59.4,42.5,5,3,5,4,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.685838,,,,,,,,,,,,,4b4c5080-c369-4e59-a9f7-15d5a70be9ec,8,,,"[56.8, 41.9]",69274,0,,,,,-2.860755,,Right Foot,,,,"[51.6, 40.4]",,Ground Pass,,5.4120235,,,Alberto Facundo Costa,,,,,,1,From Kick Off,Joaquín Sánchez Rodríguez,6651.0,Right Wing,2,Valencia,207,['f7747692-4d47-4048-ac6e-e62ebae92ce8'],3,,,,,,,,,,,,,,,,Valencia,207,00:00:03.015,Pass,,56.8,41.9,51.6,40.4,5,4,5,3,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.080209,,,,,,,,,,,,,b04f7548-87dd-4266-a1b4-34118e446fa0,11,,,"[52.4, 40.4]",69274,0,,,,,2.3276308,,Left Foot,,,,"[43.9, 49.4]",,Ground Pass,,12.379418,,,Éver Maximiliano David Banega,,,,,,1,From Kick Off,Alberto Facundo Costa,26728.0,Right Center Midfield,2,Valencia,207,['ac01ead7-df3f-4685-bb75-d86853c70256'],3,,,,,,,,,,,,,,,,Valencia,207,00:00:03.986,Pass,,52.4,40.4,43.9,49.4,5,3,4,4,0.014846,0.012626,-0.0022199999999999998,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.942332,,,,,,,,,,,,,a4d74a03-fdf6-480e-a207-57ed6461a31f,14,,,"[42.5, 49.0]",69274,0,,,,,-2.1251037,,Right Foot,,,,"[29.5, 28.0]",,Ground Pass,,24.698177,,,Ángel Dealbert Ibáñez,,,,,,1,From Kick Off,Éver Maximiliano David Banega,5504.0,Left Center Midfield,2,Valencia,207,['11876223-e736-45c8-87fb-a3144fc41b99'],5,,,,,,,,,,,,,,,,Valencia,207,00:00:05.687,Pass,,42.5,49.0,29.5,28.0,4,4,2,2,0.012626,0.010013,-0.0026130000000000007,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.200281,,,,,,,,,,,,,300ed72e-99e8-496d-8001-01cfe9e18244,18,,,"[27.3, 24.4]",69274,0,,,,,2.4006097,,Right Foot,,,,"[8.5, 41.6]",,Ground Pass,,25.480974,,,Vicente Guaita Panadero,,,,,,1,From Kick Off,Ángel Dealbert Ibáñez,26645.0,Left Center Back,2,Valencia,207,"['c81a97cc-2ba6-40a6-9a3f-ab879a7dd52e', 'd4c78189-8c63-4414-8da3-8ba0163919da']",8,,,,,,,,,,,,,,,,Valencia,207,00:00:08.529,Pass,True,27.3,24.4,8.5,41.6,2,2,0,4,0.010013,0.009411,-0.0006020000000000001,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,3.105456,,,,,,,,,,,,,fe0d994d-a6fb-4acd-95b0-b8fdd0050a27,21,,,"[6.8, 43.9]",69274,0,,,,,0.891251,,Right Foot,,,,"[35.4, 79.3]",,High Pass,,45.50956,Out,,Marius Stankevičius,,,,,,1,From Kick Off,Vicente Guaita Panadero,6625.0,Goalkeeper,2,Valencia,207,"['3d7a52b4-49bd-46e7-bcfd-66af6e9f278a', 'd4c78189-8c63-4414-8da3-8ba0163919da']",11,,,,,,,,,,,,,,,,Valencia,207,00:00:11.914,Pass,True,6.8,43.9,35.4,79.3,0,4,3,7,0.009411,0.009777,0.000366,0.000366,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.465036,,,,,,,,,,,,,72a89a8b-bb8f-4b87-b766-9b10201d453d,23,,,"[84.9, 1.0]",69274,0,,,,,1.3930795,,,,,,"[88.6, 21.6]",,Low Pass,,20.929644,,,David Villa Sánchez,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Wing Back,3,Barcelona,217,['a35c3a12-6585-4be0-9c13-26ffd6bdbe6b'],21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.092,Pass,,84.9,1.0,88.6,21.6,8,0,8,2,0.021221,0.024122,0.002901000000000001,0.002901000000000001,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.186497,,,,,,,,,,,,,c0b3a10b-694c-4c75-8b13-0d189acd0eba,32,,,"[28.0, 56.4]",69274,0,,,,,0.6602282,,Right Foot,,,,"[36.5, 63.0]",,Ground Pass,,10.761505,,,Marius Stankevičius,,,,,,1,From Throw In,Ángel Dealbert Ibáñez,26645.0,Left Center Back,3,Barcelona,217,"['5c248e2a-bd5c-4cfd-8385-68c89a337825', '6dc0412d-c2dd-4959-80eb-51469768739f']",26,,,,,,,,,,,,,,,,Valencia,207,00:00:26.063,Pass,True,28.0,56.4,36.5,63.0,2,5,3,6,0.010013,0.010595,0.0005820000000000009,0.0005820000000000009,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,4.224043,,,,,,,,,,,,,fbf8c68b-fb66-4131-a992-08688eda3fd6,36,,,"[32.2, 63.5]",69274,0,,,,,0.29968283,,Right Foot,,,,"[85.6, 80.0]",,High Pass,,55.891056,Out,,Juan Manuel Mata García,,,,,,1,From Throw In,Marius Stankevičius,26681.0,Right Back,3,Barcelona,217,"['360284ad-1de2-4227-b2b4-ba10237f83be', '55cb0f27-8b45-4ab3-9e29-eb965dd47dcd']",28,,,,,,,,,,,,,,,,Valencia,207,00:00:28.054,Pass,True,32.2,63.5,85.6,80.0,2,6,8,7,0.009424,0.021221,0.011797,0.011797,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.21842,,,,,,,,,,,,,602f752c-da38-4be3-b117-5efe99534d61,38,,,"[35.6, 1.0]",69274,0,,,,,2.4950795,,,,,,"[25.0, 9.0]",,Low Pass,,13.28006,,,Eric-Sylvain Bilal Abidal,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Wing Back,4,Barcelona,217,['0eeb088b-05ba-438f-bbbe-245907ddd595'],41,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.273,Pass,,35.6,1.0,25.0,9.0,3,0,2,0,0.009777,0.008449,-0.0013279999999999993,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.749801,,,,,,,,,,,,,3ecef5ff-3bd3-48f3-8797-bedf73a98e61,42,,,"[26.2, 9.9]",69274,0,,,,,2.4282346,,Left Foot,,,,"[5.4, 27.9]",,Ground Pass,,27.50709,,,José Manuel Pinto Colorado,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,4,Barcelona,217,"['2b73151d-cb6b-42ac-84e5-dbe030eca496', 'e8ac3ba4-f61d-4ad9-90ef-15c93738b393']",43,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.656,Pass,True,26.2,9.9,5.4,27.9,2,0,0,2,0.008449,0.00888,0.0004310000000000008,0.0004310000000000008,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.823024,,,,,,,,,,,,,7fb6bb39-e693-4be6-9443-f1a41ebddc3a,45,,,"[13.1, 35.4]",69274,0,,,,,-1.859899,,Right Foot,,,,"[7.3, 15.9]",,Ground Pass,,20.344286,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Throw In,José Manuel Pinto Colorado,26005.0,Goalkeeper,4,Barcelona,217,['a19df552-68ca-456b-9099-f148e26cdc19'],51,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.817,Pass,,13.1,35.4,7.3,15.9,1,3,0,1,0.010827,0.007501,-0.003326,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.4324,,,,,,,,,,,,,d0bf04e3-6ddb-4af5-86ee-2c2c62e31534,48,,,"[13.1, 16.4]",69274,0,,,,,0.7102078,,Left Foot,,,,"[49.5, 47.7]",,High Pass,,48.00677,Incomplete,,Xavier Hernández Creus,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,4,Barcelona,217,"['2f07a267-964b-41d9-b4e1-9a13d121a5c4', 'e7f3d42f-23cc-48db-9fec-71a7a348b29c']",56,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.943,Pass,,13.1,16.4,49.5,47.7,1,1,4,4,0.008786,0.012626,0.0038399999999999997,0.0038399999999999997,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.754199,,,,,,,,,,,,,e7f3d42f-23cc-48db-9fec-71a7a348b29c,50,,,"[71.5, 33.3]",69274,0,,,,,-0.53439546,,Head,,,,"[86.2, 24.6]",,High Pass,,17.08157,Incomplete,,Jordi Alba Ramos,,,,,Recovery,1,From Throw In,Alberto Facundo Costa,26728.0,Right Center Midfield,4,Barcelona,217,"['8dfe0d85-ad86-4647-84c9-0552a780b0d2', 'ce901aff-3fe2-4fdf-814e-16280fd856b4', 'd0bf04e3-6ddb-4af5-86ee-2c2c62e31534']",59,,,,,,,,,,,,,,,,Valencia,207,00:00:59.376,Pass,,71.5,33.3,86.2,24.6,7,3,8,2,0.019971,0.024122,0.004151000000000002,0.004151000000000002,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.184231,,,,,,,,,,,,,c74c19a9-4d3a-40f3-aef5-4b6e2db8e295,61,,,"[84.0, 39.1]",69274,1,,,,,0.9446799,,Right Foot,,,,"[104.9, 68.0]",,High Pass,,35.66539,,,Pablo Hernández Domínguez,,,,,,1,From Throw In,Joaquín Sánchez Rodríguez,6651.0,Right Wing,4,Barcelona,217,"['40541ac7-5ec0-43a7-b12d-25986dad64bb', 'f1babe17-7a2c-47c2-900e-106a741583d0']",6,,,,,,,,,,,,,,,,Valencia,207,00:01:06.498,Pass,True,84.0,39.1,104.9,68.0,8,3,10,6,0.023851,0.04067,0.016818999999999997,0.016818999999999997,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.012886,,,,,,,,,,,,,7289deb5-d384-4e4f-ac21-bda7b537ef5c,69,,,"[21.5, 23.6]",69274,1,,,,,-2.5599391,,Right Foot,,,,"[14.2, 18.8]",,Ground Pass,,8.736704,,,Eric-Sylvain Bilal Abidal,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,4,Barcelona,217,"['0cae4081-ffe7-40ae-94bf-4dde380f4901', 'b7360e36-005b-4fc7-b4e4-0b6c887cb737']",14,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.239,Pass,True,21.5,23.6,14.2,18.8,1,2,1,1,0.009777,0.008786,-0.0009909999999999988,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.392116,,,,,,,,,,,,,39e087f7-47c7-4d38-97e6-5eb7aded1791,73,,,"[14.0, 17.8]",69274,1,,,,,0.1125037,,Left Foot,,,,"[55.6, 22.5]",,High Pass,,41.864662,,,David Villa Sánchez,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Center Back,4,Barcelona,217,"['097c135a-202e-4f9c-b11e-b759d0142c62', '916f7a01-b0d0-4704-b64b-e6385202a300']",15,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.332,Pass,True,14.0,17.8,55.6,22.5,1,1,5,2,0.008786,0.014291,0.0055049999999999995,0.0055049999999999995,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.259982,,,,,,,,,,,,,dabb08ce-1f97-492f-b739-eebb8925fe95,83,,,"[62.9, 54.7]",69274,1,,,,,-1.6784862,,Right Foot,,,,"[62.5, 51.0]",,Ground Pass,,3.7215588,,,Alberto Facundo Costa,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,5,Valencia,207,['3a819d19-2d28-40df-a481-429926a156ca'],21,,,,,,,,,,,,,,,,Valencia,207,00:01:21.799,Pass,,62.9,54.7,62.5,51.0,6,5,6,5,0.016856,0.016856,0.0,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.572,,,,,,,,,,,,,71b4cca1-63ef-4e92-b424-58a1b1a3989a,86,,,"[62.5, 51.0]",69274,1,,,,,2.6328628,,Left Foot,,,,"[57.3, 53.9]",,Ground Pass,,5.9539905,,,Éver Maximiliano David Banega,,,,,,1,Regular Play,Alberto Facundo Costa,26728.0,Right Center Midfield,5,Valencia,207,['864bd0d2-c5c2-4fdb-8213-f260c6ac5445'],23,,,,,,,,,,,,,,,,Valencia,207,00:01:23.146,Pass,,62.5,51.0,57.3,53.9,6,5,5,5,0.016856,0.014291,-0.0025649999999999996,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.792238,,,,,,,,,,,,,d6a73ba8-19e3-4a64-b602-77cfb3383c15,89,,,"[57.3, 53.9]",69274,1,,,,,-1.8308002,,Right Foot,,,,"[49.0, 22.7]",,Ground Pass,,32.285137,,,Jérémy Mathieu,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,5,Valencia,207,['84e7b637-a4ae-4a07-92ea-be8fb349d6c6'],23,,,,,,,,,,,,,,,,Valencia,207,00:01:23.758,Pass,,57.3,53.9,49.0,22.7,5,5,4,2,0.014291,0.012692,-0.0015989999999999997,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.282283,,,,,,,,,,,,,7f293062-fcba-4d44-9541-44387c704d40,92,,,"[65.5, 7.9]",69274,1,,,,,-0.4392622,,Left Foot,,,,"[73.8, 4.0]",,Ground Pass,,9.170606,,,Jordi Alba Ramos,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Back,5,Valencia,207,['3b5c3daa-4842-4b08-b6ec-6fcd6720be5f'],28,,,,,,,,,,,,,,,,Valencia,207,00:01:28.448,Pass,,65.5,7.9,73.8,4.0,6,0,7,0,0.014736,0.017451,0.0027150000000000004,0.0027150000000000004,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.921412,,,,,,,,,,,,,3fd6e80d-9c37-4611-9fcd-b0837ca05736,96,,,"[73.4, 3.8]",69274,1,,,,,2.9889433,,Left Foot,,,,"[63.0, 5.4]",,Ground Pass,,10.522357,,,Jérémy Mathieu,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Wing,5,Valencia,207,"['1074f757-e4ed-45da-99e7-ac98800b6dd3', '867245f9-16eb-4636-968f-ca4c2ba53311']",29,,,,,,,,,,,,,,,,Valencia,207,00:01:29.770,Pass,True,73.4,3.8,63.0,5.4,7,0,6,0,0.017451,0.014736,-0.0027150000000000004,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.614086,,,,,,,,,,,,,df46999f-3cce-4473-bcc5-09b43345b07e,99,,,"[63.0, 5.4]",69274,1,,,,,2.4668517,,Left Foot,,,,"[58.0, 9.4]",,Ground Pass,,6.4031243,,,Alberto Facundo Costa,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Back,5,Valencia,207,"['867245f9-16eb-4636-968f-ca4c2ba53311', 'bcd220b6-9b1f-4311-9841-93bb01c00fe5']",31,,,,,,,,,,,,,,,,Valencia,207,00:01:31.193,Pass,True,63.0,5.4,58.0,9.4,6,0,5,0,0.014736,0.012483,-0.0022530000000000015,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.840086,,,,,,,,,,,,,3c23c5e7-5032-4a0c-8cfb-3a27d795d0b2,103,,,"[58.2, 9.0]",69274,1,,,,,-0.65284663,,Left Foot,,,,"[66.7, 2.5]",,Ground Pass,,10.700467,,,Jérémy Mathieu,,,,,,1,Regular Play,Alberto Facundo Costa,26728.0,Right Center Midfield,5,Valencia,207,"['09db8617-57ee-4152-9dbd-bedaa91d4035', '5a87dce8-8fb4-4f67-9509-fa93b494ba83']",32,,,,,,,,,,,,,,,,Valencia,207,00:01:32.740,Pass,True,58.2,9.0,66.7,2.5,5,0,6,0,0.012483,0.014736,0.0022530000000000015,0.0022530000000000015,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,3.129528,,,,,,,,,,,,,b3bd990c-2209-4f6d-b55c-3f2be96d7ebf,106,,,"[66.7, 2.5]",69274,1,,,,,0.25720158,,Left Foot,,,,"[107.0, 13.1]",,High Pass,,41.670734,,,Jordi Alba Ramos,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Back,5,Valencia,207,['4b968cb8-c889-4cdc-9884-4b30eac8dfda'],34,,,,,,,,,,,,,,,,Valencia,207,00:01:34.377,Pass,,66.7,2.5,107.0,13.1,6,0,10,1,0.014736,0.04067,0.025934,0.025934,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.4118,,,,,,,,,,,,,3295f398-8c51-4d98-914f-0d55e00788df,109,,,"[107.0, 13.1]",69274,1,,,,,1.5402381,,Left Foot,True,,,"[107.7, 36.0]",,Ground Pass,,22.910696,Incomplete,,Joaquín Sánchez Rodríguez,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Wing,5,Valencia,207,"['ad9bdd24-3596-4120-baad-01a3d53fc5bd', 'bf520372-5c77-4b8f-b0dc-b22213caf59a']",37,,,,,,,,,,,,,,,,Valencia,207,00:01:37.547,Pass,,107.0,13.1,107.7,36.0,10,1,10,3,0.04067,0.108051,0.067381,0.067381,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.802814,,,,,,,,,,,,,8fe08253-1555-44b3-bfa6-e386206084cd,114,,,"[15.6, 54.1]",69274,1,,,,,0.031239834,,Right Foot,,,,"[25.2, 54.4]",,Ground Pass,,9.604687,,,Javier Alejandro Mascherano,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Back,6,Barcelona,217,['a0e4e7c0-c932-4a14-a502-180cde11d0f1'],40,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.651,Pass,,15.6,54.1,25.2,54.4,1,5,2,5,0.009777,0.010013,0.0002360000000000001,0.0002360000000000001,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.383773,,,,,,,,,,,,,77c5b170-db87-453b-9118-6520fbef9c2b,117,,,"[27.1, 56.8]",69274,1,,,,,0.7284423,,Right Foot,,,,"[51.2, 78.3]",,Ground Pass,,32.29644,,,Xavier Hernández Creus,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,6,Barcelona,217,['d074aa9c-39d3-46a4-addb-f8738af269ed'],43,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.134,Pass,,27.1,56.8,51.2,78.3,2,5,5,7,0.010013,0.012483,0.00247,0.00247,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.5304,,,,,,,,,,,,,5414d34e-6cc7-42ab-97d7-0d515a0e32de,121,,,"[52.2, 76.6]",69274,1,,,,,-1.5342273,,Right Foot,,,,"[52.8, 60.2]",,Ground Pass,,16.410973,,,Lionel Andrés Messi Cuccittini,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,"['d6fe8e33-b1f8-4d2f-988e-8e874c1164d4', 'db2bf5e4-1f16-4b4a-9c13-bbc24e2bde01']",45,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.274,Pass,True,52.2,76.6,52.8,60.2,5,7,5,5,0.012483,0.014291,0.0018080000000000006,0.0018080000000000006,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.4124,,,,,,,,,,,,,f97a86bb-c47f-4048-9c8a-8c8d1acd3973,125,,,"[57.8, 46.5]",69274,1,,,,,-0.31327617,,Left Foot,,,,"[64.9, 44.2]",,High Pass,,7.4632435,Incomplete,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,6,Barcelona,217,['a631c425-fa1d-41f8-af24-36d192d48cc3'],48,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.779,Pass,,57.8,46.5,64.9,44.2,5,4,6,4,0.014846,0.016895,0.0020490000000000005,0.0020490000000000005,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.600788,,,,,,,,,,,,,71dbc407-0180-40fa-bdf2-963697d48002,128,,,"[44.4, 17.9]",69274,2,,True,,,1.6875049,,Right Foot,,,,"[39.3, 61.4]",,High Pass,,43.797947,,,Marius Stankevičius,,True,,,Free Kick,1,From Free Kick,Ángel Dealbert Ibáñez,26645.0,Left Center Back,7,Valencia,207,['696f69dd-e6e0-40ae-bf34-d4cf8798c4d0'],7,,,,,,,,,,,,,,,,Valencia,207,00:02:07.888,Pass,,44.4,17.9,39.3,61.4,4,1,3,6,0.012147,0.010595,-0.0015519999999999996,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.429008,,,,,,,,,,,,,3620d977-5e70-4a00-89b0-b21b54311319,130,,,"[39.5, 61.4]",69274,2,,True,,,2.914297,,Left Foot,,,,"[10.1, 68.2]",,Ground Pass,,30.17615,,,Ricardo Miguel Moreira da Costa,,,,,,1,From Free Kick,Marius Stankevičius,26681.0,Right Back,7,Valencia,207,['30c5e1be-4f6c-4684-85fe-1d9c354e616b'],10,,,,,,,,,,,,,,,,Valencia,207,00:02:10.034,Pass,,39.5,61.4,10.1,68.2,3,6,0,6,0.010595,0.007501,-0.0030940000000000004,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.382578,,,,,,,,,,,,,2ba0161d-56b2-430d-9767-58ff9fd18b2b,134,,,"[9.9, 66.8]",69274,2,,,,,-1.8568478,,Right Foot,,,,"[5.4, 51.5]",,Ground Pass,,15.948041,,,Vicente Guaita Panadero,,,,,,1,From Free Kick,Ricardo Miguel Moreira da Costa,19454.0,Right Center Back,7,Valencia,207,"['492f3c70-e890-44d0-a5f6-2c184981e70d', '6c99c2fa-db88-4739-ae28-877e17144657']",11,,,,,,,,,,,,,,,,Valencia,207,00:02:11.689,Pass,True,9.9,66.8,5.4,51.5,0,6,0,5,0.007501,0.00888,0.0013790000000000009,0.0013790000000000009,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.001074,,,,,,,,,,,,,3947e3d2-37f7-4c95-85a1-e5bb58579ace,137,,,"[5.4, 51.5]",69274,2,,,,,-0.1466665,,Right Foot,,,,"[49.4, 45.0]",,High Pass,,44.477524,Incomplete,,,,,,,,1,From Free Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,7,Valencia,207,"['492f3c70-e890-44d0-a5f6-2c184981e70d', 'b9d4debc-6347-4d5b-87c0-985c8d15e17a']",13,,,,,,,,,,,,,,,,Valencia,207,00:02:13.672,Pass,True,5.4,51.5,49.4,45.0,0,5,4,4,0.00888,0.012626,0.0037459999999999993,0.0037459999999999993,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
